,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,,Offensive Rating,Defensive Rating
16,17,Matt Barnes,SF,34,LAC,14,14,409,4.5,11.9,.380,1.9,7.1,.267,2.6,4.8,.550,1.8,2.4,.750,1.9,6.5,8.4,2.6,2.4,1.2,1.9,6.4,12.7,,99,106
17,18,Brandon Bass,PF,29,BOS,4,4,86,4.2,12.0,.350,0.0,0.0,,4.2,12.0,.350,3.6,6.0,.600,1.8,3.0,4.8,6.0,0.6,1.8,1.8,2.4,12.0,,94,115
18,19,Nicolas Batum,SF,26,POR,5,5,209,6.0,17.5,.343,3.2,9.7,.333,2.7,7.7,.355,2.5,3.2,.769,1.5,9.2,10.7,6.5,0.2,0.2,3.0,2.7,17.7,,97,111
19,20,Jerryd Bayless,PG,26,MIL,6,0,120,5.2,15.0,.343,0.9,3.0,.286,4.3,12.0,.357,5.6,7.3,.765,1.7,4.7,6.4,7.7,0.9,0.9,1.7,5.2,16.8,,104,110
20,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
21,21,Aron Baynes,C,28,SAS,4,0,40,3.8,12.7,.300,0.0,0.0,,3.8,12.7,.300,3.8,3.8,1.000,3.8,8.9,12.7,1.3,0.0,0.0,3.8,11.4,11.4,,80,109
22,22,Kent Bazemore,SG,25,ATL,16,2,303,5.1,12.0,.423,1.0,4.7,.214,4.1,7.3,.558,3.6,5.3,.677,0.5,8.5,9.0,2.2,1.9,1.5,1.9,4.2,14.7,,98,102
23,23,Bradley Beal,SG,21,WAS,10,10,418,9.8,24.3,.405,2.8,7.6,.365,7.0,16.6,.423,5.9,7.2,.831,1.7,5.0,6.7,5.6,1.9,0.8,3.2,2.3,28.4,,107,103
24,24,Marco Belinelli,SG,28,SAS,7,0,116,8.8,17.1,.513,6.1,13.1,.467,2.6,3.9,.667,4.8,5.7,.846,0.9,4.8,5.7,4.4,0.9,0.0,2.2,4.4,28.4,,134,110
25,25,Steve Blake,PG,34,POR,5,0,43,2.4,13.3,.182,1.2,9.7,.125,1.2,3.6,.333,2.4,2.4,1.000,0.0,1.2,1.2,9.7,0.0,1.2,2.4,4.9,8.5,,78,115
26,26,Bojan Bogdanović,SF,25,BRK,6,5,206,5.7,14.6,.390,2.7,8.2,.333,3.0,6.4,.462,1.2,1.7,.714,0.7,5.0,5.7,2.5,1.0,0.5,2.0,3.0,15.4,,95,110
27,27,Andrew Bogut,C,30,GSW,19,18,440,4.9,8.7,.560,0.0,0.1,.000,4.9,8.6,.568,0.6,1.5,.385,4.8,13.0,17.8,4.2,1.3,4.0,3.0,8.0,10.4,,107,94
28,28,Matt Bonner,PF,34,SAS,7,0,36,2.8,14.1,.200,2.8,12.7,.222,0.0,1.4,.000,0.0,0.0,,0.0,8.5,8.5,1.4,0.0,1.4,1.4,11.3,8.5,,63,108
29,29,Avery Bradley,SG,24,BOS,4,4,133,7.3,19.3,.380,1.9,7.3,.263,5.4,12.0,.452,2.3,2.7,.857,1.2,4.6,5.8,1.2,1.2,0.0,1.2,5.0,19.0,,94,114
30,30,Elton Brand,C,35,ATL,3,0,4,0.0,12.8,.000,0.0,0.0,,0.0,12.8,.000,12.8,25.7,.500,0.0,12.8,12.8,0.0,0.0,0.0,0.0,38.5,12.8,,61,102
31,31,Corey Brewer,SF,28,HOU,17,0,428,8.0,18.4,.431,1.3,4.6,.286,6.6,13.8,.480,3.9,6.1,.636,1.2,4.0,5.2,2.1,1.2,0.4,1.7,5.3,21.1,,101,112
32,32,Aaron Brooks,PG,30,CHI,12,0,132,8.4,24.5,.344,3.2,10.5,.308,5.2,14.1,.371,1.6,2.8,.571,1.2,6.0,7.2,4.4,1.2,0.4,3.6,6.4,21.7,,85,104
33,33,Markel Brown,SG,23,BRK,2,1,10,10.2,25.5,.400,0.0,10.2,.000,10.2,15.3,.667,10.2,10.2,1.000,10.2,0.0,10.2,5.1,0.0,0.0,10.2,0.0,30.6,,92,116
34,34,Jimmy Butler,SG,25,CHI,12,12,506,9.9,22.4,.441,2.9,7.6,.389,6.9,14.8,.468,6.2,7.6,.819,1.9,5.1,7.0,4.0,3.0,0.9,2.2,2.8,28.9,,115,100
35,35,Rasual Butler,SF,35,WAS,2,0,7,0.0,7.2,.000,0.0,7.2,.000,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,7.2,0.0,0.0,0.0,14.5,0.0,,55,106
36,36,Will Bynum,SG,32,WAS,3,0,31,11.5,22.9,.500,1.6,3.3,.500,9.8,19.6,.500,6.5,8.2,.800,3.3,1.6,4.9,4.9,3.3,1.6,8.2,9.8,31.1,,97,101
37,37,Nick Calathes,SG,25,MEM,9,3,126,5.0,14.9,.333,2.5,5.4,.462,2.5,9.5,.261,1.2,3.3,.375,0.4,6.2,6.6,6.6,3.7,0.4,4.1,6.2,13.7,,80,102
38,38,Clint Capela,C,20,HOU,17,0,127,7.8,11.5,.677,0.0,0.0,,7.8,11.5,.677,5.6,10.8,.517,4.8,10.8,15.6,1.9,1.1,3.4,1.1,7.1,21.2,,133,105
39,39,DeMarre Carroll,SF,28,ATL,16,16,558,7.9,16.3,.486,2.7,6.6,.403,5.2,9.7,.543,2.9,3.8,.780,2.4,6.5,8.9,2.9,1.7,0.5,1.4,3.3,21.4,,119,105
40,40,Vince Carter*,SG,38,MEM,11,0,196,7.2,17.8,.403,1.9,7.5,.250,5.3,10.4,.513,2.1,2.4,.889,3.5,9.1,12.5,2.9,1.9,0.5,1.9,4.5,18.4,,102,104
41,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
42,41,Michael Carter-Williams,PG,23,MIL,6,6,191,8.9,21.0,.423,0.0,1.3,.000,8.9,19.7,.452,1.9,3.2,.583,0.3,7.0,7.3,7.8,1.9,1.6,4.3,3.8,19.7,,85,105
43,42,Tyson Chandler,C,32,DAL,5,5,160,5.6,8.5,.655,0.0,0.0,,5.6,8.5,.655,3.8,7.7,.500,7.9,7.9,15.9,0.3,0.9,1.8,1.5,4.7,15.0,,131,111
44,43,Earl Clark,PF,27,BRK,2,0,13,7.9,39.3,.200,7.9,11.8,.667,0.0,27.5,.000,0.0,0.0,,0.0,7.9,7.9,0.0,3.9,0.0,0.0,3.9,23.6,,63,102
45,44,Norris Cole,PG,26,NOP,4,0,106,7.4,17.7,.417,1.5,6.9,.214,5.9,10.8,.545,1.0,1.5,.667,0.5,3.0,3.4,3.4,0.0,0.5,3.9,7.4,17.2,,84,122
46,45,Mike Conley,PG,27,MEM,8,8,243,8.8,20.6,.427,2.1,7.1,.303,6.7,13.5,.492,4.9,6.0,.821,0.0,1.9,1.9,8.6,2.4,0.0,2.6,2.1,24.7,,108,108
47,46,Allen Crabbe,SG,22,POR,2,1,39,5.3,6.7,.800,2.7,2.7,1.000,2.7,4.0,.667,0.0,0.0,,0.0,4.0,4.0,1.3,2.7,1.3,1.3,1.3,13.4,,155,107
48,47,Jamal Crawford,SG,34,LAC,14,0,379,8.6,23.9,.360,2.3,9.5,.243,6.3,14.4,.438,3.3,3.9,.867,0.8,3.1,3.9,3.5,1.7,0.4,2.2,4.4,22.8,,91,111
49,48,Jae Crowder,SF,24,BOS,4,1,100,7.7,14.9,.517,1.5,5.1,.300,6.2,9.8,.632,5.1,6.7,.769,4.1,6.2,10.3,4.1,2.1,1.5,2.6,7.2,22.1,,120,109
50,49,Dante Cunningham,PF,27,NOP,4,0,75,6.3,7.7,.818,0.0,0.0,,6.3,7.7,.818,2.1,2.1,1.000,2.8,9.7,12.5,1.4,2.1,2.8,0.0,4.9,14.6,,180,110
51,50,Stephen Curry,PG,26,GSW,21,21,826,12.4,27.2,.456,6.1,14.4,.422,6.3,12.8,.493,6.0,7.1,.835,1.2,5.3,6.5,8.3,2.4,0.2,5.1,2.9,36.9,,114,102
52,51,Gigi Datome,SF,27,BOS,3,0,14,7.3,22.0,.333,0.0,7.3,.000,7.3,14.7,.500,0.0,0.0,,0.0,3.7,3.7,3.7,0.0,0.0,0.0,14.7,14.7,,77,117
53,52,Anthony Davis,PF,21,NOP,4,4,172,14.3,26.4,.540,0.0,0.6,.000,14.3,25.8,.553,9.7,10.9,.889,2.7,10.6,13.4,2.4,1.5,3.6,3.9,3.6,38.2,,116,110
54,53,Glen Davis,PF,29,LAC,14,0,144,5.7,12.8,.447,0.0,0.3,.000,5.7,12.5,.459,2.4,3.0,.778,3.0,6.1,9.1,1.0,1.7,1.7,3.0,11.1,13.9,,91,106
55,54,Matthew Dellavedova,SG,24,CLE,20,7,497,5.0,14.5,.346,2.6,8.1,.316,2.4,6.4,.383,2.7,3.4,.781,1.1,3.3,4.4,5.6,1.0,0.0,3.7,5.5,15.2,,95,108
56,55,DeMar DeRozan,SG,25,TOR,4,4,159,10.2,25.6,.400,1.0,2.6,.375,9.3,23.0,.403,4.5,5.4,.824,1.6,6.4,8.0,7.3,1.9,0.0,3.2,3.8,25.9,,96,114
57,56,Boris Diaw,PF,32,SAS,7,0,198,8.7,18.2,.479,1.0,4.6,.222,7.7,13.6,.566,2.3,3.3,.692,3.3,7.7,11.0,6.4,1.3,0.8,2.3,6.2,20.8,,112,107
58,57,Joey Dorsey,PF,31,HOU,6,0,13,0.0,7.3,.000,0.0,0.0,,0.0,7.3,.000,3.6,7.3,.500,3.6,10.9,14.5,7.3,0.0,0.0,3.6,7.3,3.6,,66,111
59,58,Jared Dudley,SG,29,MIL,6,0,110,6.6,14.1,.467,3.7,6.6,.571,2.8,7.5,.375,1.9,3.3,.571,1.4,3.7,5.2,3.7,5.6,0.9,2.3,5.6,18.7,,110,100
60,59,Tim Duncan*,C,38,SAS,7,7,250,10.8,18.3,.589,0.0,0.2,.000,10.8,18.1,.596,3.9,6.9,.559,3.9,12.0,15.8,4.7,1.8,2.0,1.4,5.3,25.4,,125,102
61,60,Mike Dunleavy,SF,34,CHI,12,12,389,5.9,12.0,.489,3.7,7.6,.482,2.2,4.4,.500,2.5,2.6,.947,1.0,5.6,6.6,4.2,1.4,0.7,2.0,4.2,17.9,,126,104
62,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
63,61,Monta Ellis,SG,29,DAL,5,5,197,12.4,26.5,.468,2.6,7.2,.367,9.8,19.4,.506,3.6,4.8,.750,1.0,2.9,3.8,6.2,2.4,0.7,3.8,4.3,31.1,,108,112
64,62,Tyler Ennis,PG,20,MIL,1,0,16,6.4,29.0,.222,3.2,16.1,.200,3.2,12.9,.250,0.0,0.0,,9.7,3.2,12.9,9.7,0.0,0.0,0.0,3.2,16.1,,87,114
65,63,Tyreke Evans,SG,25,NOP,4,4,125,5.8,18.0,.326,0.8,4.6,.182,5.0,13.4,.375,4.2,7.1,.588,1.3,7.1,8.4,8.4,2.1,0.4,2.5,4.2,16.7,,92,115
66,64,Festus Ezeli,C,25,GSW,20,0,183,7.6,14.0,.540,0.0,0.0,,7.6,14.0,.540,4.5,8.1,.552,6.7,10.6,17.4,1.7,0.3,2.8,3.4,7.0,19.6,,109,99
67,65,Raymond Felton,PG,30,DAL,3,1,36,5.2,19.6,.267,0.0,5.2,.000,5.2,14.4,.364,3.9,3.9,1.000,1.3,7.8,9.2,5.2,0.0,0.0,0.0,1.3,14.4,,92,116
68,66,Tim Frazier,PG,24,POR,2,0,3,0.0,17.4,.000,0.0,0.0,,0.0,17.4,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,,0,117
69,67,Joel Freeland,C,27,POR,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,7.5,7.5,0.0,7.5,0.0,0.0,0.0,0.0,,,97
70,68,Marc Gasol,C,30,MEM,11,11,416,8.9,22.6,.394,0.0,0.3,.000,8.9,22.3,.399,9.4,11.0,.852,2.4,11.8,14.2,6.1,1.3,2.4,2.0,4.1,27.2,,108,101
71,69,Pau Gasol*,PF,34,CHI,10,10,317,9.4,19.3,.487,0.0,0.7,.000,9.4,18.6,.505,5.4,7.0,.762,2.8,12.9,15.7,5.2,0.8,3.5,3.5,3.0,24.1,,107,97
72,70,Alonzo Gee,SF,27,POR,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,17.4,17.4,17.4,0.0,0.0,0.0,0.0,0.0,,228,107
73,71,Taj Gibson,PF,29,CHI,12,2,276,6.5,13.9,.472,0.0,0.0,,6.5,13.9,.472,4.0,5.8,.700,4.8,7.9,12.7,2.3,0.8,2.3,2.1,4.8,17.1,,109,102
74,72,Manu Ginóbili*,SG,37,SAS,7,0,131,5.8,16.7,.349,3.1,8.5,.364,2.7,8.1,.333,7.0,8.9,.783,1.6,7.8,9.3,12.4,1.6,2.3,5.4,7.4,21.7,,105,104
75,73,Drew Gooden,PF,33,WAS,10,0,178,6.6,17.4,.377,3.4,7.4,.462,3.1,10.0,.314,2.9,3.7,.769,3.7,12.0,15.7,2.3,0.6,2.9,4.0,6.0,19.4,,96,99
76,74,Eric Gordon,SG,26,NOP,4,4,143,10.2,23.4,.438,4.7,11.7,.406,5.5,11.7,.469,1.8,2.2,.833,1.1,2.6,3.6,5.5,0.7,0.7,3.6,4.0,27.0,,104,121
77,75,Marcin Gortat,C,30,WAS,10,10,307,8.9,14.2,.628,0.0,0.0,,8.9,14.2,.628,2.6,4.0,.667,4.5,10.1,14.5,3.6,1.0,1.8,2.6,4.8,20.5,,122,100
78,76,Danny Green,SG,27,SAS,7,7,204,5.2,15.2,.344,3.0,10.0,.300,2.2,5.2,.429,1.0,1.5,.667,1.7,3.7,5.5,3.7,1.7,1.7,1.2,3.0,14.4,,100,107
79,77,Draymond Green,PF,24,GSW,21,21,784,6.5,15.7,.417,1.6,5.9,.264,5.0,9.7,.510,4.2,5.7,.736,3.0,10.9,13.9,7.1,2.5,1.6,3.8,5.8,18.8,,106,96
80,78,JaMychal Green,PF,24,MEM,5,0,8,0.0,13.1,.000,0.0,6.5,.000,0.0,6.5,.000,13.1,13.1,1.000,0.0,19.6,19.6,0.0,6.5,6.5,0.0,6.5,13.1,,83,79
81,79,Jeff Green,SF,28,MEM,11,2,298,6.3,18.9,.333,0.7,3.2,.222,5.6,15.8,.356,3.9,4.6,.846,1.6,7.5,9.1,3.3,0.9,0.9,2.8,3.2,17.2,,84,107
82,80,Blake Griffin,PF,25,LAC,14,14,557,12.2,23.9,.511,0.1,0.6,.143,12.1,23.3,.521,6.6,9.3,.717,3.3,12.2,15.5,7.5,1.2,1.2,3.9,3.8,31.2,,112,105
83,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
84,81,Jorge Gutiérrez,PG,26,MIL,1,0,12,4.3,8.6,.500,0.0,0.0,,4.3,8.6,.500,0.0,0.0,,0.0,4.3,4.3,4.3,0.0,0.0,0.0,4.3,8.6,,116,113
85,82,Tyler Hansbrough,PF,29,TOR,4,2,48,1.1,5.3,.200,0.0,0.0,,1.1,5.3,.200,3.2,4.2,.750,1.1,5.3,6.4,3.2,2.1,1.1,2.1,8.5,5.3,,78,112
86,83,James Harden,SG,25,HOU,17,17,636,9.6,21.9,.439,3.0,8.0,.383,6.5,13.9,.471,12.1,13.2,.916,0.9,6.3,7.2,9.5,2.1,0.5,5.7,3.6,34.3,,117,109
87,84,Devin Harris,PG,31,DAL,4,0,74,5.1,14.6,.348,0.0,7.0,.000,5.1,7.6,.667,5.1,5.7,.889,0.6,4.5,5.1,2.5,1.3,0.0,2.5,6.4,15.3,,91,114
88,85,Joe Harris,SG,23,CLE,6,0,16,6.6,19.8,.333,3.3,9.9,.333,3.3,9.9,.333,9.9,13.2,.750,0.0,3.3,3.3,3.3,0.0,0.0,3.3,3.3,26.5,,103,111
89,86,Spencer Hawes,PF,26,LAC,8,0,57,7.7,14.5,.529,2.6,5.1,.500,5.1,9.4,.545,1.7,1.7,1.000,2.6,8.5,11.1,4.3,1.7,2.6,0.9,10.2,19.6,,134,104
90,87,Brendan Haywood,C,35,CLE,1,0,2,0.0,26.5,.000,0.0,0.0,,0.0,26.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,113
91,88,John Henson,C,24,MIL,6,0,153,8.1,13.8,.585,0.0,0.3,.000,8.1,13.5,.600,1.7,4.7,.357,7.1,9.1,16.2,1.3,1.7,3.4,3.7,4.7,17.9,,100,102
92,89,Nenê,PF,32,WAS,10,10,257,6.7,15.0,.447,0.0,0.0,,6.7,15.0,.447,2.2,4.5,.478,4.9,8.1,13.0,3.0,1.8,0.6,2.8,6.3,15.6,,97,101
93,90,Kirk Hinrich,SG,34,CHI,10,0,126,3.8,8.0,.474,2.5,4.2,.600,1.3,3.8,.333,0.8,1.3,.667,0.0,2.1,2.1,4.6,1.3,0.4,0.4,5.9,11.0,,138,107
94,91,Jrue Holiday,PG,24,NOP,3,0,55,6.6,18.0,.368,0.9,3.8,.250,5.7,14.2,.400,3.8,3.8,1.000,1.9,0.9,2.8,12.3,1.9,0.9,4.7,2.8,18.0,,98,120
95,92,Justin Holiday,SG,25,GSW,5,0,11,4.7,9.3,.500,4.7,4.7,1.000,0.0,4.7,.000,0.0,0.0,,0.0,4.7,4.7,4.7,0.0,0.0,9.3,4.7,14.0,,74,107
96,93,Al Horford,C,28,ATL,16,16,522,10.5,20.7,.507,0.2,0.9,.222,10.3,19.9,.520,1.5,2.0,.750,3.9,9.6,13.6,5.8,1.3,2.3,2.5,3.3,22.7,,108,102
97,94,Dwight Howard*,C,29,HOU,17,17,574,8.6,15.0,.577,0.0,0.0,,8.6,15.0,.577,5.6,13.6,.412,5.1,14.5,19.6,1.6,1.9,3.2,3.0,4.9,22.9,,105,101
98,95,Lester Hudson,SG,30,LAC,7,0,38,7.7,17.9,.429,2.6,9.0,.286,5.1,9.0,.571,0.0,0.0,,0.0,1.3,1.3,9.0,2.6,1.3,3.8,10.2,17.9,,97,108
99,96,Kris Humphries,PF,29,WAS,1,0,5,10.1,10.1,1.000,0.0,0.0,,10.1,10.1,1.000,0.0,0.0,,0.0,30.4,30.4,0.0,0.0,0.0,0.0,10.1,20.3,,200,92
100,97,Andre Iguodala,SF,31,GSW,21,3,635,6.5,13.8,.474,2.3,6.6,.354,4.2,7.2,.584,2.2,5.2,.415,1.3,6.3,7.6,6.1,2.0,0.6,1.1,3.4,17.6,,119,101
101,98,Ersan İlyasova,PF,27,MIL,6,6,142,7.3,22.1,.328,1.8,8.3,.217,5.4,13.8,.395,2.5,3.6,.700,2.2,6.2,8.3,1.1,1.8,1.1,1.8,3.6,18.9,,82,106
102,99,Kyrie Irving,PG,22,CLE,13,13,464,9.2,21.1,.438,3.1,6.8,.450,6.2,14.3,.432,6.6,7.9,.841,1.1,4.2,5.4,5.7,1.9,1.3,2.3,3.3,28.2,,120,104
103,100,Jarrett Jack,PG,31,BRK,6,0,153,9.3,18.0,.519,1.7,5.0,.333,7.7,13.0,.590,4.3,4.3,1.000,0.7,7.7,8.3,9.0,2.3,0.3,6.7,4.7,24.7,,102,105
104,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
105,101,Bernard James,C,29,DAL,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,120
106,102,LeBron James,SF,30,CLE,20,20,844,14.2,34.1,.417,1.6,6.9,.227,12.7,27.2,.465,7.6,10.5,.731,2.3,11.8,14.2,10.6,2.1,1.3,5.1,3.6,37.7,,105,99
107,103,Richard Jefferson,SF,34,DAL,4,2,51,4.6,12.9,.357,2.8,7.4,.375,1.8,5.5,.333,1.8,1.8,1.000,0.0,1.8,1.8,0.9,1.8,0.0,2.8,8.3,13.9,,90,114
108,104,John Jenkins,SG,23,ATL,4,0,21,9.8,14.7,.667,4.9,9.8,.500,4.9,4.9,1.000,0.0,0.0,,2.4,4.9,7.3,0.0,0.0,0.0,0.0,4.9,24.4,,157,110
109,105,Jonas Jerebko,PF,27,BOS,4,0,68,3.8,11.3,.333,0.0,3.0,.000,3.8,8.3,.455,0.8,1.5,.500,3.0,7.6,10.6,0.8,1.5,0.8,2.3,6.8,8.3,,72,110
110,106,Amir Johnson,PF,27,TOR,4,2,112,9.1,13.2,.690,0.0,0.5,.000,9.1,12.7,.714,2.7,5.4,.500,3.2,9.5,12.7,1.8,0.5,1.4,3.2,7.3,20.9,,114,113
111,107,James Johnson,PF,27,TOR,2,0,12,8.5,25.4,.333,0.0,0.0,,8.5,25.4,.333,0.0,25.4,.000,0.0,8.5,8.5,4.2,0.0,0.0,0.0,0.0,16.9,,52,117
112,108,Joe Johnson,SG,33,BRK,6,6,249,7.0,19.3,.362,2.5,8.4,.293,4.5,10.9,.415,3.9,4.9,.792,1.0,8.4,9.4,5.9,1.4,0.0,1.0,3.3,20.3,,106,107
113,109,Nick Johnson,SG,22,HOU,9,0,49,3.9,16.4,.235,1.0,6.8,.143,2.9,9.6,.300,2.9,2.9,1.000,1.0,2.9,3.9,3.9,0.0,1.0,3.9,6.8,11.6,,69,115
114,110,Dahntay Jones,SF,34,LAC,11,0,18,5.4,5.4,1.000,0.0,0.0,,5.4,5.4,1.000,0.0,0.0,,0.0,2.7,2.7,0.0,5.4,0.0,0.0,18.9,10.8,,200,101
115,111,James Jones,SF,34,CLE,20,0,311,4.4,12.8,.347,3.7,10.9,.344,0.7,1.9,.364,2.2,2.4,.929,0.2,4.8,4.9,1.5,1.4,0.5,0.9,7.1,14.8,,113,106
116,112,Terrence Jones,PF,23,HOU,17,9,401,7.9,18.7,.421,0.4,2.2,.158,7.5,16.5,.457,4.2,6.4,.667,3.4,6.1,9.6,2.0,0.9,1.4,1.9,3.7,20.4,,100,111
