,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,,Offensive Rating,Defensive Rating
15,16,Goga Bitadze,C,25,ORL,3,0,11,4.8,4.8,1.000,0.0,0.0,,4.8,4.8,1.000,0.0,0.0,,0.0,14.4,14.4,4.8,0.0,4.8,0.0,28.8,9.6,,205,110
16,17,Anthony Black,PG,21,ORL,5,0,89,8.9,22.0,.405,1.2,7.7,.154,7.7,14.2,.542,5.3,7.7,.692,5.9,7.1,13.1,0.0,2.4,0.6,1.2,4.7,24.3,,106,115
17,18,Bogdan Bogdanović,SG,32,LAC,7,0,117,7.1,19.6,.364,3.1,10.7,.292,4.0,8.9,.450,2.7,3.1,.857,2.2,6.7,8.9,6.7,1.3,0.0,4.9,11.1,20.0,,94,117
18,19,Tony Bradley,C,27,IND,11,0,78,2.5,5.7,.444,0.0,0.6,.000,2.5,5.0,.500,5.7,7.5,.750,6.9,6.3,13.2,1.9,0.0,0.6,2.5,6.3,10.7,,126,118
19,20,Christian Braun,SG,23,DEN,14,14,544,6.2,13.6,.453,1.9,6.5,.300,4.2,7.2,.590,2.0,2.9,.710,2.3,6.0,8.3,3.1,1.6,0.9,1.3,4.3,16.3,,117,116
20,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
21,21,Mikal Bridges,SF,28,NYK,18,18,706,8.5,18.7,.456,2.0,6.0,.333,6.5,12.7,.514,0.9,1.1,.750,1.4,4.3,5.8,3.8,2.1,1.2,2.7,2.8,19.9,,104,114
22,22,Dillon Brooks,SF,29,HOU,7,7,206,7.0,15.8,.444,2.5,7.3,.345,4.5,8.5,.529,5.0,6.0,.833,2.3,3.3,5.5,2.3,1.3,0.5,2.3,6.8,21.6,,119,117
23,23,Jaylen Brown,SF,28,BOS,11,11,402,11.2,25.4,.441,2.7,8.2,.333,8.5,17.2,.492,6.5,8.6,.758,1.7,8.5,10.2,5.6,1.4,0.4,5.1,4.6,31.7,,105,108
24,24,Kobe Brown,PF,25,LAC,3,0,15,24.3,27.7,.875,3.5,3.5,1.000,20.8,24.3,.857,3.5,3.5,1.000,0.0,3.5,3.5,13.9,0.0,0.0,0.0,0.0,55.5,,194,123
25,25,Jalen Brunson,PG,28,NYK,18,18,680,13.4,29.0,.461,3.5,9.9,.358,9.8,19.1,.514,8.9,10.4,.851,0.9,3.7,4.6,9.3,0.6,0.4,4.1,4.4,39.1,,120,119
26,26,Thomas Bryant,C,27,IND,20,0,167,4.7,9.7,.485,2.6,5.3,.500,2.1,4.4,.467,3.2,4.1,.786,2.1,5.9,7.9,1.2,1.2,1.8,2.1,7.3,15.2,,119,114
27,27,Alec Burks,SG,33,MIA,1,1,15,7.0,10.5,.667,7.0,10.5,.667,0.0,0.0,,0.0,0.0,,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,20.9,,203,140
28,28,Jimmy Butler,SF,35,GSW,11,11,397,8.8,19.6,.447,1.4,4.6,.306,7.3,14.9,.491,8.2,10.3,.800,3.3,6.0,9.4,7.3,1.8,0.4,1.7,2.4,27.2,,127,114
29,29,Kentavious Caldwell-Pope,SG,31,ORL,5,5,163,2.6,9.7,.267,1.9,7.5,.261,0.6,2.3,.286,1.0,1.3,.750,0.3,4.5,4.9,2.9,2.3,1.0,0.6,3.6,8.1,,92,116
30,30,Vlatko Čančar,PF,27,DEN,3,0,11,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,9.1,9.1,0.0,0.0,0.0,9.1,0.0,0.0,,0,119
31,31,Wendell Carter Jr.,C,25,ORL,5,5,162,6.8,13.0,.525,1.0,3.6,.273,5.9,9.5,.621,2.0,3.3,.600,6.2,11.4,17.6,2.0,0.7,0.7,2.6,3.9,16.6,,113,116
32,32,Alex Caruso,SG,30,OKC,23,0,562,6.2,13.8,.450,3.2,7.8,.411,3.0,6.0,.500,2.7,3.4,.795,1.5,3.9,5.4,4.4,3.9,1.1,1.6,5.4,18.3,,123,105
33,33,Cam Christie,SG,19,LAC,3,0,13,8.0,12.0,.667,4.0,8.0,.500,4.0,4.0,1.000,0.0,0.0,,0.0,8.0,8.0,0.0,4.0,0.0,4.0,0.0,20.0,,105,111
34,34,Jaylen Clark,SG,23,MIN,5,0,28,7.2,9.0,.800,0.0,1.8,.000,7.2,7.2,1.000,5.4,7.2,.750,3.6,9.0,12.6,1.8,3.6,0.0,1.8,3.6,19.8,,150,107
35,35,Mike Conley,PG,37,MIN,15,15,356,4.1,13.6,.302,2.8,8.5,.333,1.3,5.1,.250,1.7,1.8,.923,1.7,4.5,6.2,7.1,1.3,0.4,1.7,3.0,12.8,,109,115
36,36,Pat Connaughton,SG,32,MIL,3,0,14,7.1,28.5,.250,3.6,14.3,.250,3.6,14.3,.250,3.6,7.1,.500,0.0,7.1,7.1,3.6,0.0,0.0,3.6,3.6,21.4,,70,124
37,37,Torrey Craig,SF,34,BOS,5,0,21,5.0,10.0,.500,5.0,7.5,.667,0.0,2.5,.000,0.0,0.0,,5.0,7.5,12.5,7.5,2.5,0.0,2.5,5.0,15.0,,147,107
38,38,Cade Cunningham,PG,23,DET,6,6,248,10.9,25.7,.426,1.0,5.6,.179,10.0,20.1,.495,7.0,8.4,.833,1.2,8.8,10.0,10.3,2.2,1.6,6.4,4.0,29.9,,102,108
39,39,Stephen Curry,PG,36,GSW,8,8,281,11.3,23.6,.477,5.8,14.5,.400,5.5,9.1,.600,4.5,5.1,.893,0.4,7.3,7.6,7.5,1.5,1.1,4.9,2.4,32.9,,116,113
40,40,Tristan Da Silva,SF,23,ORL,2,0,5,0.0,10.6,.000,0.0,10.6,.000,0.0,0.0,,0.0,0.0,,0.0,42.2,42.2,10.6,0.0,0.0,21.1,0.0,0.0,,17,100
41,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
42,41,Pacôme Dadiet,SG,19,NYK,2,0,4,12.6,12.6,1.000,0.0,0.0,,12.6,12.6,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,,200,123
43,42,JD Davison,PG,22,BOS,4,0,13,4.0,32.3,.125,4.0,8.1,.500,0.0,24.2,.000,4.0,8.1,.500,4.0,8.1,12.1,12.1,0.0,0.0,4.0,0.0,16.1,,70,113
44,43,Ousmane Dieng,C,21,OKC,9,0,32,6.1,15.2,.400,6.1,10.6,.571,0.0,4.5,.000,3.0,3.0,1.000,0.0,6.1,6.1,4.5,0.0,1.5,0.0,0.0,21.2,,144,112
45,44,Rob Dillingham,PG,20,MIN,3,0,16,9.5,25.2,.375,3.2,6.3,.500,6.3,18.9,.333,3.2,6.3,.500,0.0,6.3,6.3,22.1,0.0,0.0,0.0,3.2,25.2,,131,117
46,45,Donte DiVincenzo,SG,28,MIN,15,0,377,6.2,16.9,.365,3.7,11.8,.318,2.4,5.1,.474,1.3,1.7,.769,1.6,4.6,6.2,6.7,2.8,0.5,3.7,6.0,17.4,,101,111
47,46,Luka Dončić,PG,25,LAL,5,5,208,11.9,26.3,.452,4.0,11.6,.348,7.8,14.7,.534,10.4,11.6,.891,0.5,8.3,8.8,7.3,1.3,0.8,5.1,4.0,38.2,,116,116
48,47,Luguentz Dort,SF,25,OKC,23,23,666,4.4,11.9,.366,3.5,10.2,.343,0.9,1.7,.500,1.0,1.6,.636,2.3,4.2,6.5,1.5,2.1,0.7,1.5,5.6,13.3,,108,110
49,48,Kris Dunn,PG,30,LAC,7,6,153,5.8,15.0,.386,3.4,9.5,.357,2.4,5.4,.438,0.0,0.0,,3.4,4.8,8.2,3.1,2.7,1.4,0.3,6.1,15.0,,118,114
50,49,Jalen Duren,C,21,DET,6,6,203,6.3,9.7,.650,0.0,0.0,,6.3,9.7,.650,4.6,5.6,.826,6.3,9.2,15.6,5.1,0.5,2.4,2.4,6.3,17.3,,141,111
51,50,Tari Eason,PF,23,HOU,7,0,132,8.2,17.2,.477,2.7,7.4,.368,5.5,9.8,.560,1.6,3.1,.500,2.7,9.0,11.8,2.0,3.1,2.7,3.9,5.1,20.8,,102,106
52,51,Zach Edey,C,22,MEM,4,4,108,4.4,6.6,.667,0.0,0.0,,4.4,6.6,.667,2.2,3.1,.714,4.8,8.8,13.6,3.1,0.0,4.4,2.6,5.3,11.0,,123,117
53,52,Anthony Edwards,SG,23,MIN,15,15,585,11.6,25.7,.453,4.0,11.2,.354,7.7,14.5,.530,5.5,7.7,.719,1.6,8.5,10.1,7.1,1.5,0.9,3.4,2.8,32.8,,116,111
54,53,Drew Eubanks,C,27,LAC,3,0,13,0.0,8.0,.000,0.0,0.0,,0.0,8.0,.000,16.0,24.0,.667,0.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,16.0,,99,122
55,54,Dorian Finney-Smith,PF,31,LAL,5,1,170,3.7,9.0,.414,2.2,5.9,.368,1.5,3.1,.500,0.0,0.0,,3.1,3.4,6.5,4.0,0.3,0.6,1.5,5.3,9.6,,117,123
56,55,Johnny Furphy,SG,20,IND,11,0,35,1.4,5.6,.250,0.0,2.8,.000,1.4,2.8,.500,0.0,1.4,.000,1.4,7.0,8.4,1.4,0.0,1.4,1.4,8.4,2.8,,60,116
57,56,Darius Garland,PG,25,CLE,5,5,148,9.7,23.1,.420,3.4,11.7,.286,6.4,11.4,.559,7.4,8.0,.917,0.3,3.4,3.7,8.7,0.7,0.0,5.0,5.7,30.2,,112,117
58,57,Luka Garza,C,26,MIN,5,0,19,15.9,15.9,1.000,2.7,2.7,1.000,13.3,13.3,1.000,0.0,0.0,,8.0,0.0,8.0,0.0,0.0,0.0,0.0,2.7,34.5,,220,122
59,58,Shai Gilgeous-Alexander,PG,26,OKC,23,23,851,13.3,28.7,.462,1.8,6.4,.283,11.5,22.3,.514,10.8,12.4,.876,1.3,5.7,7.0,8.6,2.2,1.1,3.4,3.7,39.2,,120,108
60,59,Rudy Gobert,C,32,MIN,15,15,411,5.6,9.7,.582,0.0,0.0,,5.6,9.7,.582,3.2,6.1,.520,5.8,10.1,15.8,1.4,1.0,2.2,1.6,4.7,14.5,,124,110
61,60,Jordan Goodwin,PG,26,LAL,4,0,31,1.7,8.5,.200,0.0,3.4,.000,1.7,5.1,.333,1.7,3.4,.500,3.4,5.1,8.5,3.4,1.7,1.7,1.7,11.9,5.1,,78,117
62,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
63,61,Aaron Gordon,PF,29,DEN,14,14,522,7.8,16.0,.485,2.1,5.6,.379,5.7,10.5,.541,4.1,4.8,.860,4.8,5.4,10.2,3.6,0.8,0.5,2.5,3.2,21.8,,123,119
64,62,A.J. Green,SG,25,MIL,5,1,135,6.7,14.4,.462,6.7,12.9,.514,0.0,1.5,.000,0.4,0.7,.500,0.7,4.4,5.2,3.7,0.0,0.4,0.0,4.8,20.3,,145,124
65,63,Draymond Green,PF,34,GSW,12,12,389,5.5,14.2,.389,2.1,7.9,.267,3.4,6.3,.542,1.2,1.7,.692,1.2,7.5,8.7,6.0,2.2,1.4,4.7,5.8,14.3,,89,111
66,64,Jalen Green,SG,22,HOU,7,7,219,7.6,20.3,.372,3.1,10.4,.295,4.5,9.9,.452,3.8,5.7,.667,0.7,8.3,9.0,4.7,0.9,0.5,2.4,1.4,22.0,,104,114
67,65,Javonte Green,SG,31,CLE,6,0,39,5.1,12.7,.400,1.3,6.4,.200,3.8,6.4,.600,7.6,7.6,1.000,1.3,10.2,11.5,2.5,5.1,0.0,2.5,2.5,19.1,,118,103
68,66,Jeff Green,PF,38,HOU,3,0,5,10.3,31.0,.333,10.3,10.3,1.000,0.0,20.7,.000,0.0,0.0,,10.3,0.0,10.3,0.0,0.0,0.0,0.0,0.0,31.0,,122,123
69,67,Rui Hachimura,PF,26,LAL,5,5,182,8.1,16.5,.491,4.3,9.0,.484,3.8,7.5,.500,0.9,0.9,1.000,1.2,5.5,6.6,1.4,0.9,0.9,2.0,3.5,21.4,,115,120
70,68,Tyrese Haliburton,PG,24,IND,23,23,772,9.3,20.0,.463,3.4,10.1,.340,5.8,9.9,.590,3.4,4.1,.828,0.4,7.4,7.8,12.5,1.9,1.0,3.4,2.5,25.3,,120,113
71,69,Tim Hardaway Jr.,SG,32,DET,6,6,188,6.3,18.6,.338,4.2,13.7,.308,2.1,5.0,.421,2.1,2.6,.800,0.5,3.9,4.5,1.8,0.5,0.0,2.4,2.6,18.9,,95,117
72,70,James Harden,PG,35,LAC,7,7,276,8.3,19.0,.436,3.0,8.3,.364,5.3,10.7,.491,5.1,6.2,.818,0.8,6.4,7.2,12.1,1.7,1.3,4.0,3.0,24.7,,117,115
73,71,Gary Harris,SG,30,ORL,5,0,83,1.9,5.1,.375,0.6,3.8,.167,1.3,1.3,1.000,0.0,0.0,,0.6,2.5,3.2,1.9,1.9,0.6,0.0,4.5,4.5,,111,119
74,72,Tobias Harris,PF,32,DET,6,6,233,7.2,15.0,.479,2.1,4.9,.435,5.1,10.2,.500,3.4,3.4,1.000,1.7,8.0,9.7,0.6,1.3,1.5,1.3,3.4,19.9,,122,111
75,73,Josh Hart,SG,29,NYK,18,14,642,5.3,11.3,.472,1.6,4.2,.370,3.8,7.0,.533,4.1,5.2,.776,3.4,8.9,12.4,6.3,1.6,0.8,2.7,4.9,16.3,,124,112
76,74,Isaiah Hartenstein,C,26,OKC,23,20,516,7.8,12.6,.619,0.0,0.0,,7.8,12.6,.619,1.9,2.8,.667,5.9,10.3,16.3,4.8,1.8,1.1,2.5,5.4,17.5,,128,105
77,75,Sam Hauser,PF,27,BOS,8,0,108,4.9,11.7,.417,3.4,10.2,.333,1.5,1.5,1.000,0.5,0.5,1.000,0.0,5.8,5.8,1.9,0.5,0.5,1.5,5.3,13.6,,109,112
78,76,Jaxson Hayes,C,24,LAL,4,4,31,5.1,13.6,.375,0.0,0.0,,5.1,13.6,.375,1.7,3.4,.500,8.5,5.1,13.6,1.7,0.0,1.7,1.7,13.6,11.9,,102,120
79,77,Tyler Herro,SG,25,MIA,4,4,144,9.8,23.6,.415,3.3,10.5,.310,6.5,13.1,.500,2.9,3.6,.800,0.0,5.1,5.1,4.0,0.7,0.0,3.3,4.4,25.8,,98,140
80,78,Buddy Hield,SG,32,GSW,12,9,327,8.1,19.5,.416,5.2,12.0,.429,3.0,7.5,.396,2.0,2.2,.929,2.8,3.8,6.6,3.3,2.2,0.8,2.0,3.8,23.4,,116,114
81,79,Haywood Highsmith,SF,28,MIA,4,0,84,6.9,11.8,.579,4.4,9.3,.467,2.5,2.5,1.000,0.0,0.0,,2.5,5.6,8.1,2.5,1.9,1.2,2.5,6.9,18.1,,128,135
82,80,Aaron Holiday,PG,28,HOU,3,0,27,7.7,19.2,.400,3.8,9.6,.400,3.8,9.6,.400,3.8,7.7,.500,1.9,1.9,3.8,5.7,0.0,0.0,1.9,5.7,23.0,,114,121
83,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
84,81,Jrue Holiday,PG,34,BOS,8,8,264,5.8,11.9,.483,1.8,5.2,.346,4.0,6.8,.588,1.8,2.6,.692,2.4,4.2,6.6,6.4,1.4,0.2,3.2,5.0,15.1,,114,112
85,82,Ron Holland,SF,19,DET,5,0,34,0.0,7.3,.000,0.0,4.4,.000,0.0,2.9,.000,13.1,14.5,.900,4.4,4.4,8.7,0.0,0.0,1.5,8.7,7.3,13.1,,73,116
86,83,Chet Holmgren,C,22,OKC,23,23,686,8.7,18.8,.462,1.9,6.4,.297,6.8,12.4,.549,5.4,6.9,.784,3.0,11.1,14.1,1.6,1.2,3.0,2.0,3.3,24.7,,115,104
87,84,Al Horford,C,38,BOS,11,9,348,5.1,10.9,.472,2.1,5.3,.400,3.0,5.6,.541,0.9,1.1,.857,2.7,7.2,9.9,3.0,1.1,2.1,1.1,4.5,13.3,,127,108
88,85,Caleb Houstan,SF,22,ORL,5,0,47,2.2,15.7,.143,2.2,11.2,.200,0.0,4.5,.000,0.0,0.0,,2.2,2.2,4.5,1.1,0.0,1.1,2.2,3.4,6.7,,52,123
89,86,Jett Howard,SF,21,ORL,1,0,4,26.4,26.4,1.000,26.4,26.4,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,79.2,,300,125
90,87,Jay Huff,C,26,MEM,2,0,18,5.3,10.6,.500,0.0,2.6,.000,5.3,7.9,.667,10.6,10.6,1.000,2.6,5.3,7.9,2.6,0.0,7.9,2.6,2.6,21.1,,133,116
91,88,Ariel Hukporti,C,22,NYK,3,0,5,20.1,20.1,1.000,0.0,0.0,,20.1,20.1,1.000,0.0,20.1,.000,0.0,20.1,20.1,0.0,0.0,0.0,0.0,0.0,40.2,,108,110
92,89,De'Andre Hunter,SF,27,CLE,8,0,185,7.2,16.9,.429,3.2,7.0,.462,4.0,9.9,.405,5.9,7.0,.846,1.6,6.2,7.8,2.1,1.1,0.3,1.9,4.6,23.6,,121,114
93,90,Jonathan Isaac,PF,27,ORL,5,0,69,5.4,9.2,.583,0.8,3.1,.250,4.6,6.1,.750,2.3,3.8,.600,3.8,3.8,7.7,1.5,1.5,0.8,1.5,2.3,13.8,,124,119
94,91,Andre Jackson Jr.,SG,23,MIL,2,0,5,0.0,10.0,.000,0.0,10.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,127
95,92,Jaren Jackson Jr.,C,25,MEM,4,4,137,7.6,20.1,.379,1.0,3.8,.273,6.6,16.3,.404,5.9,6.9,.850,3.1,3.8,6.9,2.1,1.4,0.7,3.8,4.9,22.2,,94,121
96,93,Trayce Jackson-Davis,C,24,GSW,9,3,80,10.2,11.5,.889,0.0,0.0,,10.2,11.5,.889,3.2,8.3,.385,5.7,7.7,13.4,1.3,1.9,1.3,0.6,9.6,23.6,,154,111
97,94,Bronny James,SG,20,LAL,2,0,4,0.0,26.3,.000,0.0,26.3,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,127
98,95,LeBron James,SF,40,LAL,5,5,204,11.1,22.7,.489,2.6,7.2,.357,8.5,15.5,.550,8.0,10.3,.775,3.1,8.5,11.6,7.2,2.6,2.3,3.3,2.1,32.7,,123,112
99,96,Jaime Jaquez Jr.,SF,23,MIA,3,0,19,2.8,16.5,.167,0.0,5.5,.000,2.8,11.0,.250,5.5,5.5,1.000,8.3,2.8,11.0,2.8,0.0,0.0,2.8,2.8,11.0,,82,143
100,97,Ty Jerome,SG,27,CLE,9,1,191,9.6,23.9,.402,3.6,9.4,.389,6.0,14.5,.411,4.4,5.2,.850,1.3,4.4,5.7,8.3,1.3,0.3,2.9,4.2,27.3,,114,115
101,98,Isaiah Joe,SG,25,OKC,21,0,211,8.3,16.8,.493,5.3,12.9,.411,3.0,3.9,.765,2.8,3.2,.857,1.6,5.1,6.7,3.2,1.6,0.5,1.6,3.0,24.6,,132,110
102,99,James Johnson,PF,37,IND,5,0,18,8.2,13.6,.600,0.0,2.7,.000,8.2,10.9,.750,2.7,5.4,.500,0.0,2.7,2.7,5.4,5.4,5.4,2.7,8.2,19.0,,110,103
103,100,Keshad Johnson,SF,23,MIA,2,0,8,6.5,6.5,1.000,0.0,0.0,,6.5,6.5,1.000,0.0,0.0,,6.5,0.0,6.5,0.0,0.0,0.0,6.5,6.5,13.1,,98,144
104,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
105,101,Nikola Jokić,C,29,DEN,14,14,563,11.7,23.9,.489,2.4,6.3,.380,9.3,17.5,.528,6.9,9.0,.772,2.6,13.3,15.9,10.0,2.5,1.1,4.9,4.3,32.7,,118,109
106,102,Derrick Jones Jr.,SF,27,LAC,7,1,129,8.5,19.4,.438,2.4,8.1,.300,6.0,11.3,.536,1.2,3.2,.375,2.0,3.2,5.2,0.8,1.6,3.6,1.2,1.2,20.6,,100,115
107,103,Dillon Jones,SF,23,OKC,10,0,46,9.5,11.6,.818,3.2,4.2,.750,6.3,7.4,.857,2.1,2.1,1.000,3.2,6.3,9.5,5.3,1.1,1.1,6.3,4.2,24.3,,128,110
108,104,DeAndre Jordan,C,36,DEN,7,0,36,4.2,4.2,1.000,0.0,0.0,,4.2,4.2,1.000,0.0,5.6,.000,1.4,11.1,12.5,2.8,0.0,1.4,2.8,12.5,8.4,,90,115
109,105,Cory Joseph,PG,33,ORL,5,5,124,4.3,10.2,.417,2.1,6.8,.313,2.1,3.4,.625,0.0,0.0,,0.4,3.4,3.8,6.4,2.1,0.9,0.9,4.3,10.6,,118,117
110,106,Nikola Jović,PF,21,MIA,4,0,75,9.1,24.4,.371,4.2,16.8,.250,4.9,7.7,.636,4.2,4.2,1.000,2.8,8.4,11.2,4.2,2.1,0.7,3.5,1.4,26.5,,102,133
111,107,Luke Kennard,SG,28,MEM,4,0,80,4.7,10.7,.444,1.2,5.3,.222,3.6,5.3,.667,0.0,0.0,,1.2,7.1,8.3,4.7,2.4,0.6,3.6,1.8,10.7,,89,117
112,108,Braxton Key,SF,27,GSW,5,0,23,2.2,17.8,.125,0.0,2.2,.000,2.2,15.6,.143,0.0,0.0,,11.1,8.9,20.0,2.2,4.4,4.4,6.7,8.9,4.4,,52,101
113,109,Maxi Kleber,PF,33,LAL,1,0,5,0.0,10.5,.000,0.0,10.5,.000,0.0,0.0,,21.0,21.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,21.0,,75,126
114,110,Dalton Knecht,SF,23,LAL,2,0,4,26.3,65.7,.400,13.1,52.6,.250,13.1,13.1,1.000,0.0,0.0,,26.3,13.1,39.4,0.0,0.0,0.0,0.0,0.0,65.7,,116,116
115,111,Kevin Knox,SF,25,GSW,5,0,38,10.8,26.9,.400,1.3,8.1,.167,9.4,18.8,.500,5.4,6.7,.800,4.0,5.4,9.4,5.4,0.0,1.3,2.7,2.7,28.2,,104,118
116,112,Tyler Kolek,PG,23,NYK,3,0,6,8.4,8.4,1.000,8.4,8.4,1.000,0.0,0.0,,0.0,0.0,,0.0,8.4,8.4,25.1,0.0,0.0,0.0,0.0,25.1,,268,118
