,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
18,19,Tobias Harris,25,2TM,PF,80,80,2668,10.4,22.6,.460,3.4,8.2,.411,7.0,14.4,.488,.535,3.3,4.0,.829,1.1,7.0,8.1,3.6,1.3,0.6,1.9,3.0,27.5,112,110,
19,19,Tobias Harris,25,DET,PF,48,48,1563,10.2,22.6,.451,3.6,8.8,.409,6.6,13.8,.478,.531,3.7,4.3,.846,1.1,6.6,7.8,3.0,1.1,0.5,1.6,2.9,27.7,113,109,
20,19,Tobias Harris,25,LAC,PF,32,32,1105,10.6,22.5,.473,3.1,7.4,.414,7.6,15.1,.501,.541,2.8,3.5,.800,1.0,7.5,8.5,4.3,1.6,0.9,2.4,3.2,27.2,111,110,
21,20,Donovan Mitchell,21,UTA,SG,79,71,2638,11.3,25.9,.437,3.6,10.5,.340,7.8,15.4,.502,.506,4.5,5.6,.805,1.0,4.6,5.6,5.5,2.2,0.5,4.1,4.0,30.7,103,105,ROY-2
22,21,Harrison Barnes,25,DAL,PF,77,77,2634,10.2,23.0,.445,2.3,6.3,.357,8.0,16.7,.478,.494,4.9,6.0,.827,1.5,7.5,8.9,2.9,0.9,0.3,2.2,1.8,27.7,105,111,
23,22,Andre Drummond,24,DET,C,78,78,2625,8.9,16.7,.529,0.0,0.2,.000,8.9,16.5,.536,.529,4.5,7.5,.605,7.6,16.1,23.7,4.5,2.2,2.4,3.8,4.8,22.3,113,99,"DPOY-15,AS"
24,23,Thaddeus Young,29,IND,PF,81,81,2607,8.1,16.6,.487,1.1,3.5,.320,7.0,13.1,.531,.521,1.1,1.8,.598,3.5,6.3,9.8,2.9,2.6,0.7,2.0,3.4,18.3,108,107,
25,24,Lou Williams,31,LAC,SG,79,19,2589,10.9,25.1,.435,3.5,9.7,.359,7.4,15.4,.484,.505,8.1,9.2,.880,0.8,3.0,3.7,7.8,1.6,0.4,4.4,2.0,33.5,112,113,6MOY-1
26,25,E'Twaun Moore,28,NOP,SG,82,80,2586,7.8,15.4,.508,2.4,5.6,.425,5.4,9.8,.556,.585,0.9,1.3,.706,1.1,3.3,4.4,3.5,1.5,0.2,1.9,3.4,18.9,111,112,
27,26,Joe Ingles,30,UTA,SF,82,81,2578,6.5,14.0,.467,4.0,9.0,.440,2.5,4.9,.516,.609,1.3,1.6,.795,0.5,6.2,6.7,7.6,1.8,0.4,3.1,3.5,18.3,115,106,
28,27,Jamal Murray,20,DEN,PG,81,80,2565,9.3,20.5,.451,3.2,8.4,.378,6.1,12.1,.502,.529,4.4,4.9,.905,1.6,4.2,5.7,5.3,1.5,0.5,3.3,3.3,26.1,112,113,
29,28,Victor Oladipo,25,IND,SG,75,75,2552,12.5,26.3,.477,3.2,8.5,.371,9.4,17.8,.528,.537,5.8,7.2,.799,0.9,6.7,7.6,6.3,3.5,1.1,4.3,3.4,34.0,110,104,"MVP-13,DPOY-15,MIP-1,AS,NBA3,DEF1"
30,29,James Harden,28,HOU,SG,72,72,2551,12.6,27.9,.449,5.1,13.9,.367,7.4,14.0,.531,.541,12.0,14.0,.858,0.8,6.7,7.5,12.2,2.4,1.0,6.1,3.3,42.3,120,105,"MVP-1,AS,NBA1"
31,30,Robert Covington,27,PHI,SF,80,80,2532,6.6,15.9,.413,3.9,10.4,.369,2.7,5.4,.497,.534,2.2,2.6,.853,1.0,7.2,8.2,3.0,2.6,1.4,2.4,4.5,19.2,107,103,"DPOY-8,DEF1"
32,31,Kyle Lowry,31,TOR,PG,78,78,2510,7.9,18.5,.427,4.7,11.7,.399,3.2,6.8,.474,.553,4.4,5.1,.854,1.3,7.2,8.5,10.5,1.7,0.4,3.6,3.8,24.9,120,107,AS
33,32,LaMarcus Aldridge,32,SAS,C,75,75,2509,13.8,27.1,.510,0.5,1.9,.293,13.3,25.3,.526,.520,6.7,8.0,.837,5.0,7.8,12.8,3.1,0.9,1.8,2.2,3.2,34.9,118,105,"MVP-9,AS,NBA2"
34,33,Klay Thompson,27,GSW,SG,73,73,2506,11.1,22.7,.488,4.4,10.0,.440,6.7,12.7,.525,.585,1.6,1.9,.837,0.6,4.7,5.3,3.6,1.1,0.7,2.5,2.3,28.1,110,111,"DPOY-11,AS"
35,34,Carmelo Anthony,33,OKC,PF,78,78,2501,9.4,23.2,.404,3.4,9.4,.357,6.0,13.8,.437,.476,2.9,3.8,.767,1.3,7.7,9.0,2.0,0.9,1.0,2.0,3.9,25.0,104,109,
36,35,Steven Adams,24,OKC,C,76,76,2487,8.9,14.2,.629,0.0,0.0,.000,8.9,14.2,.631,.629,3.2,5.7,.559,7.7,6.0,13.7,1.8,1.8,1.6,2.6,4.3,21.1,125,107,DPOY-12
37,36,Taurean Prince,23,ATL,SF,82,82,2464,8.2,19.3,.426,3.5,9.1,.385,4.7,10.3,.461,.516,3.0,3.6,.844,1.0,6.7,7.7,4.2,1.7,0.8,3.8,3.3,23.0,100,111,
38,37,Bojan Bogdanović,28,IND,SF,80,80,2464,8.2,17.3,.474,3.1,7.8,.402,5.1,9.5,.534,.565,3.6,4.2,.868,0.6,4.9,5.5,2.4,1.1,0.2,2.2,2.6,23.1,114,112,
39,38,Dwight Howard,32,CHO,C,81,81,2463,10.0,18.0,.555,0.0,0.1,.143,10.0,17.9,.559,.556,6.6,11.5,.574,5.0,15.0,20.0,2.1,1.0,2.6,4.1,4.9,26.7,108,104,
40,39,Kentavious Caldwell-Pope,24,LAL,SG,74,74,2458,6.6,15.5,.426,3.1,8.1,.383,3.5,7.5,.473,.526,3.0,3.8,.789,1.2,6.4,7.5,3.2,2.1,0.3,1.9,2.8,19.3,111,108,
41,40,Jayson Tatum,19,BOS,SF,80,80,2443,8.1,17.1,.475,2.1,5.0,.434,6.0,12.1,.492,.538,4.4,5.3,.826,1.0,7.2,8.2,2.6,1.7,1.2,2.3,3.5,22.7,111,103,ROY-3
42,41,Nikola Jokić,22,DEN,C,75,73,2443,10.2,20.5,.499,2.3,5.7,.396,8.0,14.8,.538,.554,5.4,6.4,.850,4.0,12.3,16.3,9.3,1.8,1.2,4.3,4.3,28.1,121,107,
43,42,Otto Porter Jr.,24,WAS,SF,77,77,2432,9.1,18.1,.503,2.8,6.4,.441,6.3,11.7,.537,.581,2.2,2.6,.828,2.1,7.9,10.0,3.2,2.4,0.8,1.5,3.1,23.2,120,107,
44,43,DeAndre Jordan,29,LAC,C,77,77,2424,7.5,11.6,.645,0.0,0.0,,7.5,11.6,.645,.645,3.6,6.3,.580,6.6,16.9,23.5,2.3,0.8,1.4,2.7,4.1,18.6,125,105,
45,44,Marc Gasol,33,MEM,C,73,73,2408,9.1,21.7,.420,2.3,6.7,.341,6.8,15.0,.456,.473,5.9,7.1,.834,1.6,10.8,12.4,6.4,1.1,2.1,4.1,3.9,26.4,104,108,
46,45,Kyle Kuzma,22,LAL,PF,77,37,2401,9.3,20.7,.450,3.2,8.6,.366,6.2,12.1,.511,.527,2.9,4.1,.707,1.8,7.9,9.6,2.8,1.0,0.7,2.8,3.2,24.7,105,109,"ROY-4,6MOY-9"
47,46,Goran Dragić,31,MIA,PG,75,75,2378,10.2,22.7,.450,2.3,6.3,.370,7.9,16.4,.481,.502,4.6,5.7,.801,1.1,5.3,6.5,7.6,1.3,0.3,3.5,3.8,27.4,108,109,AS
48,47,Dillon Brooks,22,MEM,SF,82,74,2350,7.3,16.6,.440,2.0,5.7,.356,5.3,10.9,.484,.501,2.7,3.6,.747,1.1,4.5,5.5,2.9,1.6,0.4,2.7,5.0,19.3,100,113,
49,48,Wilson Chandler,30,DEN,SF,74,71,2346,5.9,13.3,.445,1.9,5.2,.358,4.1,8.1,.501,.515,1.9,2.4,.772,2.2,6.3,8.4,3.4,0.9,0.8,1.9,3.3,15.6,110,113,
50,49,Kevin Durant,29,GSW,SF,68,68,2325,13.1,25.3,.516,3.6,8.6,.419,9.5,16.8,.565,.586,7.4,8.4,.889,0.6,9.0,9.6,7.6,1.0,2.5,4.3,2.8,37.1,119,107,"MVP-7,DPOY-9,AS,NBA1"
51,50,Eric Bledsoe,28,2TM,PG,74,74,2322,10.0,21.2,.473,2.7,7.7,.347,7.4,13.5,.545,.536,5.4,6.8,.795,1.1,5.0,6.1,7.9,3.2,0.9,4.6,4.0,28.2,109,108,
52,50,Eric Bledsoe,28,PHO,PG,3,3,83,9.2,23.1,.400,2.3,7.5,.308,6.9,15.6,.444,.450,6.3,8.1,.786,1.7,2.3,4.0,5.2,2.3,1.2,5.8,3.5,27.1,94,113,
53,50,Eric Bledsoe,28,MIL,PG,71,71,2239,10.1,21.1,.476,2.7,7.7,.349,7.4,13.4,.550,.540,5.4,6.7,.795,1.1,5.1,6.2,8.0,3.2,0.9,4.6,4.0,28.2,109,108,
54,51,Jeff Teague,29,MIN,PG,70,70,2311,7.7,17.2,.446,1.8,4.9,.368,5.8,12.2,.477,.499,4.4,5.2,.845,0.5,4.0,4.5,10.6,2.2,0.5,3.8,3.7,21.5,111,112,
55,52,Dario Šarić,23,PHI,PF,78,73,2310,8.4,18.5,.453,3.3,8.3,.393,5.1,10.2,.501,.541,3.7,4.3,.860,3.2,7.6,10.8,4.2,1.1,0.4,3.1,3.3,23.8,113,107,
56,53,Courtney Lee,32,NYK,SG,76,69,2310,7.4,16.2,.454,2.4,6.0,.406,4.9,10.2,.482,.529,2.4,2.7,.919,0.6,4.2,4.8,3.9,1.7,0.4,1.8,2.3,19.6,112,113,
57,54,Spencer Dinwiddie,24,BRK,PG,80,58,2306,6.8,17.6,.387,3.0,9.1,.326,3.9,8.5,.452,.471,4.6,5.6,.813,0.8,4.6,5.5,11.0,1.4,0.5,2.7,3.9,21.2,114,112,
58,55,Gary Harris,23,DEN,SG,67,65,2304,9.5,19.5,.485,3.4,8.5,.396,6.1,11.1,.553,.570,2.9,3.5,.827,0.8,3.0,3.8,4.2,2.6,0.3,2.6,2.6,25.2,115,112,
59,56,Draymond Green,27,GSW,PF,70,70,2287,5.9,13.0,.454,1.6,5.4,.301,4.3,7.7,.562,.516,2.8,3.6,.775,1.6,9.7,11.3,10.7,2.0,1.9,4.3,3.9,16.3,110,105,"DPOY-6,AS,DEF2"
60,57,Yogi Ferrell,24,DAL,SG,82,21,2282,6.8,16.1,.426,2.9,7.9,.373,3.9,8.2,.477,.518,1.8,2.3,.796,0.6,4.9,5.5,4.4,1.4,0.2,1.7,3.4,18.4,107,112,
61,58,P.J. Tucker,32,HOU,PF,82,34,2281,3.7,9.5,.390,2.5,6.7,.371,1.2,2.8,.435,.520,0.9,1.3,.717,2.0,7.9,9.9,1.7,1.7,0.6,1.6,4.4,10.8,107,106,
62,59,Al Horford,31,BOS,C,72,72,2277,8.1,16.5,.489,2.1,5.0,.429,5.9,11.6,.514,.553,2.1,2.6,.783,2.3,9.4,11.6,7.4,0.9,1.7,2.9,3.0,20.3,115,103,"DPOY-5,AS,DEF2"
63,60,Trevor Ariza,32,HOU,SF,67,67,2269,5.8,14.1,.412,3.7,10.0,.368,2.1,4.1,.519,.542,1.6,1.9,.854,0.7,5.7,6.4,2.3,2.1,0.3,1.1,2.9,17.0,114,107,
64,61,Justin Holiday,28,CHI,SG,72,72,2265,6.3,16.9,.371,3.5,9.7,.359,2.8,7.2,.387,.474,2.9,3.5,.823,0.7,5.6,6.3,3.3,1.7,0.7,2.0,2.9,18.9,100,111,
65,62,Ricky Rubio,27,UTA,PG,77,77,2254,7.7,18.4,.418,2.1,6.1,.352,5.6,12.3,.451,.476,4.9,5.7,.866,1.0,6.8,7.8,9.1,2.7,0.2,4.6,4.6,22.4,105,103,
66,63,J.R. Smith,32,CLE,SG,80,61,2244,5.2,13.0,.403,3.1,8.3,.375,2.1,4.7,.453,.524,0.9,1.2,.696,0.6,4.5,5.1,3.1,1.5,0.2,1.8,3.5,14.5,103,114,
67,64,Kelly Oubre Jr.,22,WAS,SF,81,11,2231,7.1,17.6,.403,2.8,8.2,.341,4.3,9.4,.456,.482,4.3,5.2,.820,1.3,6.8,8.1,2.2,1.8,0.8,2.0,5.2,21.2,106,109,
68,65,Cory Joseph,26,IND,PG,82,17,2210,5.8,13.7,.424,1.5,4.3,.353,4.3,9.4,.457,.479,1.6,2.1,.745,0.9,5.1,5.9,5.9,1.8,0.4,2.0,3.2,14.7,106,110,
69,66,Allen Crabbe,25,BRK,SG,75,68,2197,7.4,18.3,.407,4.4,11.8,.378,3.0,6.5,.461,.529,2.5,3.0,.852,0.6,6.5,7.2,2.6,1.0,0.8,1.7,3.7,21.9,108,112,
70,67,Julius Randle,23,LAL,C,82,49,2190,11.0,19.7,.558,0.2,1.0,.222,10.8,18.8,.575,.563,6.7,9.3,.718,4.0,10.3,14.3,4.6,0.9,1.0,4.7,6.0,28.9,112,107,
71,68,DeMarre Carroll,31,BRK,PF,73,73,2180,7.2,17.5,.414,3.2,8.7,.371,4.0,8.8,.457,.506,4.2,5.5,.764,2.3,8.3,10.7,3.3,1.3,0.7,2.3,3.7,21.9,109,110,
72,69,Bogdan Bogdanović,25,SAC,SG,78,52,2175,8.0,18.0,.446,3.0,7.7,.392,5.0,10.3,.485,.529,2.3,2.8,.840,0.7,4.5,5.2,6.0,1.7,0.4,2.9,4.0,21.3,107,113,
73,70,Jimmy Butler,28,MIN,SG,59,59,2164,10.1,21.3,.474,1.6,4.6,.350,8.5,16.7,.509,.512,8.4,9.8,.854,1.8,5.4,7.3,6.7,2.7,0.6,2.5,1.8,30.2,122,110,"MVP-10,DPOY-12,AS,NBA3,DEF2"
74,71,Eric Gordon,29,HOU,SG,69,30,2154,9.5,22.2,.428,5.0,13.9,.359,4.5,8.3,.544,.540,4.5,5.5,.809,0.6,3.3,3.9,3.5,1.0,0.6,3.0,2.6,28.4,110,110,6MOY-2
75,72,Derrick Favors,26,UTA,C,77,77,2153,9.2,16.4,.563,0.3,1.5,.222,8.9,14.9,.596,.573,3.3,5.0,.651,4.6,8.2,12.9,2.4,1.3,1.9,2.0,3.8,22.0,119,104,
76,73,Jaylen Brown,21,BOS,SG,70,70,2152,8.7,18.6,.465,2.8,7.1,.395,5.9,11.5,.507,.540,3.5,5.4,.644,1.5,6.5,8.0,2.6,1.6,0.6,2.9,4.2,23.6,105,105,DPOY-10
77,74,T.J. Warren,24,PHO,SF,65,65,2142,11.8,23.8,.498,0.4,2.0,.222,11.4,21.7,.523,.507,4.3,5.7,.757,2.8,4.6,7.4,1.9,1.5,0.9,1.9,3.3,28.4,109,114,
78,75,Wesley Matthews,31,DAL,SF,63,63,2131,6.7,16.4,.406,3.6,9.5,.381,3.1,6.9,.441,.516,2.0,2.4,.822,0.7,4.0,4.7,4.1,1.8,0.4,2.0,3.3,18.9,105,111,
79,76,JJ Redick,33,PHI,SG,70,70,2116,9.2,20.0,.460,4.4,10.5,.420,4.8,9.5,.504,.569,4.5,5.0,.904,0.2,3.8,4.0,4.8,0.8,0.1,2.3,2.8,27.2,119,110,
80,77,Patty Mills,29,SAS,PG,82,36,2107,6.7,16.4,.411,3.7,9.9,.372,3.0,6.4,.470,.523,2.5,2.8,.890,0.6,3.1,3.7,5.5,1.3,0.3,2.5,3.1,19.6,109,109,
81,78,Denzel Valentine,24,CHI,SG,77,37,2095,7.0,16.8,.417,3.3,8.6,.386,3.7,8.2,.450,.517,0.9,1.2,.745,1.1,8.0,9.2,5.7,1.5,0.3,2.3,4.3,18.2,104,111,
82,79,Serge Ibaka,28,TOR,PF,76,76,2093,8.9,18.5,.483,2.5,7.0,.360,6.4,11.5,.559,.552,2.2,2.8,.797,1.8,9.4,11.3,1.5,0.7,2.3,2.1,4.9,22.6,109,105,
83,80,Jae Crowder,27,2TM,SF,80,47,2090,6.4,15.9,.404,2.6,8.1,.323,3.8,7.8,.488,.486,2.9,3.5,.818,1.4,5.1,6.5,2.3,1.5,0.5,1.7,4.4,18.3,105,111,
84,80,Jae Crowder,27,CLE,SF,53,47,1346,5.7,13.7,.418,2.3,6.9,.328,3.5,6.8,.508,.500,2.8,3.3,.848,1.5,4.8,6.3,2.1,1.5,0.4,1.5,4.5,16.5,109,113,
85,80,Jae Crowder,27,UTA,SF,27,0,744,7.7,19.9,.386,3.2,10.2,.316,4.4,9.6,.462,.468,2.9,3.8,.768,1.2,5.7,6.9,2.8,1.6,0.6,2.2,4.2,21.5,99,106,
86,81,Jusuf Nurkić,23,POR,C,79,79,2088,11.4,22.7,.505,0.0,0.2,.000,11.4,22.5,.508,.505,4.1,6.5,.630,4.5,12.4,16.9,3.4,1.5,2.6,4.4,5.9,27.0,102,101,DPOY-15
87,82,Dennis Schröder,24,ATL,PG,67,67,2078,11.8,26.9,.436,1.8,6.2,.290,10.0,20.8,.480,.469,5.3,6.2,.849,1.0,3.9,4.9,9.8,1.7,0.1,4.3,3.5,30.6,104,113,
88,83,Marcin Gortat,33,WAS,C,82,82,2075,6.9,13.4,.518,0.0,0.0,,6.9,13.4,.518,.518,2.6,3.9,.675,4.3,10.6,14.9,3.6,1.0,1.5,2.4,4.2,16.5,112,107,
89,84,Al-Farouq Aminu,27,POR,PF,69,67,2072,5.5,14.0,.395,3.0,8.1,.369,2.5,5.8,.432,.503,1.4,1.9,.738,2.3,10.3,12.6,2.0,1.9,1.0,1.9,3.3,15.5,105,104,
90,85,Dragan Bender,20,PHO,PF,82,37,2069,4.3,11.2,.386,2.7,7.5,.366,1.6,3.7,.426,.508,0.9,1.2,.765,0.9,7.4,8.4,3.0,0.5,1.2,2.6,3.8,12.3,95,114,
91,86,Terry Rozier,23,BOS,PG,80,16,2068,7.6,19.3,.395,3.7,9.7,.381,3.9,9.6,.410,.491,2.8,3.6,.772,1.5,7.6,9.1,5.6,1.9,0.5,1.9,3.0,21.7,109,104,6MOY-10
92,87,Austin Rivers,25,LAC,SG,61,59,2057,8.1,19.0,.424,3.2,8.5,.378,4.8,10.5,.461,.508,2.4,3.8,.642,0.6,2.8,3.4,5.7,1.7,0.4,2.6,3.6,21.7,105,113,
93,88,Tony Snell,26,MIL,SG,75,59,2053,4.5,10.3,.435,2.6,6.5,.403,1.9,3.8,.490,.562,0.9,1.2,.792,0.2,3.2,3.4,2.4,1.1,0.7,0.9,2.8,12.5,113,114,
94,89,Tyler Johnson,25,MIA,PG,72,39,2052,7.6,17.4,.435,2.9,7.9,.367,4.6,9.5,.491,.518,2.6,3.2,.822,0.8,5.2,6.1,4.0,1.5,0.8,2.0,3.6,20.6,109,108,
95,90,Dennis Smith Jr.,20,DAL,PG,69,69,2049,9.9,25.1,.395,2.6,8.3,.313,7.3,16.8,.435,.446,3.3,4.7,.694,1.2,5.1,6.4,8.8,1.7,0.4,4.8,3.7,25.7,93,110,ROY-5
96,91,Willie Cauley-Stein,24,SAC,C,73,57,2044,9.6,19.1,.502,0.1,0.3,.250,9.5,18.8,.506,.504,3.8,6.1,.619,3.2,9.4,12.6,4.3,1.9,1.7,2.7,4.6,23.1,106,108,
97,92,Ish Smith,29,DET,PG,82,35,2043,9.5,19.6,.486,0.9,2.5,.347,8.6,17.1,.506,.507,2.0,2.8,.698,0.7,4.8,5.5,8.8,1.6,0.5,2.6,3.4,21.8,109,109,
98,93,Wayne Ellington,30,MIA,SG,77,2,2041,7.0,17.2,.407,5.6,14.2,.392,1.4,3.0,.479,.569,1.6,1.9,.859,0.6,4.8,5.4,1.9,1.3,0.2,1.3,2.3,21.3,113,110,6MOY-5
99,94,Evan Turner,29,POR,SF,79,40,2034,6.3,14.1,.447,1.0,3.2,.318,5.3,10.9,.485,.484,2.2,2.6,.850,0.7,5.2,6.0,4.2,1.1,0.7,2.4,4.0,15.9,103,109,
100,95,Clint Capela,23,HOU,C,74,74,2034,10.7,16.4,.652,0.0,0.0,.000,10.7,16.3,.653,.652,3.5,6.2,.560,5.8,13.6,19.4,1.6,1.4,3.3,2.5,4.5,24.8,126,101,DPOY-14
101,96,Jonathon Simmons,28,ORL,SG,69,50,2029,8.5,18.4,.465,1.7,4.9,.338,6.9,13.4,.512,.511,4.5,5.8,.768,1.5,4.3,5.8,4.1,1.4,0.4,3.5,4.2,23.2,103,113,
102,97,De'Aaron Fox,20,SAC,PG,73,61,2026,8.2,19.9,.412,1.2,3.8,.307,7.0,16.1,.436,.441,3.5,4.9,.723,0.8,4.3,5.1,8.0,1.7,0.5,4.3,4.1,21.1,94,113,
103,98,Buddy Hield,25,SAC,SG,80,13,2024,10.4,23.3,.446,4.4,10.2,.431,6.0,13.1,.457,.540,1.8,2.0,.877,1.4,6.3,7.7,3.9,2.1,0.5,3.1,3.7,27.0,104,111,
104,99,Lauri Markkanen,20,CHI,PF,68,68,2020,9.0,20.8,.434,3.5,9.7,.362,5.5,11.1,.497,.518,3.4,4.0,.843,1.9,10.4,12.3,1.9,0.9,1.0,2.0,2.5,25.0,107,110,
105,100,Darren Collison,30,IND,PG,69,64,2018,7.8,15.8,.495,2.4,5.1,.468,5.4,10.7,.508,.571,3.1,3.6,.882,0.9,3.5,4.4,9.1,2.3,0.4,2.1,3.0,21.2,126,110,
106,101,Marvin Williams,31,CHO,PF,78,78,2006,6.3,13.7,.458,3.1,7.4,.413,3.2,6.3,.512,.570,2.5,3.0,.829,1.8,7.2,9.0,2.3,1.4,0.9,1.6,2.8,18.1,118,109,
107,102,Nicolas Batum,29,CHO,SG,64,64,1981,6.6,16.0,.415,2.3,6.7,.336,4.4,9.3,.473,.486,2.7,3.2,.831,1.4,6.1,7.5,8.6,1.6,0.6,3.2,1.8,18.2,107,110,
108,103,Kyle Anderson,24,SAS,SF,74,67,1978,5.9,11.2,.527,0.5,1.5,.333,5.4,9.7,.556,.549,2.7,3.7,.712,2.1,8.0,10.1,5.2,2.9,1.5,2.4,2.9,14.9,114,101,
109,104,Joe Harris,26,BRK,SG,78,14,1975,7.5,15.3,.491,3.7,8.8,.419,3.8,6.5,.589,.612,2.1,2.6,.827,1.3,5.1,6.4,3.1,0.9,0.5,2.2,3.8,20.8,116,113,
110,105,Brandon Ingram,20,LAL,SF,59,59,1975,8.7,18.4,.470,1.0,2.5,.390,7.7,15.9,.483,.497,4.7,6.8,.681,1.4,6.2,7.6,5.6,1.1,1.0,3.6,3.9,23.0,104,109,
111,106,John Henson,27,MIL,C,76,69,1970,7.3,12.7,.572,0.0,0.2,.143,7.2,12.5,.578,.573,2.3,4.0,.570,3.8,9.2,13.0,2.9,1.1,2.8,2.1,5.1,16.8,115,108,
112,107,Blake Griffin,28,2TM,PF,58,58,1970,10.9,24.8,.438,2.8,8.0,.345,8.1,16.8,.482,.493,6.5,8.2,.785,1.8,8.9,10.7,8.3,1.0,0.4,4.1,3.5,31.0,109,110,
113,107,Blake Griffin,28,LAC,PF,33,33,1139,10.9,24.7,.441,2.7,8.0,.342,8.2,16.7,.488,.497,7.3,9.3,.785,2.0,9.2,11.2,7.6,1.3,0.4,4.2,3.3,31.8,110,110,
