,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,,Offensive Rating,Defensive Rating
16,17,Bojan Bogdanović,SF,29,IND,4,4,148,8.6,21.6,.397,2.4,7.6,.318,6.2,14.1,.439,5.2,5.8,.882,1.0,6.9,7.9,3.8,2.7,0.0,2.1,2.4,24.7,,101,104
17,18,Andrew Bogut,C,34,GSW,19,6,179,6.6,10.2,.649,0.0,0.0,,6.6,10.2,.649,1.1,1.4,.800,6.3,14.1,20.4,5.8,1.4,1.7,2.8,10.5,14.3,,132,108
18,19,Jonah Bolden,PF,23,PHI,10,0,79,3.1,11.8,.263,2.5,9.9,.250,0.6,1.9,.333,1.2,2.5,.500,2.5,6.2,8.7,1.9,1.2,0.6,5.6,7.4,9.9,,67,109
19,20,Chris Boucher,PF,26,TOR,2,0,4,25.2,62.9,.400,12.6,37.7,.333,12.6,25.2,.500,0.0,12.6,.000,0.0,12.6,12.6,0.0,0.0,12.6,0.0,0.0,62.9,,84,92
20,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
21,21,Malcolm Brogdon,SG,26,MIL,7,2,198,8.5,19.0,.449,3.4,9.0,.378,5.1,10.0,.512,1.7,2.7,.636,1.5,6.8,8.3,5.8,1.2,0.2,2.4,3.9,22.2,,109,106
22,22,Bruce Brown,SG,22,DET,4,2,57,4.2,11.7,.357,0.8,4.2,.200,3.4,7.5,.444,1.7,1.7,1.000,0.8,5.9,6.7,1.7,1.7,0.8,1.7,6.7,10.9,,85,121
23,23,Jaylen Brown,SG,22,BOS,9,9,274,7.8,15.4,.506,2.5,7.1,.350,5.3,8.3,.638,4.1,5.3,.767,1.1,8.1,9.2,1.8,1.1,0.4,2.8,5.3,22.1,,109,105
24,24,Sterling Brown,SG,23,MIL,11,5,162,4.5,11.3,.395,2.1,6.3,.333,2.4,5.1,.471,2.4,3.3,.727,1.2,7.7,8.9,5.7,1.8,0.9,2.4,5.1,13.4,,106,103
25,25,Deonte Burton,SG,25,OKC,3,0,4,12.1,60.3,.200,0.0,24.1,.000,12.1,36.2,.333,0.0,0.0,,12.1,12.1,24.1,0.0,0.0,0.0,0.0,0.0,24.1,,57,113
26,26,Jimmy Butler,SF,29,PHI,12,12,421,9.2,20.3,.451,1.4,5.2,.267,7.8,15.1,.515,7.3,8.4,.875,2.6,5.8,8.4,7.2,2.1,0.8,2.6,2.3,27.1,,121,107
27,27,José Calderón,PG,37,DET,3,0,10,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,23.9,4.8,0.0,0.0,0.0,0.0,,229,118
28,28,Clint Capela,C,24,HOU,11,11,331,6.9,12.4,.561,0.0,0.0,,6.9,12.4,.561,2.3,5.3,.429,6.2,10.9,17.0,2.4,0.5,1.8,2.4,3.9,16.1,,116,108
29,29,DeMarre Carroll,PF,32,BRK,5,3,119,3.5,14.7,.237,2.7,9.3,.292,0.8,5.4,.143,3.1,3.1,1.000,2.3,5.4,7.8,0.8,1.6,0.0,1.2,3.1,12.8,,89,118
30,30,Michael Carter-Williams,PG,27,ORL,5,0,92,6.6,16.9,.387,1.1,4.4,.250,5.5,12.6,.435,3.8,4.4,.875,1.1,9.8,10.9,6.6,1.6,0.0,4.4,6.6,18.0,,91,111
31,31,Wilson Chandler,SF,31,LAC,4,0,52,4.5,14.5,.313,0.9,9.0,.100,3.6,5.4,.667,3.6,3.6,1.000,0.0,5.4,5.4,1.8,1.8,0.0,2.7,6.3,13.6,,79,123
32,32,Gary Clark,PF,24,HOU,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,,,110
33,33,Zach Collins,C,21,POR,16,0,275,7.5,14.8,.506,1.3,3.8,.333,6.2,10.9,.567,3.6,4.6,.800,3.1,7.5,10.6,2.6,1.3,3.8,3.6,9.9,19.9,,108,109
34,34,Darren Collison,PG,31,IND,4,4,117,8.3,19.6,.422,1.7,4.8,.364,6.5,14.8,.441,2.6,2.6,1.000,1.7,3.5,5.2,7.0,0.9,0.0,4.3,4.8,20.9,,94,110
35,35,Pat Connaughton,SG,26,MIL,15,0,324,5.5,11.5,.481,2.2,6.3,.357,3.3,5.2,.629,0.6,1.2,.500,1.5,12.4,13.8,3.1,0.9,1.9,1.3,2.1,13.8,,114,101
36,36,Quinn Cook,PG,25,GSW,17,0,193,7.2,17.9,.400,2.8,8.7,.324,4.3,9.2,.472,1.0,1.0,1.000,0.5,4.1,4.6,3.1,0.8,0.3,1.5,3.3,18.1,,100,118
37,37,DeMarcus Cousins,C,28,GSW,8,5,133,7.8,19.7,.396,1.1,4.4,.250,6.7,15.2,.439,5.9,9.3,.640,3.3,11.1,14.5,7.0,1.9,2.2,7.0,8.9,22.6,,90,108
38,38,Torrey Craig,SF,28,DEN,14,11,330,5.2,10.9,.478,2.7,5.7,.472,2.5,5.2,.485,1.4,2.5,.563,3.3,8.0,11.4,1.9,1.1,0.8,0.9,6.0,14.5,,127,113
39,39,Jae Crowder,SF,28,UTA,5,3,130,6.4,17.3,.370,3.4,11.3,.300,3.0,6.0,.500,5.3,7.2,.737,1.5,9.4,10.9,1.5,1.9,0.0,0.4,2.6,21.5,,113,110
40,40,Dante Cunningham,PF,31,SAS,5,0,13,8.1,12.1,.667,8.1,8.1,1.000,0.0,4.0,.000,0.0,0.0,,8.1,16.2,24.2,0.0,0.0,0.0,0.0,0.0,24.2,,195,113
41,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
42,41,Seth Curry,SG,28,POR,16,0,326,4.6,12.6,.366,3.2,8.0,.404,1.4,4.6,.300,1.4,1.7,.818,0.8,3.1,3.8,2.0,1.8,0.6,1.1,4.2,13.8,,107,115
43,42,Stephen Curry,PG,30,GSW,22,22,846,11.1,25.1,.441,5.4,14.2,.377,5.7,10.9,.524,8.6,9.2,.943,1.0,6.7,7.7,7.3,1.4,0.2,3.8,4.0,36.1,,121,115
44,43,Ed Davis,C,29,BRK,3,0,41,7.9,11.3,.700,0.0,0.0,,7.9,11.3,.700,2.3,2.3,1.000,4.5,16.9,21.4,2.3,0.0,1.1,0.0,10.1,18.0,,162,112
45,44,DeMar DeRozan,SG,29,SAS,7,7,251,12.1,24.9,.487,0.0,0.2,.000,12.1,24.7,.492,7.9,9.2,.864,2.1,7.7,9.8,6.7,1.7,0.2,2.5,3.3,32.2,,117,114
46,45,Spencer Dinwiddie,PG,25,BRK,5,0,131,9.5,21.8,.435,3.2,8.5,.375,6.3,13.4,.474,3.5,4.9,.714,1.4,3.2,4.6,2.8,0.7,0.0,2.8,3.5,25.7,,103,122
47,46,Andre Drummond,C,25,DET,4,4,127,9.0,20.3,.444,0.0,0.4,.000,9.0,19.9,.453,3.4,7.9,.429,7.5,12.0,19.6,3.4,2.3,1.9,4.1,6.4,21.4,,92,115
48,47,Jared Dudley,PF,33,BRK,4,2,82,1.7,6.2,.273,1.1,5.1,.222,0.6,1.1,.500,2.3,2.3,1.000,0.0,1.1,1.1,6.2,1.7,0.6,2.3,5.6,6.8,,98,121
49,48,Kevin Durant,SF,30,GSW,12,12,442,13.9,27.1,.514,3.9,8.9,.438,10.0,18.2,.552,11.4,12.6,.903,0.1,6.5,6.6,6.0,1.5,1.3,4.8,4.2,43.2,,121,113
50,49,Wayne Ellington,SG,31,DET,4,4,131,4.0,12.8,.314,2.6,8.0,.318,1.5,4.7,.308,0.7,0.7,1.000,1.1,4.4,5.5,1.8,1.1,0.0,0.7,1.5,11.3,,91,124
51,50,Joel Embiid,C,24,PHI,11,11,334,10.0,23.3,.428,1.8,5.7,.308,8.2,17.6,.467,10.8,13.2,.822,3.1,13.8,16.8,5.4,1.2,3.7,5.9,5.0,32.5,,106,101
52,51,James Ennis III,SF,28,PHI,11,0,232,6.5,13.5,.484,1.9,6.7,.281,4.6,6.7,.688,2.5,4.0,.632,3.4,5.5,8.8,2.5,0.8,0.6,2.1,6.5,17.5,,114,111
53,52,Jacob Evans,SG,21,GSW,7,0,18,5.5,13.7,.400,2.7,5.5,.500,2.7,8.2,.333,0.0,0.0,,0.0,2.7,2.7,2.7,0.0,0.0,5.5,2.7,13.7,,74,121
54,53,Tyreke Evans,SG,29,IND,4,0,84,12.7,29.1,.438,6.7,12.1,.550,6.1,16.9,.357,4.8,8.5,.571,0.0,10.3,10.3,1.8,1.8,0.6,3.6,4.8,36.9,,96,104
55,54,Kenneth Faried,C,29,HOU,6,0,56,8.0,11.6,.692,0.9,0.9,1.000,7.1,10.7,.667,4.5,5.3,.833,2.7,16.0,18.7,1.8,1.8,0.0,0.0,5.3,21.4,,166,104
56,55,Derrick Favors,C,27,UTA,5,2,103,10.9,17.1,.639,0.0,1.4,.000,10.9,15.7,.697,6.2,9.0,.684,7.1,10.5,17.6,1.9,1.9,4.3,2.4,5.7,28.0,,129,103
57,56,Raymond Felton,PG,34,OKC,5,0,57,3.4,11.0,.308,1.7,6.8,.250,1.7,4.2,.400,0.8,1.7,.500,0.0,2.5,2.5,2.5,3.4,0.8,1.7,5.9,9.3,,79,110
58,57,Terrance Ferguson,SG,20,OKC,5,5,128,3.4,9.4,.360,2.6,6.8,.389,0.8,2.6,.286,0.0,0.0,,0.8,3.8,4.5,2.3,0.8,0.0,1.9,7.2,9.4,,92,116
59,58,Bryn Forbes,SG,25,SAS,7,7,212,6.7,13.9,.482,3.7,7.7,.484,3.0,6.2,.480,1.5,2.2,.667,0.2,5.9,6.2,1.7,0.2,0.2,0.7,3.5,18.6,,123,118
60,59,Evan Fournier,SG,26,ORL,5,5,175,6.9,19.8,.348,2.3,9.8,.235,4.6,10.1,.457,1.7,2.3,.750,0.9,3.7,4.6,2.9,2.0,0.0,3.4,4.0,17.8,,80,113
61,60,Melvin Frazier,SG,22,ORL,3,0,15,6.7,16.8,.400,0.0,0.0,,6.7,16.8,.400,3.4,6.7,.500,3.4,10.1,13.4,0.0,3.4,0.0,0.0,0.0,16.8,,95,107
62,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
63,61,Tim Frazier,PG,28,MIL,11,0,40,9.6,15.7,.615,3.6,7.2,.500,6.0,8.4,.714,2.4,2.4,1.000,0.0,10.9,10.9,12.1,1.2,0.0,3.6,6.0,25.3,,137,104
64,62,Enes Freedom,C,26,POR,16,14,461,8.2,15.9,.514,0.1,0.4,.250,8.1,15.5,.521,3.4,4.5,.756,5.7,11.1,16.8,2.1,1.2,1.0,2.8,3.9,19.8,,112,110
65,63,Danilo Gallinari,SF,30,LAC,6,6,201,9.1,26.0,.351,3.0,10.1,.302,6.1,15.9,.382,6.5,7.7,.848,2.1,6.5,8.7,3.7,1.9,0.2,2.6,3.3,27.8,,99,122
66,64,Langston Galloway,SG,27,DET,4,0,110,4.8,14.8,.324,3.9,10.9,.360,0.9,3.9,.222,0.0,0.0,,0.9,5.6,6.5,1.7,0.9,1.7,0.9,4.3,13.5,,91,122
67,65,Marc Gasol,C,34,TOR,24,24,735,5.2,12.3,.422,2.3,6.1,.382,2.9,6.2,.462,2.7,3.1,.870,1.1,9.4,10.5,5.0,1.4,1.8,1.4,5.7,15.5,,117,103
68,66,Rudy Gay,PF,32,SAS,7,0,179,8.2,20.5,.400,2.3,5.6,.421,5.9,15.0,.392,4.1,5.0,.824,3.8,10.9,14.7,3.5,0.9,1.5,2.9,3.8,22.9,,104,113
69,67,Paul George,SF,28,OKC,5,5,204,10.4,23.9,.436,3.5,11.1,.319,6.9,12.8,.537,9.5,11.6,.816,1.4,8.7,10.2,4.3,1.7,0.2,5.0,5.0,33.8,,107,111
70,68,Shai Gilgeous-Alexander,PG,20,LAC,6,6,173,7.6,16.3,.467,2.4,4.9,.500,5.2,11.4,.452,4.6,5.4,.850,1.1,3.3,4.3,5.2,1.6,1.4,1.4,4.6,22.3,,123,123
71,69,Rudy Gobert,C,26,UTA,5,5,152,6.1,10.3,.594,0.0,0.0,,6.1,10.3,.594,5.8,7.4,.783,7.4,9.0,16.4,2.3,1.0,4.2,2.9,5.2,18.0,,126,106
72,70,Aaron Gordon,PF,23,ORL,5,5,164,8.9,19.0,.468,2.5,6.1,.400,6.4,12.9,.500,3.1,5.8,.526,3.4,7.7,11.0,5.5,1.8,0.3,4.0,4.9,23.3,,102,111
73,71,Eric Gordon,SG,30,HOU,11,11,410,8.2,18.3,.447,4.6,11.6,.400,3.5,6.7,.527,2.9,3.4,.857,0.6,2.8,3.4,1.7,0.9,1.3,3.3,2.7,23.9,,108,113
74,72,Treveon Graham,SG,25,BRK,5,0,79,1.2,5.8,.200,0.0,4.1,.000,1.2,1.8,.667,1.8,3.5,.500,1.2,4.7,5.8,1.8,1.8,0.6,1.8,5.8,4.1,,64,118
75,73,Jerami Grant,PF,24,OKC,5,5,176,5.5,11.0,.500,2.5,5.5,.450,3.0,5.5,.550,2.5,3.6,.692,1.6,5.8,7.4,1.1,0.8,2.7,1.1,3.6,15.9,,122,112
76,74,Jerian Grant,PG,26,ORL,3,0,14,7.2,35.9,.200,0.0,25.1,.000,7.2,10.8,.667,3.6,3.6,1.000,0.0,14.4,14.4,10.8,0.0,0.0,3.6,3.6,18.0,,60,113
77,75,Danny Green,SG,31,TOR,24,24,684,3.9,11.4,.342,2.9,8.8,.328,1.0,2.6,.389,1.5,1.7,.913,1.3,5.1,6.4,1.9,2.4,0.8,1.9,4.4,12.2,,96,105
78,76,Draymond Green,PF,28,GSW,22,22,851,6.6,13.3,.498,0.8,3.3,.228,5.9,10.0,.587,3.0,4.1,.718,2.4,10.5,12.9,10.8,1.9,1.9,4.8,4.9,16.9,,110,109
79,77,Gerald Green,SG,33,HOU,11,0,97,6.2,20.6,.300,5.1,14.9,.345,1.0,5.7,.182,2.6,2.6,1.000,0.0,6.2,6.2,0.5,1.5,1.5,1.5,6.2,20.1,,92,109
80,78,JaMychal Green,PF,28,LAC,6,3,141,7.7,14.3,.535,4.0,7.7,.522,3.7,6.7,.550,2.7,3.3,.800,2.0,8.7,10.7,1.7,1.3,0.0,3.7,7.3,22.0,,112,122
81,79,Blake Griffin,PF,29,DET,2,2,58,14.8,32.1,.462,4.9,10.7,.462,9.9,21.4,.462,5.8,5.8,1.000,3.3,6.6,9.9,9.9,1.6,0.0,4.9,7.4,40.3,,111,121
82,80,James Harden,PG,29,HOU,11,11,424,12.8,31.1,.413,5.6,16.1,.350,7.2,14.9,.480,9.6,11.5,.837,1.1,7.8,8.8,8.6,2.8,1.2,6.0,4.8,41.0,,111,106
83,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
84,81,Maurice Harkless,SF,25,POR,16,16,388,6.7,14.1,.477,0.9,3.6,.250,5.8,10.5,.556,3.0,4.7,.639,3.7,6.3,10.1,3.0,2.3,2.1,2.2,7.2,17.3,,111,110
85,82,Montrezl Harrell,C,25,LAC,6,0,158,13.7,18.7,.730,0.0,0.3,.000,13.7,18.4,.742,5.4,7.7,.692,3.6,6.2,9.8,3.9,0.9,1.2,2.4,5.7,32.7,,138,123
86,83,Gary Harris,SG,24,DEN,14,14,517,7.4,15.9,.462,2.0,5.7,.351,5.3,10.2,.525,3.3,3.8,.868,0.9,4.9,5.8,3.2,1.2,0.8,1.1,3.8,20.0,,119,115
87,84,Joe Harris,SG,27,BRK,5,5,149,5.0,13.3,.372,1.2,6.5,.190,3.7,6.8,.545,2.5,2.5,1.000,1.9,4.6,6.5,0.9,0.9,0.0,2.8,3.7,13.6,,89,120
88,85,Tobias Harris,PF,26,PHI,12,12,443,7.8,18.4,.425,2.4,7.0,.349,5.4,11.5,.471,2.4,2.9,.846,1.3,10.8,12.1,5.3,1.4,0.7,2.2,3.3,20.5,,109,106
89,86,Isaiah Hartenstein,PF,20,HOU,2,0,2,49.9,49.9,1.000,0.0,0.0,,49.9,49.9,1.000,0.0,0.0,,24.9,0.0,24.9,0.0,0.0,0.0,0.0,24.9,99.8,,205,117
90,87,Gordon Hayward,PF,28,BOS,9,0,267,5.3,12.7,.414,1.6,4.4,.375,3.6,8.3,.435,3.4,3.4,1.000,0.5,6.0,6.5,4.0,1.1,0.5,2.5,2.9,15.6,,102,106
91,88,Juancho Hernangómez,PF,23,DEN,5,0,15,3.5,10.4,.333,3.5,6.9,.500,0.0,3.5,.000,0.0,0.0,,0.0,10.4,10.4,0.0,0.0,0.0,3.5,6.9,10.4,,72,115
92,89,Nenê,C,36,HOU,7,0,53,9.4,9.4,1.000,0.0,0.0,,9.4,9.4,1.000,6.6,8.5,.778,8.5,4.7,13.2,2.8,2.8,1.9,2.8,6.6,25.4,,170,107
93,90,George Hill,PG,32,MIL,15,0,395,7.7,14.4,.534,2.4,5.9,.417,5.2,8.5,.614,3.3,4.0,.818,1.8,4.6,6.5,5.1,1.5,0.5,0.7,4.2,21.1,,138,106
94,91,Aaron Holiday,PG,22,IND,3,0,13,7.8,19.6,.400,3.9,7.8,.500,3.9,11.7,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.9,11.7,19.6,,76,113
95,92,Rondae Hollis-Jefferson,SF,24,BRK,4,0,62,11.9,24.6,.485,0.7,0.7,1.000,11.2,23.8,.469,14.9,18.6,.800,2.2,6.7,8.9,4.5,0.7,3.7,2.2,5.2,39.5,,124,116
96,93,Rodney Hood,SG,26,POR,16,0,373,7.0,14.9,.468,2.4,6.9,.353,4.6,8.1,.567,4.8,5.9,.818,1.2,3.6,4.8,1.9,0.8,0.4,0.9,3.8,21.2,,126,117
97,94,Al Horford,C,32,BOS,9,9,310,7.2,17.2,.418,2.8,6.9,.409,4.4,10.3,.424,2.3,2.8,.833,2.0,10.6,12.6,6.2,0.6,1.1,3.0,3.3,19.5,,104,104
98,95,Danuel House Jr.,SF,25,HOU,7,0,141,3.9,13.1,.297,2.8,11.0,.258,1.1,2.1,.500,1.4,2.8,.500,0.7,7.1,7.8,0.4,1.1,0.7,1.4,3.9,12.0,,84,111
99,96,Serge Ibaka,C,29,TOR,24,0,500,9.3,19.4,.477,0.9,3.8,.237,8.4,15.6,.535,3.2,4.2,.762,3.5,10.9,14.4,2.2,1.1,2.3,2.5,7.9,22.6,,105,102
100,97,Andre Iguodala,SF,35,GSW,21,15,629,6.4,13.0,.494,2.2,6.3,.350,4.2,6.7,.628,1.1,2.9,.378,2.1,5.0,7.1,6.5,1.9,1.8,1.6,3.4,16.2,,120,113
101,98,Ersan İlyasova,PF,31,MIL,15,0,272,6.2,14.4,.432,2.1,7.1,.300,4.1,7.3,.561,3.5,4.4,.800,3.5,9.0,12.6,3.7,1.8,1.1,1.2,7.1,18.1,,121,102
102,99,Joe Ingles,PF,31,UTA,5,5,151,3.9,12.0,.324,2.6,9.4,.276,1.3,2.6,.500,0.0,0.0,,1.0,6.8,7.8,8.1,3.6,0.0,2.6,4.5,10.4,,94,107
103,100,Kyrie Irving,PG,26,BOS,9,9,330,10.1,26.3,.385,2.6,8.5,.310,7.5,17.8,.421,5.3,5.9,.900,0.7,5.0,5.7,9.2,1.9,0.6,4.1,3.8,28.2,,98,105
104,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
105,101,Jonathan Isaac,PF,21,ORL,5,5,137,4.0,14.7,.275,1.5,7.3,.200,2.6,7.3,.350,2.6,2.9,.875,3.7,7.7,11.4,0.7,0.7,1.8,1.8,3.3,12.1,,82,112
106,102,Wes Iwundu,SF,24,ORL,5,0,60,5.0,15.1,.333,2.5,7.5,.333,2.5,7.5,.333,7.5,7.5,1.000,0.0,5.9,5.9,3.4,2.5,0.0,1.7,3.4,20.1,,111,111
107,103,Reggie Jackson,PG,28,DET,4,4,108,12.4,28.7,.431,4.0,9.3,.429,8.4,19.5,.432,2.7,3.1,.857,2.2,3.5,5.7,12.4,1.3,0.0,2.2,5.3,31.4,,112,124
108,104,Jonas Jerebko,PF,31,GSW,16,0,121,4.9,17.1,.286,2.0,7.7,.263,2.9,9.4,.304,2.0,2.4,.833,6.1,7.7,13.9,4.9,0.4,0.8,0.8,3.7,13.9,,106,115
109,105,Amir Johnson,C,31,PHI,4,0,20,9.8,9.8,1.000,0.0,0.0,,9.8,9.8,1.000,0.0,0.0,,7.3,4.9,12.2,4.9,2.4,0.0,2.4,7.3,19.6,,165,108
110,106,Nikola Jokić,C,23,DEN,14,14,557,12.3,24.4,.506,2.1,5.2,.393,10.3,19.2,.537,6.2,7.3,.846,5.0,12.0,17.0,11.0,1.5,1.2,3.4,5.0,32.9,,127,109
111,107,Damian Jones,C,23,GSW,4,1,8,6.2,6.2,1.000,0.0,0.0,,6.2,6.2,1.000,6.2,12.3,.500,0.0,12.3,12.3,0.0,0.0,0.0,6.2,18.5,18.5,,88,114
112,108,Cory Joseph,PG,27,IND,4,0,85,7.2,14.4,.500,2.4,5.4,.444,4.8,9.0,.533,1.2,1.2,1.000,0.6,3.6,4.2,2.4,1.8,0.0,0.0,4.2,17.9,,123,108
113,109,Luke Kennard,SG,22,DET,4,2,133,8.3,16.9,.489,3.2,5.4,.600,5.0,11.5,.438,1.8,2.2,.833,0.0,5.7,5.7,2.5,1.1,0.4,1.1,2.2,21.5,,115,123
114,110,Furkan Korkmaz,SG,21,PHI,4,0,36,8.1,24.4,.333,4.1,10.9,.375,4.1,13.6,.300,5.4,6.8,.800,0.0,8.1,8.1,6.8,0.0,1.4,1.4,6.8,25.8,,107,110
115,111,Kyle Korver,SG,37,UTA,4,0,30,4.9,13.1,.375,3.3,9.8,.333,1.6,3.3,.500,3.3,4.9,.667,1.6,6.5,8.2,0.0,0.0,0.0,1.6,9.8,16.3,,102,115
116,112,Rodions Kurucs,SF,20,BRK,4,3,68,5.4,13.6,.400,1.4,5.4,.250,4.1,8.1,.500,4.8,6.1,.778,4.1,9.5,13.6,2.0,1.4,0.0,1.4,6.8,17.0,,114,116
