,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
12,13,Kemba Walker,26,CHO,PG,79,79,2739,11.8,26.5,.444,4.4,11.0,.399,7.4,15.5,.476,.527,5.6,6.6,.847,0.8,4.8,5.6,7.9,1.6,0.4,3.1,2.2,33.5,113,111,AS
13,14,Devin Booker,20,PHO,SG,78,78,2730,10.6,25.1,.423,2.6,7.1,.363,8.0,18.0,.447,.475,6.4,7.7,.832,0.8,3.6,4.4,4.7,1.3,0.4,4.2,4.2,30.3,103,116,
14,15,Anthony Davis,23,NOP,C,75,75,2708,13.9,27.6,.505,0.7,2.4,.299,13.2,25.2,.524,.518,9.4,11.7,.802,3.1,12.9,16.0,2.8,1.7,3.0,3.3,3.0,38.0,112,102,"MVP-9,AS,NBA1,DEF2"
15,16,Damian Lillard,26,POR,PG,75,75,2694,12.2,27.4,.444,3.9,10.7,.370,8.2,16.8,.492,.516,9.0,10.0,.895,0.8,5.9,6.8,8.1,1.3,0.4,3.6,2.8,37.3,118,113,
16,17,Paul George,26,IND,SF,75,75,2689,11.6,25.1,.461,3.6,9.2,.393,7.9,15.9,.501,.534,6.3,7.0,.898,1.1,8.1,9.2,4.7,2.2,0.5,4.1,3.8,33.0,109,108,AS
17,18,Bradley Beal,23,WAS,SG,77,77,2684,11.7,24.3,.482,4.1,10.1,.404,7.6,14.1,.538,.566,5.2,6.3,.825,1.0,3.4,4.4,4.9,1.5,0.4,2.9,3.1,32.7,117,112,
18,19,Jeff Teague,28,IND,PG,82,82,2657,7.6,17.1,.442,1.7,4.7,.357,5.9,12.4,.475,.492,6.8,7.8,.867,0.6,5.6,6.2,12.0,1.9,0.6,4.1,3.1,23.6,115,110,
19,20,Gorgui Dieng,27,MIN,PF,82,82,2653,6.3,12.6,.502,0.3,0.8,.372,6.0,11.8,.511,.514,2.6,3.2,.814,3.6,8.8,12.4,3.0,1.7,1.8,2.0,4.9,15.6,114,110,
20,21,Klay Thompson,26,GSW,SG,78,78,2649,11.7,25.0,.468,4.9,11.8,.414,6.8,13.2,.516,.565,3.4,4.0,.853,0.9,4.3,5.2,2.9,1.2,0.7,2.3,2.5,31.6,111,108,AS
21,22,Stephen Curry,28,GSW,PG,79,79,2638,12.3,26.3,.468,5.9,14.4,.411,6.4,11.9,.537,.580,5.9,6.6,.898,1.1,5.3,6.4,9.6,2.6,0.3,4.4,3.3,36.5,119,105,"MVP-6,AS,NBA2"
22,23,DeMar DeRozan,27,TOR,SG,74,74,2620,13.9,29.9,.467,0.6,2.4,.266,13.3,27.5,.484,.477,10.5,12.5,.842,1.4,6.1,7.5,5.6,1.5,0.3,3.5,2.6,39.1,113,110,"MVP-11,AS,NBA3"
23,24,Nicolas Batum,28,CHO,SG,77,77,2617,7.5,18.7,.403,2.6,7.8,.333,4.9,10.9,.453,.472,4.7,5.4,.856,0.9,8.3,9.2,8.7,1.6,0.6,3.7,2.1,22.3,105,108,
24,25,Otto Porter Jr.,23,WAS,SF,80,80,2605,7.8,15.2,.516,2.8,6.5,.434,5.0,8.7,.576,.608,1.9,2.3,.832,2.2,7.5,9.7,2.3,2.2,0.8,0.8,3.7,20.3,129,108,
25,26,DeAndre Jordan,28,LAC,C,81,81,2570,8.0,11.2,.714,0.0,0.0,.000,8.0,11.2,.717,.714,4.0,8.3,.482,5.8,15.9,21.7,1.9,1.0,2.6,2.2,4.1,20.0,129,102,"AS,NBA3"
26,27,Isaiah Thomas,27,BOS,PG,76,76,2569,13.2,28.4,.463,4.7,12.5,.379,8.4,16.0,.528,.546,11.4,12.5,.909,0.8,3.1,4.0,8.6,1.4,0.3,4.1,3.2,42.4,122,112,"MVP-5,AS,NBA2"
27,28,Tobias Harris,24,DET,PF,82,48,2567,10.1,20.9,.481,2.1,6.2,.347,7.9,14.7,.537,.532,3.7,4.4,.841,1.2,6.9,8.2,2.8,1.2,0.8,1.9,2.6,26.0,113,108,
28,29,Marcus Morris,27,DET,SF,79,79,2565,8.3,19.8,.418,2.3,7.0,.331,6.0,12.8,.466,.477,2.9,3.6,.784,1.5,5.7,7.2,3.2,1.0,0.5,1.7,3.3,21.8,105,109,
29,30,Marcin Gortat,32,WAS,C,82,82,2556,7.5,13.0,.579,0.0,0.0,.000,7.5,13.0,.580,.579,2.0,3.1,.648,4.6,11.8,16.4,2.3,0.8,1.2,2.3,4.1,17.0,117,108,
30,31,Myles Turner,20,IND,C,81,81,2541,8.7,17.1,.511,0.8,2.3,.348,8.0,14.9,.536,.534,4.8,6.0,.809,2.7,8.9,11.6,2.1,1.5,3.4,2.1,5.2,23.1,115,105,
31,32,Carmelo Anthony,32,NYK,SF,74,74,2538,11.9,27.4,.433,3.0,8.3,.359,8.9,19.1,.466,.488,6.0,7.2,.833,1.2,7.4,8.6,4.2,1.2,0.7,3.0,3.9,32.7,108,113,AS
32,33,Marc Gasol,32,MEM,C,74,74,2531,10.9,23.8,.459,2.1,5.5,.388,8.8,18.3,.480,.503,5.7,6.8,.837,1.2,8.3,9.5,6.9,1.4,2.0,3.4,3.5,29.7,111,106,AS
33,34,Kentavious Caldwell-Pope,23,DET,SG,76,75,2529,7.4,18.5,.399,3.1,8.7,.350,4.3,9.8,.442,.481,3.1,3.7,.832,1.1,3.9,5.0,3.9,1.8,0.2,1.7,2.4,20.9,107,109,
34,35,Kyrie Irving,24,CLE,PG,72,72,2525,13.3,28.1,.473,3.5,8.7,.401,9.8,19.4,.505,.535,5.9,6.5,.905,1.0,3.5,4.5,8.3,1.6,0.5,3.6,3.1,35.9,116,112,AS
35,36,Gordon Hayward,26,UTA,SF,73,73,2516,11.4,24.1,.471,3.1,7.8,.398,8.3,16.3,.506,.536,7.5,8.9,.844,1.0,7.2,8.2,5.3,1.5,0.4,2.9,2.4,33.4,118,106,AS
36,37,Hassan Whiteside,27,MIA,C,77,77,2513,10.9,19.5,.557,0.0,0.0,,10.9,19.5,.557,.557,4.5,7.2,.628,5.9,15.9,21.8,1.1,1.1,3.2,3.1,4.5,26.3,113,100,DPOY-5
37,38,Wesley Matthews,30,DAL,SG,73,73,2495,6.9,17.7,.393,3.6,10.0,.363,3.3,7.7,.432,.496,3.0,3.7,.816,0.4,5.0,5.4,4.4,1.6,0.3,2.1,3.4,20.6,104,110,
38,39,Dennis Schröder,23,ATL,PG,79,78,2485,10.9,24.1,.451,2.0,5.8,.340,8.9,18.2,.487,.493,4.3,5.1,.855,0.8,4.1,4.9,9.9,1.5,0.3,5.1,3.0,28.0,103,109,
39,40,Kawhi Leonard,25,SAS,SF,74,74,2474,13.1,27.0,.485,3.0,8.0,.380,10.1,19.1,.529,.541,9.7,11.0,.880,1.6,7.2,8.9,5.4,2.7,1.1,3.2,2.5,38.9,121,102,"MVP-3,DPOY-3,AS,NBA1,DEF1"
40,41,Draymond Green,26,GSW,PF,76,76,2471,5.3,12.7,.418,1.6,5.1,.308,3.7,7.5,.494,.481,2.9,4.1,.709,1.9,9.8,11.7,10.4,3.0,2.1,3.6,4.2,15.1,111,99,"DPOY-1,AS,NBA3,DEF1"
41,42,Ricky Rubio,26,MIN,PG,75,75,2469,5.4,13.4,.402,1.2,4.0,.306,4.1,9.3,.443,.448,5.2,5.9,.891,1.4,4.9,6.3,14.0,2.6,0.2,4.0,4.1,17.2,115,112,
42,43,DeMarcus Cousins,26,2TM,C,72,72,2465,13.2,29.2,.452,2.7,7.4,.361,10.5,21.8,.483,.498,10.5,13.6,.772,3.1,13.1,16.2,6.8,2.0,1.9,5.5,5.7,39.6,107,105,AS
43,43,DeMarcus Cousins,26,SAC,C,55,55,1891,13.5,29.9,.452,2.5,7.1,.356,11.0,22.8,.482,.494,11.3,14.7,.770,3.1,12.5,15.6,7.1,2.0,2.0,5.5,5.4,40.9,108,106,
44,43,DeMarcus Cousins,26,NOP,C,17,17,574,12.1,26.8,.452,3.1,8.2,.375,9.0,18.6,.486,.510,8.0,10.3,.777,3.2,14.8,18.0,5.6,2.1,1.6,5.3,6.4,35.3,104,101,
45,44,Courtney Lee,31,NYK,SG,77,74,2459,6.5,14.3,.456,2.2,5.5,.401,4.3,8.8,.490,.533,1.7,2.0,.867,1.1,4.2,5.3,3.6,1.6,0.5,1.4,2.9,17.0,115,114,
46,45,Goran Dragić,30,MIA,PG,73,73,2459,10.9,23.0,.475,2.4,5.9,.405,8.5,17.1,.499,.527,6.1,7.7,.790,1.3,4.4,5.7,8.7,1.8,0.3,4.3,4.1,30.4,112,109,
47,46,Serge Ibaka,27,2TM,PF,79,79,2422,9.7,20.2,.480,2.6,6.5,.391,7.1,13.7,.522,.543,2.2,2.6,.856,2.7,8.4,11.1,1.5,0.8,2.6,2.2,4.4,24.2,109,109,
48,46,Serge Ibaka,27,ORL,PF,56,56,1710,9.9,20.4,.488,2.4,6.2,.388,7.5,14.2,.532,.547,2.2,2.6,.846,2.9,8.2,11.1,1.7,1.0,2.6,1.9,4.0,24.5,111,109,
49,46,Serge Ibaka,27,TOR,PF,23,23,712,9.1,19.9,.459,2.9,7.3,.398,6.2,12.5,.494,.532,2.1,2.4,.882,2.1,9.0,11.1,1.1,0.5,2.3,2.8,5.4,23.3,105,108,
50,47,Elfrid Payton,22,ORL,PG,82,58,2412,8.8,18.7,.471,0.8,3.0,.274,8.0,15.7,.509,.493,3.0,4.3,.692,1.8,6.1,8.0,10.9,1.8,0.8,3.7,3.6,21.5,107,111,
51,48,Andre Drummond,23,DET,C,81,81,2409,10.1,19.1,.530,0.0,0.1,.286,10.1,19.0,.532,.531,2.9,7.4,.386,7.2,16.1,23.4,1.9,2.6,1.9,3.2,5.0,23.2,104,99,
52,49,Marcus Smart,22,BOS,SG,79,24,2399,5.6,15.5,.359,1.9,6.9,.283,3.6,8.6,.420,.422,4.2,5.2,.812,1.6,4.7,6.3,7.5,2.6,0.7,3.3,4.0,17.3,102,108,
53,50,Jordan Clarkson,24,LAL,SG,82,19,2397,9.7,21.8,.445,2.4,7.2,.329,7.3,14.5,.503,.500,2.7,3.4,.798,1.0,4.0,5.0,4.3,1.8,0.2,3.3,3.0,24.5,102,115,
54,51,Steven Adams,23,OKC,C,80,80,2389,7.7,13.5,.571,0.0,0.0,.000,7.7,13.4,.572,.571,3.2,5.3,.611,5.8,6.8,12.6,1.8,1.8,1.6,3.0,4.0,18.6,114,107,
55,52,Andre Roberson,25,OKC,SF,79,79,2376,4.4,9.6,.464,0.9,3.8,.245,3.5,5.8,.609,.513,1.0,2.3,.423,2.0,6.3,8.3,1.6,1.9,1.6,1.1,4.2,10.8,108,106,"DPOY-5,DEF2"
56,53,Solomon Hill,25,NOP,SF,80,71,2374,3.8,9.9,.383,1.9,5.6,.348,1.8,4.3,.428,.481,2.1,2.6,.805,1.1,5.3,6.3,2.9,1.5,0.7,1.7,3.8,11.6,103,109,
57,54,Markieff Morris,27,WAS,PF,76,76,2374,8.4,18.5,.457,1.5,4.1,.362,7.0,14.4,.483,.497,3.7,4.5,.837,2.2,8.0,10.2,2.6,1.7,0.9,2.7,5.3,22.1,106,109,
58,55,Michael Kidd-Gilchrist,23,CHO,SF,81,81,2349,6.3,13.2,.477,0.0,0.2,.111,6.3,13.0,.483,.478,3.2,4.1,.784,3.3,8.7,12.1,2.4,1.7,1.6,1.2,4.0,15.9,113,106,
59,56,Paul Millsap,31,ATL,PF,69,67,2343,9.0,20.4,.442,1.6,5.1,.311,7.5,15.4,.486,.481,6.5,8.5,.768,2.3,8.9,11.2,5.3,1.9,1.3,3.3,3.9,26.2,108,104,AS
60,57,Tony Snell,25,MIL,SG,80,80,2336,5.3,11.8,.455,3.1,7.7,.406,2.2,4.0,.548,.588,1.0,1.3,.810,0.5,4.9,5.4,2.1,1.2,0.3,1.2,2.7,14.8,114,113,
61,58,Tristan Thompson,25,CLE,C,78,78,2336,5.6,9.3,.600,0.0,0.1,.000,5.6,9.3,.604,.600,2.3,4.6,.498,6.1,9.2,15.3,1.6,0.8,1.8,1.4,3.8,13.5,128,109,
62,59,LaMarcus Aldridge,31,SAS,PF,72,72,2335,10.9,22.9,.477,0.5,1.2,.411,10.4,21.7,.480,.488,4.8,5.9,.812,3.8,7.7,11.4,3.0,1.0,1.9,2.1,3.4,27.1,111,104,DPOY-8
63,60,Jae Crowder,26,BOS,SF,72,72,2335,7.1,15.3,.463,3.3,8.4,.398,3.7,6.9,.540,.572,3.7,4.6,.811,1.0,7.8,8.8,3.3,1.6,0.5,1.7,3.4,21.2,118,108,
64,61,Eric Gordon,28,HOU,SG,75,15,2323,8.5,21.0,.406,5.1,13.7,.372,3.4,7.3,.468,.527,3.0,3.6,.840,0.6,3.6,4.2,3.9,1.0,0.8,2.5,3.1,25.1,109,113,6MOY-1
65,62,Aaron Gordon,21,ORL,SF,80,72,2298,8.5,18.7,.454,1.7,5.8,.288,6.8,12.9,.528,.499,3.4,4.7,.719,2.5,6.2,8.7,3.2,1.4,0.9,1.9,3.7,22.0,107,111,
66,63,Marvin Williams,30,CHO,PF,76,76,2295,6.5,15.4,.422,2.7,7.7,.350,3.8,7.7,.494,.510,2.9,3.3,.873,1.9,9.0,10.9,2.3,1.3,1.2,1.3,2.9,18.6,111,108,
67,64,Mike Conley,29,MEM,PG,69,68,2292,10.5,22.9,.460,3.9,9.5,.408,6.7,13.4,.497,.545,7.2,8.4,.859,0.7,4.8,5.5,9.8,2.1,0.4,3.5,2.9,32.1,121,108,
68,65,Brandon Ingram,19,LAL,SF,79,40,2279,5.9,14.7,.402,1.2,4.0,.294,4.7,10.7,.443,.442,2.8,4.6,.621,1.3,5.5,6.8,3.5,1.1,0.8,2.5,3.4,15.8,96,115,
69,66,Robin Lopez,28,CHI,C,81,81,2271,8.5,17.2,.493,0.0,0.0,.000,8.5,17.1,.494,.493,1.7,2.3,.721,5.4,6.1,11.5,1.8,0.4,2.6,2.0,3.3,18.6,108,108,
70,67,Allen Crabbe,24,POR,SG,79,7,2254,6.7,14.3,.468,3.0,6.7,.444,3.7,7.6,.490,.572,2.3,2.7,.847,0.4,4.6,5.0,2.1,1.2,0.4,1.4,3.8,18.6,117,114,
71,68,Kyle Lowry,30,TOR,PG,60,60,2244,9.6,20.7,.464,4.4,10.6,.412,5.3,10.2,.518,.569,6.8,8.2,.819,1.1,5.4,6.5,9.4,2.0,0.4,3.9,3.8,30.4,123,109,AS
72,69,Thaddeus Young,28,IND,PF,74,74,2237,8.1,15.4,.527,1.0,2.6,.381,7.1,12.7,.557,.560,1.0,1.9,.523,2.9,7.1,10.0,2.7,2.5,0.6,2.1,3.0,18.2,109,107,
73,70,P.J. Tucker,31,2TM,SF,81,21,2236,4.3,10.5,.413,1.5,4.3,.357,2.8,6.2,.451,.485,1.6,2.0,.774,2.5,7.7,10.2,2.2,2.5,0.4,1.4,4.3,11.7,109,109,
74,70,P.J. Tucker,31,PHO,SF,57,17,1627,4.3,10.4,.415,1.4,4.0,.338,3.0,6.4,.463,.480,1.8,2.3,.792,2.8,7.3,10.1,2.1,2.5,0.4,1.5,4.2,11.8,109,111,
75,70,P.J. Tucker,31,TOR,SF,24,4,609,4.3,10.7,.406,2.0,5.0,.400,2.3,5.7,.412,.500,0.9,1.3,.688,1.9,8.8,10.7,2.2,2.6,0.4,1.2,4.4,11.6,110,106,
76,71,Evan Fournier,24,ORL,SG,68,66,2234,9.1,20.6,.439,2.8,8.0,.356,6.2,12.6,.491,.508,4.9,6.1,.805,1.0,3.7,4.6,4.5,1.5,0.1,3.1,4.0,25.9,106,114,
77,72,Maurice Harkless,23,POR,SF,77,69,2223,7.0,13.9,.503,1.5,4.3,.351,5.5,9.6,.572,.558,1.7,2.8,.621,2.8,4.8,7.6,2.0,1.9,1.6,1.9,4.8,17.3,112,110,
78,73,Brook Lopez,28,BRK,C,75,75,2222,11.8,25.0,.474,2.9,8.3,.346,9.0,16.7,.536,.531,6.3,7.8,.810,2.6,6.0,8.6,3.8,0.8,2.6,3.9,4.1,32.8,108,111,
79,74,Victor Oladipo,24,OKC,SG,67,67,2222,9.1,20.6,.442,2.8,7.8,.361,6.3,12.8,.491,.510,2.6,3.4,.753,0.9,5.6,6.4,3.9,1.7,0.5,2.6,3.4,23.6,106,109,
80,75,Dwight Howard,31,ATL,C,74,74,2199,8.7,13.7,.633,0.0,0.0,.000,8.7,13.7,.635,.633,5.1,9.5,.533,6.6,14.4,21.1,2.3,1.4,2.1,3.8,4.6,22.5,115,100,
81,76,JJ Redick,32,LAC,SG,78,78,2198,9.0,20.2,.445,4.6,10.6,.429,4.4,9.6,.462,.558,4.1,4.6,.891,0.3,3.6,3.9,2.5,1.2,0.3,2.2,2.8,26.7,113,112,
82,77,Wilson Chandler,29,DEN,SF,71,33,2197,9.6,20.9,.461,2.4,7.2,.337,7.2,13.6,.527,.520,3.1,4.3,.727,2.3,7.9,10.2,3.1,1.1,0.7,2.5,3.8,24.8,109,113,
83,78,Al Horford,30,BOS,C,68,68,2193,8.6,18.1,.473,1.9,5.5,.355,6.6,12.6,.524,.527,2.4,3.1,.800,2.1,8.4,10.5,7.6,1.2,1.9,2.6,3.1,21.5,114,107,
84,79,Jrue Holiday,26,NOP,PG,67,61,2190,9.1,20.0,.454,2.2,6.3,.356,6.8,13.7,.498,.510,2.7,3.8,.708,1.0,4.9,5.9,10.9,2.2,1.0,4.3,3.0,23.0,104,108,
85,80,Nik Stauskas,23,PHI,SG,80,27,2188,5.6,14.1,.396,2.9,8.0,.368,2.6,6.1,.433,.500,2.7,3.3,.813,0.5,4.6,5.0,4.2,1.0,0.7,2.9,3.2,16.8,100,112,
86,81,Tyler Johnson,24,MIA,PG,73,0,2178,8.3,19.1,.433,2.2,5.8,.372,6.1,13.3,.460,.490,4.5,5.9,.768,1.2,5.6,6.8,5.4,1.9,1.0,2.1,4.1,23.2,112,107,6MOY-11
87,82,Eric Bledsoe,27,PHO,PG,66,66,2176,9.9,22.7,.434,2.3,6.8,.335,7.6,15.9,.477,.485,8.5,10.1,.847,1.1,5.9,7.0,9.2,2.0,0.7,4.9,3.6,30.6,111,112,
88,83,Kristaps Porziņģis,21,NYK,PF,66,65,2164,10.2,22.8,.450,2.6,7.3,.357,7.6,15.5,.493,.507,4.6,5.8,.786,2.6,8.4,11.0,2.2,1.1,3.0,2.7,5.6,27.6,108,109,
89,84,Nikola Vučević,26,ORL,C,75,55,2163,11.1,23.6,.468,0.5,1.7,.307,10.5,21.9,.481,.480,2.5,3.7,.669,4.0,13.8,17.9,4.8,1.7,1.7,2.7,4.1,25.1,103,105,
90,85,Jamal Crawford,36,LAC,SG,82,1,2157,8.3,20.2,.413,2.7,7.5,.360,5.6,12.7,.443,.479,4.0,4.7,.857,0.4,2.6,3.0,5.0,1.4,0.3,3.1,2.7,23.4,102,112,6MOY-7
91,86,Tim Hardaway Jr.,24,ATL,SG,79,30,2154,9.5,20.9,.455,3.4,9.5,.357,6.1,11.3,.537,.537,3.8,4.9,.766,0.8,4.3,5.1,4.2,1.3,0.3,2.4,2.4,26.2,110,109,6MOY-10
92,87,Mason Plumlee,26,2TM,C,81,64,2148,7.7,14.3,.536,0.0,0.1,.000,7.7,14.2,.541,.536,4.0,6.9,.580,3.9,10.0,13.9,6.5,1.6,2.1,3.1,5.2,19.4,114,108,
93,87,Mason Plumlee,26,POR,C,54,54,1516,7.7,14.5,.532,0.0,0.2,.000,7.7,14.3,.538,.532,4.2,7.3,.567,3.9,10.2,14.1,7.0,1.6,2.1,2.9,4.9,19.6,116,107,
94,87,Mason Plumlee,26,DEN,C,27,10,632,7.6,14.0,.547,0.0,0.1,.000,7.6,13.9,.550,.547,3.6,5.9,.618,3.9,9.5,13.4,5.4,1.5,2.2,3.6,5.9,18.9,112,109,
95,88,Ersan İlyasova,29,3TM,PF,82,52,2142,8.8,20.3,.431,3.2,9.2,.353,5.5,11.1,.496,.511,3.7,4.7,.778,2.6,8.4,11.0,3.2,1.3,0.5,2.6,4.8,24.4,107,108,
96,88,Ersan İlyasova,29,OKC,PF,3,0,62,4.7,12.7,.375,2.4,9.5,.250,2.4,3.2,.750,.469,0.0,0.0,,1.6,11.1,12.7,0.8,2.4,0.8,3.2,4.0,11.9,83,104,
97,88,Ersan İlyasova,29,PHI,PF,53,40,1447,9.6,21.8,.440,3.6,10.0,.359,6.0,11.8,.509,.522,3.7,4.8,.768,2.4,8.2,10.6,3.3,1.1,0.5,2.6,4.5,26.5,107,110,
98,88,Ersan İlyasova,29,ATL,PF,26,12,633,7.2,17.6,.412,2.5,7.2,.348,4.8,10.4,.455,.482,4.0,5.1,.800,3.3,8.5,11.8,3.3,1.7,0.6,2.6,5.7,21.0,107,105,
99,89,Danilo Gallinari,28,DEN,SF,63,63,2134,7.7,17.2,.447,2.9,7.4,.389,4.8,9.7,.491,.531,8.0,8.9,.902,0.9,6.5,7.4,3.1,0.9,0.3,1.9,2.1,26.2,126,115,
100,90,T.J. McConnell,24,PHI,PG,81,51,2133,5.4,11.7,.461,0.3,1.3,.200,5.1,10.4,.492,.472,1.7,2.1,.811,0.9,4.8,5.7,12.2,3.1,0.2,3.6,3.2,12.7,107,108,
101,91,Julius Randle,22,LAL,PF,74,73,2132,8.6,17.7,.488,0.4,1.4,.270,8.2,16.2,.507,.499,4.7,6.4,.723,3.4,11.1,14.5,6.0,1.1,0.8,4.0,5.7,22.3,107,112,
102,92,Dario Šarić,22,PHI,PF,81,36,2129,8.7,21.2,.411,2.4,7.8,.311,6.3,13.4,.469,.468,3.9,5.0,.782,2.6,9.2,11.7,4.2,1.3,0.7,4.2,3.7,23.8,96,109,ROY-2
103,93,Robert Covington,26,PHI,SF,67,67,2119,6.7,16.8,.399,3.1,9.5,.333,3.6,7.4,.484,.492,3.3,4.0,.822,2.1,7.9,10.0,2.3,2.9,1.6,3.0,4.7,19.9,100,105,DPOY-4
104,94,Ryan Anderson,28,HOU,PF,72,72,2116,7.3,17.5,.418,4.6,11.5,.403,2.7,6.1,.446,.550,2.9,3.4,.860,2.5,4.9,7.5,1.5,0.7,0.3,1.2,3.2,22.2,119,113,
105,95,JaMychal Green,26,MEM,PF,77,75,2101,6.2,12.4,.500,1.4,3.6,.379,4.8,8.8,.549,.555,3.3,4.1,.802,4.1,9.3,13.5,2.1,1.2,0.8,2.3,6.1,17.1,117,107,
106,96,James Johnson,29,MIA,PF,76,5,2085,8.9,18.6,.479,2.1,6.2,.340,6.8,12.4,.548,.535,3.7,5.2,.707,1.6,7.5,9.1,6.7,1.8,2.1,4.1,4.8,23.6,107,105,6MOY-5
107,97,Bojan Bogdanović,27,2TM,SF,81,54,2083,8.7,19.4,.445,3.3,9.0,.367,5.3,10.4,.512,.530,5.0,5.6,.893,0.9,5.5,6.4,2.6,0.8,0.2,3.0,3.4,25.6,108,114,
108,97,Bojan Bogdanović,27,BRK,SF,55,54,1482,8.6,19.5,.440,3.2,8.9,.357,5.4,10.7,.509,.521,4.7,5.3,.874,0.7,5.6,6.3,2.9,0.8,0.1,3.0,3.2,25.0,106,114,
109,97,Bojan Bogdanović,27,WAS,SF,26,0,601,8.8,19.2,.457,3.7,9.4,.391,5.1,9.8,.521,.553,5.8,6.2,.934,1.1,5.4,6.6,1.7,0.8,0.3,3.1,3.9,27.1,113,113,
110,98,Derrick Rose,28,NYK,PG,64,64,2082,11.0,23.5,.471,0.3,1.4,.217,10.7,22.0,.487,.477,5.3,6.1,.874,1.6,4.3,5.9,6.8,1.1,0.4,3.5,2.0,27.7,108,115,
111,99,Blake Griffin,27,LAC,PF,61,61,2076,11.5,23.4,.493,0.9,2.7,.336,10.6,20.7,.514,.513,7.7,10.1,.760,2.7,9.3,12.0,7.2,1.4,0.5,3.4,3.8,31.7,115,108,
112,100,Kevin Durant,28,GSW,PF,62,62,2070,12.8,23.8,.537,2.7,7.3,.375,10.1,16.6,.608,.594,7.8,8.9,.875,0.9,11.0,11.9,7.0,1.5,2.3,3.2,2.7,36.1,125,101,"MVP-9,AS,NBA2"
113,101,Jonas Valančiūnas,24,TOR,C,80,80,2066,9.6,17.2,.557,0.0,0.0,.500,9.6,17.2,.557,.558,4.3,5.3,.811,5.5,13.1,18.6,1.4,0.9,1.5,2.6,5.3,23.5,120,105,
114,102,Darren Collison,29,SAC,PG,68,64,2063,8.3,17.5,.476,1.8,4.3,.417,6.5,13.2,.495,.527,3.6,4.2,.860,0.6,3.2,3.7,7.7,1.6,0.2,2.8,2.9,22.1,113,114,
