,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
22,23,Josh Smith,28,DET,SF,77,76,2730,9.6,22.8,.419,1.3,4.9,.264,8.3,17.9,.462,.448,3.0,5.6,.532,1.9,7.7,9.6,4.7,1.9,2.0,3.7,3.6,23.4,95,108,
23,24,Brandon Jennings,24,DET,PG,80,79,2728,7.8,21.0,.373,2.9,8.5,.337,5.0,12.6,.397,.441,4.5,5.9,.751,1.1,3.4,4.5,11.3,1.9,0.1,4.0,2.9,23.0,106,113,
24,25,Trevor Ariza,28,WAS,SF,77,77,2723,7.4,16.1,.456,3.4,8.4,.407,4.0,7.8,.509,.562,2.8,3.7,.772,1.9,7.1,9.0,3.6,2.4,0.4,2.5,3.4,20.9,113,104,DPOY-15
25,26,Thaddeus Young,25,PHI,PF,79,78,2718,10.4,22.9,.454,1.6,5.2,.308,8.8,17.7,.496,.489,2.9,4.1,.712,3.0,5.5,8.5,3.2,3.0,0.6,2.9,3.8,25.2,101,108,
26,27,Zach Randolph,32,MEM,PF,79,79,2705,11.1,23.7,.467,0.0,0.4,.100,11.0,23.3,.474,.468,4.9,6.7,.742,5.2,10.5,15.7,3.9,1.1,0.5,3.6,4.1,27.1,105,105,
27,28,Greg Monroe,23,DET,PF,82,82,2690,9.5,19.1,.497,0.0,0.0,.000,9.5,19.1,.497,.497,4.5,6.9,.657,4.8,9.5,14.3,3.2,1.7,0.9,3.1,3.9,23.5,109,108,
28,29,Goran Dragić,27,PHO,SG,76,75,2668,10.4,20.5,.505,2.3,5.6,.408,8.1,14.9,.542,.561,5.9,7.8,.760,1.3,3.3,4.6,8.4,2.0,0.4,4.0,3.9,29.0,119,109,"MVP-16,MIP-1,NBA3"
29,30,Serge Ibaka,24,OKC,PF,81,81,2666,9.9,18.4,.536,0.4,1.1,.383,9.5,17.3,.546,.548,2.9,3.8,.784,4.2,9.1,13.4,1.6,0.7,4.1,2.3,4.4,23.1,115,102,"DPOY-4,DEF1"
30,31,Marcin Gortat,29,WAS,C,81,80,2655,8.8,16.3,.542,0.0,0.0,1.000,8.8,16.3,.541,.542,3.0,4.4,.686,3.9,11.0,14.9,2.7,0.8,2.3,2.4,3.9,20.7,112,103,
31,32,Ricky Rubio,23,MIN,PG,82,82,2638,4.8,12.5,.381,0.8,2.5,.331,3.9,10.0,.393,.413,4.2,5.3,.802,1.1,5.3,6.4,13.2,3.6,0.2,4.1,4.1,14.6,106,104,
32,33,Dirk Nowitzki,35,DAL,PF,80,80,2628,12.4,24.9,.497,2.6,6.4,.398,9.8,18.4,.532,.549,6.6,7.3,.899,0.8,8.9,9.7,4.2,1.4,0.9,2.3,3.2,33.9,120,108,"MVP-14,AS"
33,34,Andre Drummond,20,DET,C,81,81,2619,9.2,14.8,.623,0.0,0.0,.000,9.2,14.8,.625,.623,2.6,6.3,.418,8.5,12.2,20.7,0.7,2.0,2.5,2.1,5.3,21.1,121,104,
34,35,Kemba Walker,23,CHA,PG,73,73,2614,8.9,22.7,.393,2.2,6.5,.333,6.8,16.2,.417,.441,5.6,6.7,.837,0.8,5.3,6.1,8.9,1.7,0.6,3.4,2.5,25.6,103,105,
35,36,Corey Brewer,27,MIN,SF,81,81,2609,7.3,15.3,.481,1.1,4.0,.280,6.2,11.3,.552,.517,3.1,4.3,.718,1.2,2.7,3.9,2.6,2.9,0.6,2.0,4.0,18.9,108,107,
36,37,Robin Lopez,25,POR,C,82,82,2603,6.9,12.5,.551,0.0,0.0,.000,6.9,12.5,.552,.551,3.8,4.7,.818,6.3,7.3,13.6,1.4,0.5,2.7,1.6,3.8,17.7,128,107,
37,38,Tristan Thompson,22,CLE,PF,82,82,2594,7.2,15.1,.477,0.0,0.0,.000,7.2,15.1,.478,.477,4.7,6.7,.693,5.3,9.6,15.0,1.4,0.8,0.7,2.1,3.7,19.1,110,108,
38,39,Jimmy Butler,24,CHI,SG,67,67,2591,5.6,14.2,.397,1.4,4.9,.283,4.3,9.3,.457,.446,5.3,6.9,.769,1.8,5.0,6.8,3.6,2.6,0.7,2.1,2.2,18.0,108,100,DEF2
39,40,Mike Dunleavy,33,CHI,SF,82,61,2584,6.9,15.9,.430,2.5,6.7,.380,4.3,9.3,.467,.510,2.9,3.4,.854,0.9,6.2,7.1,3.8,1.3,0.9,2.2,3.4,19.1,108,102,
40,41,Joe Johnson,32,BRK,SG,79,79,2575,9.4,20.8,.454,3.3,8.2,.401,6.1,12.5,.489,.533,3.2,4.0,.815,1.0,4.5,5.5,4.4,1.0,0.2,2.4,2.6,25.4,110,112,AS
41,42,Jodie Meeks,26,LAL,SG,77,70,2556,7.9,17.0,.463,3.1,7.7,.401,4.8,9.3,.514,.554,4.2,4.9,.857,0.6,3.1,3.7,2.6,2.1,0.1,2.1,2.3,23.0,112,113,
42,43,Al Jefferson,29,CHA,C,73,73,2553,14.2,28.0,.509,0.1,0.3,.200,14.2,27.7,.512,.510,3.9,5.6,.690,3.2,12.9,16.1,3.2,1.4,1.6,2.5,3.6,32.4,105,100,"MVP-8,NBA3"
43,44,Arron Afflalo,28,ORL,SG,73,73,2552,9.3,20.3,.459,2.6,6.0,.427,6.7,14.3,.473,.522,5.5,6.7,.815,0.6,4.6,5.3,5.0,0.7,0.1,2.9,2.7,26.7,110,112,
44,45,Jeff Teague,25,ATL,PG,79,79,2542,9.1,20.8,.438,1.5,4.5,.329,7.6,16.3,.469,.474,6.3,7.5,.846,0.7,3.5,4.2,10.5,1.8,0.3,4.6,3.2,26.0,106,109,
45,46,Chris Bosh,29,MIA,C,79,79,2531,10.2,19.8,.516,1.5,4.5,.339,8.7,15.3,.569,.555,4.6,5.7,.820,2.0,8.8,10.9,1.8,1.7,1.6,2.6,4.0,26.6,112,104,AS
46,47,Rudy Gay,27,2TM,SF,73,73,2531,10.9,23.9,.455,1.3,4.0,.330,9.6,19.9,.481,.483,6.4,7.8,.822,2.3,6.6,8.8,4.2,1.9,1.1,4.5,3.5,29.5,104,107,
47,47,Rudy Gay,27,TOR,SF,18,18,639,10.6,27.4,.388,1.8,4.8,.373,8.8,22.6,.391,.421,5.6,7.2,.773,2.4,8.5,10.9,3.3,2.3,1.9,4.8,3.8,28.6,91,102,
48,47,Rudy Gay,27,SAC,SF,55,55,1892,10.9,22.7,.482,1.2,3.7,.312,9.8,19.0,.516,.508,6.7,8.0,.836,2.3,5.9,8.2,4.5,1.8,0.9,4.4,3.3,29.8,108,109,
49,48,Bradley Beal,20,WAS,SG,73,73,2530,9.8,23.4,.419,2.8,7.0,.402,7.0,16.4,.426,.479,3.0,3.8,.788,1.1,4.5,5.6,4.9,1.4,0.4,2.6,3.1,25.4,103,107,
50,49,LaMarcus Aldridge,28,POR,PF,69,69,2498,13.2,28.8,.458,0.1,0.3,.200,13.1,28.5,.461,.459,6.0,7.3,.822,3.4,12.1,15.5,3.6,1.3,1.4,2.5,3.0,32.5,108,104,"MVP-10,AS,NBA3"
51,50,Isaiah Thomas,24,SAC,PG,72,54,2497,10.1,22.3,.453,2.6,7.4,.349,7.5,14.9,.504,.510,7.0,8.3,.850,1.0,3.3,4.3,9.2,1.9,0.2,4.3,3.8,29.8,114,111,
52,51,Kyrie Irving,21,CLE,PG,71,71,2496,11.0,25.6,.430,2.5,7.1,.358,8.4,18.4,.458,.480,6.0,7.0,.861,1.1,4.3,5.4,8.9,2.2,0.5,3.9,3.4,30.5,109,108,AS
53,52,P.J. Tucker,28,PHO,SF,81,81,2490,5.3,12.4,.431,1.5,3.8,.387,3.8,8.5,.450,.491,3.1,4.0,.776,3.2,7.4,10.6,2.8,2.2,0.5,2.1,4.1,15.3,113,106,DPOY-12
54,53,Victor Oladipo,21,ORL,PG,80,44,2487,8.1,19.3,.419,1.5,4.7,.327,6.6,14.6,.448,.458,5.1,6.6,.780,0.9,5.9,6.8,6.7,2.7,0.8,5.3,4.3,22.8,94,106,ROY-2
55,54,Randy Foye,30,DEN,SG,81,78,2485,7.1,17.2,.413,3.7,9.8,.380,3.4,7.4,.456,.521,3.1,3.6,.849,0.7,3.9,4.6,5.7,1.3,0.8,2.9,4.0,21.0,110,111,
56,55,Paul Millsap,28,ATL,PF,74,73,2482,9.9,21.4,.461,1.6,4.3,.358,8.3,17.1,.487,.498,5.8,8.0,.731,3.1,9.7,12.8,4.7,2.6,1.6,3.8,4.3,27.1,105,102,AS
57,56,David West,33,IND,PF,80,80,2472,9.6,19.7,.488,0.1,0.3,.267,9.5,19.4,.491,.490,4.2,5.3,.789,2.5,8.9,11.4,4.7,1.3,1.6,2.8,3.9,23.5,108,99,
58,57,Spencer Hawes,25,2TM,C,80,78,2470,8.1,17.7,.456,2.6,6.2,.416,5.5,11.5,.478,.529,2.4,3.0,.783,2.6,10.6,13.2,4.8,0.9,1.9,3.5,4.7,21.1,105,107,
59,57,Spencer Hawes,25,PHI,C,53,53,1666,7.7,17.0,.451,2.4,5.9,.399,5.3,11.1,.478,.520,2.3,2.9,.782,2.6,10.6,13.1,5.1,0.9,1.9,3.5,4.5,20.0,104,108,
60,57,Spencer Hawes,25,CLE,C,27,25,804,8.9,19.0,.468,3.0,6.7,.448,5.9,12.3,.479,.547,2.6,3.3,.784,2.8,10.6,13.3,4.1,0.8,1.7,3.5,5.3,23.4,108,106,
61,58,José Calderón,32,DAL,PG,81,81,2468,7.1,15.6,.456,4.0,8.8,.449,3.1,6.7,.464,.584,1.1,1.3,.825,0.6,3.4,4.0,7.8,1.4,0.2,2.1,2.8,19.2,120,112,
62,59,Gerald Henderson,26,CHA,SG,77,77,2461,8.5,19.6,.433,0.8,2.4,.348,7.7,17.2,.445,.455,5.0,6.5,.761,0.7,5.9,6.5,4.2,1.1,0.7,2.4,3.4,22.8,101,106,
63,60,Khris Middleton,22,MIL,SF,82,64,2460,8.0,18.2,.440,2.6,6.2,.414,5.4,12.0,.454,.511,2.5,2.9,.861,1.3,5.3,6.6,3.6,1.8,0.4,2.6,5.2,21.0,105,113,
64,61,Evan Turner,25,2TM,SF,81,56,2457,8.7,20.4,.425,1.0,3.1,.321,7.7,17.3,.444,.450,4.3,5.2,.813,1.2,6.9,8.2,5.2,1.3,0.1,3.8,3.9,22.6,97,109,
65,61,Evan Turner,25,PHI,SF,54,54,1886,9.1,21.3,.428,1.0,3.4,.288,8.2,17.9,.455,.451,4.9,5.9,.829,1.3,7.0,8.3,5.1,1.4,0.1,4.0,3.8,24.1,97,111,
66,61,Evan Turner,25,IND,SF,27,2,571,7.1,17.3,.411,1.1,2.2,.500,6.0,15.1,.398,.442,2.2,3.1,.706,1.1,6.7,7.8,5.8,1.0,0.2,3.1,4.4,17.5,95,102,
67,62,Mike Conley,26,MEM,PG,73,73,2446,10.1,22.5,.450,2.3,6.4,.361,7.8,16.1,.484,.500,4.9,6.0,.815,0.9,3.8,4.7,9.6,2.4,0.3,3.3,3.1,27.4,113,106,MVP-17
68,63,George Hill,27,IND,PG,76,76,2434,5.8,13.1,.442,2.0,5.5,.365,3.8,7.6,.497,.519,3.0,3.8,.807,1.1,4.9,6.0,5.7,1.6,0.5,2.0,3.4,16.7,115,102,
69,64,J.R. Smith,28,NYK,SF,74,37,2421,8.7,21.0,.415,4.2,10.5,.394,4.5,10.4,.436,.514,2.0,3.0,.652,0.8,5.7,6.5,4.8,1.4,0.4,2.4,4.3,23.5,106,111,
70,65,Michael Carter-Williams,22,PHI,PG,70,70,2414,8.6,21.1,.405,1.1,4.2,.264,7.5,17.0,.440,.431,5.2,7.4,.703,2.0,6.7,8.8,8.8,2.6,0.9,5.0,4.3,23.4,96,108,ROY-1
71,66,Roy Hibbert,27,IND,C,81,81,2409,7.1,16.2,.439,0.0,0.1,.400,7.1,16.1,.439,.440,4.5,5.8,.770,4.4,7.2,11.6,2.0,0.6,3.9,3.2,5.8,18.8,100,98,"DPOY-2,AS,DEF2"
72,67,Shawn Marion,35,DAL,SF,76,76,2409,7.3,15.1,.482,1.2,3.5,.358,6.0,11.6,.518,.523,1.1,1.4,.785,2.8,7.8,10.6,2.6,1.9,0.8,2.0,2.7,16.8,108,108,
73,68,Kyle Korver,32,ATL,SG,71,71,2408,6.1,12.8,.475,3.9,8.3,.472,2.2,4.6,.479,.626,1.8,2.0,.926,0.5,5.5,5.9,4.4,1.5,0.5,2.1,3.1,17.9,118,108,
74,69,Brandon Knight,22,MIL,PG,72,69,2400,10.0,23.8,.422,2.4,7.4,.325,7.6,16.4,.466,.473,5.6,7.0,.802,1.0,4.6,5.6,7.7,1.5,0.4,4.1,3.2,28.1,104,114,
75,70,Dwight Howard,28,HOU,C,71,71,2396,9.8,16.6,.591,0.0,0.1,.286,9.8,16.5,.594,.593,7.3,13.3,.547,4.8,13.2,18.0,2.7,1.2,2.7,4.8,5.0,27.0,109,101,"DPOY-8,AS,NBA2"
76,71,Josh McRoberts,26,CHA,PF,78,78,2360,5.4,12.5,.436,2.3,6.4,.361,3.1,6.1,.516,.529,1.4,1.9,.729,1.9,6.3,8.2,7.3,1.3,1.0,1.8,4.2,14.5,115,105,
77,72,Anthony Davis,20,NOP,PF,67,66,2358,11.5,22.2,.519,0.0,0.2,.222,11.5,22.0,.522,.520,7.7,9.7,.791,4.6,10.3,14.9,2.3,2.0,4.2,2.4,4.4,30.8,119,104,"DPOY-8,AS"
78,73,Taj Gibson,28,CHI,PF,82,8,2351,9.7,20.3,.479,0.0,0.2,.000,9.7,20.1,.483,.479,4.8,6.4,.751,4.5,8.1,12.6,2.1,0.9,2.5,3.4,4.7,24.2,102,100,6MOY-2
79,74,DeMarre Carroll,27,ATL,SF,73,73,2341,6.5,13.9,.470,2.1,5.8,.362,4.4,8.1,.548,.546,2.4,3.1,.773,2.3,6.4,8.7,2.9,2.3,0.5,1.7,4.1,17.6,113,106,
80,75,Kyle Singler,25,DET,SF,82,36,2337,5.8,13.0,.447,2.0,5.3,.382,3.8,7.7,.492,.525,3.3,4.0,.826,2.5,4.0,6.6,1.6,1.3,0.8,1.7,4.6,17.0,117,113,
81,76,Gerald Green,28,PHO,SG,82,48,2330,9.6,21.6,.445,4.4,11.0,.400,5.2,10.7,.492,.547,4.2,4.9,.848,1.0,4.9,5.9,2.6,1.5,0.9,3.1,4.7,27.9,112,108,
82,77,Channing Frye,30,PHO,PF,82,82,2312,7.3,16.9,.432,3.5,9.4,.370,3.8,7.5,.509,.535,1.7,2.1,.821,1.6,7.4,9.0,2.1,1.3,1.4,1.9,5.3,19.7,111,107,
83,78,James Anderson,24,PHI,SG,80,62,2309,6.5,15.0,.431,2.4,7.4,.328,4.1,7.7,.530,.511,1.6,2.2,.726,1.2,5.1,6.3,3.1,1.6,0.6,2.2,3.2,17.0,102,112,
84,79,DeMarcus Cousins,23,SAC,C,71,71,2298,13.1,26.4,.496,0.0,0.2,.000,13.1,26.2,.499,.496,9.6,13.2,.726,4.8,13.6,18.4,4.6,2.4,2.0,5.6,6.0,35.7,107,101,
85,80,David Lee,30,GSW,PF,69,67,2288,11.2,21.4,.523,0.0,0.0,.000,11.2,21.4,.523,.523,5.0,6.5,.780,4.0,10.1,14.0,3.2,1.0,0.6,3.3,4.5,27.4,111,103,
86,81,Jonas Valančiūnas,21,TOR,C,81,81,2282,8.2,15.5,.531,0.0,0.0,.000,8.2,15.5,.532,.531,4.5,6.0,.762,5.2,11.2,16.4,1.3,0.5,1.6,3.1,5.7,21.0,112,104,
87,82,Reggie Jackson,23,OKC,PG,80,36,2277,8.9,20.2,.440,1.8,5.4,.339,7.1,14.8,.477,.485,3.5,3.9,.893,0.9,6.0,6.9,7.3,1.9,0.2,3.7,3.1,23.1,105,106,6MOY-5
88,83,Brandon Bass,28,BOS,PF,82,73,2266,8.0,16.5,.486,0.0,0.1,.333,7.9,16.3,.487,.487,4.7,5.4,.858,3.7,7.0,10.7,2.0,0.8,1.6,2.3,4.3,20.7,111,108,
89,84,Trey Burke,21,UTA,PG,70,68,2262,7.9,20.8,.380,2.6,7.8,.330,5.3,13.0,.410,.442,2.4,2.6,.903,0.9,4.0,4.8,9.2,1.0,0.1,3.0,3.4,20.8,101,115,ROY-3
90,85,Jarrett Jack,30,CLE,PG,80,31,2252,6.5,16.0,.410,1.4,4.2,.341,5.1,11.7,.435,.455,2.9,3.4,.839,0.5,4.6,5.1,7.4,1.3,0.5,3.0,3.0,17.4,102,110,
91,86,Wesley Johnson,26,LAL,SF,79,62,2240,6.0,14.1,.425,2.2,5.9,.369,3.8,8.3,.466,.502,1.3,1.7,.792,1.5,6.0,7.6,2.7,1.9,1.7,2.0,4.5,15.5,100,110,
92,87,Ty Lawson,26,DEN,PG,62,61,2222,7.6,17.8,.431,1.6,4.4,.356,6.1,13.3,.455,.475,7.1,8.9,.798,0.9,3.9,4.7,12.0,2.2,0.2,4.4,2.5,24.0,113,110,
93,88,Amir Johnson,26,TOR,PF,77,72,2214,8.1,14.4,.562,0.5,1.6,.303,7.6,12.9,.593,.578,2.1,3.4,.636,4.1,7.9,11.9,2.7,1.3,2.1,2.9,6.4,18.9,112,104,
94,89,Ramon Sessions,27,2TM,PG,83,19,2214,7.8,18.1,.429,0.8,2.9,.282,6.9,15.2,.457,.452,7.7,9.5,.807,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,108,111,
95,89,Ramon Sessions,27,CHA,PG,55,7,1305,7.6,18.5,.409,0.6,2.7,.221,7.0,15.8,.441,.425,7.3,9.3,.782,0.9,3.8,4.7,8.2,1.3,0.2,3.7,2.0,23.0,102,107,
96,89,Ramon Sessions,27,MIL,PG,28,12,909,8.1,17.5,.461,1.2,3.2,.357,6.9,14.3,.484,.493,8.2,9.8,.841,0.9,4.0,4.9,7.7,0.9,0.2,3.2,2.3,25.5,118,116,
97,90,Richard Jefferson,33,UTA,SF,82,78,2213,7.0,15.5,.450,2.9,7.1,.409,4.1,8.4,.484,.544,2.8,3.8,.741,0.4,4.8,5.2,3.1,1.3,0.3,2.2,4.0,19.7,109,114,
98,91,Luol Deng,28,2TM,SF,63,63,2213,8.7,20.3,.431,1.3,4.5,.302,7.4,15.8,.468,.465,5.0,6.3,.791,2.3,6.2,8.5,4.3,1.5,0.2,2.7,2.6,23.8,106,107,
99,91,Luol Deng,28,CHI,SF,23,23,860,9.9,21.9,.452,1.1,3.8,.274,8.8,18.1,.490,.476,6.2,7.7,.815,2.5,7.3,9.8,5.3,1.5,0.2,3.7,3.3,27.1,106,102,
100,91,Luol Deng,28,CLE,SF,40,40,1353,8.0,19.3,.417,1.5,4.8,.315,6.5,14.4,.451,.457,4.2,5.5,.771,2.2,5.5,7.7,3.7,1.4,0.2,2.1,2.2,21.8,106,110,
101,92,Harrison Barnes,21,GSW,SF,78,24,2204,6.1,15.4,.399,1.5,4.3,.347,4.6,11.1,.419,.448,2.9,4.1,.718,1.5,5.5,7.0,2.6,1.5,0.5,1.9,3.6,16.7,100,105,
102,93,Derrick Favors,22,UTA,PF,73,73,2201,9.3,17.8,.522,0.0,0.0,.000,9.3,17.8,.523,.522,4.5,6.8,.669,4.7,10.5,15.2,2.2,1.8,2.6,3.1,5.6,23.2,108,107,
103,94,Alec Burks,22,UTA,SG,78,12,2193,9.1,19.9,.457,1.2,3.4,.350,7.9,16.5,.480,.487,6.7,8.9,.748,1.4,4.7,6.2,5.1,1.7,0.3,3.6,4.6,26.1,106,113,
104,95,Ben McLemore,20,SAC,SG,82,55,2187,5.9,15.8,.376,2.2,6.9,.320,3.7,8.9,.419,.446,2.7,3.3,.804,1.2,4.2,5.5,1.9,1.0,0.4,2.2,4.7,16.7,97,112,
105,96,Jameer Nelson,31,ORL,PG,68,68,2179,6.9,17.6,.394,3.2,9.2,.348,3.7,8.4,.444,.485,2.3,2.6,.857,0.7,4.8,5.4,11.2,1.2,0.1,3.9,3.4,19.3,104,111,
106,97,Kenneth Faried,24,DEN,PF,80,77,2178,10.0,18.4,.545,0.0,0.1,.000,10.0,18.4,.547,.545,4.5,7.0,.650,5.3,10.0,15.4,2.2,1.6,1.6,3.0,4.3,24.6,113,106,
107,98,Mario Chalmers,27,MIA,PG,73,73,2178,6.1,13.5,.454,2.1,5.5,.385,4.0,8.1,.500,.531,2.9,3.9,.742,1.0,4.2,5.2,8.6,2.9,0.4,3.9,5.1,17.3,108,106,
108,99,Kevin Martin,30,MIN,SG,68,68,2177,10.0,23.2,.430,2.6,6.7,.387,7.4,16.4,.448,.486,6.9,7.7,.891,0.8,3.8,4.6,2.7,1.5,0.1,2.4,2.8,29.4,110,109,
109,100,Chris Paul,28,LAC,PG,62,62,2171,9.4,20.0,.467,1.8,4.9,.368,7.6,15.2,.498,.511,6.8,8.0,.855,0.9,5.3,6.2,15.3,3.5,0.1,3.3,3.6,27.3,125,103,"MVP-7,DPOY-13,AS,NBA1,DEF1"
110,101,Terrence Ross,22,TOR,SG,81,62,2159,7.7,18.2,.423,3.9,9.9,.395,3.8,8.3,.458,.531,2.0,2.4,.837,1.0,5.1,6.1,1.9,1.5,0.7,2.1,4.4,21.3,107,107,
111,102,Tim Duncan,37,SAS,C,74,74,2158,10.4,21.2,.490,0.0,0.1,.000,10.4,21.1,.493,.490,5.4,7.4,.731,3.7,13.2,16.9,5.2,1.0,3.3,3.7,3.1,26.2,106,98,"MVP-12,DPOY-13"
112,103,Martell Webster,27,WAS,SF,78,13,2157,6.1,14.0,.433,3.5,8.9,.392,2.6,5.1,.502,.557,2.5,3.0,.840,0.9,4.4,5.3,2.3,1.0,0.4,1.4,3.6,18.1,116,108,
113,104,Markieff Morris,24,PHO,PF,81,0,2153,9.6,19.7,.486,0.8,2.5,.315,8.8,17.2,.512,.507,6.0,7.6,.792,3.2,8.1,11.3,3.4,1.6,1.2,3.4,5.4,26.0,111,106,6MOY-4
114,105,Carlos Boozer,32,CHI,PF,76,76,2141,11.1,24.4,.456,0.0,0.0,.000,11.1,24.3,.457,.456,3.7,4.8,.767,3.4,12.3,15.7,2.9,1.3,0.5,3.8,5.4,25.9,95,98,
