,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,,Offensive Rating,Defensive Rating
13,14,Wade Baldwin,PG,21,POR,4,0,19,2.6,10.2,.250,2.6,2.6,1.000,0.0,7.7,.000,2.6,5.1,.500,0.0,7.7,7.7,7.7,2.6,2.6,7.7,2.6,10.2,,68,111
14,15,Jerryd Bayless,SG,29,PHI,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115
15,16,Aron Baynes,C,31,BOS,19,12,389,6.0,11.8,.506,1.5,3.0,.478,4.5,8.7,.515,1.7,2.4,.722,6.0,9.7,15.6,2.5,0.5,1.5,1.1,5.7,15.1,,129,107
16,17,Bradley Beal,SG,24,WAS,6,6,216,11.2,24.7,.454,4.8,10.3,.467,6.4,14.4,.444,4.6,5.3,.870,0.5,4.1,4.6,3.9,1.6,0.5,3.4,4.3,31.8,,109,115
17,18,Marco Belinelli,SG,31,PHI,10,0,273,7.8,19.1,.406,2.9,8.3,.348,4.9,10.8,.450,4.9,5.6,.871,0.2,3.6,3.8,3.6,1.3,0.0,0.7,3.6,23.3,,118,110
18,19,Jordan Bell,C,23,GSW,17,0,173,4.9,9.2,.531,0.0,0.3,.000,4.9,8.9,.548,2.0,4.0,.500,4.3,9.2,13.5,4.3,1.7,2.6,1.7,5.2,11.8,,119,101
19,20,Dāvis Bertāns,PF,25,SAS,5,0,82,1.9,11.3,.167,1.9,10.0,.188,0.0,1.3,.000,5.0,6.9,.727,0.6,6.3,6.9,3.8,1.3,0.0,0.6,6.3,10.7,,89,115
20,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
21,21,Nemanja Bjelica,PF,29,MIN,5,0,47,7.5,17.2,.438,4.3,7.5,.571,3.2,9.7,.333,5.4,7.5,.714,4.3,11.8,16.1,3.2,3.2,0.0,1.1,6.5,24.7,,127,110
22,22,Tarik Black,C,26,HOU,7,0,19,2.6,10.6,.250,0.0,0.0,,2.6,10.6,.250,0.0,0.0,,5.3,10.6,15.8,5.3,0.0,2.6,2.6,13.2,5.3,,82,107
23,23,Eric Bledsoe,PG,28,MIL,7,7,225,8.6,19.4,.440,1.6,5.1,.318,6.9,14.3,.484,3.2,4.6,.700,0.7,5.1,5.8,6.0,1.6,1.4,3.5,4.4,22.0,,98,110
24,24,Bojan Bogdanović,SF,28,IND,7,7,238,7.1,18.0,.395,3.8,10.0,.378,3.3,8.0,.417,1.3,2.2,.600,0.2,5.1,5.3,2.9,1.3,0.0,2.9,5.1,19.3,,94,108
25,25,Trevor Booker,PF,30,IND,7,0,64,5.0,8.3,.600,0.0,0.8,.000,5.0,7.4,.667,5.0,5.8,.857,4.1,10.8,14.9,0.0,0.8,0.8,0.8,9.9,14.9,,143,104
26,26,Tony Bradley,C,20,UTA,1,0,2,24.5,49.1,.500,0.0,0.0,,24.5,49.1,.500,0.0,0.0,,24.5,0.0,24.5,0.0,0.0,0.0,0.0,0.0,49.1,,117,116
27,27,Corey Brewer,SG,31,OKC,6,6,151,4.2,8.1,.520,1.6,3.6,.455,2.6,4.6,.571,2.0,2.0,1.000,1.3,2.9,4.2,1.6,2.3,1.6,0.7,5.5,12.0,,136,108
28,28,Malcolm Brogdon,PG,25,MIL,7,5,186,6.7,15.4,.436,1.4,5.3,.263,5.3,10.1,.528,2.2,2.8,.800,0.8,5.9,6.7,4.8,0.3,0.0,3.4,3.9,17.1,,95,114
29,29,Aaron Brooks,PG,33,MIN,2,0,3,33.7,50.5,.667,0.0,16.8,.000,33.7,33.7,1.000,0.0,33.7,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4,,88,124
30,30,Jaylen Brown,SG,21,BOS,18,15,583,11.0,23.5,.466,3.9,9.9,.393,7.1,13.6,.519,2.8,4.4,.640,1.4,6.3,7.7,2.3,1.2,0.9,2.0,5.1,28.7,,108,108
31,31,Lorenzo Brown,PG,27,TOR,4,0,29,5.2,17.5,.300,3.5,8.7,.400,1.7,8.7,.200,1.7,3.5,.500,1.7,8.7,10.5,3.5,0.0,1.7,1.7,3.5,15.7,,91,118
32,32,Sterling Brown,SG,22,MIL,3,0,13,12.0,20.0,.600,4.0,12.0,.333,8.0,8.0,1.000,0.0,0.0,,4.0,4.0,8.0,0.0,4.0,0.0,0.0,8.0,28.0,,137,107
33,33,Alec Burks,SG,26,UTA,9,0,120,12.3,26.2,.469,3.7,8.2,.450,8.6,18.0,.477,5.3,6.1,.867,0.8,9.0,9.8,7.0,1.6,0.4,3.3,3.7,33.5,,114,107
34,34,Jimmy Butler,SG,28,MIN,5,5,170,8.3,18.7,.444,2.4,5.1,.471,5.9,13.7,.435,4.5,5.4,.833,0.9,8.0,8.9,5.9,1.2,0.3,1.5,2.7,23.5,,116,117
35,35,José Calderón,PG,36,CLE,13,3,104,4.5,13.1,.346,2.0,9.1,.222,2.5,4.0,.625,1.0,1.0,1.000,1.0,4.5,5.5,4.5,2.5,0.0,2.5,7.6,12.1,,92,111
36,36,Clint Capela,C,23,HOU,17,17,520,9.2,13.9,.660,0.0,0.0,,9.2,13.9,.660,2.5,5.3,.473,5.9,13.1,19.0,2.1,1.4,3.5,1.4,3.7,20.8,,132,102
37,37,Ian Clark,SG,26,NOP,9,0,190,6.9,16.2,.424,2.5,6.9,.357,4.4,9.3,.474,1.0,1.0,1.000,0.5,2.0,2.5,2.7,2.0,0.5,2.2,4.9,17.2,,95,111
38,38,Jordan Clarkson,SG,25,CLE,19,0,286,6.8,22.5,.301,2.0,8.4,.239,4.8,14.1,.338,0.9,1.1,.833,1.6,4.2,5.9,2.4,1.5,0.5,2.4,3.8,16.5,,77,113
39,39,Zach Collins,C,20,POR,4,0,70,7.6,20.8,.367,2.1,9.7,.214,5.6,11.1,.500,2.1,2.8,.750,2.1,6.3,8.3,4.2,2.1,1.4,1.4,6.9,19.4,,100,114
40,40,Darren Collison,PG,30,IND,7,7,214,7.7,16.8,.456,2.0,5.7,.348,5.7,11.1,.511,2.2,3.0,.750,0.2,4.9,5.2,8.2,1.7,0.0,2.2,1.7,19.5,,113,107
41,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
42,41,Pat Connaughton,SG,25,POR,4,0,59,4.9,12.4,.400,1.6,8.2,.200,3.3,4.1,.800,1.6,1.6,1.000,1.6,1.6,3.3,4.9,0.8,0.8,0.8,7.4,13.2,,117,120
43,42,Quinn Cook,PG,24,GSW,17,0,175,8.5,19.0,.448,2.0,8.8,.226,6.5,10.2,.639,4.0,4.8,.824,0.6,6.0,6.5,3.1,1.1,0.6,1.4,3.7,23.0,,110,107
44,43,Robert Covington,SF,27,PHI,10,8,281,4.7,14.5,.325,2.6,8.4,.313,2.1,6.1,.343,2.1,2.8,.750,2.1,7.2,9.3,4.4,1.9,1.6,1.9,5.3,14.2,,100,105
45,44,Jamal Crawford,SG,37,MIN,5,0,123,8.6,19.3,.447,2.9,7.0,.412,5.8,12.3,.467,4.1,5.3,.769,0.4,4.9,5.3,4.9,2.1,0.0,2.1,2.5,24.2,,110,117
46,45,Jordan Crawford,SG,29,NOP,2,0,15,24.9,40.5,.615,9.3,24.9,.375,15.6,15.6,1.000,0.0,0.0,,0.0,12.5,12.5,3.1,3.1,0.0,9.3,3.1,59.2,,99,103
47,46,Jae Crowder,SF,27,UTA,11,2,323,5.3,16.4,.324,3.3,10.0,.333,2.0,6.4,.310,2.7,4.3,.643,0.6,7.9,8.5,2.9,2.3,0.3,2.1,3.8,16.7,,91,106
48,47,Stephen Curry,PG,29,GSW,15,14,555,12.3,27.3,.451,5.7,14.5,.395,6.5,12.7,.514,4.0,4.2,.957,0.8,7.4,8.2,7.3,2.3,1.0,3.9,3.4,34.3,,112,103
49,48,Anthony Davis,PF,24,NOP,9,9,358,13.8,26.6,.520,0.8,2.9,.273,13.1,23.8,.549,6.9,8.4,.828,3.1,12.7,15.8,2.0,2.3,2.7,3.0,3.9,35.4,,111,101
50,49,Ed Davis,C,28,POR,4,0,71,3.4,6.8,.500,0.0,0.0,,3.4,6.8,.500,0.7,2.7,.250,3.4,18.5,21.9,0.0,0.0,0.7,2.7,4.8,7.5,,83,115
51,50,Matthew Dellavedova,PG,27,MIL,6,0,78,2.7,8.0,.333,1.3,6.0,.222,1.3,2.0,.667,1.3,1.3,1.000,0.7,2.7,3.3,10.7,1.3,0.0,4.0,4.0,8.0,,98,114
52,51,DeMar DeRozan,SG,28,TOR,10,10,354,12.4,28.4,.437,1.4,5.0,.286,11.0,23.4,.470,6.1,7.6,.811,0.9,4.3,5.1,5.7,0.7,0.9,3.3,3.4,32.5,,104,119
53,52,Cheick Diallo,PF,21,NOP,7,0,48,4.9,11.7,.417,0.0,0.0,,4.9,11.7,.417,0.0,0.0,,3.9,4.9,8.8,0.0,1.0,1.0,1.0,8.8,9.7,,92,110
54,53,Gorgui Dieng,C,28,MIN,5,0,70,4.3,13.0,.333,1.4,3.6,.400,2.9,9.4,.308,2.2,2.9,.750,2.2,10.8,13.0,2.9,1.4,2.9,0.7,4.3,12.3,,100,111
55,54,Goran Dragić,PG,31,MIA,5,5,156,10.7,23.0,.467,2.5,6.4,.381,8.3,16.5,.500,4.6,6.7,.682,0.9,3.1,4.0,7.0,1.5,0.0,4.6,4.6,28.5,,102,118
56,55,Kevin Durant,SF,29,GSW,21,21,807,13.1,26.8,.487,2.9,8.5,.341,10.2,18.3,.556,8.4,9.4,.901,0.8,9.2,10.1,6.1,0.9,1.5,3.1,2.7,37.5,,119,104
57,56,Wayne Ellington,SG,30,MIA,5,0,101,5.7,16.6,.343,5.7,14.2,.400,0.0,2.4,.000,1.4,1.4,1.000,0.5,3.3,3.8,1.4,0.9,0.9,1.4,4.3,18.5,,101,118
58,57,Joel Embiid,C,23,PHI,8,8,278,10.6,24.4,.435,1.4,5.1,.276,9.2,19.3,.477,7.6,10.8,.705,4.1,13.8,17.9,4.2,1.2,2.5,5.1,5.5,30.3,,101,102
59,58,Danté Exum,PG,22,UTA,10,0,114,8.6,17.7,.488,0.9,3.0,.286,7.8,14.6,.529,3.9,5.2,.750,1.7,4.3,6.0,4.3,0.4,0.4,6.5,6.5,22.0,,91,112
60,59,Derrick Favors,C,26,UTA,11,9,286,7.2,11.7,.618,0.3,0.9,.400,6.9,10.8,.635,2.7,5.7,.485,3.4,6.4,9.8,2.2,1.4,1.9,1.7,2.9,17.5,,121,107
61,60,Raymond Felton,PG,33,OKC,6,0,79,7.5,19.3,.387,4.3,8.7,.500,3.1,10.6,.294,0.0,1.2,.000,1.2,6.8,8.1,5.6,2.5,1.2,3.1,4.3,19.3,,97,106
62,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
63,61,Terrance Ferguson,SG,19,OKC,3,0,6,8.2,8.2,1.000,8.2,8.2,1.000,0.0,0.0,,0.0,0.0,,8.2,0.0,8.2,8.2,0.0,0.0,0.0,16.4,24.5,,269,116
64,62,Bryn Forbes,SG,24,SAS,4,0,54,4.8,16.2,.294,1.9,8.6,.222,2.9,7.6,.375,4.8,6.7,.714,1.0,1.9,2.9,1.9,0.0,0.0,0.0,2.9,16.2,,96,121
65,63,Tim Frazier,PG,27,WAS,2,0,6,0.0,8.2,.000,0.0,0.0,,0.0,8.2,.000,0.0,0.0,,0.0,8.2,8.2,24.7,8.2,0.0,0.0,16.5,0.0,,107,98
66,64,Markelle Fultz,SG,19,PHI,3,0,23,2.1,15.0,.143,0.0,0.0,,2.1,15.0,.143,6.4,8.6,.750,0.0,6.4,6.4,10.7,4.3,0.0,2.1,8.6,10.7,,83,102
67,65,Pau Gasol*,C,37,SAS,5,0,90,5.7,11.4,.500,0.6,1.7,.333,5.1,9.7,.529,5.1,5.7,.900,1.1,12.6,13.7,8.0,0.0,0.6,3.4,2.9,17.1,,115,113
68,66,Rudy Gay,PF,31,SAS,5,4,160,8.4,20.9,.400,1.3,5.8,.222,7.1,15.1,.468,1.6,2.9,.556,2.9,6.1,9.0,3.5,2.6,0.3,1.9,5.1,19.6,,93,112
69,67,Paul George,SF,27,OKC,6,6,251,9.6,23.5,.408,3.7,10.2,.365,5.9,13.3,.441,6.1,7.0,.861,0.8,6.3,7.0,3.1,1.6,0.8,4.7,3.3,28.9,,100,109
70,68,Marcus Georges-Hunt,SG,23,MIN,2,0,3,0.0,16.8,.000,0.0,0.0,,0.0,16.8,.000,0.0,0.0,,16.8,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,,66,124
71,69,Taj Gibson,PF,32,MIN,5,5,123,5.8,9.0,.636,0.0,0.0,,5.8,9.0,.636,1.2,1.2,1.000,2.9,5.3,8.2,0.8,0.4,0.8,1.6,3.3,12.7,,121,119
72,70,Manu Ginóbili*,SG,40,SAS,5,0,107,7.2,17.8,.405,2.9,8.7,.333,4.3,9.1,.474,4.3,5.3,.818,0.5,6.7,7.2,7.7,3.4,0.5,3.4,6.2,21.6,,104,110
73,71,Rudy Gobert,C,25,UTA,11,11,383,7.0,10.8,.655,0.0,0.0,,7.0,10.8,.655,4.5,7.4,.603,5.5,9.6,15.1,1.4,1.3,3.2,2.7,4.4,18.6,,123,104
74,72,Eric Gordon,SG,29,HOU,17,2,549,7.7,20.2,.380,3.9,11.9,.331,3.7,8.3,.451,4.7,5.6,.836,0.8,3.3,4.1,2.6,0.9,0.7,2.2,2.6,23.9,,104,112
75,73,Marcin Gortat,C,33,WAS,6,6,160,7.4,13.3,.558,0.0,0.0,,7.4,13.3,.558,1.2,2.2,.571,4.0,7.7,11.7,1.9,0.0,0.6,1.9,4.6,16.0,,112,116
76,74,Jerami Grant,PF,23,OKC,6,0,133,6.6,12.9,.514,0.7,3.0,.250,5.9,10.0,.593,1.8,4.1,.455,3.0,4.4,7.4,2.2,1.5,1.1,2.2,5.5,15.9,,106,110
77,75,Danny Green,SG,30,SAS,5,5,103,4.0,15.0,.267,2.5,10.0,.250,1.5,5.0,.300,0.0,0.0,,2.0,3.5,5.5,0.5,0.5,2.0,1.0,4.0,10.5,,75,116
78,76,Draymond Green,PF,27,GSW,21,21,819,5.0,11.7,.432,1.3,4.8,.266,3.8,6.9,.549,2.4,3.0,.796,2.6,10.9,13.5,10.4,2.5,1.9,3.8,4.6,13.7,,111,99
79,77,Gerald Green,SG,32,HOU,17,0,272,6.8,17.3,.394,5.0,13.3,.375,1.8,4.1,.455,1.1,1.3,.857,1.1,8.1,9.2,0.2,0.7,1.3,1.8,5.0,19.7,,102,109
80,78,Jeff Green,PF,31,CLE,22,2,523,5.8,14.2,.408,2.1,7.0,.300,3.7,7.2,.514,3.3,4.6,.717,0.7,4.6,5.3,3.2,0.7,1.5,1.7,3.6,17.0,,107,113
81,79,James Harden,SG,28,HOU,17,17,621,12.8,31.1,.410,4.2,14.0,.299,8.6,17.0,.502,9.5,10.7,.887,1.1,6.1,7.2,9.4,3.1,0.9,5.2,3.7,39.2,,109,106
82,80,Maurice Harkless,SF,24,POR,2,1,53,6.4,11.9,.538,1.8,5.5,.333,4.6,6.4,.714,0.0,0.0,,2.8,4.6,7.3,3.7,0.0,0.9,0.9,3.7,14.7,,131,120
83,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
84,81,John Henson,C,27,MIL,2,2,74,6.3,9.1,.692,0.0,0.0,,6.3,9.1,.692,0.7,1.4,.500,2.8,5.6,8.4,3.5,0.0,4.9,2.8,2.8,13.4,,118,110
85,82,Nenê,C,35,HOU,11,0,107,5.6,9.4,.600,0.0,0.0,,5.6,9.4,.600,3.3,5.2,.636,2.8,10.3,13.1,2.3,0.9,2.3,3.7,8.4,14.5,,106,106
86,83,George Hill,PG,31,CLE,19,18,557,5.5,12.3,.450,1.5,4.8,.314,4.0,7.5,.538,3.9,5.0,.774,1.2,2.6,3.9,4.0,0.9,0.8,2.1,4.9,16.5,,113,115
87,84,Solomon Hill,SF,26,NOP,9,0,114,3.7,10.2,.360,2.5,6.6,.375,1.2,3.7,.333,3.7,4.1,.900,2.5,4.5,7.0,2.9,0.4,0.4,2.5,7.0,13.5,,107,113
88,85,Jrue Holiday,SG,27,NOP,9,9,348,11.8,22.8,.518,2.1,6.7,.320,9.7,16.1,.600,2.8,4.0,.700,1.2,5.6,6.8,7.7,1.3,0.7,3.1,3.0,28.6,,112,110
89,86,Richaun Holmes,C,24,PHI,3,0,11,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,0.0,0.0,,0.0,4.5,4.5,4.5,0.0,0.0,0.0,13.4,0.0,,56,112
90,87,Rodney Hood,SG,25,CLE,17,1,260,7.9,18.5,.424,0.8,4.8,.167,7.1,13.7,.515,1.8,2.4,.750,1.4,4.8,6.2,3.6,1.0,0.8,2.6,6.0,18.3,,94,113
91,88,Al Horford,C,31,BOS,19,19,679,8.4,15.5,.544,1.1,3.3,.349,7.3,12.2,.596,4.7,5.7,.827,2.4,9.5,11.9,4.8,1.4,1.7,2.4,3.0,22.7,,123,105
92,89,Josh Huestis,PF,26,OKC,4,0,19,2.6,5.2,.500,0.0,0.0,,2.6,5.2,.500,2.6,5.2,.500,0.0,7.8,7.8,0.0,2.6,2.6,0.0,7.8,7.8,,109,103
93,90,Serge Ibaka,PF,28,TOR,10,9,260,5.8,14.0,.417,1.8,4.7,.375,4.1,9.3,.438,3.5,4.3,.818,2.5,9.0,11.5,2.1,0.2,2.5,3.1,4.1,16.9,,101,116
94,91,Andre Iguodala,SF,34,GSW,15,12,401,5.2,10.5,.494,1.7,4.6,.378,3.5,6.0,.583,3.0,4.2,.706,1.4,7.1,8.4,5.1,2.6,0.9,1.7,3.6,15.1,,122,102
95,92,Ersan İlyasova,PF,30,PHI,10,1,233,7.6,17.7,.429,1.9,6.5,.290,5.7,11.2,.509,2.5,4.4,.571,5.5,10.6,16.1,2.7,1.5,0.8,2.1,5.3,19.6,,108,105
96,93,Joe Ingles,SF,30,UTA,11,11,382,7.3,15.6,.471,4.5,9.9,.455,2.8,5.7,.500,1.4,2.2,.647,0.6,5.5,6.2,4.8,0.8,0.3,3.3,3.7,20.6,,110,111
97,94,Aaron Jackson,PG,31,HOU,7,0,17,5.9,11.8,.500,0.0,5.9,.000,5.9,5.9,1.000,2.9,5.9,.500,5.9,5.9,11.8,5.9,0.0,0.0,5.9,5.9,14.7,,97,114
98,95,LeBron James,PF,33,CLE,22,22,922,15.6,29.0,.539,2.2,6.5,.342,13.4,22.5,.596,9.0,12.1,.746,1.8,9.6,11.4,11.3,1.7,1.3,5.3,3.0,42.5,,121,109
99,96,Brandon Jennings,PG,28,MIL,1,0,5,0.0,20.8,.000,0.0,20.8,.000,0.0,0.0,,20.8,20.8,1.000,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,20.8,,55,119
100,97,Jonas Jerebko,PF,30,UTA,10,0,79,5.0,11.8,.421,0.6,3.7,.167,4.4,8.1,.538,1.2,1.2,1.000,2.5,7.5,9.9,1.9,1.9,0.0,0.6,5.6,11.8,,107,108
101,98,Amir Johnson,C,30,PHI,8,1,94,5.8,11.0,.524,0.0,0.0,,5.8,11.0,.524,2.1,2.6,.800,7.3,4.7,12.0,4.7,1.0,0.5,1.6,5.2,13.6,,129,109
102,99,Dakari Johnson,C,22,OKC,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,118
103,100,James Johnson,PF,30,MIA,5,5,161,6.8,12.5,.548,2.1,3.9,.538,4.7,8.6,.552,2.7,4.2,.643,0.9,8.0,8.9,7.1,1.8,1.8,3.0,5.0,18.4,,118,112
104,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
105,101,Joe Johnson,SF,36,HOU,8,0,54,5.6,15.8,.353,0.0,2.8,.000,5.6,13.0,.429,0.0,0.0,,0.0,9.3,9.3,2.8,0.0,0.9,2.8,3.7,11.1,,68,111
106,102,Tyler Johnson,PG,25,MIA,5,5,81,8.3,15.3,.538,3.5,5.9,.600,4.7,9.4,.500,3.5,4.1,.857,0.6,4.1,4.7,2.4,1.2,0.0,1.2,8.3,23.6,,129,118
107,103,Damian Jones,C,22,GSW,4,0,11,4.5,9.0,.500,0.0,0.0,,4.5,9.0,.500,9.0,13.6,.667,4.5,9.0,13.6,0.0,0.0,0.0,13.6,18.1,18.1,,70,107
108,104,Tyus Jones,PG,21,MIN,4,0,55,1.8,6.4,.286,0.0,1.8,.000,1.8,4.6,.400,0.0,0.0,,0.0,8.3,8.3,7.4,0.9,0.0,0.9,0.0,3.7,,91,118
109,105,Cory Joseph,PG,26,IND,7,0,143,4.4,12.2,.364,1.1,4.1,.273,3.3,8.1,.409,2.2,2.2,1.000,0.7,5.6,6.3,7.8,3.3,0.7,1.5,3.7,12.2,,109,102
110,106,Furkan Korkmaz,SG,20,PHI,1,0,2,24.6,24.6,1.000,24.6,24.6,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,73.8,,300,113
111,107,Kyle Korver,SG,36,CLE,22,11,505,6.1,14.6,.418,4.7,11.3,.413,1.5,3.3,.438,2.0,2.3,.864,0.6,4.8,5.4,2.0,0.9,0.9,1.5,4.6,18.9,,117,113
112,108,Shane Larkin,PG,25,BOS,11,0,154,5.4,11.7,.457,1.3,4.4,.308,4.0,7.4,.545,1.7,1.7,1.000,0.3,3.3,3.7,6.7,1.7,0.0,2.0,5.0,13.7,,112,110
113,109,Joffrey Lauvergne,C,26,SAS,1,0,6,8.6,8.6,1.000,0.0,0.0,,8.6,8.6,1.000,0.0,0.0,,0.0,8.6,8.6,0.0,0.0,0.0,0.0,0.0,17.1,,200,117
114,110,Ty Lawson,PG,30,WAS,5,0,96,4.6,13.4,.346,2.6,4.1,.625,2.1,9.3,.222,3.1,3.1,1.000,1.0,5.7,6.7,7.7,1.5,0.0,1.5,3.1,14.9,,114,115
115,111,Jake Layman,SF,23,POR,1,0,8,18.2,18.2,1.000,0.0,0.0,,18.2,18.2,1.000,0.0,0.0,,0.0,6.1,6.1,6.1,12.2,0.0,0.0,0.0,36.5,,203,94
116,112,T.J. Leaf,PF,20,IND,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,114
