,league,season,rank,player,team,position,salary
0,mlb,2014,1,Ryan Howard,PHI,1B,"$25,000,000"
1,mlb,2014,,Cliff Lee,PHI,SP,"$25,000,000"
2,mlb,2014,3,Robinson Canó,SEA,2B,"$24,050,000"
3,mlb,2014,4,Prince Fielder,TEX,1B,"$24,000,000"
4,mlb,2014,,Zack Greinke,LAD,SP,"$24,000,000"
5,mlb,2014,6,Felix Hernandez,SEA,SP,"$23,607,142"
6,mlb,2014,7,Joe Mauer,MIN,1B,"$23,000,000"
7,mlb,2014,,Albert Pujols,LAA,1B/DH,"$23,000,000"
8,mlb,2014,,CC Sabathia,NYY,SP,"$23,000,000"
9,mlb,2014,10,Cole Hamels,PHI,SP,"$22,500,000"
10,mlb,2014,,Mark Teixeira,NYY,1B,"$22,500,000"
11,mlb,2014,12,Miguel Cabrera,DET,1B,"$22,100,000"
12,mlb,2014,13,Clayton Kershaw,LAD,SP,"$22,000,000"
13,mlb,2014,,Masahiro Tanaka,NYY,SP,"$22,000,000"
14,mlb,2014,15,Jacoby Ellsbury,NYY,CF,"$21,142,857"
15,mlb,2014,16,Adrián González,LAD,1B,"$21,100,000"
16,mlb,2014,17,Matt Kemp,LAD,RF,"$21,000,000"
17,mlb,2014,18,Matt Cain,SF,RP,"$20,833,333"
18,mlb,2014,19,Carl Crawford,LAD,LF,"$20,250,000"
19,mlb,2014,20,Justin Verlander,DET,SP,"$20,000,000"
20,mlb,2014,,Jayson Werth,WSH,LF,"$20,000,000"
21,mlb,2014,,David Wright,NYM,3B,"$20,000,000"
22,mlb,2014,23,Adam Wainwright,STL,SP,"$19,550,000"
23,mlb,2014,24,Mark Buehrle,TOR,SP,"$18,050,000"
24,mlb,2014,25,Adrián Beltré,TEX,3B,"$17,100,000"
25,mlb,2014,26,Jose Abreu,CHW,1B,"$17,015,000"
26,mlb,2014,27,Tim Lincecum,SF,RP,"$17,000,000"
27,mlb,2014,,Brian McCann,NYY,C,"$17,000,000"
28,mlb,2014,29,Ian Kinsler,DET,2B,"$16,100,000"
29,mlb,2014,30,Hunter Pence,SF,LF,"$16,025,000"
30,mlb,2014,,Troy Tulowitzki,COL,SS,"$16,025,000"
31,mlb,2014,32,Hiroki Kuroda,NYY,SP,"$16,000,000"
32,mlb,2014,,Mike Napoli,BOS,1B,"$16,000,000"
33,mlb,2014,,Hanley Ramirez,LAD,DH,"$16,000,000"
34,mlb,2014,,Jose Reyes,TOR,3B,"$16,000,000"
35,mlb,2014,,Jered Weaver,LAA,SP,"$16,000,000"
36,mlb,2014,,C.J. Wilson,LAA,SP,"$16,000,000"
37,mlb,2014,38,Josh Beckett,LAD,SP,"$15,750,000"
38,mlb,2014,,John Lackey,STL,SP,"$15,750,000"
39,mlb,2014,40,Max Scherzer,DET,SP,"$15,525,000"
40,mlb,2014,41,Andre Ethier,LAD,CF,"$15,500,000"
41,mlb,2014,,Jhonny Peralta,STL,3B,"$15,500,000"
42,mlb,2014,43,Yadier Molina,STL,C,"$15,100,000"
43,mlb,2014,44,Carlos Beltrán,NYY,DH/OF,"$15,000,000"
44,mlb,2014,,A.J. Burnett,PHI,SP,"$15,000,000"
45,mlb,2014,,Josh Hamilton,LAA,LF,"$15,000,000"
46,mlb,2014,,Matt Holliday,STL,DH,"$15,000,000"
47,mlb,2014,,Nick Markakis,BAL,RF,"$15,000,000"
48,mlb,2014,,David Ortiz,BOS,DH,"$15,000,000"
49,mlb,2014,,Nick Swisher,CLE,OF,"$15,000,000"
50,mlb,2014,,Aníbal Sánchez,DET,RP,"$15,000,000"
51,mlb,2014,,Chase Utley,PHI,2B,"$15,000,000"
52,mlb,2014,53,John Danks,CHW,SP,"$14,250,000"
53,mlb,2014,,Justin Upton,ATL,LF,"$14,250,000"
54,mlb,2014,55,Ervin Santana,ATL,SP,"$14,100,000"
55,mlb,2014,56,José Bautista,TOR,RF,"$14,000,000"
56,mlb,2014,,Shin-Soo Choo,TEX,RF/DH,"$14,000,000"
57,mlb,2014,,Alexander Guerrero,LAD,LF,"$14,000,000"
58,mlb,2014,,Torii Hunter,DET,RF,"$14,000,000"
59,mlb,2014,,Ryan Zimmerman,WSH,1B,"$14,000,000"
60,mlb,2014,61,Michael Bourn,CLE,CF,"$13,500,000"
61,mlb,2014,,James Shields,KC,SP,"$13,500,000"
62,mlb,2014,63,B.J. Upton,ATL,LF,"$13,450,000"
63,mlb,2014,64,Ryan Dempster,BOS,SP,"$13,250,000"
64,mlb,2014,65,Adam Jones,BAL,CF,"$13,075,000"
65,mlb,2014,66,Curtis Granderson,NYM,RF,"$13,000,000"
66,mlb,2014,,Jonathan Papelbon,PHI,RP,"$13,000,000"
67,mlb,2014,,Álex Ríos,TEX,RF,"$13,000,000"
68,mlb,2014,,Shane Victorino,BOS,RF,"$13,000,000"
69,mlb,2014,70,Ryan Braun,MIL,RF,"$12,500,000"
70,mlb,2014,,Matt Garza,MIL,SP,"$12,500,000"
71,mlb,2014,72,Chad Billingsley,LAD,SP,"$12,000,000"
72,mlb,2014,,R.A. Dickey,TOR,SP,"$12,000,000"
73,mlb,2014,,Scott Feldman,HOU,SP,"$12,000,000"
74,mlb,2014,,Derek Jeter,NYY,SS,"$12,000,000"
75,mlb,2014,,Adam LaRoche,WSH,DH,"$12,000,000"
76,mlb,2014,,Victor Martinez,DET,DH,"$12,000,000"
77,mlb,2014,,Ricky Nolasco,MIN,SP,"$12,000,000"
78,mlb,2014,,Joey Votto,CIN,1B,"$12,000,000"
79,mlb,2014,80,Michael Cuddyer,COL,LF,"$11,500,000"
80,mlb,2014,,Dustin Pedroia,BOS,2B,"$11,500,000"
81,mlb,2014,82,Kyle Lohse,MIL,SP,"$11,350,000"
82,mlb,2014,83,Yovani Gallardo,MIL,RP,"$11,250,000"
83,mlb,2014,,Ubaldo Jiménez,BAL,SP,"$11,250,000"
84,mlb,2014,85,Brandon Phillips,CIN,2B,"$11,075,000"
85,mlb,2014,86,Scott Kazmir,OAK,SP,"$11,050,000"
86,mlb,2014,87,Tim Hudson,SF,SP,"$11,025,000"
87,mlb,2014,88,Jorge De La Rosa,COL,RP,"$11,000,000"
88,mlb,2014,,Dan Haren,LAD,SP,"$11,000,000"
89,mlb,2014,,Aaron Hill,ARI,3B,"$11,000,000"
90,mlb,2014,,Edwin Jackson,CHC,SP,"$11,000,000"
91,mlb,2014,,Jimmy Rollins,PHI,SS,"$11,000,000"
92,mlb,2014,,Rickie Weeks,MIL,1B,"$11,000,000"
93,mlb,2014,94,Alex Gordon,KC,LF,"$10,800,000"
94,mlb,2014,95,Buster Posey,SF,C,"$10,550,000"
95,mlb,2014,96,Carlos Gonzalez,COL,RF,"$10,500,000"
96,mlb,2014,97,Yu Darvish,TEX,SP,"$10,457,843"
97,mlb,2014,98,Chris Davis,BAL,1B,"$10,350,000"
98,mlb,2014,99,Aramis Ramirez,MIL,3B,"$10,050,000"
99,mlb,2014,100,Johnny Cueto,CIN,SP,"$10,025,000"
100,mlb,2014,101,Jay Bruce,CIN,RF,"$10,000,000"
101,mlb,2014,,Miguel Montero,ARI,C,"$10,000,000"
102,mlb,2014,,Brian Wilson,LAD,RP,"$10,000,000"
103,mlb,2014,104,Alexei Ramírez,CHW,SS,"$9,515,000"
104,mlb,2014,105,Bronson Arroyo,ARI,SP,"$9,500,000"
105,mlb,2014,,Carlos Quentin,SD,LF,"$9,500,000"
106,mlb,2014,107,Howie Kendrick,LAA,LF,"$9,350,000"
107,mlb,2014,108,Erisbel Arruebarrena,LAD,SS,"$9,000,000"
108,mlb,2014,,Homer Bailey,CIN,SP,"$9,000,000"
109,mlb,2014,,Bartolo Colon,NYM,SP,"$9,000,000"
110,mlb,2014,,Edwin Encarnacion,TOR,1B/DH,"$9,000,000"
111,mlb,2014,,Joe Nathan,DET,RP,"$9,000,000"
112,mlb,2014,,Ángel Pagán,SF,LF,"$9,000,000"
113,mlb,2014,114,Erick Aybar,LAA,SS,"$8,550,000"
114,mlb,2014,115,David Price,DET,SP,"$8,513,661"
115,mlb,2014,116,Gio Gonzalez,WSH,SP,"$8,500,000"
116,mlb,2014,,Phil Hughes,MIN,RP,"$8,500,000"
117,mlb,2014,,Russell Martin,PIT,C,"$8,500,000"
118,mlb,2014,,Rick Porcello,DET,SP,"$8,500,000"
119,mlb,2014,,Cody Ross,ARI,RF,"$8,500,000"
120,mlb,2014,,Carlos Ruiz,PHI,C,"$8,500,000"
121,mlb,2014,,Juan Uribe,LAD,3B,"$8,500,000"
122,mlb,2014,123,Pablo Sandoval,SF,3B,"$8,250,000"
123,mlb,2014,124,Freddie Freeman,ATL,1B,"$8,050,000"
124,mlb,2014,,Craig Kimbrel,ATL,RP,"$8,050,000"
125,mlb,2014,126,Billy Butler,KC,DH/1B,"$8,000,000"
126,mlb,2014,,Marlon Byrd,PHI,LF,"$8,000,000"
127,mlb,2014,,Melky Cabrera,TOR,LF,"$8,000,000"
128,mlb,2014,,Nelson Cruz,BAL,DH,"$8,000,000"
129,mlb,2014,,Jeremy Guthrie,KC,SP,"$8,000,000"
130,mlb,2014,,Matt Harrison,TEX,SP,"$8,000,000"
131,mlb,2014,,Josh Johnson,SD,SP,"$8,000,000"
132,mlb,2014,,Brandon Morrow,TOR,RP,"$8,000,000"
133,mlb,2014,134,Trevor Cahill,ARI,RP,"$7,900,000"
134,mlb,2014,135,Aroldis Chapman,CIN,RP,"$7,860,772"
135,mlb,2014,136,Jaime Garcia,STL,SP,"$7,750,000"
136,mlb,2014,,Ricky Romero,TOR,SP,"$7,750,000"
137,mlb,2014,138,Clay Buchholz,BOS,SP,"$7,700,000"
138,mlb,2014,,Matt Wieters,BAL,C,"$7,700,000"
139,mlb,2014,140,Kyle Kendrick,PHI,SP,"$7,675,000"
140,mlb,2014,141,Coco Crisp,OAK,CF,"$7,500,000"
141,mlb,2014,,J.J. Hardy,BAL,SS,"$7,500,000"
142,mlb,2014,,Brandon League,LAD,RP,"$7,500,000"
143,mlb,2014,,Evan Longoria,TB,3B,"$7,500,000"
144,mlb,2014,,Wandy Rodriguez,PIT,RP,"$7,500,000"
145,mlb,2014,,Jordan Zimmermann,WSH,SP,"$7,500,000"
146,mlb,2014,147,Dexter Fowler,HOU,CF,"$7,350,000"
147,mlb,2014,148,Andrew McCutchen,PIT,CF,"$7,325,000"
148,mlb,2014,149,Mat Latos,CIN,SP,"$7,250,000"
149,mlb,2014,150,Doug Fister,WSH,SP,"$7,200,000"
150,mlb,2014,151,Carlos Gomez,MIL,CF,"$7,050,000"
151,mlb,2014,,Fernando Rodney,SEA,RP,"$7,050,000"
