,league,season,rank,player,team,position,salary
0,mlb,2013,1,Zack Greinke,LAD,SP,"$29,000,000"
1,mlb,2013,,Álex Rodríguez,NYY,DH,"$29,000,000"
2,mlb,2013,3,Cole Hamels,PHI,SP,"$25,500,000"
3,mlb,2013,,Johan Santana,NYM,SP,"$25,500,000"
4,mlb,2013,5,Cliff Lee,PHI,SP,"$25,050,000"
5,mlb,2013,6,Josh Hamilton,LAA,LF,"$25,000,000"
6,mlb,2013,7,Prince Fielder,DET,1B,"$23,050,000"
7,mlb,2013,,Joe Mauer,MIN,1B,"$23,050,000"
8,mlb,2013,9,CC Sabathia,NYY,SP,"$23,000,000"
9,mlb,2013,10,Mark Teixeira,NYY,1B,"$22,500,000"
10,mlb,2013,11,Tim Lincecum,SF,RP,"$22,000,000"
11,mlb,2013,12,Miguel Cabrera,DET,3B,"$21,300,000"
12,mlb,2013,13,Adrián González,LAD,1B,"$21,000,000"
13,mlb,2013,14,Matt Cain,SF,RP,"$20,833,333"
14,mlb,2013,15,Felix Hernandez,SEA,SP,"$20,607,142"
15,mlb,2013,16,Carl Crawford,LAD,LF,"$20,000,000"
16,mlb,2013,,Roy Halladay,PHI,SP,"$20,000,000"
17,mlb,2013,,Ryan Howard,PHI,1B,"$20,000,000"
18,mlb,2013,,Matt Kemp,LAD,RF,"$20,000,000"
19,mlb,2013,,Justin Verlander,DET,SP,"$20,000,000"
20,mlb,2013,,Barry Zito,SF,SP,"$20,000,000"
21,mlb,2013,22,Joey Votto,CIN,1B,"$19,050,000"
22,mlb,2013,23,Edwin Jackson,CHC,SP,"$19,000,000"
23,mlb,2013,24,Derek Jeter,NYY,SS,"$17,000,000"
24,mlb,2013,25,Adrián Beltré,TEX,3B,"$16,000,000"
25,mlb,2013,,Albert Pujols,LAA,DH/1B,"$16,000,000"
26,mlb,2013,,Jered Weaver,LAA,SP,"$16,000,000"
27,mlb,2013,,Jayson Werth,WSH,LF,"$16,000,000"
28,mlb,2013,29,Josh Beckett,LAD,SP,"$15,750,000"
29,mlb,2013,30,Hanley Ramirez,LAD,DH,"$15,500,000"
30,mlb,2013,31,B.J. Upton,ATL,LF,"$15,450,000"
31,mlb,2013,32,John Lackey,BOS,SP,"$15,250,000"
32,mlb,2013,33,Yadier Molina,STL,C,"$15,100,000"
33,mlb,2013,34,David Ortiz,BOS,DH,"$15,050,000"
34,mlb,2013,35,Robinson Canó,NYY,2B,"$15,000,000"
35,mlb,2013,,Adam Dunn,CHW,DH,"$15,000,000"
36,mlb,2013,,Curtis Granderson,NYY,RF,"$15,000,000"
37,mlb,2013,,Matt Holliday,STL,DH,"$15,000,000"
38,mlb,2013,,Hiroki Kuroda,NYY,SP,"$15,000,000"
39,mlb,2013,,Nick Markakis,BAL,RF,"$15,000,000"
40,mlb,2013,,Chase Utley,PHI,2B,"$15,000,000"
41,mlb,2013,42,John Danks,CHW,SP,"$14,250,000"
42,mlb,2013,43,Ryan Zimmerman,WSH,1B,"$14,175,000"
43,mlb,2013,44,José Bautista,TOR,RF,"$14,000,000"
44,mlb,2013,45,Hunter Pence,SF,LF,"$13,800,000"
45,mlb,2013,46,Josh Johnson,TOR,SP,"$13,750,000"
46,mlb,2013,47,Andre Ethier,LAD,CF,"$13,500,000"
47,mlb,2013,,Paul Konerko,CHW,1B,"$13,500,000"
48,mlb,2013,49,Ryan Dempster,BOS,SP,"$13,250,000"
49,mlb,2013,50,Carlos Beltrán,STL,DH,"$13,050,000"
50,mlb,2013,51,Dan Haren,WSH,SP,"$13,000,000"
51,mlb,2013,,Ian Kinsler,TEX,2B,"$13,000,000"
52,mlb,2013,,Victor Martinez,DET,DH,"$13,000,000"
53,mlb,2013,,Mike Napoli,BOS,1B,"$13,000,000"
54,mlb,2013,,Jonathan Papelbon,PHI,RP,"$13,000,000"
55,mlb,2013,,Ervin Santana,KC,SP,"$13,000,000"
56,mlb,2013,,Dan Uggla,ATL,2B,"$13,000,000"
57,mlb,2013,,Shane Victorino,BOS,RF,"$13,000,000"
58,mlb,2013,59,Chris Carpenter,STL,SP,"$12,500,000"
59,mlb,2013,60,Torii Hunter,DET,RF,"$12,200,000"
60,mlb,2013,61,Adam Wainwright,STL,SP,"$12,150,000"
61,mlb,2013,62,Brian McCann,ATL,C,"$12,000,000"
62,mlb,2013,,Ángel Pagán,SF,LF,"$12,000,000"
63,mlb,2013,,Andy Pettitte,NYY,SP,"$12,000,000"
64,mlb,2013,,Aníbal Sánchez,DET,RP,"$12,000,000"
65,mlb,2013,,Kevin Youkilis,NYY,3B,"$12,000,000"
66,mlb,2013,67,Jon Lester,BOS,SP,"$11,625,000"
67,mlb,2013,68,Vernon Wells,NYY,LF,"$11,500,000"
68,mlb,2013,69,David Price,TB,SP,"$11,112,500"
69,mlb,2013,70,David Wright,NYM,3B,"$11,100,000"
70,mlb,2013,71,Chad Billingsley,LAD,SP,"$11,000,000"
71,mlb,2013,,Ryan Braun,MIL,LF,"$11,000,000"
72,mlb,2013,,Mark Buehrle,TOR,SP,"$11,000,000"
73,mlb,2013,,Starlin Castro,CHC,SS,"$11,000,000"
74,mlb,2013,,Jorge De La Rosa,COL,RP,"$11,000,000"
75,mlb,2013,,Clayton Kershaw,LAD,SP,"$11,000,000"
76,mlb,2013,,Jimmy Rollins,PHI,SS,"$11,000,000"
77,mlb,2013,,Nick Swisher,CLE,OF,"$11,000,000"
78,mlb,2013,,C.J. Wilson,LAA,SP,"$11,000,000"
79,mlb,2013,80,Adam Jones,BAL,CF,"$10,575,000"
80,mlb,2013,81,Nelson Cruz,TEX,DH,"$10,550,000"
81,mlb,2013,,Yu Darvish,TEX,SP,"$10,550,000"
82,mlb,2013,83,Michael Cuddyer,COL,LF,"$10,500,000"
83,mlb,2013,84,Dustin Pedroia,BOS,2B,"$10,250,000"
84,mlb,2013,,James Shields,KC,SP,"$10,250,000"
85,mlb,2013,86,Brandon Phillips,CIN,2B,"$10,075,000"
86,mlb,2013,87,Buster Posey,SF,C,"$10,025,000"
87,mlb,2013,,Troy Tulowitzki,COL,SS,"$10,025,000"
88,mlb,2013,89,Heath Bell,ARI,RP,"$10,000,000"
89,mlb,2013,,Stephen Drew,BOS,2B,"$10,000,000"
90,mlb,2013,,Corey Hart,MIL,RF,"$10,000,000"
91,mlb,2013,,Adam LaRoche,WSH,DH,"$10,000,000"
92,mlb,2013,,Miguel Montero,ARI,C,"$10,000,000"
93,mlb,2013,,Aramis Ramirez,MIL,3B,"$10,000,000"
94,mlb,2013,,Jose Reyes,TOR,3B,"$10,000,000"
95,mlb,2013,,Mariano Rivera,NYY,RP,"$10,000,000"
96,mlb,2013,,Brian Roberts,BAL,2B,"$10,000,000"
97,mlb,2013,,Rickie Weeks,MIL,1B,"$10,000,000"
98,mlb,2013,99,Justin Upton,ATL,LF,"$9,750,000"
99,mlb,2013,100,Erick Aybar,LAA,SS,"$9,500,000"
100,mlb,2013,,Gavin Floyd,CHW,RP,"$9,500,000"
101,mlb,2013,,Tim Hudson,ATL,SP,"$9,500,000"
102,mlb,2013,,Carlos Quentin,SD,LF,"$9,500,000"
103,mlb,2013,104,Alex Gordon,KC,LF,"$9,050,000"
104,mlb,2013,105,Jacoby Ellsbury,BOS,CF,"$9,000,000"
105,mlb,2013,106,Howie Kendrick,LAA,LF,"$8,750,000"
106,mlb,2013,107,Chris Young,OAK,RF,"$8,700,000"
107,mlb,2013,108,Chase Headley,SD,3B,"$8,575,000"
108,mlb,2013,109,Yoenis Céspedes,OAK,CF,"$8,500,000"
109,mlb,2013,,Russell Martin,PIT,C,"$8,500,000"
110,mlb,2013,,Wandy Rodriguez,PIT,RP,"$8,500,000"
111,mlb,2013,,Jason Vargas,LAA,SP,"$8,500,000"
112,mlb,2013,113,Joe Nathan,TEX,RP,"$8,050,000"
113,mlb,2013,114,Marco Scutaro,SF,2B,"$8,025,000"
114,mlb,2013,115,Jeremy Affeldt,SF,RP,"$8,000,000"
115,mlb,2013,,A.J. Burnett,PIT,SP,"$8,000,000"
116,mlb,2013,,Billy Butler,KC,DH/1B,"$8,000,000"
117,mlb,2013,,Melky Cabrera,TOR,LF,"$8,000,000"
118,mlb,2013,,Edwin Encarnacion,TOR,1B/DH,"$8,000,000"
119,mlb,2013,,Brandon Morrow,TOR,RP,"$8,000,000"
120,mlb,2013,,Cody Ross,ARI,RF,"$8,000,000"
121,mlb,2013,122,Yovani Gallardo,MIL,RP,"$7,750,000"
122,mlb,2013,,Ricky Romero,TOR,SP,"$7,750,000"
123,mlb,2013,124,Hyun-Jin Ryu,LAD,SP,"$7,575,000"
124,mlb,2013,125,Carlos Gonzalez,COL,RF,"$7,550,000"
