,league,season,rank,player,team,position,salary
0,mlb,2012,1,Álex Rodríguez,NYY,DH,"$30,000,000"
1,mlb,2012,2,Adrián González,BOS,1B,"$27,000,000"
2,mlb,2012,3,Johan Santana,NYM,SP,"$24,000,000"
3,mlb,2012,4,Prince Fielder,DET,1B,"$23,150,000"
4,mlb,2012,5,Joe Mauer,MIN,1B,"$23,025,000"
5,mlb,2012,6,CC Sabathia,NYY,SP,"$23,000,000"
6,mlb,2012,7,Mark Teixeira,NYY,1B,"$22,500,000"
7,mlb,2012,8,Cliff Lee,PHI,SP,"$21,500,000"
8,mlb,2012,9,Miguel Cabrera,DET,3B,"$21,300,000"
9,mlb,2012,10,Vernon Wells,LAA,LF,"$21,000,000"
10,mlb,2012,11,Roy Halladay,PHI,SP,"$20,000,000"
11,mlb,2012,,Ryan Howard,PHI,1B,"$20,000,000"
12,mlb,2012,,Justin Verlander,DET,SP,"$20,000,000"
13,mlb,2012,14,Felix Hernandez,SEA,SP,"$19,750,000"
14,mlb,2012,15,Carl Crawford,BOS,LF,"$19,500,000"
15,mlb,2012,16,Barry Zito,SF,SP,"$19,000,000"
16,mlb,2012,17,Torii Hunter,LAA,RF,"$18,000,000"
17,mlb,2012,,Tim Lincecum,SF,RP,"$18,000,000"
18,mlb,2012,,Alfonso Soriano,CHC,LF,"$18,000,000"
19,mlb,2012,20,Jake Peavy,CHW,RP,"$17,075,000"
20,mlb,2012,21,Matt Cain,SF,RP,"$16,266,666"
21,mlb,2012,22,Jason Bay,NYM,RF,"$16,000,000"
22,mlb,2012,,Derek Jeter,NYY,SS,"$16,000,000"
23,mlb,2012,,Michael Young,TEX,3B,"$16,000,000"
24,mlb,2012,25,Josh Beckett,BOS,SP,"$15,750,000"
25,mlb,2012,26,John Lackey,BOS,SP,"$15,250,000"
26,mlb,2012,27,Adrián Beltré,TEX,3B,"$15,200,000"
27,mlb,2012,28,Matt Holliday,STL,DH,"$15,050,000"
28,mlb,2012,,David Wright,NYM,3B,"$15,050,000"
29,mlb,2012,30,Cole Hamels,PHI,SP,"$15,000,000"
30,mlb,2012,,Mariano Rivera,NYY,RP,"$15,000,000"
31,mlb,2012,,Chase Utley,PHI,2B,"$15,000,000"
32,mlb,2012,,Jered Weaver,LAA,SP,"$15,000,000"
33,mlb,2012,34,David Ortiz,BOS,DH,"$14,575,000"
34,mlb,2012,35,José Bautista,TOR,RF,"$14,000,000"
35,mlb,2012,,Robinson Canó,NYY,2B,"$14,000,000"
36,mlb,2012,,Adam Dunn,CHW,DH,"$14,000,000"
37,mlb,2012,,Justin Morneau,MIN,1B,"$14,000,000"
38,mlb,2012,,Yasiel Puig,LAD,RF,"$14,000,000"
39,mlb,2012,40,Josh Hamilton,TEX,LF,"$13,750,000"
40,mlb,2012,,Josh Johnson,MIA,SP,"$13,750,000"
41,mlb,2012,42,Zack Greinke,MIL,SP,"$13,500,000"
42,mlb,2012,43,Carlos Beltrán,STL,DH,"$13,050,000"
43,mlb,2012,44,Travis Hafner,CLE,DH,"$13,000,000"
44,mlb,2012,,Victor Martinez,DET,DH,"$13,000,000"
45,mlb,2012,,Dan Uggla,ATL,2B,"$13,000,000"
46,mlb,2012,,Jayson Werth,WSH,LF,"$13,000,000"
47,mlb,2012,48,Dan Haren,LAA,SP,"$12,750,000"
48,mlb,2012,49,C.J. Wilson,LAA,SP,"$12,550,000"
49,mlb,2012,50,Brandon Phillips,CIN,2B,"$12,500,000"
50,mlb,2012,51,Ryan Zimmerman,WSH,1B,"$12,175,000"
51,mlb,2012,52,Matt Kemp,LAD,RF,"$12,000,000"
52,mlb,2012,,Paul Konerko,CHW,1B,"$12,000,000"
53,mlb,2012,,Nick Markakis,BAL,RF,"$12,000,000"
