,league,season,rank,player,team,position,salary
0,mlb,2011,1,Álex Rodríguez,NYY,DH,"$32,000,000"
1,mlb,2011,2,Joe Mauer,MIN,1B,"$23,000,000"
2,mlb,2011,,CC Sabathia,NYY,SP,"$23,000,000"
3,mlb,2011,4,Johan Santana,NYM,SP,"$22,500,000"
4,mlb,2011,,Mark Teixeira,NYY,1B,"$22,500,000"
5,mlb,2011,6,Josh Beckett,BOS,SP,"$20,750,000"
6,mlb,2011,7,Miguel Cabrera,DET,1B,"$20,150,000"
7,mlb,2011,8,Roy Halladay,PHI,SP,"$20,050,000"
8,mlb,2011,9,Carl Crawford,BOS,LF,"$20,000,000"
9,mlb,2011,,Ryan Howard,PHI,1B,"$20,000,000"
10,mlb,2011,11,Carlos Lee,HOU,1B,"$19,000,000"
11,mlb,2011,12,Carlos Zambrano,CHC,SP,"$18,875,000"
12,mlb,2011,13,Torii Hunter,LAA,RF,"$18,500,000"
13,mlb,2011,,Barry Zito,SF,SP,"$18,500,000"
14,mlb,2011,15,Alfonso Soriano,CHC,LF,"$18,000,000"
15,mlb,2011,,Vernon Wells,LAA,LF,"$18,000,000"
16,mlb,2011,17,Ichiro Suzuki,SEA,RF,"$17,000,000"
17,mlb,2011,18,A.J. Burnett,NYY,SP,"$16,500,000"
18,mlb,2011,19,Jason Bay,NYM,RF,"$16,000,000"
19,mlb,2011,,Jake Peavy,CHW,RP,"$16,000,000"
20,mlb,2011,,Albert Pujols,STL,1B,"$16,000,000"
21,mlb,2011,,Michael Young,TEX,3B,"$16,000,000"
22,mlb,2011,23,Prince Fielder,MIL,DH,"$15,500,000"
23,mlb,2011,24,John Lackey,BOS,SP,"$15,250,000"
24,mlb,2011,25,Matt Holliday,STL,DH,"$15,050,000"
25,mlb,2011,26,Chris Carpenter,STL,SP,"$15,000,000"
26,mlb,2011,,Derek Jeter,NYY,SS,"$15,000,000"
27,mlb,2011,,Derek Lowe,ATL,SP,"$15,000,000"
28,mlb,2011,,Mariano Rivera,NYY,RP,"$15,000,000"
29,mlb,2011,,Chase Utley,PHI,2B,"$15,000,000"
30,mlb,2011,31,Aramis Ramirez,CHC,3B,"$14,675,000"
31,mlb,2011,32,Ryan Dempster,CHC,SP,"$14,500,000"
32,mlb,2011,33,Adrián Beltré,TEX,3B,"$14,200,000"
33,mlb,2011,34,Mark Buehrle,CHW,SP,"$14,025,000"
34,mlb,2011,35,J.D. Drew,BOS,RF,"$14,000,000"
35,mlb,2011,,Justin Morneau,MIN,1B,"$14,000,000"
36,mlb,2011,,Jayson Werth,WSH,LF,"$14,000,000"
37,mlb,2011,,David Wright,NYM,3B,"$14,000,000"
38,mlb,2011,39,Aaron Rowand,SF,CF,"$13,600,000"
39,mlb,2011,40,Zack Greinke,MIL,SP,"$13,500,000"
40,mlb,2011,41,Milton Bradley,SEA,RF,"$13,333,334"
