,league,season,rank,player,team,position,salary
0,nhl,2016,1,Patrick Kane,CHI,RW,"$10,500,000"
1,nhl,2016,,Jonathan Toews,CHI,C,"$10,500,000"
2,nhl,2016,3,Anze Kopitar,LAK,C,"$10,000,000"
3,nhl,2016,4,Alex Ovechkin,WAS,LW,"$9,538,462"
4,nhl,2016,5,Evgeni Malkin,PIT,C,"$9,500,000"
5,nhl,2016,6,P.K. Subban,NSH,D,"$9,000,000"
6,nhl,2016,7,Sidney Crosby,PIT,C,"$8,700,000"
7,nhl,2016,8,Corey Perry,ANA,RW,"$8,625,000"
8,nhl,2016,9,Henrik Lundqvist,NYR,G,"$8,500,000"
9,nhl,2016,,Steven Stamkos,TBL,C,"$8,500,000"
10,nhl,2016,11,Claude Giroux,PHI,C,"$8,275,000"
11,nhl,2016,12,Jakub Voracek,PHI,RW,"$8,250,063"
12,nhl,2016,13,Ryan Getzlaf,ANA,C,"$8,250,000"
13,nhl,2016,14,Shea Weber,MTL,D,"$7,857,143"
14,nhl,2016,15,Rick Nash,NYR,LW,"$7,800,000"
15,nhl,2016,16,Dustin Byfuglien,WPG,D,"$7,600,000"
16,nhl,2016,17,Zach Parise,MIN,LW,"$7,538,462"
17,nhl,2016,,Ryan Suter,MIN,D,"$7,538,462"
18,nhl,2016,19,Ryan O'Reilly,BUF,C,"$7,500,000"
19,nhl,2016,,Jason Spezza,DAL,C,"$7,500,000"
20,nhl,2016,,Vladimir Tarasenko,STL,RW,"$7,500,000"
21,nhl,2016,22,Sergei Bobrovsky,CBJ,G,"$7,425,000"
22,nhl,2016,23,David Krejci,BOS,C,"$7,250,000"
23,nhl,2016,,Kris Letang,PIT,D,"$7,250,000"
24,nhl,2016,,Bobby Ryan,OTT,RW,"$7,250,000"
25,nhl,2016,26,Drew Doughty,LAK,D,"$7,000,000"
26,nhl,2016,,Dion Phaneuf,OTT,D,"$7,000,000"
27,nhl,2016,,Tuukka Rask,BOS,G,"$7,000,000"
28,nhl,2016,,Pekka Rinne,NSH,G,"$7,000,000"
29,nhl,2016,,Daniel Sedin,VAN,LW,"$7,000,000"
30,nhl,2016,,Henrik Sedin,VAN,C,"$7,000,000"
31,nhl,2016,,Paul Stastny,STL,C,"$7,000,000"
32,nhl,2016,33,Zdeno Chara,BOS,D,"$6,916,667"
33,nhl,2016,34,Patrice Bergeron,BOS,C,"$6,875,000"
34,nhl,2016,,Ryan Kesler,ANA,C,"$6,875,000"
35,nhl,2016,,Brent Seabrook,CHI,D,"$6,875,000"
36,nhl,2016,37,Philip Kessel,PIT,RW,"$6,800,000"
37,nhl,2016,38,Johnny Gaudreau,CGY,LW,"$6,750,000"
38,nhl,2016,,Mark Giordano,CGY,D,"$6,750,000"
39,nhl,2016,,Mikko Koivu,MIN,C,"$6,750,000"
40,nhl,2016,,Joe Thornton,SJS,C,"$6,750,000"
41,nhl,2016,42,Nicklas Backstrom,WAS,C,"$6,700,000"
42,nhl,2016,43,Patrick Marleau,SJS,LW,"$6,666,668"
43,nhl,2016,44,Erik Karlsson,OTT,D,"$6,500,000"
44,nhl,2016,,Alex Pietrangelo,STL,D,"$6,500,000"
45,nhl,2016,,Carey Price,MTL,G,"$6,500,000"
46,nhl,2016,,Derek Stepan,NYR,C,"$6,500,000"
47,nhl,2016,48,Sean Monahan,CGY,C,"$6,375,000"
48,nhl,2016,49,Keith Yandle,FLA,D,"$6,350,000"
49,nhl,2016,50,Nathan MacKinnon,COL,C,"$6,300,000"
50,nhl,2016,51,Mark Scheifele,WPG,C,"$6,125,000"
51,nhl,2016,52,Braden Holtby,WAS,G,"$6,100,000"
52,nhl,2016,53,Henrik Zetterberg,DET,LW,"$6,083,333"
53,nhl,2016,54,David Backes,BOS,C,"$6,000,000"
54,nhl,2016,,Johnny Boychuk,NYI,D,"$6,000,000"
55,nhl,2016,,Logan Couture,SJS,C,"$6,000,000"
56,nhl,2016,,Corey Crawford,CHI,G,"$6,000,000"
57,nhl,2016,,Matt Duchene,COL,C,"$6,000,000"
58,nhl,2016,,Jordan Eberle,EDM,RW,"$6,000,000"
59,nhl,2016,,Loui Eriksson,VAN,RW,"$6,000,000"
60,nhl,2016,,Filip Forsberg,NSH,C,"$6,000,000"
61,nhl,2016,,Mike Green,DET,D,"$6,000,000"
62,nhl,2016,,Taylor Hall,NJD,LW,"$6,000,000"
63,nhl,2016,,Erik Johnson,COL,D,"$6,000,000"
64,nhl,2016,,Milan Lucic,EDM,LW,"$6,000,000"
65,nhl,2016,,Ryan Miller,VAN,G,"$6,000,000"
66,nhl,2016,,Ryan Nugent-Hopkins,EDM,C,"$6,000,000"
67,nhl,2016,,Kyle Okposo,BUF,RW,"$6,000,000"
68,nhl,2016,,Joe Pavelski,SJS,LW,"$6,000,000"
69,nhl,2016,,Tomas Plekanec,MTL,C,"$6,000,000"
70,nhl,2016,,Brandon Saad,CBJ,LW,"$6,000,000"
71,nhl,2016,,Cory Schneider,NJD,G,"$6,000,000"
72,nhl,2016,,Jordan Staal,CAR,C,"$6,000,000"
73,nhl,2016,74,Ben Bishop,LAK,G,"$5,950,000"
74,nhl,2016,75,Aleksander Barkov,FLA,C,"$5,900,000"
75,nhl,2016,,Kari Lehtonen,DAL,G,"$5,900,000"
76,nhl,2016,,Patrick Sharp,DAL,LW,"$5,900,000"
77,nhl,2016,,Semyon Varlamov,COL,G,"$5,900,000"
78,nhl,2016,79,Dustin Brown,LAK,RW,"$5,875,000"
79,nhl,2016,80,Brandon Dubinsky,CBJ,C,"$5,850,000"
80,nhl,2016,81,Ryan Callahan,TBL,RW,"$5,800,000"
81,nhl,2016,,Jonathan Quick,LAK,G,"$5,800,000"
82,nhl,2016,,Alexander Steen,STL,LW,"$5,800,000"
83,nhl,2016,84,Brent Burns,SJS,D,"$5,760,000"
84,nhl,2016,85,Tobias Enstrom,WPG,D,"$5,750,000"
85,nhl,2016,,Marc-Andre Fleury,PIT,G,"$5,750,000"
86,nhl,2016,,Dougie Hamilton,CGY,D,"$5,750,000"
87,nhl,2016,,Andrei Markov,MTL,D,"$5,750,000"
88,nhl,2016,,Matt Niskanen,WAS,D,"$5,750,000"
89,nhl,2016,,Alexander Radulov,MTL,RW,"$5,750,000"
90,nhl,2016,,Tyler Seguin,DAL,C,"$5,750,000"
91,nhl,2016,,Travis Zajac,NJD,C,"$5,750,000"
92,nhl,2016,93,Jeff Skinner,CAR,LW,"$5,725,000"
93,nhl,2016,94,Marc Staal,NYR,D,"$5,700,000"
94,nhl,2016,95,Mike Smith,ARI,G,"$5,666,667"
95,nhl,2016,96,Jason Pominville,MIN,RW,"$5,600,000"
96,nhl,2016,,Blake Wheeler,WPG,RW,"$5,600,000"
97,nhl,2016,98,Gabriel Landeskog,COL,LW,"$5,571,429"
98,nhl,2016,99,Duncan Keith,CHI,D,"$5,538,462"
99,nhl,2016,100,Tyson Barrie,COL,D,"$5,500,000"
100,nhl,2016,,Dave Bolland,ARI,C,"$5,500,000"
101,nhl,2016,,Oliver Ekman-Larsson,ARI,D,"$5,500,000"
102,nhl,2016,,Nick Foligno,CBJ,LW,"$5,500,000"
103,nhl,2016,,Dan Girardi,NYR,D,"$5,500,000"
104,nhl,2016,,Andrew Ladd,NYI,LW,"$5,500,000"
105,nhl,2016,,Nick Leddy,NYI,D,"$5,500,000"
106,nhl,2016,,Tyler Myers,WPG,D,"$5,500,000"
107,nhl,2016,,Brooks Orpik,WAS,D,"$5,500,000"
108,nhl,2016,,Jeff Petry,MTL,D,"$5,500,000"
109,nhl,2016,,Andrej Sekera,EDM,D,"$5,500,000"
110,nhl,2016,,John Tavares,NYI,C,"$5,500,000"
111,nhl,2016,112,Alex Goligoski,ARI,D,"$5,475,000"
112,nhl,2016,113,Jay Bouwmeester,STL,D,"$5,400,000"
113,nhl,2016,,Seth Jones,CBJ,D,"$5,400,000"
114,nhl,2016,,Rasmus Ristolainen,BUF,D,"$5,400,000"
115,nhl,2016,116,Jaden Schwartz,STL,LW,"$5,350,000"
116,nhl,2016,117,Nathan Horton,TOR,RW,"$5,300,000"
117,nhl,2016,118,Jimmy Howard,DET,G,"$5,291,667"
118,nhl,2016,119,Marian Hossa,CHI,RW,"$5,275,000"
119,nhl,2016,120,Jeff Carter,LAK,C,"$5,272,727"
120,nhl,2016,121,Jamie Benn,DAL,LW,"$5,250,000"
121,nhl,2016,,David Clarkson,CBJ,RW,"$5,250,000"
122,nhl,2016,,Evander Kane,BUF,LW,"$5,250,000"
123,nhl,2016,,Torey Krug,BOS,D,"$5,250,000"
124,nhl,2016,,Hampus Lindholm,ANA,D,"$5,250,000"
125,nhl,2016,,Joffrey Lupul,TOR,RW,"$5,250,000"
126,nhl,2016,,Frans Nielsen,DET,C,"$5,250,000"
127,nhl,2016,,Dennis Wideman,CGY,D,"$5,250,000"
128,nhl,2016,129,Mike Hoffman,OTT,LW,"$5,187,500"
129,nhl,2016,,Jared Spurgeon,MIN,D,"$5,187,500"
130,nhl,2016,131,Zach Bogosian,BUF,D,"$5,142,857"
131,nhl,2016,132,Brayden Schenn,PHI,C,"$5,125,000"
132,nhl,2016,133,Frederik Andersen,TOR,G,"$5,000,000"
133,nhl,2016,,Derick Brassard,OTT,C,"$5,000,000"
134,nhl,2016,,Michael Cammalleri,NJD,LW,"$5,000,000"
135,nhl,2016,,Danny DeKeyser,DET,D,"$5,000,000"
136,nhl,2016,,Alexander Edler,VAN,D,"$5,000,000"
137,nhl,2016,,Valtteri Filppula,PHI,C,"$5,000,000"
138,nhl,2016,,Mikhail Grabovski,NYI,C,"$5,000,000"
139,nhl,2016,,Andy Greene,NJD,D,"$5,000,000"
140,nhl,2016,,Andrew MacDonald,PHI,D,"$5,000,000"
141,nhl,2016,,Matt Moulson,BUF,LW,"$5,000,000"
142,nhl,2016,,James Neal,NSH,LW,"$5,000,000"
143,nhl,2016,,Morgan Rielly,TOR,D,"$5,000,000"
144,nhl,2016,145,Chris Pronger,ARI,D,"$4,941,429"
145,nhl,2016,146,Marc Methot,OTT,D,"$4,900,000"
146,nhl,2016,147,Marian Gaborik,LAK,RW,"$4,875,000"
147,nhl,2016,,Sami Vatanen,ANA,D,"$4,875,000"
148,nhl,2016,149,Ryane Clowe,NJD,LW,"$4,850,000"
149,nhl,2016,,Paul Martin,SJS,D,"$4,850,000"
150,nhl,2016,151,Justin Faulk,CAR,D,"$4,833,333"
151,nhl,2016,152,Nikita Kucherov,TBL,RW,"$4,766,666"
152,nhl,2016,153,Scott Hartnell,CBJ,LW,"$4,750,000"
153,nhl,2016,,Niklas Kronwall,DET,D,"$4,750,000"
154,nhl,2016,,Gustav Nyquist,DET,RW,"$4,750,000"
155,nhl,2016,,Carl Soderberg,COL,C,"$4,750,000"
156,nhl,2016,,Vincent Trocheck,FLA,C,"$4,750,000"
157,nhl,2016,158,Jori Lehtera,STL,C,"$4,700,000"
158,nhl,2016,,Bryan Little,WPG,C,"$4,700,000"
159,nhl,2016,,Ryan McDonagh,NYR,D,"$4,700,000"
160,nhl,2016,161,T.J. Brodie,CGY,D,"$4,650,000"
161,nhl,2016,,Clarke MacArthur,OTT,LW,"$4,650,000"
162,nhl,2016,,Kyle Palmieri,NJD,RW,"$4,650,000"
163,nhl,2016,164,Chris Kreider,NYR,LW,"$4,625,000"
164,nhl,2016,165,Tyler Ennis,BUF,C,"$4,600,000"
165,nhl,2016,,Jason Garrison,TBL,D,"$4,600,000"
166,nhl,2016,167,Marcus Johansson,WAS,C,"$4,583,333"
167,nhl,2016,168,Artem Anisimov,CHI,C,"$4,550,000"
168,nhl,2016,169,Roberto Luongo,FLA,G,"$4,533,333"
169,nhl,2016,170,Francois Beauchemin,COL,D,"$4,500,000"
170,nhl,2016,,Troy Brouwer,CGY,RW,"$4,500,000"
171,nhl,2016,,Alexandre Burrows,OTT,RW,"$4,500,000"
172,nhl,2016,,Jason Demers,FLA,D,"$4,500,000"
173,nhl,2016,,Jaroslav Halak,NYI,G,"$4,500,000"
174,nhl,2016,,Nazem Kadri,TOR,C,"$4,500,000"
175,nhl,2016,,Brad Marchand,BOS,LW,"$4,500,000"
176,nhl,2016,,Antti Niemi,DAL,G,"$4,500,000"
177,nhl,2016,,Max Pacioretty,MTL,LW,"$4,500,000"
178,nhl,2016,,Anton Stralman,TBL,D,"$4,500,000"
179,nhl,2016,,Mats Zuccarello-Aasen,NYR,RW,"$4,500,000"
180,nhl,2016,181,Alexander Killorn,TBL,C,"$4,450,000"
181,nhl,2016,,Chris Tanev,VAN,D,"$4,450,000"
182,nhl,2016,183,Mike Fisher,NSH,C,"$4,400,000"
183,nhl,2016,184,Brandon Sutter,VAN,C,"$4,375,000"
184,nhl,2016,185,Jack Johnson,CBJ,D,"$4,357,143"
185,nhl,2016,186,Drew Stafford,BOS,RW,"$4,350,000"
186,nhl,2016,187,Dmitry Kulikov,BUF,D,"$4,333,334"
