,league,season,rank,player,team,position,salary
0,nhl,2017,1,Patrick Kane,CHI,RW,"$10,500,000"
1,nhl,2017,,Jonathan Toews,CHI,C,"$10,500,000"
2,nhl,2017,3,Anze Kopitar,LAK,C,"$10,000,000"
3,nhl,2017,4,Alex Ovechkin,WAS,LW,"$9,538,462"
4,nhl,2017,5,Jamie Benn,DAL,LW,"$9,500,000"
5,nhl,2017,,Evgeni Malkin,PIT,C,"$9,500,000"
6,nhl,2017,7,P.K. Subban,NSH,D,"$9,000,000"
7,nhl,2017,8,Sidney Crosby,PIT,C,"$8,700,000"
8,nhl,2017,9,Corey Perry,ANA,RW,"$8,625,000"
9,nhl,2017,10,Leon Draisaitl,EDM,C,"$8,500,000"
10,nhl,2017,,Henrik Lundqvist,NYR,G,"$8,500,000"
11,nhl,2017,,Steven Stamkos,TBL,C,"$8,500,000"
12,nhl,2017,13,Claude Giroux,PHI,C,"$8,275,000"
13,nhl,2017,14,Jakub Voracek,PHI,RW,"$8,250,063"
14,nhl,2017,15,Ryan Getzlaf,ANA,C,"$8,250,000"
15,nhl,2017,16,Brent Burns,SJS,D,"$8,000,000"
16,nhl,2017,,Ryan Johansen,COL,C,"$8,000,000"
17,nhl,2017,,Joe Thornton,SJS,C,"$8,000,000"
18,nhl,2017,19,Victor Hedman,TBL,D,"$7,875,000"
19,nhl,2017,20,Shea Weber,MTL,D,"$7,857,143"
20,nhl,2017,21,Evgeny Kuznetsov,WAS,C,"$7,800,000"
21,nhl,2017,,Rick Nash,BOS,LW,"$7,800,000"
22,nhl,2017,23,Dustin Byfuglien,WPG,D,"$7,600,000"
23,nhl,2017,24,Zach Parise,MIN,LW,"$7,538,462"
24,nhl,2017,,Ryan Suter,MIN,D,"$7,538,462"
25,nhl,2017,26,Aaron Ekblad,FLA,D,"$7,500,000"
26,nhl,2017,,Ryan O'Reilly,BUF,C,"$7,500,000"
27,nhl,2017,,Jason Spezza,DAL,C,"$7,500,000"
28,nhl,2017,,Vladimir Tarasenko,STL,RW,"$7,500,000"
29,nhl,2017,30,Sergei Bobrovsky,CBJ,G,"$7,425,000"
30,nhl,2017,31,David Krejci,BOS,C,"$7,250,000"
31,nhl,2017,,Kris Letang,PIT,D,"$7,250,000"
32,nhl,2017,,Bobby Ryan,OTT,RW,"$7,250,000"
33,nhl,2017,34,Drew Doughty,LAK,D,"$7,000,000"
34,nhl,2017,,Dion Phaneuf,LAK,D,"$7,000,000"
35,nhl,2017,,Tuukka Rask,BOS,G,"$7,000,000"
36,nhl,2017,,Pekka Rinne,NSH,G,"$7,000,000"
37,nhl,2017,,Daniel Sedin,VAN,LW,"$7,000,000"
38,nhl,2017,,Henrik Sedin,VAN,C,"$7,000,000"
39,nhl,2017,,Paul Stastny,WPG,C,"$7,000,000"
40,nhl,2017,41,Patrice Bergeron,BOS,C,"$6,875,000"
41,nhl,2017,,Ryan Kesler,ANA,C,"$6,875,000"
42,nhl,2017,,Brent Seabrook,CHI,D,"$6,875,000"
43,nhl,2017,44,Philip Kessel,PIT,RW,"$6,800,000"
44,nhl,2017,45,Johnny Gaudreau,CGY,LW,"$6,750,000"
45,nhl,2017,,Mark Giordano,CGY,D,"$6,750,000"
46,nhl,2017,,Mikko Koivu,MIN,C,"$6,750,000"
47,nhl,2017,48,Nicklas Backstrom,WAS,C,"$6,700,000"
48,nhl,2017,49,David Pastrnak,BOS,RW,"$6,666,666"
49,nhl,2017,50,Kevin Shattenkirk,NYR,D,"$6,650,000"
50,nhl,2017,51,Erik Karlsson,OTT,D,"$6,500,000"
51,nhl,2017,,Alex Pietrangelo,STL,D,"$6,500,000"
52,nhl,2017,,Carey Price,MTL,G,"$6,500,000"
53,nhl,2017,,Derek Stepan,ARI,C,"$6,500,000"
54,nhl,2017,55,Sean Monahan,CGY,C,"$6,375,000"
55,nhl,2017,56,Keith Yandle,FLA,D,"$6,350,000"
56,nhl,2017,57,Nathan MacKinnon,COL,C,"$6,300,000"
57,nhl,2017,58,Patrick Marleau,TOR,LW,"$6,250,000"
58,nhl,2017,,Alexander Radulov,DAL,RW,"$6,250,000"
59,nhl,2017,60,Brad Marchand,BOS,LW,"$6,125,000"
60,nhl,2017,,Mark Scheifele,WPG,C,"$6,125,000"
61,nhl,2017,62,Braden Holtby,WAS,G,"$6,100,000"
62,nhl,2017,63,Henrik Zetterberg,DET,LW,"$6,083,333"
63,nhl,2017,64,David Backes,BOS,C,"$6,000,000"
64,nhl,2017,,Johnny Boychuk,NYI,D,"$6,000,000"
65,nhl,2017,,Logan Couture,SJS,C,"$6,000,000"
66,nhl,2017,,Corey Crawford,CHI,G,"$6,000,000"
67,nhl,2017,,Matt Duchene,OTT,C,"$6,000,000"
68,nhl,2017,,Jordan Eberle,NYI,RW,"$6,000,000"
69,nhl,2017,,Loui Eriksson,VAN,RW,"$6,000,000"
70,nhl,2017,,Filip Forsberg,NSH,C,"$6,000,000"
71,nhl,2017,,Mike Green,DET,D,"$6,000,000"
72,nhl,2017,,Taylor Hall,NJD,LW,"$6,000,000"
73,nhl,2017,,Erik Johnson,COL,D,"$6,000,000"
74,nhl,2017,,Milan Lucic,EDM,LW,"$6,000,000"
75,nhl,2017,,Ryan Nugent-Hopkins,EDM,C,"$6,000,000"
76,nhl,2017,,Kyle Okposo,BUF,RW,"$6,000,000"
77,nhl,2017,,Artemi Panarin,CBJ,LW,"$6,000,000"
78,nhl,2017,,Joe Pavelski,SJS,LW,"$6,000,000"
79,nhl,2017,,Tomas Plekanec,TOR,C,"$6,000,000"
80,nhl,2017,,Brandon Saad,CHI,LW,"$6,000,000"
81,nhl,2017,,Cory Schneider,NJD,G,"$6,000,000"
82,nhl,2017,,Jordan Staal,CAR,C,"$6,000,000"
83,nhl,2017,84,Aleksander Barkov,FLA,C,"$5,900,000"
84,nhl,2017,,Jonathan Huberdeau,FLA,LW,"$5,900,000"
85,nhl,2017,,Kari Lehtonen,DAL,G,"$5,900,000"
86,nhl,2017,,Semyon Varlamov,COL,G,"$5,900,000"
87,nhl,2017,88,Dustin Brown,LAK,RW,"$5,875,000"
88,nhl,2017,89,Brandon Dubinsky,CBJ,C,"$5,850,000"
89,nhl,2017,90,Ryan Callahan,TBL,RW,"$5,800,000"
90,nhl,2017,,Jonathan Quick,LAK,G,"$5,800,000"
91,nhl,2017,92,Tobias Enstrom,WPG,D,"$5,750,000"
92,nhl,2017,,Marc-Andre Fleury,VGK,G,"$5,750,000"
93,nhl,2017,,Mikael Granlund,MIN,C,"$5,750,000"
94,nhl,2017,,Dougie Hamilton,CGY,D,"$5,750,000"
95,nhl,2017,,Matt Niskanen,WAS,D,"$5,750,000"
96,nhl,2017,,T.J. Oshie,WAS,RW,"$5,750,000"
97,nhl,2017,,Tyler Seguin,DAL,C,"$5,750,000"
98,nhl,2017,,Alexander Steen,STL,LW,"$5,750,000"
99,nhl,2017,,Travis Zajac,NJD,C,"$5,750,000"
100,nhl,2017,101,Jeff Skinner,CAR,LW,"$5,725,000"
101,nhl,2017,102,Marc Staal,NYR,D,"$5,700,000"
102,nhl,2017,103,Mike Smith,CGY,G,"$5,666,667"
103,nhl,2017,104,Jason Pominville,BUF,RW,"$5,600,000"
104,nhl,2017,,Blake Wheeler,WPG,RW,"$5,600,000"
105,nhl,2017,106,Gabriel Landeskog,COL,LW,"$5,571,429"
106,nhl,2017,107,Duncan Keith,CHI,D,"$5,538,462"
107,nhl,2017,108,Tyson Barrie,COL,D,"$5,500,000"
108,nhl,2017,,Dave Bolland,ARI,C,"$5,500,000"
109,nhl,2017,,Jonathan Drouin,MTL,LW,"$5,500,000"
110,nhl,2017,,Oliver Ekman-Larsson,ARI,D,"$5,500,000"
111,nhl,2017,,Nick Foligno,CBJ,LW,"$5,500,000"
112,nhl,2017,,Bo Horvat,VAN,C,"$5,500,000"
113,nhl,2017,,Andrew Ladd,NYI,LW,"$5,500,000"
114,nhl,2017,,Nick Leddy,NYI,D,"$5,500,000"
115,nhl,2017,,Tyler Myers,WPG,D,"$5,500,000"
116,nhl,2017,,Brooks Orpik,WAS,D,"$5,500,000"
117,nhl,2017,,Colton Parayko,STL,D,"$5,500,000"
118,nhl,2017,,Jeff Petry,MTL,D,"$5,500,000"
119,nhl,2017,,Justin Schultz,PIT,D,"$5,500,000"
120,nhl,2017,,Andrej Sekera,EDM,D,"$5,500,000"
121,nhl,2017,,John Tavares,NYI,C,"$5,500,000"
122,nhl,2017,123,Alex Goligoski,ARI,D,"$5,475,000"
123,nhl,2017,124,Jay Bouwmeester,STL,D,"$5,400,000"
124,nhl,2017,,Seth Jones,CBJ,D,"$5,400,000"
125,nhl,2017,,Rasmus Ristolainen,BUF,D,"$5,400,000"
126,nhl,2017,127,Jaden Schwartz,STL,LW,"$5,350,000"
127,nhl,2017,,Mika Zibanejad,NYR,C,"$5,350,000"
128,nhl,2017,129,Nathan Horton,TOR,RW,"$5,300,000"
129,nhl,2017,,Ondrej Palat,TBL,LW,"$5,300,000"
130,nhl,2017,,Tomas Tatar,VGK,LW,"$5,300,000"
131,nhl,2017,132,Jimmy Howard,DET,G,"$5,291,667"
132,nhl,2017,133,Marian Hossa,CHI,RW,"$5,275,000"
133,nhl,2017,134,Jeff Carter,LAK,C,"$5,272,727"
134,nhl,2017,135,David Clarkson,VGK,RW,"$5,250,000"
135,nhl,2017,,Evander Kane,SJS,LW,"$5,250,000"
136,nhl,2017,,Torey Krug,BOS,D,"$5,250,000"
137,nhl,2017,,Joffrey Lupul,TOR,RW,"$5,250,000"
138,nhl,2017,,Nino Niederreiter,MIN,RW,"$5,250,000"
139,nhl,2017,,Frans Nielsen,DET,C,"$5,250,000"
140,nhl,2017,141,Hampus Lindholm,ANA,D,"$5,205,556"
141,nhl,2017,142,Mike Hoffman,OTT,LW,"$5,187,500"
142,nhl,2017,,Jared Spurgeon,MIN,D,"$5,187,500"
143,nhl,2017,144,Zach Bogosian,BUF,D,"$5,142,857"
144,nhl,2017,145,Brayden Schenn,STL,C,"$5,125,000"
145,nhl,2017,146,Dmitry Orlov,WAS,D,"$5,100,000"
146,nhl,2017,147,Frederik Andersen,TOR,G,"$5,000,000"
147,nhl,2017,,Derick Brassard,PIT,C,"$5,000,000"
148,nhl,2017,,Danny DeKeyser,DET,D,"$5,000,000"
149,nhl,2017,,Alexander Edler,VAN,D,"$5,000,000"
150,nhl,2017,,Valtteri Filppula,PHI,C,"$5,000,000"
151,nhl,2017,,Mikhail Grabovski,VGK,C,"$5,000,000"
152,nhl,2017,,Andy Greene,NJD,D,"$5,000,000"
153,nhl,2017,,Tyler Johnson,TBL,C,"$5,000,000"
154,nhl,2017,,Andrew MacDonald,PHI,D,"$5,000,000"
155,nhl,2017,,James Neal,VGK,LW,"$5,000,000"
156,nhl,2017,,Morgan Rielly,TOR,D,"$5,000,000"
157,nhl,2017,,Reilly Smith,VGK,RW,"$5,000,000"
158,nhl,2017,159,Ben Bishop,DAL,G,"$4,916,667"
159,nhl,2017,160,Alex Galchenyuk,MTL,C,"$4,900,000"
160,nhl,2017,,Marc Methot,DAL,D,"$4,900,000"
161,nhl,2017,,Alexander Wennberg,CBJ,C,"$4,900,000"
162,nhl,2017,163,Marian Gaborik,OTT,RW,"$4,875,000"
163,nhl,2017,,Sami Vatanen,NJD,D,"$4,875,000"
164,nhl,2017,165,Ryane Clowe,NJD,LW,"$4,850,000"
165,nhl,2017,,Paul Martin,SJS,D,"$4,850,000"
166,nhl,2017,167,Justin Faulk,CAR,D,"$4,833,333"
167,nhl,2017,168,Nikita Kucherov,TBL,RW,"$4,766,666"
168,nhl,2017,169,Martin Hanzal,DAL,C,"$4,750,000"
169,nhl,2017,,Niklas Kronwall,DET,D,"$4,750,000"
170,nhl,2017,,Gustav Nyquist,DET,RW,"$4,750,000"
171,nhl,2017,,Carl Soderberg,COL,C,"$4,750,000"
172,nhl,2017,,Vincent Trocheck,FLA,C,"$4,750,000"
173,nhl,2017,174,Jori Lehtera,PHI,C,"$4,700,000"
174,nhl,2017,,Bryan Little,WPG,C,"$4,700,000"
175,nhl,2017,,Ryan McDonagh,TBL,D,"$4,700,000"
176,nhl,2017,177,T.J. Brodie,CGY,D,"$4,650,000"
177,nhl,2017,,Clarke MacArthur,OTT,LW,"$4,650,000"
178,nhl,2017,,Kyle Palmieri,NJD,RW,"$4,650,000"
179,nhl,2017,180,Karl Alzner,MTL,D,"$4,625,000"
180,nhl,2017,,Chris Kreider,NYR,LW,"$4,625,000"
181,nhl,2017,182,Tyler Ennis,MIN,C,"$4,600,000"
182,nhl,2017,,Tyler Toffoli,LAK,RW,"$4,600,000"
183,nhl,2017,184,Marcus Johansson,NJD,C,"$4,583,333"
184,nhl,2017,185,Artem Anisimov,CHI,C,"$4,550,000"
185,nhl,2017,186,Roberto Luongo,FLA,G,"$4,533,333"
