,league,season,rank,player,team,position,salary
0,nhl,2014,1,Alex Ovechkin,WAS,LW,"$9,538,462"
1,nhl,2014,2,Evgeni Malkin,PIT,C,"$9,500,000"
2,nhl,2014,3,P.K. Subban,MTL,D,"$9,000,000"
3,nhl,2014,4,Sidney Crosby,PIT,C,"$8,700,000"
4,nhl,2014,5,Corey Perry,ANA,RW,"$8,625,000"
5,nhl,2014,6,Henrik Lundqvist,NYR,G,"$8,500,000"
6,nhl,2014,7,Claude Giroux,PHI,C,"$8,275,000"
7,nhl,2014,8,Ryan Getzlaf,ANA,C,"$8,250,000"
8,nhl,2014,,Eric Staal,CAR,C,"$8,250,000"
9,nhl,2014,10,Philip Kessel,TOR,RW,"$8,000,000"
10,nhl,2014,11,Shea Weber,NSH,D,"$7,857,143"
11,nhl,2014,12,Rick Nash,NYR,LW,"$7,800,000"
12,nhl,2014,13,Zach Parise,MIN,LW,"$7,538,462"
13,nhl,2014,,Ryan Suter,MIN,D,"$7,538,462"
14,nhl,2014,15,Pavel Datsyuk,DET,C,"$7,500,000"
15,nhl,2014,,Steven Stamkos,TBL,C,"$7,500,000"
16,nhl,2014,17,Kris Letang,PIT,D,"$7,250,000"
17,nhl,2014,18,Brian Campbell,FLA,D,"$7,142,875"
18,nhl,2014,19,Drew Doughty,LAK,D,"$7,000,000"
19,nhl,2014,,Dion Phaneuf,TOR,D,"$7,000,000"
20,nhl,2014,,Tuukka Rask,BOS,G,"$7,000,000"
21,nhl,2014,,Pekka Rinne,NSH,G,"$7,000,000"
22,nhl,2014,,Daniel Sedin,VAN,LW,"$7,000,000"
23,nhl,2014,,Henrik Sedin,VAN,C,"$7,000,000"
24,nhl,2014,,Alexander Semin,CAR,RW,"$7,000,000"
25,nhl,2014,,Jason Spezza,DAL,C,"$7,000,000"
26,nhl,2014,,Paul Stastny,STL,C,"$7,000,000"
27,nhl,2014,28,Zdeno Chara,BOS,D,"$6,916,667"
28,nhl,2014,29,Patrice Bergeron,BOS,C,"$6,875,000"
29,nhl,2014,30,Anze Kopitar,LAK,C,"$6,800,000"
30,nhl,2014,31,Mikko Koivu,MIN,C,"$6,750,000"
31,nhl,2014,,Joe Thornton,SJS,C,"$6,750,000"
32,nhl,2014,33,Nicklas Backstrom,WAS,C,"$6,700,000"
33,nhl,2014,34,Patrick Marleau,SJS,LW,"$6,666,666"
34,nhl,2014,35,Erik Karlsson,OTT,D,"$6,500,000"
35,nhl,2014,,Alex Pietrangelo,STL,D,"$6,500,000"
36,nhl,2014,,Carey Price,MTL,G,"$6,500,000"
37,nhl,2014,,Thomas Vanek,MIN,LW,"$6,500,000"
38,nhl,2014,39,Patrick Kane,CHI,RW,"$6,300,000"
39,nhl,2014,,Jonathan Toews,CHI,C,"$6,300,000"
40,nhl,2014,,Cam Ward,CAR,G,"$6,300,000"
41,nhl,2014,42,Mike Green,WAS,D,"$6,083,333"
42,nhl,2014,,Henrik Zetterberg,DET,LW,"$6,083,333"
43,nhl,2014,44,Logan Couture,SJS,C,"$6,000,000"
44,nhl,2014,,Corey Crawford,CHI,G,"$6,000,000"
45,nhl,2014,,Matt Duchene,COL,C,"$6,000,000"
46,nhl,2014,,Jordan Eberle,EDM,RW,"$6,000,000"
47,nhl,2014,,Taylor Hall,EDM,LW,"$6,000,000"
48,nhl,2014,,Milan Lucic,BOS,LW,"$6,000,000"
49,nhl,2014,,Ryan Miller,VAN,G,"$6,000,000"
50,nhl,2014,,Ryan Nugent-Hopkins,EDM,C,"$6,000,000"
51,nhl,2014,,Ryan O'Reilly,COL,C,"$6,000,000"
52,nhl,2014,,Joe Pavelski,SJS,LW,"$6,000,000"
53,nhl,2014,,Jordan Staal,CAR,C,"$6,000,000"
54,nhl,2014,55,Kari Lehtonen,DAL,G,"$5,900,000"
55,nhl,2014,,Patrick Sharp,CHI,LW,"$5,900,000"
56,nhl,2014,,Semyon Varlamov,COL,G,"$5,900,000"
57,nhl,2014,58,Dustin Brown,LAK,RW,"$5,875,000"
58,nhl,2014,59,Ryan Callahan,TBL,RW,"$5,800,000"
59,nhl,2014,,Jonathan Quick,LAK,G,"$5,800,000"
