,league,season,rank,player,team,position,salary
0,nhl,2018,1,Connor McDavid,EDM,C,"$12,500,000"
1,nhl,2018,2,John Tavares,TOR,C,"$11,000,000"
2,nhl,2018,3,Patrick Kane,CHI,RW,"$10,500,000"
3,nhl,2018,,Carey Price,MTL,G,"$10,500,000"
4,nhl,2018,,Jonathan Toews,CHI,C,"$10,500,000"
5,nhl,2018,6,William Nylander,TOR,C,"$10,200,000"
6,nhl,2018,7,Jack Eichel,BUF,C,"$10,000,000"
7,nhl,2018,,Anze Kopitar,LAK,C,"$10,000,000"
8,nhl,2018,9,Alex Ovechkin,WAS,LW,"$9,538,462"
9,nhl,2018,10,Jamie Benn,DAL,LW,"$9,500,000"
10,nhl,2018,,Evgeni Malkin,PIT,C,"$9,500,000"
11,nhl,2018,12,P.K. Subban,NSH,D,"$9,000,000"
12,nhl,2018,13,Sidney Crosby,PIT,C,"$8,700,000"
13,nhl,2018,14,Corey Perry,ANA,RW,"$8,625,000"
14,nhl,2018,15,Leon Draisaitl,EDM,C,"$8,500,000"
15,nhl,2018,,Henrik Lundqvist,NYR,G,"$8,500,000"
16,nhl,2018,,Steven Stamkos,TBL,C,"$8,500,000"
17,nhl,2018,18,Claude Giroux,PHI,C,"$8,275,000"
18,nhl,2018,19,Jakub Voracek,PHI,RW,"$8,250,063"
19,nhl,2018,20,Ryan Getzlaf,ANA,C,"$8,250,000"
20,nhl,2018,21,Brent Burns,SJS,D,"$8,000,000"
21,nhl,2018,,John Carlson,WAS,D,"$8,000,000"
22,nhl,2018,,Ryan Johansen,COL,C,"$8,000,000"
23,nhl,2018,24,Victor Hedman,TBL,D,"$7,875,000"
24,nhl,2018,25,Shea Weber,MTL,D,"$7,857,143"
25,nhl,2018,26,Evgeny Kuznetsov,WAS,C,"$7,800,000"
26,nhl,2018,27,Dustin Byfuglien,WPG,D,"$7,600,000"
27,nhl,2018,28,Zach Parise,MIN,LW,"$7,538,462"
28,nhl,2018,,Ryan Suter,MIN,D,"$7,538,462"
29,nhl,2018,30,Aaron Ekblad,FLA,D,"$7,500,000"
30,nhl,2018,,Ryan O'Reilly,STL,C,"$7,500,000"
31,nhl,2018,,Jason Spezza,DAL,C,"$7,500,000"
32,nhl,2018,,Vladimir Tarasenko,STL,RW,"$7,500,000"
33,nhl,2018,34,Sergei Bobrovsky,CBJ,G,"$7,425,000"
34,nhl,2018,35,Mark Stone,VGK,RW,"$7,350,000"
35,nhl,2018,36,David Krejci,BOS,C,"$7,250,000"
36,nhl,2018,,Kris Letang,PIT,D,"$7,250,000"
37,nhl,2018,,Bobby Ryan,OTT,RW,"$7,250,000"
38,nhl,2018,39,Drew Doughty,LAK,D,"$7,000,000"
39,nhl,2018,,Evander Kane,SJS,LW,"$7,000,000"
40,nhl,2018,,Dion Phaneuf,LAK,D,"$7,000,000"
41,nhl,2018,,Tuukka Rask,BOS,G,"$7,000,000"
42,nhl,2018,,Pekka Rinne,NSH,G,"$7,000,000"
43,nhl,2018,,James Van Riemsdyk,PHI,LW,"$7,000,000"
44,nhl,2018,,Marc-Edouard Vlasic,SJS,D,"$7,000,000"
45,nhl,2018,46,Patrice Bergeron,BOS,C,"$6,875,000"
46,nhl,2018,,Ryan Kesler,ANA,C,"$6,875,000"
47,nhl,2018,,Brent Seabrook,CHI,D,"$6,875,000"
48,nhl,2018,49,Philip Kessel,PIT,RW,"$6,800,000"
49,nhl,2018,50,Johnny Gaudreau,CGY,LW,"$6,750,000"
50,nhl,2018,,Mark Giordano,CGY,D,"$6,750,000"
51,nhl,2018,52,Nicklas Backstrom,WAS,C,"$6,700,000"
52,nhl,2018,53,David Pastrnak,BOS,RW,"$6,666,666"
53,nhl,2018,54,Kevin Shattenkirk,NYR,D,"$6,650,000"
54,nhl,2018,55,Cam Fowler,ANA,D,"$6,500,000"
55,nhl,2018,,Erik Karlsson,SJS,D,"$6,500,000"
56,nhl,2018,,Alex Pietrangelo,STL,D,"$6,500,000"
57,nhl,2018,,Paul Stastny,VGK,C,"$6,500,000"
58,nhl,2018,,Derek Stepan,ARI,C,"$6,500,000"
59,nhl,2018,60,Sean Monahan,CGY,C,"$6,375,000"
60,nhl,2018,61,Keith Yandle,FLA,D,"$6,350,000"
61,nhl,2018,62,Nathan MacKinnon,COL,C,"$6,300,000"
62,nhl,2018,63,Ilya Kovalchuk,LAK,LW,"$6,250,000"
63,nhl,2018,,Patrick Marleau,TOR,LW,"$6,250,000"
64,nhl,2018,,Alexander Radulov,DAL,RW,"$6,250,000"
65,nhl,2018,66,Connor Hellebuyck,WPG,G,"$6,166,666"
66,nhl,2018,67,Brad Marchand,BOS,LW,"$6,125,000"
67,nhl,2018,,Mark Scheifele,WPG,C,"$6,125,000"
68,nhl,2018,69,Braden Holtby,WAS,G,"$6,100,000"
69,nhl,2018,,Dylan Larkin,DET,C,"$6,100,000"
70,nhl,2018,71,Henrik Zetterberg,DET,LW,"$6,083,333"
71,nhl,2018,72,David Backes,BOS,C,"$6,000,000"
72,nhl,2018,,Johnny Boychuk,NYI,D,"$6,000,000"
73,nhl,2018,,Logan Couture,SJS,C,"$6,000,000"
74,nhl,2018,,Corey Crawford,CHI,G,"$6,000,000"
75,nhl,2018,,Matt Duchene,CBJ,C,"$6,000,000"
76,nhl,2018,,Mathew Dumba,MIN,D,"$6,000,000"
77,nhl,2018,,Jordan Eberle,NYI,RW,"$6,000,000"
78,nhl,2018,,Nikolaj Ehlers,WPG,LW,"$6,000,000"
79,nhl,2018,,Loui Eriksson,VAN,RW,"$6,000,000"
80,nhl,2018,,Filip Forsberg,NSH,C,"$6,000,000"
81,nhl,2018,,Taylor Hall,NJD,LW,"$6,000,000"
82,nhl,2018,,Erik Johnson,COL,D,"$6,000,000"
83,nhl,2018,,Milan Lucic,EDM,LW,"$6,000,000"
84,nhl,2018,,Ryan Nugent-Hopkins,EDM,C,"$6,000,000"
85,nhl,2018,,Kyle Okposo,BUF,RW,"$6,000,000"
86,nhl,2018,,Artemi Panarin,CBJ,LW,"$6,000,000"
87,nhl,2018,,Joe Pavelski,SJS,LW,"$6,000,000"
88,nhl,2018,,Brandon Saad,CHI,LW,"$6,000,000"
89,nhl,2018,,Cory Schneider,NJD,G,"$6,000,000"
90,nhl,2018,,Jordan Staal,CAR,C,"$6,000,000"
91,nhl,2018,,Kyle Turris,NSH,C,"$6,000,000"
92,nhl,2018,93,Aleksander Barkov,FLA,C,"$5,900,000"
93,nhl,2018,,Jonathan Huberdeau,FLA,LW,"$5,900,000"
94,nhl,2018,,Semyon Varlamov,COL,G,"$5,900,000"
95,nhl,2018,96,Cameron Atkinson,CBJ,RW,"$5,875,000"
96,nhl,2018,,Dustin Brown,LAK,RW,"$5,875,000"
97,nhl,2018,98,Brandon Dubinsky,CBJ,C,"$5,850,000"
98,nhl,2018,99,Ryan Callahan,TBL,RW,"$5,800,000"
99,nhl,2018,,Jonathan Quick,LAK,G,"$5,800,000"
100,nhl,2018,101,Marc-Andre Fleury,VGK,G,"$5,750,000"
101,nhl,2018,,Mikael Granlund,NSH,C,"$5,750,000"
102,nhl,2018,,Dougie Hamilton,CAR,D,"$5,750,000"
103,nhl,2018,,Martin Jones,SJS,G,"$5,750,000"
104,nhl,2018,,James Neal,CGY,LW,"$5,750,000"
105,nhl,2018,,Matt Niskanen,WAS,D,"$5,750,000"
106,nhl,2018,,T.J. Oshie,WAS,RW,"$5,750,000"
107,nhl,2018,,Tyler Seguin,DAL,C,"$5,750,000"
108,nhl,2018,,Alexander Steen,STL,LW,"$5,750,000"
109,nhl,2018,,Travis Zajac,NJD,C,"$5,750,000"
110,nhl,2018,111,Jeff Skinner,BUF,LW,"$5,725,000"
111,nhl,2018,112,Marc Staal,NYR,D,"$5,700,000"
112,nhl,2018,113,Mike Smith,CGY,G,"$5,666,667"
113,nhl,2018,114,Tomas Hertl,SJS,C,"$5,625,000"
114,nhl,2018,115,Jason Pominville,BUF,RW,"$5,600,000"
115,nhl,2018,,Blake Wheeler,WPG,RW,"$5,600,000"
116,nhl,2018,117,Gabriel Landeskog,COL,LW,"$5,571,429"
117,nhl,2018,118,Duncan Keith,CHI,D,"$5,538,462"
118,nhl,2018,119,Tyson Barrie,COL,D,"$5,500,000"
119,nhl,2018,,Dave Bolland,ARI,C,"$5,500,000"
120,nhl,2018,,Jonathan Drouin,MTL,LW,"$5,500,000"
121,nhl,2018,,Oliver Ekman-Larsson,ARI,D,"$5,500,000"
122,nhl,2018,,Nick Foligno,CBJ,LW,"$5,500,000"
123,nhl,2018,,Bo Horvat,VAN,C,"$5,500,000"
124,nhl,2018,,Mikko Koivu,MIN,C,"$5,500,000"
125,nhl,2018,,Andrew Ladd,NYI,LW,"$5,500,000"
126,nhl,2018,,Nick Leddy,NYI,D,"$5,500,000"
127,nhl,2018,,Tyler Myers,WPG,D,"$5,500,000"
128,nhl,2018,,Colton Parayko,STL,D,"$5,500,000"
129,nhl,2018,,Jeff Petry,MTL,D,"$5,500,000"
130,nhl,2018,,Justin Schultz,PIT,D,"$5,500,000"
131,nhl,2018,,Andrej Sekera,EDM,D,"$5,500,000"
132,nhl,2018,,Jacob Trouba,WPG,D,"$5,500,000"
