,league,season,rank,player,team,position,salary
0,nhl,2023,1,Nathan MacKinnon,COL,C,"$12,600,000"
1,nhl,2023,2,Connor McDavid,EDM,C,"$12,500,000"
2,nhl,2023,3,Artemi Panarin,NYR,LW,"$11,642,857"
3,nhl,2023,4,Auston Matthews,TOR,C,"$11,640,250"
4,nhl,2023,5,Erik Karlsson,PIT,D,"$11,500,000"
5,nhl,2023,6,David Pastrnak,BOS,RW,"$11,250,000"
6,nhl,2023,7,Drew Doughty,LAK,D,"$11,000,000"
7,nhl,2023,,John Tavares,TOR,C,"$11,000,000"
8,nhl,2023,9,Mitchell Marner,TOR,RW,"$10,903,000"
9,nhl,2023,10,Jonathan Huberdeau,CGY,LW,"$10,500,000"
10,nhl,2023,,Carey Price,MTL,G,"$10,500,000"
11,nhl,2023,12,Aleksander Barkov,FLA,C,"$10,000,000"
12,nhl,2023,,Sergei Bobrovsky,FLA,G,"$10,000,000"
13,nhl,2023,,Jack Eichel,VGK,C,"$10,000,000"
14,nhl,2023,,Anze Kopitar,LAK,C,"$10,000,000"
15,nhl,2023,16,Tyler Seguin,DAL,C,"$9,850,000"
16,nhl,2023,17,Johnny Gaudreau,CBJ,LW,"$9,750,000"
17,nhl,2023,18,Zachary Werenski,CBJ,D,"$9,583,333"
18,nhl,2023,19,Jamie Benn,DAL,LW,"$9,500,000"
19,nhl,2023,,Adam Fox,NYR,D,"$9,500,000"
20,nhl,2023,,Seth Jones,CHI,D,"$9,500,000"
21,nhl,2023,,Nikita Kucherov,TBL,RW,"$9,500,000"
22,nhl,2023,,Charlie McAvoy,BOS,D,"$9,500,000"
23,nhl,2023,,Alex Ovechkin,WAS,LW,"$9,500,000"
24,nhl,2023,,Brayden Point,TBL,C,"$9,500,000"
25,nhl,2023,,Mark Stone,VGK,RW,"$9,500,000"
26,nhl,2023,,Matthew Tkachuk,FLA,LW,"$9,500,000"
27,nhl,2023,,Andrei Vasilevskiy,TBL,G,"$9,500,000"
28,nhl,2023,29,Darnell Nurse,EDM,D,"$9,250,000"
29,nhl,2023,,Mikko Rantanen,COL,RW,"$9,250,000"
30,nhl,2023,31,Nicklas Backstrom,WAS,C,"$9,200,000"
31,nhl,2023,32,Mathew Barzal,NYI,C,"$9,150,000"
32,nhl,2023,33,Roman Josi,NSH,D,"$9,059,000"
33,nhl,2023,34,Dougie Hamilton,NJD,D,"$9,000,000"
34,nhl,2023,,Kirill Kaprizov,MIN,LW,"$9,000,000"
35,nhl,2023,,Cale Makar,COL,D,"$9,000,000"
36,nhl,2023,,Jeff Skinner,BUF,LW,"$9,000,000"
37,nhl,2023,38,Timo Meier,NJD,LW,"$8,800,000"
38,nhl,2023,,Alex Pietrangelo,VGK,D,"$8,800,000"
39,nhl,2023,40,Sidney Crosby,PIT,C,"$8,700,000"
40,nhl,2023,,Patrik Laine,CBJ,RW,"$8,700,000"
41,nhl,2023,,Dylan Larkin,DET,C,"$8,700,000"
42,nhl,2023,43,Leon Draisaitl,EDM,C,"$8,500,000"
43,nhl,2023,,Pierre-Luc Dubois,LAK,LW,"$8,500,000"
44,nhl,2023,,Filip Forsberg,NSH,C,"$8,500,000"
45,nhl,2023,,Bo Horvat,NYI,C,"$8,500,000"
46,nhl,2023,,Mikhail Sergachev,TBL,D,"$8,500,000"
47,nhl,2023,,Steven Stamkos,TBL,C,"$8,500,000"
48,nhl,2023,,Mika Zibanejad,NYR,C,"$8,500,000"
