,league,season,rank,player,team,position,salary
0,epl,2017,1,Paul Pogba,MUN,M,"£15,080,000"
1,epl,2017,2,Eden Hazard,CHE,M,"£11,700,000"
2,epl,2017,3,Sergio Aguero,MCI,F,"£11,440,000"
3,epl,2017,,Yaya Toure,MCI,M,"£11,440,000"
4,epl,2017,5,David De Gea,MUN,GK,"£10,400,000"
5,epl,2017,6,Alexandre Lacazette,ARS,F,"£9,467,273"
6,epl,2017,7,Jermain Defoe,BOU,F,"£9,380,000"
7,epl,2017,8,Romelu Lukaku,MUN,F,"£9,360,000"
8,epl,2017,9,Kevin De Bruyne,MCI,M,"£9,100,000"
9,epl,2017,,Mesut Ozil,ARS,M,"£9,100,000"
10,epl,2017,,Alexis Sanchez,MUN,F,"£9,100,000"
11,epl,2017,12,Alvaro Morata,CHE,F,"£8,840,000"
12,epl,2017,13,Juan Mata,MUN,M,"£8,320,000"
13,epl,2017,,Wayne Rooney,EVE,F,"£8,320,000"
14,epl,2017,,David Silva,MCI,M,"£8,320,000"
15,epl,2017,16,Cesc Fàbregas,CHE,M,"£8,112,000"
16,epl,2017,17,Vincent Kompany,MCI,D,"£7,800,000"
17,epl,2017,,Raheem Sterling,MCI,F,"£7,800,000"
18,epl,2017,19,Ilkay Gundogan,MCI,M,"£7,280,000"
19,epl,2017,,Javier Chicharito Hernandez,WHU,F,"£7,280,000"
20,epl,2017,,James Milner,LIV,M,"£7,280,000"
21,epl,2017,,Alexis Sanchez,ARS,F,"£7,280,000"
22,epl,2017,23,Willian da Silva,CHE,M,"£7,200,000"
23,epl,2017,24,Daniel Sturridge,LIV,F,"£6,760,000"
24,epl,2017,25,Danny Welbeck,ARS,F,"£6,500,000"
25,epl,2017,26,Christian Benteke,CRY,F,"£6,240,000"
26,epl,2017,,Thibaut Courtois,CHE,GK,"£6,240,000"
27,epl,2017,,Danny Drinkwater,CHE,M,"£6,240,000"
28,epl,2017,,N'Golo Kante,CHE,M,"£6,240,000"
29,epl,2017,,Victor Lindelof,MUN,D,"£6,240,000"
30,epl,2017,,David Luiz,CHE,D,"£6,240,000"
31,epl,2017,,Nemanja Matic,MUN,M,"£6,240,000"
32,epl,2017,,Henrikh Mkhitaryan,ARS,M,"£6,240,000"
33,epl,2017,,Nicolas Otamendi,MCI,D,"£6,240,000"
34,epl,2017,,Alex Oxlade-Chamberlain,LIV,M,"£6,240,000"
35,epl,2017,,Aaron Ramsey,ARS,M,"£6,240,000"
36,epl,2017,,Mohamed Salah,LIV,F,"£6,240,000"
37,epl,2017,,Bernardo Silva,MCI,F,"£6,240,000"
38,epl,2017,,Ashley Young,MUN,M,"£6,240,000"
39,epl,2017,40,Sead Kolasinac,ARS,D,"£6,214,000"
40,epl,2017,41,Joe Hart,MCI,GK,"£6,032,000"
41,epl,2017,42,Ander Herrera,MUN,M,"£5,980,000"
42,epl,2017,43,Tiemoué Bakayoko,CHE,M,"£5,720,000"
43,epl,2017,,Anthony Martial,MUN,F,"£5,720,000"
44,epl,2017,,Marcos Rojo,MUN,D,"£5,720,000"
45,epl,2017,,Luke Shaw,MUN,D,"£5,720,000"
46,epl,2017,47,Marko Arnautovic,WHU,M,"£5,200,000"
47,epl,2017,,César Azpilicueta,CHE,D,"£5,200,000"
48,epl,2017,,Hector Bellerin,ARS,D,"£5,200,000"
49,epl,2017,,Gary Cahill,CHE,D,"£5,200,000"
50,epl,2017,,Santi Cazorla,ARS,M,"£5,200,000"
51,epl,2017,,Petr Cech,ARS,GK,"£5,200,000"
52,epl,2017,,Roberto Firmino,LIV,F,"£5,200,000"
53,epl,2017,,Jordan Henderson,LIV,M,"£5,200,000"
54,epl,2017,,Harry Kane,TOT,F,"£5,200,000"
