,league,season,rank,player,team,position,salary
0,epl,2021,1,Cristiano Ronaldo,MUN,F,"£26,800,000"
1,epl,2021,2,Kevin De Bruyne,MCI,M,"£20,800,000"
2,epl,2021,3,David De Gea,MUN,GK,"£19,500,000"
3,epl,2021,4,Raphael Varane,MUN,D,"£17,680,000"
4,epl,2021,5,Romelu Lukaku,CHE,F,"£16,900,000"
5,epl,2021,6,Jack Grealish,MCI,M,"£15,600,000"
6,epl,2021,,Raheem Sterling,MCI,F,"£15,600,000"
7,epl,2021,8,N'Golo Kante,CHE,M,"£15,080,000"
8,epl,2021,,Paul Pogba,MUN,M,"£15,080,000"
9,epl,2021,10,Timo Werner,CHE,F,"£14,144,000"
10,epl,2021,11,Edinson Cavani,MUN,F,"£13,000,000"
11,epl,2021,,Anthony Martial,MUN,F,"£13,000,000"
12,epl,2021,,Jadon Sancho,MUN,F,"£13,000,000"
13,epl,2021,,John Stones,MCI,D,"£13,000,000"
14,epl,2021,15,Virgil Van Dijk,LIV,D,"£11,440,000"
15,epl,2021,16,Harry Kane,TOT,F,"£10,400,000"
16,epl,2021,,Tanguy Ndombele,TOT,M,"£10,400,000"
17,epl,2021,,Thomas Partey,ARS,M,"£10,400,000"
18,epl,2021,,Marcus Rashford,MUN,F,"£10,400,000"
19,epl,2021,,Mohamed Salah,LIV,F,"£10,400,000"
20,epl,2021,,Thiago Alcántara do Nascimento,LIV,M,"£10,400,000"
21,epl,2021,22,Saul Niguez,CHE,M,"£10,310,000"
22,epl,2021,23,Ben Chilwell,CHE,D,"£9,880,000"
23,epl,2021,,Heung-Min Son,TOT,F,"£9,880,000"
24,epl,2021,25,Harry Maguire,MUN,D,"£9,875,000"
25,epl,2021,26,Alexandre Lacazette,ARS,F,"£9,467,273"
26,epl,2021,27,Trent Alexander-Arnold,LIV,D,"£9,360,000"
27,epl,2021,,Bruno Fernandes,MUN,M,"£9,360,000"
28,epl,2021,,Roberto Firmino,LIV,F,"£9,360,000"
29,epl,2021,,Fabinho Tavares,LIV,M,"£9,360,000"
30,epl,2021,31,Cristian Romero,TOT,D,"£8,580,000"
31,epl,2021,32,Ruben Dias,MCI,D,"£8,320,000"
32,epl,2021,,Juan Mata,MUN,M,"£8,320,000"
33,epl,2021,34,Kepa Arrizabalaga,CHE,GK,"£7,800,000"
34,epl,2021,,César Azpilicueta,CHE,D,"£7,800,000"
