,league,season,rank,player,team,position,salary
0,epl,2019,1,David De Gea,MUN,GK,"£19,500,000"
1,epl,2019,2,Kevin De Bruyne,MCI,M,"£18,200,000"
2,epl,2019,,Mesut Ozil,ARS,M,"£18,200,000"
3,epl,2019,,Alexis Sanchez,MUN,F,"£18,200,000"
4,epl,2019,5,Raheem Sterling,MCI,M,"£15,600,000"
5,epl,2019,6,N'Golo Kante,CHE,M,"£15,080,000"
6,epl,2019,,Paul Pogba,MUN,M,"£15,080,000"
7,epl,2019,8,Anthony Martial,MUN,F,"£13,000,000"
8,epl,2019,9,Sergio Aguero,MCI,F,"£11,967,000"
9,epl,2019,10,David Silva,MCI,M,"£11,440,000"
10,epl,2019,11,Pierre-Emerick Aubameyang,ARS,F,"£10,400,000"
11,epl,2019,,Harry Kane,TOT,F,"£10,400,000"
12,epl,2019,,Tanguy Ndombele,TOT,M,"£10,400,000"
13,epl,2019,,Marcus Rashford,MUN,F,"£10,400,000"
14,epl,2019,,Mohamed Salah,LIV,F,"£10,400,000"
15,epl,2019,16,Harry Maguire,MUN,D,"£9,875,000"
16,epl,2019,17,Alexandre Lacazette,ARS,F,"£9,467,273"
17,epl,2019,18,Bruno Fernandes,MUN,M,"£9,360,000"
18,epl,2019,,Roberto Firmino,LIV,F,"£9,360,000"
19,epl,2019,,Henrikh Mkhitaryan,ARS,M,"£9,360,000"
20,epl,2019,,Virgil Van Dijk,LIV,D,"£9,360,000"
21,epl,2019,22,Juan Mata,MUN,M,"£8,320,000"
22,epl,2019,23,Kepa Arrizabalaga,CHE,GK,"£7,800,000"
23,epl,2019,,César Azpilicueta,CHE,D,"£7,800,000"
24,epl,2019,,Mateo Kovacic,CHE,M,"£7,800,000"
25,epl,2019,,Fernandinho Luis Roza,MCI,M,"£7,800,000"
26,epl,2019,,Christian Pulisic,CHE,F,"£7,800,000"
27,epl,2019,,Luke Shaw,MUN,D,"£7,800,000"
28,epl,2019,,Bernardo Silva,MCI,M,"£7,800,000"
29,epl,2019,30,Ilkay Gundogan,MCI,M,"£7,280,000"
