,league,season,rank,player,team,position,salary
0,epl,2013,1,André Schurrle,CHE,F,"£26,319,893"
1,epl,2013,2,Wayne Rooney,MUN,F,"£15,600,000"
2,epl,2013,3,Mohamed Salah,CHE,F,"£13,403,684"
3,epl,2013,4,Juan Mata,MUN,M,"£8,320,000"
4,epl,2013,5,Eden Hazard,CHE,M,"£7,800,000"
5,epl,2013,,Vincent Kompany,MCI,D,"£7,800,000"
6,epl,2013,,John Terry,CHE,D,"£7,800,000"
7,epl,2013,8,Libor Kozak,AVA,F,"£7,395,000"
8,epl,2013,9,Mesut Ozil,ARS,M,"£7,280,000"
9,epl,2013,10,Petr Cech,CHE,GK,"£6,240,000"
10,epl,2013,11,Fernandinho Luis Roza,MCI,M,"£5,200,000"
11,epl,2013,,Theo Walcott,ARS,F,"£5,200,000"
12,epl,2013,13,Jores Okore,AVA,D,"£5,180,000"
13,epl,2013,14,Gary Cahill,CHE,D,"£4,680,000"
14,epl,2013,,Andy Carroll,WHU,F,"£4,680,000"
15,epl,2013,,Jack Wilshere,ARS,M,"£4,680,000"
16,epl,2013,17,Willian da Silva,CHE,M,"£4,420,000"
17,epl,2013,18,Santi Cazorla,ARS,M,"£4,160,000"
18,epl,2013,,Marouane Fellaini,MUN,M,"£4,160,000"
19,epl,2013,,Erik Lamela,TOT,M,"£4,160,000"
20,epl,2013,21,David De Gea,MUN,GK,"£3,900,000"
21,epl,2013,,Branislav Ivanovic,CHE,D,"£3,900,000"
22,epl,2013,,Lucas Leiva,LIV,M,"£3,900,000"
23,epl,2013,24,Alex Oxlade-Chamberlain,ARS,M,"£3,380,000"
24,epl,2013,25,Aleksandar Tonev,AVA,M,"£3,340,000"
25,epl,2013,26,Leighton Baines,EVE,D,"£3,167,996"
26,epl,2013,27,Christian Benteke,AVA,F,"£3,120,000"
27,epl,2013,,Thibaut Courtois,CHE,GK,"£3,120,000"
28,epl,2013,,Jermain Defoe,TOT,F,"£3,120,000"
29,epl,2013,,Olivier Giroud,ARS,F,"£3,120,000"
30,epl,2013,,Adnan Januzaj,MUN,F,"£3,120,000"
31,epl,2013,,Per Mertesacker,ARS,D,"£3,120,000"
32,epl,2013,33,Joe Hart,MCI,GK,"£3,016,000"
33,epl,2013,34,Aaron Ramsey,ARS,M,"£2,860,000"
34,epl,2013,35,Tim Krul,NEW,GK,"£2,600,000"
35,epl,2013,,Victor Moses,CHE,D,"£2,600,000"
36,epl,2013,,Wojciech Szczesny,ARS,GK,"£2,600,000"
37,epl,2013,38,Toni Luna,AVA,D,"£2,540,000"
38,epl,2013,39,Kieran Gibbs,ARS,D,"£2,392,000"
39,epl,2013,40,Danny Drinkwater,LEI,M,"£2,340,000"
40,epl,2013,,Nemanja Matic,CHE,M,"£2,340,000"
