,league,season,rank,player,team,position,salary
0,epl,2023,1,Kevin De Bruyne,MCI,M,"£20,800,000"
1,epl,2023,2,Erling Haaland,MCI,F,"£19,500,000"
2,epl,2023,3,Carlos Casimiro,MUN,M,"£18,200,000"
3,epl,2023,,Mohamed Salah,LIV,F,"£18,200,000"
4,epl,2023,5,Raphael Varane,MUN,D,"£17,680,000"
5,epl,2023,6,Romelu Lukaku,CHE,F,"£16,900,000"
6,epl,2023,,Raheem Sterling,CHE,M,"£16,900,000"
7,epl,2023,8,Jack Grealish,MCI,M,"£15,600,000"
8,epl,2023,,Marcus Rashford,MUN,F,"£15,600,000"
9,epl,2023,,Bernardo Silva,MCI,M,"£15,600,000"
10,epl,2023,11,Kai Havertz,ARS,M,"£14,560,000"
11,epl,2023,12,Gabriel Jesus,ARS,F,"£13,780,000"
12,epl,2023,13,Joao Cancelo,MCI,D,"£13,000,000"
13,epl,2023,,Reece James,CHE,D,"£13,000,000"
14,epl,2023,,Anthony Martial,MUN,F,"£13,000,000"
15,epl,2023,,Mason Mount,MUN,M,"£13,000,000"
16,epl,2023,,Jadon Sancho,MUN,F,"£13,000,000"
17,epl,2023,,John Stones,MCI,D,"£13,000,000"
18,epl,2023,19,Bruno Fernandes,MUN,M,"£12,480,000"
19,epl,2023,,Declan Rice,ARS,D,"£12,480,000"
20,epl,2023,,Martin Ødegaard,ARS,M,"£12,480,000"
21,epl,2023,22,Phil Foden,MCI,M,"£11,700,000"
22,epl,2023,23,Rodrigo Hernández Cascante,MCI,M,"£11,440,000"
23,epl,2023,,Virgil Van Dijk,LIV,D,"£11,440,000"
24,epl,2023,25,Wesley Fofana,CHE,D,"£10,400,000"
25,epl,2023,,Josko Gvardiol,MCI,D,"£10,400,000"
26,epl,2023,,Tanguy Ndombele,TOT,M,"£10,400,000"
27,epl,2023,,Thomas Partey,ARS,M,"£10,400,000"
28,epl,2023,,Thiago Alcántara do Nascimento,LIV,M,"£10,400,000"
29,epl,2023,30,Christopher Nkunku,CHE,F,"£10,140,000"
30,epl,2023,,Bukayo Saka,ARS,F,"£10,140,000"
31,epl,2023,32,William Saliba,ARS,D,"£9,880,000"
32,epl,2023,,Heung-Min Son,TOT,F,"£9,880,000"
33,epl,2023,34,Harry Maguire,MUN,D,"£9,875,000"
34,epl,2023,35,Manuel Akanji,MCI,D,"£9,360,000"
35,epl,2023,,Trent Alexander-Arnold,LIV,D,"£9,360,000"
36,epl,2023,,Ruben Dias,MCI,D,"£9,360,000"
37,epl,2023,,Enzo Fernández,CHE,M,"£9,360,000"
38,epl,2023,,Gabriel Martinelli,ARS,F,"£9,360,000"
39,epl,2023,,Ivan Perisic,TOT,M,"£9,360,000"
40,epl,2023,41,Marc Cucurella,CHE,M,"£9,100,000"
41,epl,2023,,Kyle Walker,MCI,D,"£9,100,000"
42,epl,2023,43,James Maddison,TOT,M,"£8,840,000"
43,epl,2023,44,Cristian Romero,TOT,D,"£8,580,000"
44,epl,2023,,Timo Werner,TOT,F,"£8,580,000"
45,epl,2023,46,Nathan Ake,MCI,D,"£8,320,000"
46,epl,2023,,Ansu Fati,BRH,F,"£8,320,000"
47,epl,2023,,Bruno Guimarães,NEW,M,"£8,320,000"
48,epl,2023,49,Kepa Arrizabalaga,CHE,GK,"£7,800,000"
49,epl,2023,,Alisson Becker,LIV,GK,"£7,800,000"
50,epl,2023,,Jared Bowen,WHU,F,"£7,800,000"
51,epl,2023,,Moises Caicedo,CHE,M,"£7,800,000"
52,epl,2023,,Christian Eriksen,MUN,M,"£7,800,000"
53,epl,2023,,Ryan Gravenberch,LIV,M,"£7,800,000"
54,epl,2023,,Boubacar Kamara,AVA,M,"£7,800,000"
55,epl,2023,,Mateo Kovacic,MCI,M,"£7,800,000"
56,epl,2023,,Clément Lenglet,AVA,D,"£7,800,000"
57,epl,2023,,Alexis Mac Allister,LIV,M,"£7,800,000"
58,epl,2023,,Lucas Paquetá,WHU,M,"£7,800,000"
59,epl,2023,,Kalvin Phillips,MCI,M,"£7,800,000"
60,epl,2023,,Luke Shaw,MUN,D,"£7,800,000"
61,epl,2023,,Youri Tielemans,AVA,M,"£7,800,000"
62,epl,2023,,Ben White,ARS,D,"£7,800,000"
63,epl,2023,,Oleksandr Zinchenko,ARS,M,"£7,800,000"
64,epl,2023,65,Diogo Jota,LIV,F,"£7,280,000"
65,epl,2023,,Darwin Núñez,LIV,F,"£7,280,000"
66,epl,2023,,Jamie Vardy,LEI,F,"£7,280,000"
67,epl,2023,68,Moussa Diaby,AVA,F,"£6,760,000"
68,epl,2023,,Abdoulaye Doucouré,EVE,M,"£6,760,000"
69,epl,2023,,Bernd Leno,FUL,GK,"£6,760,000"
70,epl,2023,,Matheus Nunes,MCI,M,"£6,760,000"
71,epl,2023,,Ollie Watkins,AVA,F,"£6,760,000"
72,epl,2023,73,Philippe Coutinho,AVA,M,"£6,500,000"
73,epl,2023,,Danny Ings,WHU,F,"£6,500,000"
74,epl,2023,,Jordan Pickford,EVE,GK,"£6,500,000"
75,epl,2023,,Kurt Zouma,WHU,D,"£6,500,000"
76,epl,2023,77,Alphonse Areola,WHU,GK,"£6,240,000"
77,epl,2023,,Leon Bailey,AVA,F,"£6,240,000"
78,epl,2023,,Lucas Digne,AVA,D,"£6,240,000"
79,epl,2023,,Cody Gakpo,LIV,F,"£6,240,000"
80,epl,2023,,Alexander Isak,NEW,F,"£6,240,000"
81,epl,2023,,Victor Lindelof,MUN,D,"£6,240,000"
82,epl,2023,,Emiliano Martinez,AVA,GK,"£6,240,000"
83,epl,2023,,Lisandro Martínez,MUN,D,"£6,240,000"
84,epl,2023,,John McGinn,AVA,M,"£6,240,000"
85,epl,2023,,André Onana,MUN,GK,"£6,240,000"
86,epl,2023,,Divock Origi,NTG,F,"£6,240,000"
87,epl,2023,,Aaron Ramsdale,ARS,GK,"£6,240,000"
88,epl,2023,,Malang Sarr,CHE,D,"£6,240,000"
89,epl,2023,,Dominik Szoboszlai,LIV,M,"£6,240,000"
90,epl,2023,,Sandro Tonali,NEW,M,"£6,240,000"
91,epl,2023,,Kieran Trippier,NEW,D,"£6,240,000"
92,epl,2023,,Donny van de Beek,MUN,M,"£6,240,000"
93,epl,2023,94,James Ward-Prowse,WHU,M,"£5,980,000"
94,epl,2023,95,Andre Gomes,EVE,M,"£5,835,000"
95,epl,2023,96,Jorge Luiz Frello Filho,ARS,M,"£5,720,000"
96,epl,2023,,Dejan Kulusevski,TOT,F,"£5,720,000"
97,epl,2023,,Thiago Silva,CHE,D,"£5,720,000"
98,epl,2023,,Kieran Tierney,ARS,D,"£5,720,000"
99,epl,2023,100,Antony dos Santo,MUN,F,"£5,460,000"
100,epl,2023,101,Dele Alli,EVE,M,"£5,200,000"
101,epl,2023,,Dominic Calvert-Lewin,EVE,F,"£5,200,000"
102,epl,2023,,Diego Carlos,AVA,D,"£5,200,000"
103,epl,2023,,Ben Chilwell,CHE,D,"£5,200,000"
104,epl,2023,,Levi Colwill,CHE,D,"£5,200,000"
105,epl,2023,,Eberech Eze,CRY,M,"£5,200,000"
106,epl,2023,,Joe Gauci,AVA,GK,"£5,200,000"
107,epl,2023,,Dean Henderson,CRY,GK,"£5,200,000"
108,epl,2023,,Pierre-Emile Hojbjerg,TOT,M,"£5,200,000"
109,epl,2023,,Raul Jimenez,FUL,F,"£5,200,000"
110,epl,2023,,Rodrigo Machado,LEE,F,"£5,200,000"
111,epl,2023,,Gabriel Magalhães,ARS,D,"£5,200,000"
112,epl,2023,,Joel Matip,LIV,D,"£5,200,000"
113,epl,2023,,Tyrone Mings,AVA,D,"£5,200,000"
114,epl,2023,,Ederson Moraes,MCI,GK,"£5,200,000"
115,epl,2023,,Mykhailo Mudryk,CHE,F,"£5,200,000"
116,epl,2023,,Reiss Nelson,ARS,M,"£5,200,000"
117,epl,2023,,Edward Nketiah,ARS,F,"£5,200,000"
118,epl,2023,,Michael Olise,CRY,M,"£5,200,000"
119,epl,2023,,Amadou Onana,EVE,M,"£5,200,000"
120,epl,2023,,Andrew Robertson,LIV,D,"£5,200,000"
121,epl,2023,,Matt Targett,NEW,D,"£5,200,000"
122,epl,2023,,James Tarkowski,EVE,D,"£5,200,000"
123,epl,2023,,Takehiro Tomiyasu,ARS,D,"£5,200,000"
124,epl,2023,,Pau Torres,AVA,D,"£5,200,000"
