,league,season,rank,player,team,position,salary
0,epl,2011,1,Romelu Lukaku,CHE,F,"£13,569,176"
1,epl,2011,2,Charles  N'Zogbia,AVA,M,"£11,580,000"
2,epl,2011,3,Wayne Rooney,MUN,F,"£9,360,000"
3,epl,2011,4,Oriol Romeu,CHE,M,"£7,344,570"
4,epl,2011,5,John Terry,CHE,D,"£7,020,000"
5,epl,2011,6,Shay Given,AVA,GK,"£5,527,621"
6,epl,2011,7,Alan Hutton,AVA,D,"£5,520,000"
7,epl,2011,8,Joe Hart,MCI,GK,"£4,160,000"
8,epl,2011,9,David De Gea,MUN,GK,"£3,900,000"
9,epl,2011,,Branislav Ivanovic,CHE,D,"£3,900,000"
10,epl,2011,11,Thibaut Courtois,CHE,GK,"£3,120,000"
11,epl,2011,,Jermain Defoe,TOT,F,"£3,120,000"
12,epl,2011,,Abou Diaby,ARS,M,"£3,120,000"
13,epl,2011,,Per Mertesacker,ARS,D,"£3,120,000"
14,epl,2011,,Theo Walcott,ARS,F,"£3,120,000"
15,epl,2011,16,Laurent Koscielny,ARS,D,"£2,600,000"
16,epl,2011,,Aaron Ramsey,ARS,M,"£2,600,000"
17,epl,2011,,Wojciech Szczesny,ARS,GK,"£2,600,000"
18,epl,2011,19,Danny Drinkwater,LEI,M,"£2,340,000"
19,epl,2011,20,Josh McEachran,CHE,M,"£1,563,229"
20,epl,2011,21,Wayne Routledge,SWA,M,"£1,300,000"
21,epl,2011,22,Francis Coquelin,ARS,M,"£1,170,000"
22,epl,2011,23,Asmir Begovic,STK,GK,"£1,040,000"
23,epl,2011,,Carl Jenkinson,ARS,D,"£1,040,000"
24,epl,2011,,Alex Oxlade-Chamberlain,ARS,M,"£1,040,000"
25,epl,2011,26,Lucas Piazón,CHE,F,"£832,000"
26,epl,2011,,Raheem Sterling,LIV,F,"£832,000"
27,epl,2011,28,Steve Cook,BOU,D,"£312,000"
28,epl,2011,29,Jordon Ibe,LIV,M,"£260,000"
29,epl,2011,1,M,,,10
30,epl,2011,2,D,,,7
31,epl,2011,3,GK,,,6
32,epl,2011,4,F,,,6
33,epl,2011,1,ARS,,,9
34,epl,2011,2,CHE,,,7
35,epl,2011,3,AVA,,,3
36,epl,2011,4,LIV,,,2
37,epl,2011,5,MUN,,,2
38,epl,2011,6,BOU,,,1
39,epl,2011,7,LEI,,,1
40,epl,2011,8,MCI,,,1
41,epl,2011,9,SWA,,,1
42,epl,2011,10,STK,,,1
43,epl,2011,11,TOT,,,1
44,epl,2011,1,M,,,10
45,epl,2011,2,D,,,7
46,epl,2011,3,GK,,,6
47,epl,2011,4,F,,,6
48,epl,2011,1,ARS,,,9
49,epl,2011,2,CHE,,,7
50,epl,2011,3,AVA,,,3
51,epl,2011,4,LIV,,,2
52,epl,2011,5,MUN,,,2
53,epl,2011,6,BOU,,,1
54,epl,2011,7,LEI,,,1
55,epl,2011,8,MCI,,,1
56,epl,2011,9,SWA,,,1
57,epl,2011,10,STK,,,1
58,epl,2011,11,TOT,,,1
