,league,season,rank,player,team,position,salary
0,epl,2018,1,Kevin De Bruyne,MCI,M,"£18,200,000"
1,epl,2018,,Mesut Ozil,ARS,M,"£18,200,000"
2,epl,2018,,Alexis Sanchez,MUN,F,"£18,200,000"
3,epl,2018,4,N'Golo Kante,CHE,M,"£15,080,000"
4,epl,2018,,Paul Pogba,MUN,M,"£15,080,000"
5,epl,2018,6,Sergio Aguero,MCI,F,"£13,000,000"
6,epl,2018,7,Eden Hazard,CHE,M,"£11,700,000"
7,epl,2018,8,David Silva,MCI,M,"£11,440,000"
8,epl,2018,9,Pierre-Emerick Aubameyang,ARS,F,"£10,400,000"
9,epl,2018,,David De Gea,MUN,GK,"£10,400,000"
10,epl,2018,,Harry Kane,TOT,F,"£10,400,000"
11,epl,2018,,Mohamed Salah,LIV,F,"£10,400,000"
12,epl,2018,13,Alexandre Lacazette,ARS,F,"£9,467,273"
13,epl,2018,14,Roberto Firmino,LIV,F,"£9,360,000"
14,epl,2018,,Romelu Lukaku,MUN,F,"£9,360,000"
15,epl,2018,,Henrikh Mkhitaryan,ARS,M,"£9,360,000"
16,epl,2018,,Raheem Sterling,MCI,F,"£9,360,000"
17,epl,2018,,Virgil Van Dijk,LIV,D,"£9,360,000"
18,epl,2018,19,Juan Mata,MUN,M,"£8,320,000"
19,epl,2018,20,Cesc Fàbregas,CHE,M,"£8,112,000"
20,epl,2018,21,Kepa Arrizabalaga,CHE,GK,"£7,800,000"
21,epl,2018,,César Azpilicueta,CHE,D,"£7,800,000"
22,epl,2018,,Fernandinho Luis Roza,MCI,M,"£7,800,000"
23,epl,2018,,Luke Shaw,MUN,D,"£7,800,000"
24,epl,2018,25,Jordan Henderson,LIV,M,"£7,280,000"
25,epl,2018,,Javier Chicharito Hernandez,WHU,F,"£7,280,000"
26,epl,2018,,James Milner,LIV,M,"£7,280,000"
27,epl,2018,,Heung-Min Son,TOT,F,"£7,280,000"
28,epl,2018,,Jamie Vardy,LEI,F,"£7,280,000"
29,epl,2018,30,Willian da Silva,CHE,M,"£7,200,000"
