,league,season,rank,player,team,position,salary
0,epl,2016,1,Wayne Rooney,MUN,F,"£15,600,000"
1,epl,2016,2,Paul Pogba,MUN,M,"£15,080,000"
2,epl,2016,3,Eden Hazard,CHE,M,"£11,700,000"
3,epl,2016,4,Sergio Aguero,MCI,F,"£11,440,000"
4,epl,2016,,Zlatan Ibrahimovic,MUN,F,"£11,440,000"
5,epl,2016,,Yaya Toure,MCI,M,"£11,440,000"
6,epl,2016,7,David De Gea,MUN,GK,"£10,400,000"
7,epl,2016,8,Diego Costa,CHE,F,"£9,620,000"
8,epl,2016,9,Juan Mata,MUN,M,"£8,320,000"
9,epl,2016,,David Silva,MCI,M,"£8,320,000"
10,epl,2016,11,Cesc Fàbregas,CHE,M,"£8,112,000"
11,epl,2016,12,Philippe Coutinho,LIV,M,"£7,800,000"
12,epl,2016,,Kevin De Bruyne,MCI,M,"£7,800,000"
13,epl,2016,,Vincent Kompany,MCI,D,"£7,800,000"
14,epl,2016,,Samir Nasri,MCI,F,"£7,800,000"
15,epl,2016,,Raheem Sterling,MCI,F,"£7,800,000"
16,epl,2016,,John Terry,CHE,D,"£7,800,000"
17,epl,2016,18,Branislav Ivanovic,CHE,D,"£7,480,000"
18,epl,2016,19,Ilkay Gundogan,MCI,M,"£7,280,000"
19,epl,2016,,James Milner,LIV,M,"£7,280,000"
20,epl,2016,,Mesut Ozil,ARS,M,"£7,280,000"
21,epl,2016,,Alexis Sanchez,ARS,F,"£7,280,000"
22,epl,2016,,Theo Walcott,ARS,F,"£7,280,000"
23,epl,2016,24,Willian da Silva,CHE,M,"£7,200,000"
24,epl,2016,25,Daniel Sturridge,LIV,F,"£6,760,000"
25,epl,2016,26,Danny Welbeck,ARS,F,"£6,500,000"
26,epl,2016,27,Christian Benteke,CRY,F,"£6,240,000"
27,epl,2016,,Thibaut Courtois,CHE,GK,"£6,240,000"
28,epl,2016,,N'Golo Kante,CHE,M,"£6,240,000"
29,epl,2016,,David Luiz,CHE,D,"£6,240,000"
30,epl,2016,,Henrikh Mkhitaryan,MUN,M,"£6,240,000"
31,epl,2016,,Nicolas Otamendi,MCI,D,"£6,240,000"
32,epl,2016,,Ashley Young,MUN,M,"£6,240,000"
33,epl,2016,34,Joe Hart,MCI,GK,"£6,032,000"
34,epl,2016,35,Ander Herrera,MUN,M,"£5,980,000"
35,epl,2016,36,Anthony Martial,MUN,F,"£5,720,000"
36,epl,2016,,Aaron Ramsey,ARS,M,"£5,720,000"
37,epl,2016,,Marcos Rojo,MUN,D,"£5,720,000"
38,epl,2016,,Luke Shaw,MUN,D,"£5,720,000"
39,epl,2016,40,César Azpilicueta,CHE,D,"£5,200,000"
40,epl,2016,,Wilfried Bony,STK,F,"£5,200,000"
41,epl,2016,,Gary Cahill,CHE,D,"£5,200,000"
42,epl,2016,,Santi Cazorla,ARS,M,"£5,200,000"
43,epl,2016,,Petr Cech,ARS,GK,"£5,200,000"
44,epl,2016,,Roberto Firmino,LIV,F,"£5,200,000"
45,epl,2016,,Jordan Henderson,LIV,M,"£5,200,000"
46,epl,2016,,Harry Kane,TOT,F,"£5,200,000"
47,epl,2016,,Hugo Lloris,TOT,GK,"£5,200,000"
48,epl,2016,,Fernandinho Luis Roza,MCI,M,"£5,200,000"
