,league,season,rank,player,team,position,salary
0,nba,2020,1,Stephen Curry,GSW,PG,"$43,006,362"
1,nba,2020,2,Chris Paul,PHX,PG,"$41,358,814"
2,nba,2020,,Russell Westbrook,WAS,PG,"$41,358,814"
3,nba,2020,4,James Harden,BKN,SG,"$41,254,920"
4,nba,2020,,John Wall,HOU,PG,"$41,254,920"
5,nba,2020,6,Kevin Durant,BKN,SF,"$40,108,950"
6,nba,2020,7,LeBron James,LAL,SF,"$39,219,566"
7,nba,2020,8,Paul George,LAC,SF,"$35,450,412"
8,nba,2020,9,Klay Thompson,GSW,SG,"$35,361,360"
9,nba,2020,10,Mike Conley,UTA,PG,"$34,502,132"
10,nba,2020,11,Jimmy Butler,MIA,SF,"$34,379,100"
11,nba,2020,,Kawhi Leonard,LAC,SF,"$34,379,100"
12,nba,2020,,Kemba Walker,BOS,PG,"$34,379,100"
13,nba,2020,14,Tobias Harris,PHI,PF,"$34,358,850"
14,nba,2020,15,Kyrie Irving,BKN,PG,"$33,722,850"
15,nba,2020,16,Khris Middleton,MIL,SF,"$33,051,724"
16,nba,2020,17,Anthony Davis,LAL,PF,"$32,742,000"
17,nba,2020,18,Damian Lillard,POR,PG,"$31,626,953"
18,nba,2020,19,Kevin Love,CLE,PF,"$31,258,256"
19,nba,2020,20,Pascal Siakam,TOR,PF,"$30,559,200"
20,nba,2020,,Ben Simmons,PHI,PG,"$30,559,200"
21,nba,2020,22,Kyle Lowry,TOR,PG,"$30,500,000"
22,nba,2020,23,Steven Adams,NOP,C,"$29,592,695"
23,nba,2020,24,Joel Embiid,PHI,C,"$29,542,010"
24,nba,2020,,Nikola Jokic,DEN,C,"$29,542,010"
25,nba,2020,,Andrew Wiggins,GSW,SF,"$29,542,010"
26,nba,2020,27,Devin Booker,PHX,SG,"$29,467,800"
27,nba,2020,,Kristaps Porzingis,DAL,PF,"$29,467,800"
28,nba,2020,,Karl-Anthony Towns,MIN,C,"$29,467,800"
29,nba,2020,30,C.J. McCollum,POR,SG,"$29,354,152"
30,nba,2020,31,Bradley Beal,WAS,SG,"$28,751,774"
31,nba,2020,32,D'Angelo Russell,MIN,PG,"$28,649,250"
32,nba,2020,33,Gordon Hayward,CHA,SF,"$28,500,000"
33,nba,2020,34,Otto Porter Jr.,ORL,SF,"$28,489,238"
34,nba,2020,35,DeMar DeRozan,SAS,SG,"$27,739,975"
35,nba,2020,36,Giannis Antetokounmpo,MIL,PF,"$27,528,088"
36,nba,2020,37,Rudy Gobert,UTA,C,"$27,525,281"
37,nba,2020,38,Al Horford,OKC,C,"$27,500,000"
38,nba,2020,39,Brandon Ingram,NOP,SF,"$27,285,000"
39,nba,2020,,Jamal Murray,DEN,PG,"$27,285,000"
