,league,season,rank,player,team,position,salary
0,nba,2019,1,Stephen Curry,GSW,PG,"$40,231,758"
1,nba,2019,2,Chris Paul,OKC,PG,"$38,506,482"
2,nba,2019,,Russell Westbrook,HOU,PG,"$38,506,482"
3,nba,2019,4,Kevin Durant,BKN,SF,"$38,199,000"
4,nba,2019,,James Harden,HOU,SG,"$38,199,000"
5,nba,2019,,John Wall,WAS,PG,"$38,199,000"
6,nba,2019,7,LeBron James,LAL,SF,"$37,436,858"
7,nba,2019,8,Kyle Lowry,TOR,PG,"$34,996,296"
8,nba,2019,9,Blake Griffin,DET,PF,"$34,449,964"
9,nba,2019,10,Paul George,LAC,SF,"$33,005,556"
10,nba,2019,11,Jimmy Butler,MIA,SG,"$32,742,000"
11,nba,2019,,Tobias Harris,PHI,PF,"$32,742,000"
12,nba,2019,,Kawhi Leonard,LAC,SF,"$32,742,000"
13,nba,2019,,Klay Thompson,GSW,SG,"$32,742,000"
14,nba,2019,,Kemba Walker,BOS,PG,"$32,742,000"
15,nba,2019,16,Gordon Hayward,BOS,SF,"$32,700,690"
16,nba,2019,17,Mike Conley,UTA,PG,"$32,511,623"
17,nba,2019,18,Kyrie Irving,BKN,PG,"$31,742,000"
18,nba,2019,19,Khris Middleton,MIL,SF,"$30,603,448"
19,nba,2019,20,Paul Millsap,DEN,PF,"$30,350,000"
20,nba,2019,21,Damian Lillard,POR,PG,"$29,802,321"
21,nba,2019,22,Kevin Love,CLE,C,"$28,942,830"
22,nba,2019,23,Al Horford,PHI,C,"$28,000,000"
23,nba,2019,,Nikola Vucevic,ORL,C,"$28,000,000"
24,nba,2019,25,Andre Drummond,CLE,C,"$27,950,199"
25,nba,2019,26,DeMar DeRozan,SAS,SG,"$27,739,975"
26,nba,2019,27,C.J. McCollum,POR,SG,"$27,556,959"
27,nba,2019,28,Joel Embiid,PHI,C,"$27,504,630"
28,nba,2019,,Nikola Jokic,DEN,C,"$27,504,630"
29,nba,2019,,Andrew Wiggins,GSW,SF,"$27,504,630"
30,nba,2019,31,Devin Booker,PHX,SG,"$27,285,000"
31,nba,2019,,Kristaps Porzingis,DAL,PF,"$27,285,000"
32,nba,2019,,D'Angelo Russell,MIN,PG,"$27,285,000"
33,nba,2019,,Karl-Anthony Towns,MIN,C,"$27,285,000"
34,nba,2019,35,Otto Porter Jr.,CHI,SF,"$27,250,575"
35,nba,2019,36,Bradley Beal,WAS,SG,"$27,093,019"
36,nba,2019,,Anthony Davis,LAL,PF,"$27,093,019"
37,nba,2019,,Hassan Whiteside,POR,C,"$27,093,019"
38,nba,2019,39,Jrue Holiday,NOP,SG,"$26,231,111"
39,nba,2019,40,LaMarcus Aldridge,SAS,PF,"$26,000,000"
40,nba,2019,41,Steven Adams,OKC,C,"$25,842,697"
41,nba,2019,,Giannis Antetokounmpo,MIL,PF,"$25,842,697"
42,nba,2019,43,Marc Gasol,TOR,C,"$25,595,700"
43,nba,2019,44,Nicolas Batum,CHA,SF,"$25,565,217"
44,nba,2019,45,Rudy Gobert,UTA,C,"$25,008,427"
45,nba,2019,46,Harrison Barnes,SAC,PF,"$24,147,727"
46,nba,2019,47,Serge Ibaka,TOR,PF,"$23,271,605"
47,nba,2019,48,Danilo Gallinari,OKC,PF,"$22,615,559"
48,nba,2019,49,Victor Oladipo,IND,SG,"$21,000,000"
49,nba,2019,50,Tim Hardaway Jr.,DAL,SG,"$20,025,127"
50,nba,2019,51,Malcolm Brogdon,IND,PG,"$20,000,000"
51,nba,2019,52,Terry Rozier,CHA,PG,"$19,894,737"
52,nba,2019,53,Aaron Gordon,ORL,PF,"$19,863,636"
53,nba,2019,54,Zach LaVine,CHI,SG,"$19,500,000"
54,nba,2019,55,Kent Bazemore,SAC,SG,"$19,269,662"
55,nba,2019,56,Goran Dragic,MIA,PG,"$19,217,900"
56,nba,2019,57,Jeff Teague,ATL,PG,"$19,000,000"
57,nba,2019,58,Evan Turner,MIN,SF,"$18,606,557"
58,nba,2019,59,Draymond Green,GSW,PF,"$18,539,130"
59,nba,2019,,Tristan Thompson,CLE,C,"$18,539,130"
60,nba,2019,61,Gary Harris,DEN,SG,"$18,289,286"
61,nba,2019,62,Julius Randle,NYK,PF,"$18,000,000"
62,nba,2019,,Myles Turner,IND,C,"$18,000,000"
63,nba,2019,64,Derrick Favors,NOP,PF,"$17,650,000"
64,nba,2019,65,Andre Iguodala,MIA,SF,"$17,185,185"
65,nba,2019,66,Evan Fournier,ORL,SG,"$17,150,000"
66,nba,2019,67,Bismack Biyombo,CHA,C,"$17,000,000"
67,nba,2019,,Bojan Bogdanovic,UTA,SF,"$17,000,000"
68,nba,2019,69,Gorgui Dieng,MEM,C,"$16,229,213"
69,nba,2019,70,Ricky Rubio,PHX,PG,"$16,200,000"
70,nba,2019,71,Jonas Valanciunas,MEM,C,"$16,000,000"
71,nba,2019,72,Brandon Knight,DET,PG,"$15,643,750"
72,nba,2019,73,Eric Bledsoe,MIL,PG,"$15,625,000"
73,nba,2019,,Kelly Oubre Jr.,PHX,SF,"$15,625,000"
74,nba,2019,75,Dennis Schröder,OKC,PG,"$15,500,000"
75,nba,2019,76,Ian Mahinmi,WAS,C,"$15,450,051"
76,nba,2019,77,James Johnson,MIN,PF,"$15,129,400"
77,nba,2019,78,Marcus Morris Sr.,LAC,PF,"$15,000,000"
78,nba,2019,,Bobby Portis,NYK,PF,"$15,000,000"
79,nba,2019,80,Clint Capela,ATL,C,"$14,896,552"
80,nba,2019,81,Danny Green,LAL,SG,"$14,634,146"
81,nba,2019,82,Rudy Gay,SAS,PF,"$14,500,000"
82,nba,2019,83,Cody Zeller,CHA,C,"$14,471,910"
83,nba,2019,84,Eric Gordon,HOU,SG,"$14,057,730"
84,nba,2019,85,Mason Plumlee,DEN,C,"$14,041,096"
85,nba,2019,86,J.J. Redick,NOP,SG,"$13,486,300"
86,nba,2019,87,Jordan Clarkson,UTA,SG,"$13,437,500"
87,nba,2019,88,Dewayne Dedmon,ATL,C,"$13,333,334"
88,nba,2019,89,Jusuf Nurkic,POR,C,"$13,250,000"
89,nba,2019,90,Justise Winslow,MEM,SF,"$13,000,000"
90,nba,2019,91,Thaddeus Young,CHI,PF,"$12,900,000"
91,nba,2019,92,Will Barton,DEN,SG,"$12,776,786"
92,nba,2019,93,Courtney Lee,DAL,SG,"$12,759,670"
93,nba,2019,94,Solomon Hill,MIA,SF,"$12,758,781"
94,nba,2019,95,Larry Nance Jr.,CLE,PF,"$12,727,273"
95,nba,2019,96,Kelly Olynyk,MIA,C,"$12,667,886"
96,nba,2019,97,Marcus Smart,BOS,PG,"$12,553,471"
97,nba,2019,98,Terrence Ross,ORL,SG,"$12,500,000"
98,nba,2019,99,Patty Mills,SAS,PG,"$12,428,571"
99,nba,2019,100,Patrick Beverley,LAC,PG,"$12,345,680"
100,nba,2019,101,Trevor Ariza,POR,SF,"$12,200,000"
101,nba,2019,102,Brook Lopez,MIL,C,"$12,093,024"
102,nba,2019,103,Cory Joseph,SAC,PG,"$12,000,000"
103,nba,2019,104,Joe Ingles,UTA,SF,"$11,954,546"
104,nba,2019,105,Tony Snell,DET,SG,"$11,392,857"
105,nba,2019,106,Robert Covington,HOU,SF,"$11,301,219"
106,nba,2019,107,Meyers Leonard,MIA,C,"$11,286,517"
107,nba,2019,108,Maurice Harkless,NYK,SF,"$11,011,236"
108,nba,2019,109,T.J. Warren,IND,SF,"$10,810,000"
109,nba,2019,110,Andre Roberson,OKC,SG,"$10,740,740"
110,nba,2019,111,Spencer Dinwiddie,BKN,PG,"$10,605,600"
111,nba,2019,112,Jeremy Lamb,IND,SG,"$10,500,000"
112,nba,2019,113,Dwight Powell,DAL,PF,"$10,259,375"
113,nba,2019,114,Norman Powell,TOR,SG,"$10,116,576"
114,nba,2019,,Josh Richardson,PHI,SF,"$10,116,576"
115,nba,2019,116,Tomas Satoransky,CHI,SG,"$10,000,000"
116,nba,2019,117,DeAndre Jordan,BKN,C,"$9,881,598"
117,nba,2019,118,Zion Williamson,NOP,PF,"$9,757,440"
118,nba,2019,119,Markelle Fultz,ORL,PG,"$9,745,200"
119,nba,2019,120,John Henson,DET,PF,"$9,732,396"
120,nba,2019,121,Matthew Dellavedova,CLE,PG,"$9,607,500"
121,nba,2019,122,Dante Exum,CLE,PG,"$9,600,000"
122,nba,2019,123,Deandre Ayton,PHX,C,"$9,562,920"
123,nba,2019,124,Delon Wright,DAL,PG,"$9,473,684"
124,nba,2019,125,Jerami Grant,DEN,SF,"$9,346,153"
125,nba,2019,,Fred VanVleet,TOR,PG,"$9,346,153"
126,nba,2019,127,Al-Farouq Aminu,ORL,PF,"$9,258,000"
127,nba,2019,,Tyus Jones,MEM,PG,"$9,258,000"
128,nba,2019,129,George Hill,MIL,PG,"$9,133,907"
129,nba,2019,130,Kyle Anderson,MEM,SF,"$9,073,050"
130,nba,2019,131,Taj Gibson,NYK,C,"$9,000,000"
131,nba,2019,132,Ja Morant,MEM,PG,"$8,730,240"
132,nba,2019,133,Lonzo Ball,NOP,PG,"$8,719,320"
133,nba,2019,134,E'Twaun Moore,NOP,SG,"$8,664,928"
134,nba,2019,135,Marvin Bagley III,SAC,PF,"$8,556,120"
135,nba,2019,136,Bogdan Bogdanovic,SAC,SG,"$8,529,386"
136,nba,2019,137,P.J. Tucker,HOU,SF,"$8,349,039"
137,nba,2019,138,Cristiano Felicio,CHI,PF,"$8,156,500"
138,nba,2019,139,Ben Simmons,PHI,PG,"$8,113,930"
139,nba,2019,140,Kentavious Caldwell-Pope,LAL,SG,"$8,089,282"
140,nba,2019,141,Thomas Bryant,WAS,C,"$8,000,000"
141,nba,2019,,Wayne Ellington,NYK,SG,"$8,000,000"
142,nba,2019,,Maxi Kleber,DAL,PF,"$8,000,000"
143,nba,2019,,Elfrid Payton,NYK,PG,"$8,000,000"
144,nba,2019,,Louis Williams,LAC,SG,"$8,000,000"
145,nba,2019,146,R.J. Barrett,NYK,SF,"$7,839,960"
146,nba,2019,147,Jayson Tatum,BOS,SF,"$7,830,000"
147,nba,2019,148,Jae Crowder,MIA,SF,"$7,815,533"
148,nba,2019,149,Luka Doncic,DAL,PG,"$7,683,360"
149,nba,2019,150,Joe Harris,BKN,SG,"$7,666,667"
150,nba,2019,151,Seth Curry,DAL,SG,"$7,461,380"
151,nba,2019,152,Langston Galloway,DET,SG,"$7,333,333"
