,league,season,rank,player,team,position,salary
31,nba,2014,,Nene Hilario,WAS,C,"$13,000,000"
32,nba,2014,33,Andrew Bogut,GSW,C,"$12,972,973"
33,nba,2014,34,Derrick Favors,UTA,PF,"$12,950,000"
34,nba,2014,35,Rajon Rondo,DAL,PG,"$12,909,090"
35,nba,2014,36,Joakim Noah,CHI,C,"$12,700,000"
36,nba,2014,37,Nicolas Batum,POR,SF,"$12,655,057"
37,nba,2014,38,Tony Parker,SAS,PG,"$12,500,000"
38,nba,2014,39,Serge Ibaka,OKC,PF,"$12,350,000"
39,nba,2014,40,Andre Iguodala,GSW,SF,"$12,289,544"
40,nba,2014,41,Nikola Pekovic,MIN,C,"$12,100,000"
41,nba,2014,42,Kevin Garnett,MIN,PF,"$12,000,000"
42,nba,2014,,Al Horford,ATL,C,"$12,000,000"
43,nba,2014,,Kyle Lowry,TOR,PG,"$12,000,000"
44,nba,2014,,David West,IND,PF,"$12,000,000"
45,nba,2014,46,Ty Lawson,DEN,PG,"$11,595,506"
46,nba,2014,47,Andrea Bargnani,NYK,C,"$11,500,000"
47,nba,2014,48,DeAndre Jordan,LAC,C,"$11,440,123"
48,nba,2014,49,Tyreke Evans,NOP,SG,"$11,265,416"
49,nba,2014,50,Danilo Gallinari,DEN,SF,"$10,854,850"
50,nba,2014,51,Stephen Curry,GSW,PG,"$10,629,213"
51,nba,2014,52,Marcin Gortat,WAS,C,"$10,434,782"
52,nba,2014,53,Tim Duncan,SAS,PF,"$10,361,446"
53,nba,2014,54,Gerald Wallace,BOS,SF,"$10,105,855"
54,nba,2014,55,DeMar DeRozan,TOR,SG,"$10,100,000"
55,nba,2014,56,Jrue Holiday,NOP,PG,"$9,904,495"
56,nba,2014,57,Luol Deng,MIA,SF,"$9,714,461"
57,nba,2014,58,Anderson Varejao,CLE,PF,"$9,704,545"
58,nba,2014,59,Thaddeus Young,BKN,PF,"$9,660,869"
59,nba,2014,60,Paul Millsap,ATL,PF,"$9,500,000"
60,nba,2014,61,Tiago Splitter,SAS,PF,"$9,250,000"
61,nba,2014,62,Jeff Green,MEM,SF,"$9,200,000"
62,nba,2014,63,Jordan Hill,LAL,C,"$9,000,000"
63,nba,2014,,Lance Stephenson,CHA,SG,"$9,000,000"
64,nba,2014,65,Mike Conley,MEM,PG,"$8,694,216"
65,nba,2014,66,Trevor Ariza,HOU,SF,"$8,579,089"
66,nba,2014,67,Channing Frye,ORL,PF,"$8,579,088"
67,nba,2014,68,Marcus Thornton,PHX,SG,"$8,575,000"
68,nba,2014,69,Ryan Anderson,NOP,PF,"$8,491,500"
69,nba,2014,70,Omer Asik,NOP,C,"$8,374,646"
70,nba,2014,,Jeremy Lin,LAL,PG,"$8,374,646"
71,nba,2014,72,Monta Ellis,DAL,SG,"$8,360,000"
72,nba,2014,73,Boris Diaw,SAS,C,"$8,000,000"
73,nba,2014,,Taj Gibson,CHI,PF,"$8,000,000"
74,nba,2014,,George Hill,IND,PG,"$8,000,000"
75,nba,2014,,Brandon Jennings,DET,PG,"$8,000,000"
76,nba,2014,,O.J. Mayo,MIL,SG,"$8,000,000"
77,nba,2014,,Jeff Teague,ATL,PG,"$8,000,000"
78,nba,2014,79,Dirk Nowitzki,DAL,PF,"$7,974,482"
79,nba,2014,80,Ersan Ilyasova,MIL,PF,"$7,900,000"
80,nba,2014,81,Arron Afflalo,POR,SG,"$7,750,000"
81,nba,2014,82,Tayshaun Prince,DET,SF,"$7,707,865"
82,nba,2014,83,Goran Dragic,MIA,PG,"$7,500,000"
83,nba,2014,84,Wesley Matthews,POR,SG,"$7,245,640"
84,nba,2014,85,Isaiah Thomas,BOS,PG,"$7,238,606"
85,nba,2014,86,Avery Bradley,BOS,SG,"$7,191,011"
86,nba,2014,87,Pau Gasol,CHI,PF,"$7,128,000"
87,nba,2014,88,Jose Calderon,NYK,PG,"$7,097,191"
88,nba,2014,89,Kyrie Irving,CLE,PG,"$7,070,730"
89,nba,2014,90,Manu Ginobili,SAS,SG,"$7,000,000"
90,nba,2014,,Amir Johnson,TOR,PF,"$7,000,000"
91,nba,2014,,Marvin Williams,CHA,PF,"$7,000,000"
92,nba,2014,93,Brandon Bass,BOS,PF,"$6,900,000"
93,nba,2014,94,Kevin Martin,MIN,SG,"$6,792,500"
94,nba,2014,,J.J. Redick,LAC,SG,"$6,792,500"
95,nba,2014,96,Wilson Chandler,DEN,SF,"$6,757,913"
96,nba,2014,97,Jason Richardson,PHI,SG,"$6,601,125"
97,nba,2014,98,J.R. Smith,CLE,SG,"$6,515,510"
98,nba,2014,99,Carl Landry,SAC,PF,"$6,500,000"
99,nba,2014,100,Greivis Vasquez,TOR,PG,"$6,400,000"
100,nba,2014,101,Derrick Williams,SAC,PF,"$6,331,404"
101,nba,2014,102,Jarrett Jack,BKN,PG,"$6,300,000"
102,nba,2014,103,Kyle Korver,ATL,SG,"$6,253,521"
103,nba,2014,104,Landry Fields,TOR,SF,"$6,250,000"
104,nba,2014,105,Robin Lopez,POR,C,"$6,124,729"
105,nba,2014,106,Jason Thompson,SAC,PF,"$6,037,500"
106,nba,2014,107,Gerald Henderson,CHA,SG,"$6,000,000"
107,nba,2014,,Jodie Meeks,DET,SG,"$6,000,000"
108,nba,2014,109,Chuck Hayes,TOR,PF,"$5,958,750"
109,nba,2014,110,Spencer Hawes,LAC,PF,"$5,871,309"
110,nba,2014,111,Jason Terry,HOU,SG,"$5,850,313"
111,nba,2014,112,Patrick Patterson,TOR,PF,"$5,831,326"
112,nba,2014,113,P.J. Tucker,PHX,SF,"$5,700,000"
113,nba,2014,114,Enes Freedom,OKC,C,"$5,694,674"
114,nba,2014,115,Anthony Davis,NOP,PF,"$5,607,240"
115,nba,2014,116,Anthony Bennett,MIN,PF,"$5,563,920"
116,nba,2014,117,Andrew Wiggins,MIN,SF,"$5,510,640"
117,nba,2014,118,Greg Monroe,DET,C,"$5,479,933"
118,nba,2014,119,Jamal Crawford,LAC,SG,"$5,450,000"
119,nba,2014,,Courtney Lee,MEM,SG,"$5,450,000"
120,nba,2014,,Louis Williams,TOR,SG,"$5,450,000"
121,nba,2014,122,J.J Hickson,DEN,PF,"$5,381,750"
122,nba,2014,,Martell Webster,WAS,SF,"$5,381,750"
123,nba,2014,124,Chris Andersen,MIA,PF,"$5,375,000"
124,nba,2014,125,Shaun Livingston,GSW,PG,"$5,305,000"
125,nba,2014,,Josh McRoberts,MIA,PF,"$5,305,000"
126,nba,2014,,Nikola Mirotic,CHI,PF,"$5,305,000"
127,nba,2014,,Paul Pierce,WAS,SF,"$5,305,000"
128,nba,2014,129,Zaza Pachulia,MIL,C,"$5,200,000"
129,nba,2014,130,Tristan Thompson,CLE,C,"$5,138,430"
130,nba,2014,131,Michael Kidd-Gilchrist,CHA,SF,"$5,016,960"
131,nba,2014,132,Trevor Booker,UTA,PF,"$5,000,000"
132,nba,2014,,Chase Budinger,MIN,SF,"$5,000,000"
133,nba,2014,,Brandan Wright,PHX,PF,"$5,000,000"
134,nba,2014,135,Nick Young,LAL,SG,"$4,994,420"
135,nba,2014,136,Victor Oladipo,ORL,SG,"$4,978,200"
136,nba,2014,137,Jabari Parker,MIL,PF,"$4,930,560"
137,nba,2014,138,Luis Scola,IND,PF,"$4,868,499"
138,nba,2014,139,Tony Allen,MEM,SG,"$4,831,461"
139,nba,2014,140,Chris Kaman,POR,C,"$4,800,000"
140,nba,2014,141,Darren Collison,SAC,PG,"$4,797,664"
141,nba,2014,,Kostas Papanikolaou,HOU,SF,"$4,797,664"
142,nba,2014,143,Corey Brewer,HOU,SG,"$4,702,500"
143,nba,2014,144,Ricky Rubio,MIN,PG,"$4,660,479"
144,nba,2014,145,Timofey Mozgov,CLE,C,"$4,650,000"
145,nba,2014,146,Andre Miller,SAC,PG,"$4,625,000"
146,nba,2014,147,Bradley Beal,WAS,SG,"$4,505,280"
147,nba,2014,148,Caron Butler,DET,SF,"$4,500,000"
148,nba,2014,,Ben Gordon,ORL,SG,"$4,500,000"
149,nba,2014,,Jonas Jerebko,BOS,PF,"$4,500,000"
150,nba,2014,151,Otto Porter Jr.,WAS,SF,"$4,470,480"
151,nba,2014,152,Joel Embiid,PHI,C,"$4,427,640"
152,nba,2014,153,Luc Richard Mbah a Moute,PHI,PF,"$4,382,576"
153,nba,2014,154,Jared Dudley,MIL,SF,"$4,250,000"
154,nba,2014,,Kris Humphries,WAS,PF,"$4,250,000"
155,nba,2014,156,C.J. Miles,IND,SF,"$4,205,000"
156,nba,2014,157,Thabo Sefolosha,ATL,SF,"$4,150,000"
157,nba,2014,158,Dion Waiters,OKC,SG,"$4,062,000"
158,nba,2014,159,Cody Zeller,CHA,C,"$4,030,560"
159,nba,2014,160,Danny Green,SAS,SG,"$4,025,000"
160,nba,2014,161,Mario Chalmers,MIA,PG,"$4,000,000"
161,nba,2014,,Ian Mahinmi,IND,C,"$4,000,000"
162,nba,2014,,Travis Outlaw,NJN,SF,"$4,000,000"
163,nba,2014,164,Aaron Gordon,ORL,PF,"$3,992,040"
164,nba,2014,165,Mo Williams,CHA,PG,"$3,965,074"
165,nba,2014,166,Vince Carter,MEM,SG,"$3,911,981"
166,nba,2014,167,Kevin Seraphin,WAS,PF,"$3,898,691"
167,nba,2014,168,Devin Harris,DAL,PG,"$3,878,896"
168,nba,2014,169,Bismack Biyombo,CHA,C,"$3,873,398"
169,nba,2014,170,Patty Mills,SAS,PG,"$3,842,105"
170,nba,2014,171,Joel Anthony,DET,C,"$3,800,000"
171,nba,2014,172,Raymond Felton,DAL,PG,"$3,793,693"
172,nba,2014,173,Thomas Robinson,PHI,PF,"$3,678,360"
173,nba,2014,,Jonas Valanciunas,TOR,C,"$3,678,360"
174,nba,2014,175,Marreese Speights,GSW,PF,"$3,657,500"
175,nba,2014,176,Alex Len,PHX,C,"$3,649,920"
176,nba,2014,177,Dante Exum,UTA,PG,"$3,615,000"
177,nba,2014,178,Brandon Knight,PHX,PG,"$3,553,917"
178,nba,2014,179,Gerald Green,PHX,SG,"$3,500,000"
179,nba,2014,180,Darrell Arthur,DEN,PF,"$3,457,149"
180,nba,2014,181,Steve Novak,OKC,SF,"$3,445,947"
181,nba,2014,182,Matt Barnes,LAC,SF,"$3,396,250"
182,nba,2014,183,Mirza Teletovic,BKN,PF,"$3,368,100"
183,nba,2014,184,Damian Lillard,POR,PG,"$3,340,920"
184,nba,2014,185,Mike Scott,ATL,PF,"$3,333,333"
185,nba,2014,186,Mike Dunleavy,CHI,SF,"$3,326,235"
186,nba,2014,,Tyler Hansbrough,TOR,PF,"$3,326,235"
187,nba,2014,188,Nerlens Noel,PHI,C,"$3,315,120"
188,nba,2014,189,Marcus Smart,BOS,PG,"$3,283,320"
189,nba,2014,190,Alexey Shved,NYK,PG,"$3,282,056"
190,nba,2014,191,Bojan Bogdanovic,BKN,SF,"$3,278,000"
191,nba,2014,,Jason Smith,NYK,PF,"$3,278,000"
192,nba,2014,,Evan Turner,BOS,SG,"$3,278,000"
193,nba,2014,194,Kemba Walker,CHA,PG,"$3,272,091"
194,nba,2014,195,Carlos Boozer,LAL,PF,"$3,251,000"
195,nba,2014,196,Gary Neal,MIN,PG,"$3,250,000"
196,nba,2014,197,Anthony Morrow,OKC,SG,"$3,200,000"
197,nba,2014,198,Quincy Pondexter,NOP,SG,"$3,146,068"
198,nba,2014,199,Chris Copeland,IND,SF,"$3,135,000"
199,nba,2014,,Dorell Wright,POR,SF,"$3,135,000"
200,nba,2014,201,Klay Thompson,GSW,SG,"$3,075,880"
201,nba,2014,202,Harrison Barnes,GSW,SF,"$3,049,920"
202,nba,2014,203,Alec Burks,UTA,SG,"$3,034,356"
203,nba,2014,204,Ben McLemore,SAC,SG,"$3,026,280"
204,nba,2014,205,Joel Freeland,POR,PF,"$3,013,512"
205,nba,2014,206,D.J. Augustin,OKC,PG,"$3,000,000"
206,nba,2014,,Jerryd Bayless,MIL,PG,"$3,000,000"
207,nba,2014,,Randy Foye,DEN,SG,"$3,000,000"
208,nba,2014,,Kosta Koufos,MEM,C,"$3,000,000"
209,nba,2014,,Anthony Tolliver,DET,PF,"$3,000,000"
210,nba,2014,211,Julius Randle,LAL,PF,"$2,997,360"
211,nba,2014,212,Markieff Morris,PHX,PF,"$2,989,239"
212,nba,2014,213,Furkan Aldemir,PHI,PF,"$2,963,232"
213,nba,2014,214,Marcus Morris Sr.,PHX,PF,"$2,943,221"
214,nba,2014,215,Kawhi Leonard,SAS,SF,"$2,894,059"
215,nba,2014,216,Marco Belinelli,SAS,SG,"$2,873,750"
216,nba,2014,217,Terrence Ross,TOR,SG,"$2,793,960"
217,nba,2014,218,Kentavious Caldwell-Pope,DET,SG,"$2,772,480"
218,nba,2014,219,Nikola Vucevic,ORL,C,"$2,751,260"
219,nba,2014,220,Luke Ridnour,ORL,PG,"$2,750,000"
220,nba,2014,221,Nik Stauskas,SAC,SG,"$2,745,840"
221,nba,2014,222,Udonis Haslem,MIA,PF,"$2,732,000"
222,nba,2014,,Kirk Hinrich,CHI,SG,"$2,732,000"
223,nba,2014,,Mike Miller,CLE,SG,"$2,732,000"
224,nba,2014,,Jameer Nelson,DEN,PG,"$2,732,000"
225,nba,2014,,Brian Roberts,CHA,PG,"$2,732,000"
226,nba,2014,227,Iman Shumpert,CLE,SG,"$2,616,975"
227,nba,2014,228,Andre Drummond,DET,C,"$2,568,360"
228,nba,2014,229,Trey Burke,UTA,PG,"$2,548,560"
229,nba,2014,230,Noah Vonleh,CHA,PF,"$2,524,200"
230,nba,2014,231,James Johnson,TOR,PF,"$2,500,000"
231,nba,2014,232,DeMarre Carroll,ATL,SF,"$2,442,455"
232,nba,2014,233,Austin Rivers,LAC,SG,"$2,439,840"
233,nba,2014,234,Shelvin Mack,ATL,PG,"$2,433,333"
234,nba,2014,235,C.J. McCollum,POR,SG,"$2,421,000"
235,nba,2014,236,Elfrid Payton,ORL,PG,"$2,397,840"
236,nba,2014,237,Tobias Harris,ORL,PF,"$2,380,594"
237,nba,2014,238,Meyers Leonard,POR,C,"$2,317,920"
238,nba,2014,239,Michael Carter-Williams,MIL,PG,"$2,300,040"
239,nba,2014,240,Doug McDermott,CHI,SF,"$2,277,960"
240,nba,2014,241,Kenneth Faried,DEN,PF,"$2,249,768"
241,nba,2014,242,Nick Collison,OKC,PF,"$2,242,003"
242,nba,2014,243,Brendan Haywood,CLE,C,"$2,213,688"
243,nba,2014,244,Reggie Jackson,DET,PG,"$2,204,370"
244,nba,2014,245,Jeremy Lamb,OKC,SG,"$2,202,000"
245,nba,2014,246,Steven Adams,OKC,C,"$2,184,960"
246,nba,2014,247,Aron Baynes,SAS,C,"$2,077,000"
247,nba,2014,,Steve Blake,POR,PG,"$2,077,000"
248,nba,2014,,Danny Granger,PHX,SF,"$2,077,000"
249,nba,2014,,Ramon Sessions,WAS,PG,"$2,077,000"
250,nba,2014,,Josh Smith,HOU,SF,"$2,077,000"
251,nba,2014,,Beno Udrih,MEM,PG,"$2,077,000"
252,nba,2014,,C.J. Watson,IND,PG,"$2,077,000"
253,nba,2014,254,Kelly Olynyk,BOS,C,"$2,075,760"
254,nba,2014,255,Zach LaVine,MIN,SG,"$2,055,840"
255,nba,2014,256,Norris Cole,NOP,PG,"$2,038,206"
256,nba,2014,257,Cory Joseph,SAS,PG,"$2,023,261"
257,nba,2014,258,Jimmy Butler,CHI,SG,"$2,008,748"
258,nba,2014,259,Kent Bazemore,ATL,SG,"$2,000,000"
259,nba,2014,,DeJaun Blair,WAS,C,"$2,000,000"
260,nba,2014,,Elton Brand,ATL,PF,"$2,000,000"
261,nba,2014,262,Shabazz Muhammad,MIN,SF,"$1,971,960"
262,nba,2014,263,John Henson,MIL,PF,"$1,967,320"
263,nba,2014,264,T.J. Warren,PHX,SF,"$1,953,120"
264,nba,2014,265,Maurice Harkless,ORL,SF,"$1,887,840"
265,nba,2014,266,Giannis Antetokounmpo,MIL,SF,"$1,873,200"
266,nba,2014,267,Adreian Payne,MIN,PF,"$1,855,320"
267,nba,2014,268,Jeff Ayres,SAS,PF,"$1,828,750"
268,nba,2014,269,Jeremy Evans,UTA,SF,"$1,794,871"
269,nba,2014,270,Joffrey Lauvergne,DEN,PF,"$1,790,281"
270,nba,2014,271,Reggie Evans,SAC,PF,"$1,768,653"
271,nba,2014,272,Lucas Nogueira,TOR,C,"$1,762,680"
272,nba,2014,,Jusuf Nurkic,DEN,C,"$1,762,680"
273,nba,2014,274,Luigi Datome,BOS,SF,"$1,750,000"
274,nba,2014,275,Zoran Dragic,MIA,SG,"$1,706,250"
275,nba,2014,276,Tyler Zeller,BOS,C,"$1,703,760"
276,nba,2014,277,Dennis Schröder,ATL,PG,"$1,690,680"
277,nba,2014,278,James Young,BOS,SG,"$1,674,480"
278,nba,2014,279,Pablo Prigioni,HOU,PG,"$1,662,961"
279,nba,2014,280,Ryan Kelly,LAL,PF,"$1,650,000"
280,nba,2014,281,Terrence Jones,HOU,PF,"$1,618,680"
281,nba,2014,282,Shane Larkin,NYK,PG,"$1,606,080"
282,nba,2014,283,Tyler Ennis,MIL,PG,"$1,590,720"
283,nba,2014,284,Andrew Nicholson,ORL,PF,"$1,545,840"
284,nba,2014,285,Sergey Karasev,BKN,SG,"$1,533,840"
285,nba,2014,286,Gary Harris,DEN,SG,"$1,519,200"
286,nba,2014,287,Ronny Turiaf,PHI,C,"$1,500,000"
287,nba,2014,288,Evan Fournier,ORL,SG,"$1,483,920"
288,nba,2014,,Donatas Motiejunas,HOU,PF,"$1,483,920"
289,nba,2014,290,Tony Snell,CHI,SG,"$1,472,400"
290,nba,2014,291,Bruno Caboclo,TOR,SF,"$1,458,360"
291,nba,2014,292,Willie Green,ORL,SF,"$1,448,490"
292,nba,2014,293,Jared Sullinger,BOS,PF,"$1,424,520"
293,nba,2014,294,Gorgui Dieng,MIN,C,"$1,413,480"
294,nba,2014,295,Mitch McGary,OKC,PF,"$1,400,040"
295,nba,2014,296,Mason Plumlee,BKN,C,"$1,357,080"
296,nba,2014,297,Jordan Adams,MEM,SG,"$1,344,120"
297,nba,2014,298,John Jenkins,ATL,SG,"$1,312,920"
298,nba,2014,299,Solomon Hill,IND,SF,"$1,302,840"
299,nba,2014,300,Rodney Hood,UTA,SG,"$1,290,360"
300,nba,2014,301,Alan Anderson,BKN,SG,"$1,276,061"
301,nba,2014,302,Tim Hardaway Jr.,NYK,SG,"$1,250,640"
302,nba,2014,303,Pero Antic,ATL,PF,"$1,250,000"
303,nba,2014,304,Shabazz Napier,MIA,PG,"$1,238,640"
304,nba,2014,305,Shawne Williams,DET,SF,"$1,227,985"
305,nba,2014,306,Tony Wroten Jr.,PHI,SG,"$1,210,080"
306,nba,2014,307,Reggie Bullock,PHX,SF,"$1,200,720"
307,nba,2014,308,Clint Capela,HOU,C,"$1,189,200"
308,nba,2014,309,Miles Plumlee,MIL,C,"$1,169,880"
309,nba,2014,310,Andre Roberson,OKC,SG,"$1,160,880"
310,nba,2014,311,P.J. Hairston,CHA,SG,"$1,149,720"
311,nba,2014,312,Cartier Martin,DET,PF,"$1,145,686"
312,nba,2014,313,Brandon Rush,GSW,SG,"$1,145,685"
313,nba,2014,314,Perry Jones III,OKC,SF,"$1,129,200"
314,nba,2014,315,Rudy Gobert,UTA,C,"$1,127,400"
315,nba,2014,316,Festus Ezeli,GSW,C,"$1,112,880"
316,nba,2014,317,Archie Goodwin,PHX,SG,"$1,112,280"
317,nba,2014,318,C.J. Wilcox,LAC,SG,"$1,109,760"
318,nba,2014,319,Damjan Rudez,IND,SF,"$1,100,000"
319,nba,2014,320,Kyle Anderson,SAS,SF,"$1,093,680"
320,nba,2014,321,Kyle Singler,OKC,SF,"$1,090,000"
321,nba,2014,322,Robert Covington,PHI,SF,"$1,000,000"
322,nba,2014,323,Alexis Ajinca,NOP,C,"$981,084"
323,nba,2014,,Al-Farouq Aminu,DAL,SF,"$981,084"
324,nba,2014,,Luke Babbitt,NOP,SF,"$981,084"
325,nba,2014,,Ed Davis,LAL,PF,"$981,084"
326,nba,2014,,Garrett Temple,WAS,SG,"$981,084"
327,nba,2014,328,Jon Leuer,MEM,PF,"$967,500"
328,nba,2014,329,Joey Dorsey,HOU,PF,"$948,163"
329,nba,2014,,E'Twaun Moore,CHI,SG,"$948,163"
330,nba,2014,,Donald Sloan,IND,PG,"$948,163"
331,nba,2014,,Greg Smith,DAL,C,"$948,163"
332,nba,2014,333,Quincy Acy,NYK,PF,"$915,243"
333,nba,2014,,Cole Aldrich,NYK,C,"$915,243"
334,nba,2014,,LaVoy Allen,IND,PF,"$915,243"
335,nba,2014,,Leandro Barbosa,GSW,SG,"$915,243"
336,nba,2014,,Will Barton,DEN,SG,"$915,243"
337,nba,2014,,Patrick Beverley,HOU,PG,"$915,243"
338,nba,2014,,Matt Bonner,SAS,C,"$915,243"
339,nba,2014,,Aaron Brooks,CHI,PG,"$915,243"
340,nba,2014,,Rasual Butler,WAS,SF,"$915,243"
341,nba,2014,,Omri Casspi,SAC,SF,"$915,243"
342,nba,2014,,Jae Crowder,BOS,SF,"$915,243"
343,nba,2014,,Glen Davis,LAC,PF,"$915,243"
344,nba,2014,,Wayne Ellington,LAL,SG,"$915,243"
345,nba,2014,,Jimmer Fredette,NOP,PG,"$915,243"
346,nba,2014,,Alonzo Gee,POR,SF,"$915,243"
347,nba,2014,,Drew Gooden,WAS,PF,"$915,243"
348,nba,2014,,Draymond Green,GSW,PF,"$915,243"
349,nba,2014,,Ryan Hollins,SAC,C,"$915,243"
350,nba,2014,,Richard Jefferson,DAL,SF,"$915,243"
351,nba,2014,,Wesley Johnson,LAL,SF,"$915,243"
352,nba,2014,,James Jones,CLE,SG,"$915,243"
353,nba,2014,,Shawn Marion,CLE,SF,"$915,243"
354,nba,2014,,Jason Maxiell,CHA,PF,"$915,243"
355,nba,2014,,Khris Middleton,MIL,SF,"$915,243"
356,nba,2014,,Nazr Mohammed,CHI,C,"$915,243"
357,nba,2014,,Kyle O'Quinn,ORL,C,"$915,243"
358,nba,2014,,Ronnie Price,LAL,PG,"$915,243"
359,nba,2014,,Robert Sacre,LAL,C,"$915,243"
360,nba,2014,,Henry Sims,PHI,C,"$915,243"
361,nba,2014,,Greg Stiemsma,TOR,C,"$915,243"
362,nba,2014,,Rodney Stuckey,IND,PG,"$915,243"
363,nba,2014,,Jeff Taylor,CHA,SG,"$915,243"
364,nba,2014,,Hedo Turkoglu,LAC,SF,"$915,243"
365,nba,2014,,Ekpe Udoh,LAC,PF,"$915,243"
366,nba,2014,,Charlie Villanueva,DAL,PF,"$915,243"
367,nba,2014,368,Jose Barea,DAL,PG,"$909,859"
368,nba,2014,369,Jerami Grant,PHI,SF,"$884,879"
369,nba,2014,,Joe Harris,CLE,SG,"$884,879"
370,nba,2014,,Roy Devyn Marble,ORL,SF,"$884,879"
371,nba,2014,372,Robbie Hummel,MIN,SF,"$880,000"
372,nba,2014,373,Allen Crabbe,POR,SG,"$862,000"
373,nba,2014,374,Ishmael Smith,PHI,PG,"$861,405"
374,nba,2014,375,Damien Inglis,MIL,SF,"$820,000"
375,nba,2014,376,Nick Calathes,MEM,SG,"$816,482"
376,nba,2014,,Isaiah Canaan,PHI,PG,"$816,482"
377,nba,2014,,Ian Clark,DEN,SG,"$816,482"
378,nba,2014,,Troy Daniels,CHA,SG,"$816,482"
379,nba,2014,,Dewayne Dedmon,ORL,C,"$816,482"
380,nba,2014,,Matthew Dellavedova,CLE,PG,"$816,482"
381,nba,2014,,Justin Hamilton,MIN,C,"$816,482"
382,nba,2014,,Justin Holiday,GSW,SG,"$816,482"
383,nba,2014,,Grant Jerrett,UTA,PF,"$816,482"
384,nba,2014,,Jerome Jordan,BKN,C,"$816,482"
385,nba,2014,,Ognjen Kuzmic,GSW,C,"$816,482"
386,nba,2014,,Ray McCallum,SAC,PG,"$816,482"
387,nba,2014,,Mike Muscala,ATL,PF,"$816,482"
388,nba,2014,,Phil Pressey,BOS,PG,"$816,482"
389,nba,2014,,Hollis Thompson,PHI,SG,"$816,482"
390,nba,2014,,Jeff Withey,NOP,C,"$816,482"
391,nba,2014,392,Hassan Whiteside,MIA,C,"$769,881"
392,nba,2014,393,Jarnell Stokes,MEM,PF,"$725,000"
393,nba,2014,394,Dante Cunningham,NOP,PF,"$716,043"
394,nba,2014,395,Darius Morris,BKN,PG,"$702,756"
395,nba,2014,396,Spencer Dinwiddie,DET,PG,"$700,000"
396,nba,2014,397,Johnny O'Bryant,MIL,PF,"$600,000"
397,nba,2014,398,Cameron Bairstow,CHI,PF,"$507,336"
398,nba,2014,,Tarik Black,LAL,PF,"$507,336"
399,nba,2014,,Markel Brown,BKN,SG,"$507,336"
400,nba,2014,,Jordan Clarkson,LAL,PG,"$507,336"
401,nba,2014,,Cleanthony Early,NYK,SF,"$507,336"
402,nba,2014,,James Ennis III,MIA,SF,"$507,336"
403,nba,2014,,Erick Green,DEN,PG,"$507,336"
404,nba,2014,,Joe Ingles,UTA,SF,"$507,336"
405,nba,2014,,Cory Jefferson,BKN,PF,"$507,336"
406,nba,2014,,Nick Johnson,HOU,SG,"$507,336"
407,nba,2014,,K.J. McDaniels,HOU,SG,"$507,336"
408,nba,2014,,Eric Moreland,SAC,PF,"$507,336"
409,nba,2014,,Dwight Powell,DAL,PF,"$507,336"
410,nba,2014,,Glenn Robinson III,PHI,SG,"$507,336"
411,nba,2014,,JaKarr Sampson,PHI,SG,"$507,336"
412,nba,2014,,Russ Smith,MEM,PG,"$507,336"
413,nba,2014,,Travis Wear,NYK,SF,"$507,336"
414,nba,2014,,Shayne Whittington,IND,PF,"$507,336"
415,nba,2014,416,Louis Amundson,NYK,PF,"$409,167"
