,league,season,rank,player,team,position,salary
0,nba,2017,1,Stephen Curry,GSW,PG,"$34,682,550"
1,nba,2017,2,LeBron James,CLE,SF,"$33,285,709"
2,nba,2017,3,Paul Millsap,DEN,PF,"$30,769,231"
3,nba,2017,4,Blake Griffin,DET,PF,"$29,727,900"
4,nba,2017,,Gordon Hayward,BOS,SF,"$29,727,900"
5,nba,2017,6,Kyle Lowry,TOR,PG,"$28,703,704"
6,nba,2017,7,Mike Conley,MEM,PG,"$28,530,608"
7,nba,2017,,Russell Westbrook,OKC,PG,"$28,530,608"
8,nba,2017,9,James Harden,HOU,SG,"$28,299,399"
9,nba,2017,10,DeMar DeRozan,TOR,SG,"$27,739,975"
10,nba,2017,11,Al Horford,BOS,C,"$27,734,405"
11,nba,2017,12,Carmelo Anthony,OKC,SF,"$26,243,760"
12,nba,2017,13,Damian Lillard,POR,PG,"$26,153,057"
13,nba,2017,14,Jrue Holiday,NOP,SG,"$25,686,667"
14,nba,2017,15,Kevin Durant,GSW,SF,"$25,000,000"
15,nba,2017,16,Otto Porter Jr.,WAS,SF,"$24,773,250"
16,nba,2017,17,Chris Paul,HOU,PG,"$24,599,459"
17,nba,2017,18,C.J. McCollum,POR,SG,"$23,962,572"
18,nba,2017,19,Bradley Beal,WAS,SG,"$23,775,506"
19,nba,2017,,Anthony Davis,NOP,PF,"$23,775,506"
20,nba,2017,,Andre Drummond,DET,C,"$23,775,506"
21,nba,2017,,Hassan Whiteside,MIA,C,"$23,775,506"
22,nba,2017,23,Dwight Howard,CHA,C,"$23,500,000"
23,nba,2017,24,Harrison Barnes,DAL,SF,"$23,112,004"
24,nba,2017,,Chandler Parsons,MEM,SF,"$23,112,004"
25,nba,2017,26,J.J. Redick,PHI,SG,"$23,000,000"
26,nba,2017,27,Marc Gasol,MEM,C,"$22,642,350"
27,nba,2017,,DeAndre Jordan,LAC,C,"$22,642,350"
28,nba,2017,,Brook Lopez,LAL,C,"$22,642,350"
29,nba,2017,,Kevin Love,CLE,C,"$22,642,350"
30,nba,2017,31,Steven Adams,OKC,C,"$22,471,910"
31,nba,2017,,Giannis Antetokounmpo,MIL,SF,"$22,471,910"
32,nba,2017,33,Nicolas Batum,CHA,SG,"$22,434,783"
33,nba,2017,34,Rudy Gobert,UTA,C,"$21,974,719"
34,nba,2017,35,LaMarcus Aldridge,SAS,PF,"$21,461,010"
35,nba,2017,36,Victor Oladipo,IND,SG,"$21,000,000"
36,nba,2017,37,Enes Freedom,NYK,C,"$20,566,801"
37,nba,2017,38,Danilo Gallinari,LAC,SF,"$20,559,599"
38,nba,2017,39,Serge Ibaka,TOR,PF,"$20,061,728"
39,nba,2017,40,George Hill,CLE,PG,"$20,000,000"
40,nba,2017,41,Ryan Anderson,HOU,PF,"$19,578,454"
41,nba,2017,42,Paul George,OKC,SF,"$19,508,958"
42,nba,2017,43,Allen Crabbe,BKN,SG,"$19,332,500"
43,nba,2017,44,Jimmy Butler,MIN,SG,"$19,301,070"
44,nba,2017,45,Jeff Teague,MIN,PG,"$19,000,000"
45,nba,2017,46,Kyrie Irving,BOS,PG,"$18,868,625"
46,nba,2017,,Kawhi Leonard,SAS,SF,"$18,868,625"
47,nba,2017,48,DeMarcus Cousins,NOP,C,"$18,063,850"
48,nba,2017,,John Wall,WAS,PG,"$18,063,850"
49,nba,2017,50,Wesley Matthews,DAL,SG,"$17,884,175"
50,nba,2017,51,Klay Thompson,GSW,SG,"$17,826,150"
51,nba,2017,52,Joakim Noah,NYK,C,"$17,765,000"
52,nba,2017,53,Kentavious Caldwell-Pope,LAL,SG,"$17,745,894"
53,nba,2017,54,Luol Deng,LAL,SF,"$17,190,000"
54,nba,2017,55,Evan Turner,POR,SF,"$17,131,148"
55,nba,2017,56,Goran Dragic,MIA,PG,"$17,000,450"
56,nba,2017,57,Bismack Biyombo,ORL,C,"$17,000,000"
57,nba,2017,,Evan Fournier,ORL,SG,"$17,000,000"
58,nba,2017,59,Kent Bazemore,ATL,SF,"$16,910,113"
59,nba,2017,60,Robert Covington,PHI,SF,"$16,698,103"
60,nba,2017,61,Ian Mahinmi,WAS,C,"$16,661,641"
61,nba,2017,62,Tim Hardaway Jr.,NYK,SG,"$16,500,000"
62,nba,2017,63,Draymond Green,GSW,PF,"$16,400,000"
63,nba,2017,,Tristan Thompson,CLE,C,"$16,400,000"
64,nba,2017,65,Pau Gasol,SAS,C,"$16,000,000"
65,nba,2017,,Tobias Harris,LAC,PF,"$16,000,000"
66,nba,2017,,Reggie Jackson,DET,PG,"$16,000,000"
67,nba,2017,68,Dennis Schröder,ATL,PG,"$15,500,000"
