,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,Unnamed: 30,Offensive Rating,Defensive Rating,Season
250,47,Daequan Cook,SG,25,CHI,6,0,36,1.5,15.3,.100,1.5,12.2,.125,0.0,3.1,.000,0.0,0.0,0,0.0,4.6,4.6,6.1,1.5,0.0,6.1,9.2,4.6,,38,112,2012-2013
251,48,Chris Copeland,PF,28,NYK,9,1,93,7.1,17.9,.400,6.6,13.7,.478,0.6,4.2,.143,1.2,1.2,1.000,1.2,4.2,5.4,0.6,3.0,0.0,2.4,5.4,22.0,,110,99,2012-2013
252,49,Jamal Crawford,SG,32,LAC,6,0,161,8.1,21.0,.387,2.0,7.4,.273,6.1,13.5,.450,3.7,3.7,1.000,0.7,3.4,4.1,3.4,1.0,0.3,1.4,3.0,22.0,,104,117,2012-2013
253,50,Jordan Crawford,SG,24,BOS,5,0,59,6.5,21.5,.304,2.8,11.2,.250,3.7,10.3,.364,0.9,1.9,.500,0.0,2.8,2.8,0.0,1.9,0.0,2.8,2.8,16.8,,65,102,2012-2013
254,51,Stephen Curry,PG,24,GSW,12,12,497,10.5,24.1,.434,4.3,10.9,.396,6.2,13.3,.465,3.6,3.9,.921,0.5,4.2,4.7,10.0,2.1,0.2,4.1,3.6,28.9,,113,108,2012-2013
255,52,Samuel Dalembert,C,31,MIL,1,0,9,0.0,11.8,.000,0.0,0.0,0,0.0,11.8,.000,5.9,23.5,.250,5.9,11.8,17.6,0.0,5.9,0.0,11.8,17.6,5.9,,29,98,2012-2013
256,53,Marquis Daniels,SF,32,MIL,3,0,33,9.6,17.6,.545,0.0,3.2,.000,9.6,14.4,.667,0.0,0.0,0,0.0,6.4,6.4,6.4,1.6,0.0,1.6,4.8,19.2,,109,112,2012-2013
257,54,Ed Davis,PF,23,MEM,8,0,48,5.7,13.6,.417,0.0,0.0,0,5.7,13.6,.417,3.4,4.5,.750,4.5,7.9,12.4,0.0,0.0,1.1,2.3,7.9,14.7,,97,107,2012-2013
258,55,Austin Daye,SF,24,MEM,4,0,20,8.1,21.7,.375,0.0,2.7,.000,8.1,19.0,.429,2.7,2.7,1.000,0.0,2.7,2.7,0.0,0.0,2.7,2.7,5.4,19.0,,78,108,2012-2013
259,56,Nando De Colo,SG,25,SAS,5,0,14,3.8,15.3,.250,0.0,11.5,.000,3.8,3.8,1.000,7.7,7.7,1.000,7.7,7.7,15.3,7.7,0.0,0.0,0.0,3.8,15.3,,122,106,2012-2013
260,57,Carlos Delfino,SF,30,HOU,5,0,120,6.3,16.8,.375,4.6,13.1,.355,1.7,3.8,.444,1.7,1.7,1.000,0.4,4.6,5.1,4.2,1.3,0.4,2.1,4.2,19.0,,108,114,2012-2013
261,58,Luol Deng,SF,27,CHI,5,5,224,7.8,20.6,.381,0.2,4.4,.056,7.6,16.2,.470,1.0,2.5,.400,1.2,8.1,9.3,4.7,1.2,0.7,2.9,2.9,16.9,,83,110,2012-2013
262,59,Boris Diaw,PF,30,SAS,16,1,273,4.7,10.6,.444,1.0,2.6,.385,3.7,8.0,.463,2.4,2.7,.857,1.6,6.3,7.8,5.5,0.8,0.6,2.6,5.5,12.8,,107,104,2012-2013
263,60,Keyon Dooling,PG,32,MEM,14,0,114,3.8,11.4,.333,2.4,6.2,.385,1.4,5.2,.273,2.9,2.9,1.000,0.0,2.4,2.4,1.9,0.5,0.0,1.4,6.7,12.9,,102,111,2012-2013
264,61,Chris Duhon,PG,30,LAL,2,0,68,3.1,8.4,.364,2.3,6.1,.375,0.8,2.3,.333,0.0,0.0,0,0.8,1.5,2.3,5.4,1.5,0.8,3.8,3.1,8.4,,83,116,2012-2013
265,62,Tim Duncan,C,36,SAS,21,21,735,11.0,23.4,.470,0.0,0.1,.000,11.0,23.3,.472,5.8,7.1,.806,3.9,11.7,15.6,2.9,1.3,2.5,3.1,3.9,27.8,,106,98,2012-2013
266,63,Mike Dunleavy,SF,32,MIL,4,0,91,9.9,17.5,.567,4.1,9.3,.438,5.8,8.1,.714,4.7,5.2,.889,1.7,7.6,9.3,4.7,1.2,0.0,1.7,2.9,28.5,,137,112,2012-2013
267,64,Kevin Durant,SF,24,OKC,11,11,485,11.9,26.2,.455,2.3,7.5,.314,9.6,18.8,.511,9.9,11.9,.830,0.7,9.8,10.6,7.4,1.5,1.3,4.6,2.8,36.2,,112,102,2012-2013
268,65,Monta Ellis,SG,27,MIL,4,4,152,8.4,19.2,.436,1.0,6.6,.158,7.3,12.5,.583,2.1,5.6,.375,0.7,3.8,4.5,7.7,3.5,0.3,4.9,2.8,19.9,,86,109,2012-2013
269,66,Reggie Evans,PF,32,BRK,7,7,209,2.9,6.0,.478,0.0,0.0,0,2.9,6.0,.478,2.6,4.7,.556,4.2,18.2,22.4,1.6,1.8,0.5,1.6,5.5,8.3,,110,99,2012-2013
270,67,Festus Ezeli,C,23,GSW,12,3,134,2.3,5.0,.462,0.0,0.0,0,2.3,5.0,.462,4.6,8.0,.571,5.0,6.5,11.4,0.8,1.1,2.7,4.6,9.1,9.1,,88,105,2012-2013
271,68,Kenneth Faried,PF,23,DEN,5,4,145,6.8,10.9,.625,0.0,0.0,0,6.8,10.9,.625,3.7,5.1,.733,4.1,10.2,14.3,0.3,1.7,0.3,1.7,7.5,17.4,,126,108,2012-2013
272,69,Raymond Felton,PG,28,NYK,12,12,454,8.8,19.8,.444,1.1,3.4,.321,7.7,16.4,.470,2.0,2.9,.667,2.1,2.9,5.0,6.8,2.4,0.6,2.4,3.2,20.6,,105,101,2012-2013
273,70,Derek Fisher,SG,38,OKC,11,0,261,6.3,13.9,.457,4.8,10.1,.471,1.6,3.8,.421,1.6,2.4,.667,0.2,3.2,3.4,1.6,1.4,0.2,1.6,6.5,19.0,,117,108,2012-2013
274,71,Evan Fournier,SG,20,DEN,4,4,53,5.6,15.8,.353,0.0,7.5,.000,5.6,8.4,.667,6.5,7.5,.875,0.0,0.0,0.0,3.7,1.9,0.0,5.6,5.6,17.7,,81,115,2012-2013
275,72,Francisco García,SF,31,HOU,6,3,164,6.8,15.4,.440,5.2,11.4,.459,1.5,4.0,.385,0.9,1.5,.600,0.9,5.2,6.2,2.8,1.2,1.5,1.2,6.5,19.7,,122,112,2012-2013
276,73,Kevin Garnett,C,36,BOS,6,6,212,7.8,15.6,.500,0.0,0.5,.000,7.8,15.1,.517,4.2,4.4,.941,2.3,19.0,21.3,5.5,1.3,1.6,4.9,6.0,19.8,,98,90,2012-2013
277,74,Marc Gasol,C,28,MEM,15,15,609,8.3,18.3,.454,0.0,0.0,0,8.3,18.3,.454,6.4,8.0,.800,2.2,9.1,11.3,4.3,1.2,2.9,1.6,4.7,23.0,,114,102,2012-2013
278,75,Pau Gasol,PF,32,LAL,4,4,146,8.9,18.6,.481,0.0,0.0,0,8.9,18.6,.481,2.1,3.9,.545,2.5,13.9,16.4,9.3,0.7,1.1,4.6,1.4,20.0,,96,111,2012-2013
279,76,Paul George,SF,22,IND,19,19,780,8.4,19.5,.430,2.4,7.3,.327,6.0,12.2,.491,6.6,9.0,.727,1.1,8.8,9.9,6.8,1.8,0.6,5.3,5.1,25.7,,104,103,2012-2013
280,77,Taj Gibson,PF,27,CHI,12,0,206,8.3,17.6,.470,0.0,0.5,.000,8.3,17.1,.484,4.3,5.9,.727,4.0,5.6,9.6,1.1,1.1,1.6,2.4,9.9,20.8,,104,111,2012-2013
281,78,Manu Ginóbili,SG,35,SAS,21,3,560,7.4,18.5,.399,2.8,9.2,.302,4.6,9.3,.495,5.6,7.7,.738,0.9,6.6,7.5,10.0,2.3,0.6,5.3,5.0,23.1,,102,101,2012-2013
282,79,Andrew Goudelock,SG,24,LAL,3,2,80,10.4,23.4,.444,1.3,6.5,.200,9.1,16.9,.538,1.3,1.3,1.000,0.7,2.6,3.3,2.0,3.3,0.0,2.6,4.6,23.4,,91,112,2012-2013
283,80,Danny Green,SG,25,SAS,21,21,669,6.6,14.9,.446,4.4,9.1,.482,2.2,5.8,.389,1.0,1.2,.800,1.4,5.5,7.0,2.6,1.8,1.8,1.5,4.1,18.7,,117,102,2012-2013
284,81,Draymond Green,SF,22,GSW,12,1,223,5.5,12.8,.429,2.1,5.3,.391,3.4,7.6,.455,3.0,3.9,.765,3.2,8.5,11.7,4.3,1.4,2.3,2.7,8.0,16.0,,111,104,2012-2013
285,82,Gerald Green,SF,27,IND,9,0,105,11.0,26.2,.420,5.8,17.3,.333,5.2,8.9,.588,1.0,1.0,1.000,1.0,5.2,6.3,1.6,0.0,0.5,3.1,5.2,28.8,,104,109,2012-2013
286,83,Jeff Green,PF,26,BOS,6,6,258,7.9,18.2,.435,2.1,4.7,.455,5.8,13.5,.429,8.1,9.6,.844,1.3,5.6,6.8,3.0,0.4,0.9,4.1,4.7,26.1,,103,102,2012-2013
287,84,Willie Green,SG,31,LAC,3,0,20,5.5,8.2,.667,0.0,2.7,.000,5.5,5.5,1.000,5.5,5.5,1.000,0.0,8.2,8.2,5.5,2.7,0.0,0.0,0.0,16.4,,171,111,2012-2013
288,85,Blake Griffin,PF,23,LAC,6,5,158,10.0,22.1,.453,0.0,0.0,0,10.0,22.1,.453,7.2,9.0,.808,2.8,8.6,11.4,5.2,0.0,1.7,4.5,8.3,27.3,,103,114,2012-2013
289,86,Jordan Hamilton,SF,22,DEN,1,0,2,0.0,24.7,.000,0.0,0.0,0,0.0,24.7,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,119,2012-2013
290,87,Richard Hamilton,SG,34,CHI,4,0,68,8.1,21.8,.370,2.4,5.7,.429,5.7,16.2,.350,2.4,3.2,.750,0.0,2.4,2.4,4.0,0.8,1.6,4.0,4.0,21.0,,86,113,2012-2013
291,88,Ben Hansbrough,PG,25,IND,6,0,22,0.0,12.5,.000,0.0,7.5,.000,0.0,5.0,.000,0.0,0.0,0,2.5,5.0,7.5,7.5,0.0,2.5,5.0,5.0,0.0,,32,107,2012-2013
292,89,Tyler Hansbrough,PF,27,IND,19,0,241,5.9,14.1,.419,0.0,0.0,0,5.9,14.1,.419,5.9,10.0,.591,8.2,5.7,13.9,1.1,1.4,0.0,3.4,9.4,17.8,,102,106,2012-2013
293,90,James Harden,SG,23,HOU,6,6,243,9.4,23.9,.391,3.1,9.2,.341,6.2,14.8,.423,11.0,13.7,.803,1.0,7.3,8.3,5.6,2.5,1.2,5.6,3.7,32.9,,105,109,2012-2013
294,91,Devin Harris,SG,29,ATL,6,6,225,5.4,14.7,.365,1.2,5.8,.200,4.2,8.9,.474,4.0,5.8,.680,0.5,3.5,4.0,5.1,2.3,0.2,2.8,4.2,15.9,,90,105,2012-2013
295,92,Udonis Haslem,PF,32,MIA,22,19,357,7.9,13.2,.593,0.0,0.0,0,7.9,13.2,.593,1.2,2.2,.571,4.0,8.3,12.3,0.9,2.3,0.8,2.2,8.3,16.9,,113,101,2012-2013
296,93,John Henson,PF,22,MIL,4,0,33,4.8,17.6,.273,0.0,1.6,.000,4.8,16.0,.300,0.0,0.0,0,0.0,12.8,12.8,1.6,3.2,0.0,3.2,8.0,9.6,,51,104,2012-2013
297,94,Roy Hibbert,C,26,IND,19,19,694,9.5,18.6,.511,0.0,0.0,0,9.5,18.6,.511,6.6,8.2,.806,7.1,7.8,14.9,2.1,0.2,2.9,3.4,5.9,25.6,,117,104,2012-2013
298,95,George Hill,PG,26,IND,18,18,685,6.7,16.6,.401,2.7,7.6,.358,3.9,9.0,.438,5.1,6.1,.829,0.4,5.0,5.4,6.2,1.8,0.3,3.2,3.3,21.1,,111,106,2012-2013
299,96,Grant Hill,SF,40,LAC,1,0,20,5.5,10.9,.500,0.0,0.0,0,5.5,10.9,.500,0.0,0.0,0,5.5,5.5,10.9,5.5,0.0,0.0,2.7,13.6,10.9,,109,118,2012-2013
300,97,Jordan Hill,PF,25,LAL,3,0,31,8.4,16.8,.500,0.0,0.0,0,8.4,16.8,.500,0.0,0.0,0,3.4,15.1,18.5,1.7,0.0,3.4,0.0,3.4,16.8,,111,109,2012-2013
