,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,Effective Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Season
2639,73,Jordan Hawkins,SG,21,NOP,3,0,4.0,0.0,1.3,.000,0.0,1.0,.000,0.0,0.3,.000,.000,0.0,0.0,0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,0.0,2023-2024
2640,74,Jaxson Hayes,C,23,LAL,4,0,6.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.3,0.5,.500,0.8,2.3,3.0,0.3,0.0,0.0,0.5,1.8,0.3,2023-2024
2641,75,Gordon Hayward,SF,33,OKC,7,0,6.6,0.0,0.4,.000,0.0,0.0,0,0.0,0.4,.000,.000,0.0,0.0,0,0.1,1.7,1.9,0.4,0.1,0.1,0.0,0.3,0.0,2023-2024
2642,76,Tyler Herro,SG,24,MIA,5,5,37.0,6.0,15.6,.385,3.0,8.6,.349,3.0,7.0,.429,.481,1.8,2.0,.900,0.0,3.6,3.6,5.4,0.4,0.0,2.8,2.0,16.8,2023-2024
2643,77,Buddy Hield,SG,31,PHI,4,0,12.8,1.8,4.3,.412,1.5,3.3,.462,0.3,1.0,.250,.588,0.5,0.5,1.000,0.5,0.8,1.3,0.5,0.0,0.3,0.5,1.0,5.5,2023-2024
2644,78,Haywood Highsmith,PF,27,MIA,5,0,25.2,2.0,5.6,.357,0.6,3.2,.188,1.4,2.4,.583,.411,0.2,0.2,1.000,0.4,2.4,2.8,1.6,0.2,0.2,0.8,2.8,4.8,2023-2024
2645,79,Jrue Holiday,PG,33,BOS,19,19,37.9,5.1,10.2,.503,1.8,4.6,.402,3.3,5.6,.585,.593,1.1,1.2,.955,1.9,4.2,6.1,4.4,1.1,0.6,1.5,2.1,13.2,2023-2024
2646,80,Justin Holiday,SG,34,DEN,12,0,12.5,0.9,2.9,.314,0.9,2.4,.379,0.0,0.5,.000,.471,0.2,0.3,.500,0.1,1.6,1.7,0.3,0.5,0.0,0.3,1.3,2.9,2023-2024
2647,81,Chet Holmgren,C,21,OKC,10,10,34.5,5.9,11.9,.496,1.3,5.0,.260,4.6,6.9,.667,.550,2.5,3.3,.758,1.4,5.8,7.2,2.1,0.7,2.5,1.9,2.6,15.6,2023-2024
2648,82,Al Horford,C,37,BOS,19,15,30.3,3.5,7.3,.478,1.8,5.0,.368,1.6,2.3,.721,.605,0.4,0.6,.636,1.8,5.2,7.0,2.1,0.8,0.8,0.6,1.5,9.2,2023-2024
2649,83,Caleb Houstan,SF,21,ORL,3,0,4.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,0,.750,0.0,0.0,0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.0,2023-2024
2650,84,Jett Howard,SF,20,ORL,2,0,5.0,1.0,1.5,.667,0.5,0.5,1.000,0.5,1.0,.500,.833,0.0,0.0,0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,2.5,2023-2024
2651,85,Bones Hyland,PG,23,LAC,3,0,4.0,1.0,2.3,.429,0.3,1.7,.200,0.7,0.7,1.000,.500,1.3,1.3,1.000,0.0,0.7,0.7,1.3,0.0,0.0,0.3,0.0,3.7,2023-2024
2652,86,Joe Ingles,SF,36,ORL,7,0,9.7,0.6,1.7,.333,0.3,1.0,.286,0.3,0.7,.400,.417,0.1,0.3,.500,0.3,1.6,1.9,1.7,0.4,0.0,0.0,0.4,1.6,2023-2024
2653,87,Brandon Ingram,SF,26,NOP,4,4,36.3,4.8,13.8,.345,0.5,2.0,.250,4.3,11.8,.362,.364,4.3,4.8,.895,0.3,4.3,4.5,3.3,1.0,1.3,2.3,2.0,14.3,2023-2024
2654,88,Kyrie Irving,SG,31,DAL,22,22,40.0,8.5,18.1,.467,2.4,6.2,.390,6.0,11.9,.508,.534,2.8,3.3,.849,1.0,2.7,3.7,5.1,1.0,0.3,2.3,2.8,22.1,2023-2024
2655,89,Jonathan Isaac,PF,26,ORL,7,3,21.0,2.3,5.6,.410,1.4,3.9,.370,0.9,1.7,.500,.538,0.3,0.3,1.000,1.4,3.4,4.9,0.4,0.7,1.3,0.6,1.0,6.3,2023-2024
2656,90,Andre Jackson Jr.,SG,22,MIL,5,0,12.0,1.0,2.2,.455,0.4,1.2,.333,0.6,1.0,.600,.545,0.0,0.0,0,1.0,1.2,2.2,2.0,1.0,0.2,0.6,2.0,2.4,2023-2024
2657,91,Isaiah Jackson,C,22,IND,15,0,10.3,1.5,2.9,.535,0.0,0.0,0,1.5,2.9,.535,.535,0.7,1.2,.611,1.4,1.8,3.2,0.5,0.2,0.9,0.3,1.6,3.8,2023-2024
2658,92,Reggie Jackson,PG,33,DEN,12,0,9.8,1.3,4.0,.333,0.7,1.9,.348,0.7,2.1,.320,.417,0.2,0.2,1.000,0.2,1.1,1.3,1.0,0.2,0.1,0.7,1.0,3.5,2023-2024
2659,93,LeBron James,PF,39,LAL,5,5,40.8,11.2,19.8,.566,2.0,5.2,.385,9.2,14.6,.630,.616,3.4,4.6,.739,0.8,6.0,6.8,8.8,2.4,1.0,3.8,2.2,27.8,2023-2024
2660,94,Jaime Jaquez Jr.,SF,22,MIA,4,4,30.8,5.3,13.0,.404,0.8,3.3,.231,4.5,9.8,.462,.433,1.5,1.8,.857,0.5,2.8,3.3,3.0,0.8,0.5,1.8,1.5,12.8,2023-2024
2661,95,DaQuan Jeffries,SG,26,NYK,4,0,5.0,0.8,2.0,.375,0.5,1.3,.400,0.3,0.8,.333,.500,0.0,0.0,0,0.3,0.8,1.0,0.0,0.3,0.0,0.0,0.5,2.0,2023-2024
2662,96,Isaiah Joe,SG,24,OKC,10,2,17.3,2.4,5.4,.444,1.6,3.9,.410,0.8,1.5,.533,.593,0.0,0.0,0,0.4,1.8,2.2,1.0,0.5,0.0,0.5,1.0,6.4,2023-2024
2663,97,James Johnson,PF,36,IND,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-2024
2664,98,Nikola Jokić,C,28,DEN,12,12,40.2,11.1,20.3,.545,1.2,4.4,.264,9.9,15.9,.623,.574,5.3,5.9,.901,3.6,9.8,13.4,8.7,1.4,0.7,3.3,2.7,28.7,2023-2024
2665,99,Damian Jones,C,28,CLE,2,0,4.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,2023-2024
2666,100,Derrick Jones Jr.,SF,26,DAL,22,22,29.4,3.5,7.3,.481,1.1,3.0,.369,2.4,4.3,.558,.556,1.0,1.4,.733,1.5,2.0,3.5,1.2,0.5,1.0,0.8,2.5,9.1,2023-2024
2667,101,Herbert Jones,SF,25,NOP,4,4,35.3,4.0,10.3,.390,2.0,6.0,.333,2.0,4.3,.471,.488,3.0,3.0,1.000,1.5,3.5,5.0,2.5,1.3,0.3,2.8,3.8,13.0,2023-2024
2668,102,DeAndre Jordan,C,35,DEN,2,0,6.5,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,1.0,1.0,1.000,0.5,1.0,1.5,0.0,0.5,0.5,0.0,2.0,2.0,2023-2024
2669,103,Nikola Jović,PF,20,MIA,5,5,25.6,3.2,7.2,.444,1.8,4.4,.409,1.4,2.8,.500,.569,1.2,1.4,.857,0.4,6.2,6.6,2.2,1.0,0.6,1.2,1.8,9.4,2023-2024
2670,104,Maxi Kleber,C,32,DAL,13,0,16.8,1.2,3.0,.410,0.9,2.2,.429,0.3,0.8,.364,.564,0.3,0.5,.667,0.3,1.6,1.9,1.0,0.2,0.3,0.4,1.5,3.7,2023-2024
2671,105,Luke Kornet,C,28,BOS,13,0,10.2,1.1,1.6,.667,0.0,0.0,0,1.1,1.6,.667,.667,0.8,1.0,.846,1.5,1.7,3.2,0.5,0.1,0.4,0.5,0.8,3.0,2023-2024
2672,106,A.J. Lawson,SG,23,DAL,10,0,3.0,0.4,0.9,.444,0.2,0.6,.333,0.2,0.3,.667,.556,0.1,0.2,.500,0.1,0.2,0.3,0.0,0.0,0.1,0.0,0.1,1.1,2023-2024
2673,107,Kawhi Leonard,SF,32,LAC,2,2,29.5,5.5,12.0,.458,0.0,2.5,.000,5.5,9.5,.579,.458,1.0,1.5,.667,1.5,6.5,8.0,2.0,2.0,0.5,2.0,1.5,12.0,2023-2024
2674,108,Caris LeVert,SG,29,CLE,11,1,25.3,4.0,9.3,.431,0.5,3.0,.182,3.5,6.3,.551,.461,1.5,2.4,.654,0.7,2.9,3.6,2.3,0.8,0.5,1.3,1.3,10.1,2023-2024
2675,109,E.J. Liddell,PF,23,NOP,1,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
2676,110,Damian Lillard,PG,33,MIL,4,4,39.0,8.5,20.3,.420,5.0,12.0,.417,3.5,8.3,.424,.543,9.3,9.5,.974,0.5,2.8,3.3,5.0,1.0,0.0,2.3,2.0,31.3,2023-2024
2677,111,Nassir Little,SF,23,PHO,4,0,3.5,0.8,1.3,.600,0.3,0.8,.333,0.5,0.5,1.000,.700,0.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.5,1.8,2023-2024
2678,112,Dereck Lively II,C,19,DAL,21,0,22.0,3.0,4.5,.674,0.0,0.0,1.000,3.0,4.5,.670,.679,1.7,2.9,.590,2.7,4.7,7.4,1.3,0.4,1.0,1.0,2.3,7.9,2023-2024
2679,113,Chris Livingston,SF,20,MIL,2,0,3.0,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.0,1.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-2024
2680,114,Brook Lopez,C,35,MIL,6,6,33.3,7.3,12.5,.587,1.7,3.8,.435,5.7,8.7,.654,.653,1.3,2.5,.533,1.8,2.5,4.3,1.8,0.0,1.3,1.5,1.7,17.7,2023-2024
2681,115,Kevin Love,PF,35,MIA,5,0,6.4,0.8,1.8,.444,0.2,0.8,.250,0.6,1.0,.600,.500,0.0,0.0,0,0.2,2.6,2.8,0.8,0.0,0.0,0.4,0.4,1.8,2023-2024
2682,116,Kyle Lowry,PG,37,PHI,6,6,29.2,1.8,5.3,.344,1.3,4.0,.333,0.5,1.3,.375,.469,2.0,2.5,.800,1.0,2.5,3.5,4.0,1.0,0.7,0.7,3.8,7.0,2023-2024
2683,117,Terance Mann,SG,27,LAC,6,6,31.2,3.2,7.7,.413,1.7,3.7,.455,1.5,4.0,.375,.522,1.3,1.3,1.000,2.8,2.2,5.0,1.8,0.0,0.0,0.8,3.2,9.3,2023-2024
2684,118,Naji Marshall,SF,26,NOP,4,0,21.0,3.0,7.0,.429,1.5,3.8,.400,1.5,3.3,.462,.536,1.5,1.5,1.000,0.8,2.0,2.8,1.3,0.5,0.5,0.5,2.3,9.0,2023-2024
2685,119,Caleb Martin,SF,28,MIA,5,5,35.2,4.2,9.0,.467,2.2,5.0,.440,2.0,4.0,.500,.589,1.0,1.0,1.000,1.0,2.6,3.6,1.4,0.6,0.0,0.6,2.8,11.6,2023-2024
2686,120,Tyrese Maxey,PG,23,PHI,6,6,44.5,11.0,23.0,.478,3.7,9.2,.400,7.3,13.8,.530,.558,4.2,4.7,.893,0.2,5.0,5.2,6.8,0.8,0.3,2.2,2.7,29.8,2023-2024
2687,121,Miles McBride,PG,23,NYK,13,2,26.7,4.2,9.5,.435,1.9,5.2,.368,2.2,4.3,.518,.536,0.8,0.9,.833,0.5,1.7,2.2,1.9,0.5,0.2,0.8,2.3,11.0,2023-2024
2688,122,CJ McCollum,PG,32,NOP,4,4,37.0,7.8,18.5,.419,1.8,7.3,.241,6.0,11.3,.533,.466,0.5,0.5,1.000,0.5,4.3,4.8,4.8,1.8,0.8,4.0,3.5,17.8,2023-2024
2689,123,T.J. McConnell,PG,31,IND,17,0,20.5,5.3,10.9,.486,0.4,1.5,.269,4.9,9.4,.522,.505,0.8,0.9,.867,0.6,2.4,3.1,5.1,0.9,0.1,1.2,1.5,11.8,2023-2024
2690,124,Jaden McDaniels,SF,23,MIN,16,16,33.6,4.5,8.8,.514,1.5,3.5,.429,3.0,5.3,.571,.600,1.7,2.2,.771,1.8,2.1,3.8,1.1,0.9,1.1,1.1,3.4,12.2,2023-2024
2691,125,Doug McDermott,SF,32,IND,10,0,6.4,0.5,1.1,.455,0.3,0.8,.375,0.2,0.3,.667,.591,0.0,0.0,0,0.2,0.1,0.3,0.7,0.0,0.2,0.1,0.5,1.3,2023-2024
2692,126,Jordan McLaughlin,PG,27,MIN,6,0,5.0,0.3,1.5,.222,0.0,0.8,.000,0.3,0.7,.500,.222,0.0,0.3,.000,0.0,0.7,0.7,0.3,0.0,0.0,0.3,0.2,0.7,2023-2024
2693,127,De'Anthony Melton,SG,25,PHI,1,0,7.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2023-2024
2694,128,Sam Merrill,SG,27,CLE,10,0,12.5,1.0,2.9,.345,1.0,2.7,.370,0.0,0.2,.000,.517,0.3,0.3,1.000,0.2,1.0,1.2,0.9,0.0,0.0,0.0,0.9,3.3,2023-2024
2695,129,Khris Middleton,SF,32,MIL,6,6,38.3,9.2,19.0,.482,1.8,5.2,.355,7.3,13.8,.530,.531,4.5,5.0,.900,2.0,7.2,9.2,4.7,0.5,0.2,2.3,4.2,24.7,2023-2024
2696,130,Leonard Miller,SF,20,MIN,3,0,2.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,0,.000,0.0,0.0,0,0.3,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
2697,131,Patty Mills,PG,35,MIA,3,0,17.3,2.0,5.7,.353,1.0,3.7,.273,1.0,2.0,.500,.441,1.0,1.3,.750,0.3,0.0,0.3,1.0,0.3,0.0,0.3,0.7,6.0,2023-2024
2698,132,Shake Milton,SG,27,NYK,4,0,5.5,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,1.3,1.5,.833,0.0,0.3,0.3,0.5,0.3,0.0,0.0,0.0,1.3,2023-2024
2699,133,Josh Minott,SF,21,MIN,5,0,3.6,0.4,1.8,.222,0.4,1.0,.400,0.0,0.8,.000,.333,0.0,0.0,0,0.2,0.8,1.0,0.6,0.0,0.0,0.0,0.4,1.2,2023-2024
2700,134,Donovan Mitchell,SG,27,CLE,10,10,38.2,10.7,22.5,.476,2.9,8.2,.354,7.8,14.3,.545,.540,5.3,6.5,.815,0.6,4.8,5.4,4.7,1.3,0.3,2.8,2.9,29.6,2023-2024
2701,135,Evan Mobley,PF,22,CLE,12,12,35.2,6.8,12.2,.555,0.4,1.5,.278,6.3,10.7,.594,.572,2.1,3.0,.694,2.5,6.8,9.3,2.3,0.8,2.2,1.8,2.8,16.0,2023-2024
2702,136,Wendell Moore Jr.,SG,22,MIN,6,0,3.0,0.5,1.2,.429,0.2,0.7,.250,0.3,0.5,.667,.500,0.0,0.0,0,0.0,0.3,0.3,0.3,0.2,0.0,0.2,0.5,1.2,2023-2024
2703,137,Marcus Morris,PF,34,CLE,9,1,15.3,2.4,5.3,.458,1.0,2.6,.391,1.4,2.8,.520,.552,0.2,0.3,.667,0.2,2.6,2.8,0.3,0.4,0.0,0.3,0.9,6.1,2023-2024
2704,138,Markieff Morris,PF,34,DAL,1,0,12.0,1.0,5.0,.200,1.0,3.0,.333,0.0,2.0,.000,.300,0.0,0.0,0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,2023-2024
2705,139,Monte Morris,PG,28,MIN,9,0,7.4,1.0,3.3,.300,0.1,1.6,.071,0.9,1.8,.500,.317,0.2,0.2,1.000,0.1,0.6,0.7,1.0,0.2,0.1,0.0,0.7,2.3,2023-2024
2706,140,Trey Murphy III,SF,23,NOP,4,4,42.0,4.5,12.0,.375,2.5,7.5,.333,2.0,4.5,.444,.479,0.0,0.0,0,0.8,5.8,6.5,2.3,1.3,1.5,2.0,3.0,11.5,2023-2024
2707,141,Jamal Murray,PG,26,DEN,12,12,38.5,8.3,20.8,.402,1.9,6.1,.315,6.4,14.7,.438,.448,2.0,2.2,.923,0.8,3.6,4.3,5.6,0.8,0.5,2.6,2.3,20.6,2023-2024
2708,142,Svi Mykhailiuk,SF,26,BOS,8,0,4.0,0.4,1.5,.250,0.3,1.1,.222,0.1,0.4,.333,.333,0.0,0.0,0,0.1,0.5,0.6,0.1,0.1,0.0,0.3,0.4,1.0,2023-2024
2709,143,Larry Nance Jr.,C,31,NOP,4,0,21.0,2.5,4.3,.588,0.3,1.0,.250,2.3,3.3,.692,.618,1.0,1.5,.667,3.8,4.5,8.3,1.8,0.5,0.0,1.8,2.3,6.3,2023-2024
2710,144,Andrew Nembhard,PG,24,IND,17,17,32.6,6.0,10.7,.560,1.7,3.5,.483,4.3,7.2,.598,.640,1.2,1.5,.769,0.8,2.5,3.3,5.5,0.4,0.2,1.4,3.3,14.9,2023-2024
2711,145,Aaron Nesmith,SF,24,IND,17,17,32.9,3.6,8.3,.433,1.3,4.6,.278,2.3,3.6,.629,.511,2.0,2.2,.919,1.1,3.8,4.9,2.2,0.6,0.5,1.4,3.9,10.5,2023-2024
2712,146,Georges Niang,PF,30,CLE,10,0,12.1,0.9,4.1,.220,0.3,2.3,.130,0.6,1.8,.333,.256,0.7,0.8,.875,0.3,0.9,1.2,0.4,0.4,0.2,0.7,1.8,2.8,2023-2024
2713,147,Zeke Nnaji,PF,23,DEN,3,0,4.7,0.7,1.0,.667,0.0,0.0,0,0.7,1.0,.667,.667,0.3,0.7,.500,0.7,0.0,0.7,0.0,0.0,0.3,0.7,0.3,1.7,2023-2024
2714,148,Jusuf Nurkić,C,29,PHO,4,4,26.0,3.3,6.5,.500,0.0,0.5,.000,3.3,6.0,.542,.500,1.3,2.8,.455,3.3,5.0,8.3,2.8,1.5,1.5,1.5,3.8,7.8,2023-2024
2715,149,Royce O'Neale,SF,30,PHO,4,2,26.0,1.8,5.5,.318,1.5,4.5,.333,0.3,1.0,.250,.455,0.0,0.0,0,1.3,3.5,4.8,1.0,0.3,0.0,0.5,2.8,5.0,2023-2024
2716,150,Chuma Okeke,SF,25,ORL,2,0,5.0,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.5,0.5,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,2023-2024
2717,151,Josh Okogie,SG,25,PHO,4,0,7.3,1.3,2.3,.556,0.3,0.8,.333,1.0,1.5,.667,.611,0.8,1.5,.500,0.0,1.0,1.0,0.5,0.5,0.0,0.5,1.8,3.5,2023-2024
2718,152,Isaac Okoro,SF,23,CLE,12,7,21.9,2.1,5.8,.357,0.8,2.9,.257,1.3,2.9,.457,.421,0.6,0.8,.778,0.4,1.3,1.8,1.1,0.9,0.3,0.9,2.5,5.5,2023-2024
2719,153,Kelly Oubre Jr.,SF,28,PHI,6,6,37.3,5.2,10.7,.484,1.5,3.8,.391,3.7,6.8,.537,.555,1.3,1.8,.727,1.5,2.5,4.0,1.7,1.8,1.2,1.3,4.0,13.2,2023-2024
2720,154,Cameron Payne,PG,29,PHI,5,0,12.2,2.0,5.0,.400,1.6,3.6,.444,0.4,1.4,.286,.560,0.0,0.0,0,0.0,1.2,1.2,1.4,0.2,0.8,0.6,2.0,5.6,2023-2024
2721,155,Jalen Pickett,SG,24,DEN,3,0,3.7,0.7,1.0,.667,0.0,0.3,.000,0.7,0.7,1.000,.667,0.0,0.0,0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,1.3,2023-2024
2722,156,Mason Plumlee,C,33,LAC,6,0,11.0,1.2,3.0,.389,0.0,0.0,0,1.2,3.0,.389,.389,0.8,1.3,.625,1.2,2.2,3.3,0.7,0.5,0.3,0.3,2.2,3.2,2023-2024
2723,157,Michael Porter Jr.,SF,25,DEN,12,12,36.9,5.7,12.2,.466,2.8,6.8,.407,2.9,5.4,.538,.579,1.7,2.2,.769,0.7,6.2,6.8,1.1,0.9,0.8,1.5,2.3,15.8,2023-2024
2724,158,Bobby Portis,PF,28,MIL,6,6,31.2,7.3,15.2,.484,0.5,2.0,.250,6.8,13.2,.519,.500,1.3,2.2,.615,2.7,8.7,11.3,1.0,0.5,0.2,1.5,2.2,16.5,2023-2024
2725,159,Kristaps Porziņģis,C,28,BOS,7,4,23.6,4.0,8.6,.467,1.4,4.1,.345,2.6,4.4,.581,.550,2.9,3.1,.909,0.6,3.9,4.4,1.1,0.7,1.6,0.7,2.1,12.3,2023-2024
2726,160,Dwight Powell,C,32,DAL,13,0,3.4,0.1,0.2,.333,0.0,0.0,0,0.1,0.2,.333,.333,0.3,0.5,.667,0.2,0.7,0.9,0.2,0.1,0.0,0.2,0.7,0.5,2023-2024
2727,161,Norman Powell,SG,30,LAC,6,0,29.8,4.3,10.2,.426,2.2,4.8,.448,2.2,5.3,.406,.533,2.0,2.5,.800,0.5,2.3,2.8,0.3,0.5,0.0,1.2,3.3,12.8,2023-2024
2728,162,Taurean Prince,PF,29,LAL,5,0,22.2,2.4,5.8,.414,1.0,3.4,.294,1.4,2.4,.583,.500,1.6,1.6,1.000,0.2,2.2,2.4,0.6,0.2,0.4,0.2,1.8,7.4,2023-2024
2729,163,Payton Pritchard,PG,26,BOS,19,0,18.7,2.3,5.5,.419,1.2,3.2,.383,1.1,2.4,.467,.529,0.6,0.6,.917,0.7,1.2,1.9,2.1,0.2,0.0,0.7,1.2,6.4,2023-2024
2730,164,Olivier-Maxence Prosper,PF,21,DAL,3,0,3.0,0.0,0.7,.000,0.0,0.0,0,0.0,0.7,.000,.000,0.0,0.0,0,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,2023-2024
2731,165,Neemias Queta,C,24,BOS,3,0,4.3,0.7,1.0,.667,0.0,0.0,0,0.7,1.0,.667,.667,0.0,0.0,0,0.3,0.7,1.0,0.0,0.0,0.3,0.0,0.0,1.3,2023-2024
2732,166,Austin Reaves,SG,25,LAL,5,5,34.8,6.0,12.6,.476,1.4,5.2,.269,4.6,7.4,.622,.532,3.4,3.8,.895,1.0,2.8,3.8,3.6,1.4,0.6,0.8,1.6,16.8,2023-2024
2733,167,Paul Reed,C,24,PHI,6,0,7.2,0.7,1.5,.444,0.0,0.0,0,0.7,1.5,.444,.444,0.2,0.3,.500,1.5,1.2,2.7,0.3,0.2,0.5,0.5,1.2,1.5,2023-2024
2734,168,Naz Reid,PF,24,MIN,16,0,22.6,4.1,8.9,.458,1.6,4.3,.362,2.5,4.6,.548,.546,1.4,1.9,.710,0.6,3.1,3.7,1.0,0.5,0.8,0.9,2.0,11.1,2023-2024
2735,169,Duncan Robinson,SF,29,MIA,5,0,12.0,1.0,3.2,.313,0.6,2.6,.231,0.4,0.6,.667,.406,0.0,0.0,0,0.0,1.0,1.0,1.2,0.4,0.0,1.0,1.2,2.6,2023-2024
2736,170,Mitchell Robinson,C,25,NYK,6,0,19.2,1.2,2.3,.500,0.0,0.0,0,1.2,2.3,.500,.500,0.5,1.3,.375,3.8,3.0,6.8,0.5,1.0,1.2,0.5,2.5,2.8,2023-2024
2737,171,Orlando Robinson,C,23,MIA,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-2024
2738,172,Jeremiah Robinson-Earl,PF,23,NOP,1,0,5.0,1.0,2.0,.500,0.0,0.0,0,1.0,2.0,.500,.500,0.0,2.0,.000,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2023-2024
2739,173,David Roddy,PF,22,PHO,2,0,1.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
2740,174,D'Angelo Russell,PG,27,LAL,5,5,37.0,5.6,14.6,.384,2.8,8.8,.318,2.8,5.8,.483,.479,0.2,0.4,.500,0.2,2.6,2.8,4.2,0.8,0.2,1.8,1.2,14.2,2023-2024
2741,175,Matt Ryan,SF,26,NOP,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2023-2024
2742,176,Ben Sheppard,SG,22,IND,17,2,19.7,1.8,4.2,.437,1.1,2.9,.380,0.7,1.2,.571,.570,0.4,0.5,.778,0.6,2.4,3.0,1.0,0.5,0.1,0.6,1.9,5.2,2023-2024
2743,177,Pascal Siakam,PF,29,IND,17,17,35.5,9.2,17.1,.541,0.8,2.8,.298,8.4,14.3,.588,.566,2.3,3.7,.619,2.5,5.1,7.5,3.8,0.8,0.4,1.1,2.8,21.6,2023-2024
2744,178,Jericho Sims,C,25,NYK,5,0,5.4,0.4,0.4,1.000,0.0,0.0,0,0.4,0.4,1.000,1.000,0.6,0.8,.750,0.6,1.0,1.6,0.2,0.4,0.2,0.0,0.2,1.4,2023-2024
2745,179,Jalen Smith,C,23,IND,7,0,6.0,0.4,1.1,.375,0.3,0.6,.500,0.1,0.6,.250,.500,0.7,1.1,.625,1.0,1.0,2.0,0.3,0.3,0.1,0.6,1.1,1.9,2023-2024
2746,180,Jaden Springer,SG,21,BOS,4,0,5.5,0.5,0.8,.667,0.0,0.0,0,0.5,0.8,.667,.667,0.0,0.0,0,0.0,0.8,0.8,0.3,0.0,0.3,0.5,0.3,1.0,2023-2024
2747,181,Julian Strawther,SF,21,DEN,3,0,5.3,0.7,2.0,.333,0.3,1.3,.250,0.3,0.7,.500,.417,0.7,1.3,.500,0.0,0.7,0.7,0.0,0.3,0.0,0.3,1.0,2.3,2023-2024
2748,182,Max Strus,SF,27,CLE,12,12,36.2,3.5,8.6,.408,2.1,6.0,.347,1.4,2.6,.548,.529,0.4,0.4,1.000,0.7,4.7,5.3,2.9,0.8,0.0,1.3,3.4,9.5,2023-2024
2749,183,Jalen Suggs,SG,22,ORL,7,7,33.1,4.7,11.7,.402,2.0,6.9,.292,2.7,4.9,.559,.488,3.3,4.3,.767,1.6,3.6,5.1,3.3,1.3,0.4,2.9,2.6,14.7,2023-2024
2750,184,Jayson Tatum,PF,25,BOS,19,19,40.4,8.4,19.6,.427,2.1,7.3,.283,6.3,12.3,.513,.480,6.2,7.2,.861,0.9,8.8,9.7,6.3,1.1,0.7,2.6,2.8,25.0,2023-2024
2751,185,Daniel Theis,C,31,LAC,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,0,1.500,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2023-2024
2752,186,Isaiah Thomas,PG,34,PHO,1,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-2024
