,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,Effective Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Season
343,140,Kevin Martin,SG,29,OKC,11,0,29.4,4.5,11.7,.380,1.5,4.2,.370,2.9,7.5,.386,.446,3.5,3.9,.907,0.2,2.9,3.1,1.3,0.6,0.3,1.0,1.6,14.0,2012-2013
344,141,Luc Mbah a Moute,SF,26,MIL,4,4,34.0,2.5,5.8,.435,0.0,1.0,.000,2.5,4.8,.526,.435,3.3,4.5,.722,1.0,2.5,3.5,1.8,1.0,0.0,1.3,2.3,8.3,2012-2013
345,142,JaVale McGee,C,25,DEN,6,2,18.7,3.0,5.2,.581,0.0,0.0,0,3.0,5.2,.581,.581,1.2,3.0,.389,2.8,2.3,5.2,0.0,0.7,1.0,1.8,2.8,7.2,2012-2013
346,143,Tracy McGrady,SF,33,SAS,6,0,5.2,0.0,1.2,.000,0.0,0.5,.000,0.0,0.7,.000,.000,0.0,0.0,0,0.2,1.2,1.3,1.2,0.3,0.5,0.3,0.2,0.0,2012-2013
347,144,Jodie Meeks,SG,25,LAL,1,0,20.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,2.0,2.0,1.000,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,2012-2013
348,145,Andre Miller,PG,36,DEN,6,0,25.7,4.8,11.5,.420,0.8,1.8,.455,4.0,9.7,.414,.457,3.5,4.5,.778,1.8,1.5,3.3,3.8,0.3,0.0,2.7,1.3,14.0,2012-2013
349,146,Mike Miller,SF,32,MIA,17,5,13.6,1.2,2.6,.467,0.9,2.1,.444,0.3,0.5,.556,.644,0.0,0.0,0,0.2,1.8,1.9,0.9,0.5,0.1,0.3,1.5,3.4,2012-2013
350,147,Patty Mills,PG,24,SAS,9,0,3.4,0.6,1.1,.500,0.2,0.8,.286,0.3,0.3,1.000,.600,0.0,0.0,0,0.1,0.2,0.3,0.2,0.0,0.0,0.1,0.2,1.3,2012-2013
351,148,Nazr Mohammed,C,35,CHI,12,0,9.5,1.8,3.4,.512,0.0,0.0,0,1.8,3.4,.512,.512,0.3,0.6,.571,1.2,1.5,2.7,0.3,0.2,0.6,0.3,1.3,3.8,2012-2013
352,149,Darius Morris,PG,22,LAL,4,2,26.3,4.0,8.8,.457,0.8,2.3,.333,3.3,6.5,.500,.500,1.8,2.3,.778,0.3,1.0,1.3,3.0,0.5,0.0,1.5,1.5,10.5,2012-2013
353,150,Donatas Motiejūnas,PF,22,HOU,1,0,5.0,2.0,2.0,1.000,0.0,0.0,0,2.0,2.0,1.000,1.000,1.0,1.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2012-2013
354,151,Steve Nash,PG,38,LAL,2,2,30.5,5.0,11.5,.435,0.0,1.5,.000,5.0,10.0,.500,.435,2.5,2.5,1.000,1.0,1.5,2.5,4.5,0.0,0.0,1.5,1.0,12.5,2012-2013
355,152,Gary Neal,SG,28,SAS,21,0,18.6,2.5,6.4,.385,1.1,3.1,.348,1.4,3.3,.420,.470,0.8,0.8,1.000,0.0,2.1,2.1,0.7,0.1,0.0,0.6,1.6,6.8,2012-2013
356,153,Joakim Noah,C,27,CHI,12,12,34.1,4.3,9.9,.437,0.0,0.0,0,4.3,9.9,.437,.437,2.1,3.3,.641,4.3,5.3,9.6,2.3,0.8,2.2,2.0,3.6,10.8,2012-2013
357,154,Steve Novak,SF,29,NYK,9,0,5.6,0.8,1.4,.538,0.4,1.0,.444,0.3,0.4,.750,.692,0.0,0.0,0,0.2,0.2,0.4,0.0,0.1,0.0,0.0,0.6,2.0,2012-2013
358,155,Lamar Odom,PF,33,LAC,6,1,17.8,1.8,5.0,.367,0.8,2.3,.357,1.0,2.7,.375,.450,0.5,1.0,.500,0.7,3.2,3.8,1.8,0.8,0.8,1.7,2.7,5.0,2012-2013
359,156,Tony Parker,PG,30,SAS,21,21,36.4,8.0,17.4,.458,0.5,1.5,.355,7.4,15.9,.467,.473,4.1,5.3,.777,0.7,2.6,3.2,7.0,1.1,0.1,2.5,1.2,20.6,2012-2013
360,157,Chandler Parsons,SF,24,HOU,6,6,39.7,7.0,15.5,.452,2.7,6.7,.400,4.3,8.8,.491,.538,1.5,2.3,.643,1.2,5.3,6.5,3.7,0.2,0.3,3.0,3.2,18.2,2012-2013
361,158,Chris Paul,PG,27,LAC,6,6,37.3,8.2,15.3,.533,1.0,3.2,.316,7.2,12.2,.589,.565,5.5,6.2,.892,0.5,3.5,4.0,6.3,1.8,0.0,1.5,2.8,22.8,2012-2013
362,159,Kendrick Perkins,C,28,OKC,11,11,19.1,0.9,3.5,.263,0.0,0.1,.000,0.9,3.4,.270,.263,0.4,0.4,1.000,1.4,2.4,3.7,0.6,0.7,0.5,2.1,3.5,2.2,2012-2013
363,160,Johan Petro,C,27,ATL,6,4,16.8,2.3,4.5,.519,0.0,0.0,0,2.3,4.5,.519,.519,0.2,0.3,.500,0.7,3.0,3.7,0.7,0.2,0.7,0.5,3.0,4.8,2012-2013
364,161,Paul Pierce,SF,35,BOS,6,6,42.5,6.5,17.7,.368,1.8,6.8,.268,4.7,10.8,.431,.420,4.3,4.8,.897,0.7,5.0,5.7,5.3,0.8,0.5,5.3,3.5,19.2,2012-2013
365,162,Quincy Pondexter,SF,24,MEM,15,0,23.8,3.1,6.3,.489,1.6,3.5,.453,1.5,2.7,.537,.617,1.1,1.9,.607,0.6,1.9,2.5,0.7,0.7,0.1,0.6,2.1,8.9,2012-2013
366,163,Pablo Prigioni,PG,35,NYK,11,10,20.9,1.5,3.9,.395,1.2,2.7,.433,0.4,1.2,.308,.547,0.2,0.4,.500,0.2,1.4,1.5,3.2,1.3,0.1,0.5,1.9,4.5,2012-2013
367,164,Tayshaun Prince,SF,32,MEM,15,15,30.3,2.9,8.1,.355,0.3,1.3,.263,2.5,6.8,.373,.376,0.9,1.5,.609,0.8,3.0,3.8,1.9,0.5,0.3,0.7,1.2,7.0,2012-2013
368,165,Vladimir Radmanović,PF,32,CHI,1,0,10.0,3.0,3.0,1.000,3.0,3.0,1.000,0.0,0.0,0,1.500,0.0,0.0,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,9.0,2012-2013
369,166,Anthony Randolph,PF,23,DEN,5,0,6.0,1.8,2.2,.818,0.0,0.0,0,1.8,2.2,.818,.818,1.6,2.2,.727,0.0,1.2,1.2,0.0,0.4,0.0,0.4,0.8,5.2,2012-2013
370,167,Shavlik Randolph,PF,29,BOS,1,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2012-2013
371,168,Zach Randolph,PF,31,MEM,15,15,36.9,6.6,14.3,.460,0.0,0.1,.000,6.6,14.3,.463,.460,4.2,6.3,.670,3.9,6.1,10.0,1.6,0.7,0.5,2.1,3.5,17.4,2012-2013
372,169,JJ Redick,SG,28,MIL,4,0,17.3,2.8,6.3,.440,1.0,3.0,.333,1.8,3.3,.538,.520,0.8,0.8,1.000,0.0,0.8,0.8,1.3,0.3,0.0,1.5,2.3,7.3,2012-2013
373,170,Quentin Richardson,SF,32,NYK,5,0,2.8,0.4,1.2,.333,0.4,1.0,.400,0.0,0.2,.000,.500,0.0,0.0,0,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.4,1.2,2012-2013
374,171,Nate Robinson,PG,28,CHI,12,8,33.7,5.9,13.6,.436,1.8,5.4,.338,4.1,8.2,.500,.503,2.6,3.4,.756,0.5,2.2,2.7,4.4,1.0,0.2,2.7,3.2,16.3,2012-2013
375,172,Robert Sacre,C,23,LAL,2,0,2.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,2012-2013
376,173,Larry Sanders,C,24,MIL,4,4,28.3,4.8,8.3,.576,0.0,0.0,0,4.8,8.3,.576,.576,1.3,2.8,.455,2.8,5.5,8.3,1.3,0.8,1.3,3.0,4.5,10.8,2012-2013
377,174,Mike Scott,PF,24,ATL,4,0,5.0,1.3,2.5,.500,0.0,0.3,.000,1.3,2.3,.556,.500,0.8,1.0,.750,0.3,1.5,1.8,0.3,0.0,0.0,0.0,0.5,3.3,2012-2013
378,175,Thabo Sefolosha,SG,28,OKC,11,11,27.3,1.9,5.5,.344,1.1,3.5,.316,0.8,2.1,.391,.443,0.8,1.0,.818,1.2,3.3,4.5,2.1,1.1,0.5,0.7,2.4,5.7,2012-2013
379,176,Iman Shumpert,SG,22,NYK,12,12,28.1,3.4,8.3,.410,1.5,3.5,.429,1.9,4.8,.397,.500,1.0,1.2,.857,1.5,4.5,6.0,1.3,1.1,0.3,1.2,3.0,9.3,2012-2013
380,177,Greg Smith,C,22,HOU,5,1,11.8,1.2,1.8,.667,0.0,0.0,0,1.2,1.8,.667,.667,1.2,2.4,.500,1.4,1.2,2.6,0.0,0.4,0.4,0.8,1.8,3.6,2012-2013
381,178,Ish Smith,PG,24,MIL,4,0,2.8,0.0,0.3,.000,0.0,0.0,0,0.0,0.3,.000,.000,0.0,0.0,0,0.0,0.3,0.3,0.8,0.0,0.0,0.3,0.3,0.0,2012-2013
382,179,J.R. Smith,SG,27,NYK,11,0,31.9,4.9,14.8,.331,1.6,6.0,.273,3.3,8.8,.371,.387,2.8,3.9,.721,0.5,4.2,4.7,1.4,1.0,0.5,1.8,2.5,14.3,2012-2013
383,180,Josh Smith,PF,27,ATL,6,6,33.2,6.5,15.0,.433,0.8,3.3,.250,5.7,11.7,.486,.461,3.2,6.0,.528,1.7,5.8,7.5,3.5,1.8,0.5,2.7,3.5,17.0,2012-2013
384,181,Tiago Splitter,PF,28,SAS,19,15,20.4,2.4,4.4,.536,0.0,0.1,.000,2.4,4.4,.542,.536,1.4,1.7,.788,1.1,1.9,3.1,1.2,0.8,0.7,1.3,2.4,6.1,2012-2013
385,182,Jerry Stackhouse,SF,38,BRK,4,0,7.0,0.3,2.5,.100,0.0,1.8,.000,0.3,0.8,.333,.100,0.8,1.0,.750,0.3,0.8,1.0,0.0,0.0,0.0,0.5,0.5,1.3,2012-2013
386,183,Lance Stephenson,SG,22,IND,19,19,35.4,3.6,8.9,.408,0.9,3.4,.281,2.7,5.5,.486,.462,1.2,1.9,.622,0.7,6.8,7.6,3.3,1.2,0.1,1.9,2.5,9.4,2012-2013
387,184,DeShawn Stevenson,SG,31,ATL,4,0,11.3,0.8,1.3,.600,0.8,1.3,.600,0.0,0.0,0,.900,0.0,0.0,0,0.8,1.8,2.5,0.3,0.0,0.0,0.5,1.3,2.3,2012-2013
388,185,Julyan Stone,PG,24,DEN,2,0,6.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1.0,1.0,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,1.0,2012-2013
389,186,Amar'e Stoudemire,PF,30,NYK,4,0,8.3,1.3,3.3,.385,0.3,0.3,1.000,1.0,3.0,.333,.423,1.0,1.0,1.000,1.0,1.3,2.3,0.0,0.0,0.0,0.8,2.3,3.8,2012-2013
390,187,Tyshawn Taylor,PG,22,BRK,2,0,1.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-2013
391,188,Jeff Teague,PG,24,ATL,6,6,35.5,4.5,13.5,.333,0.5,1.7,.300,4.0,11.8,.338,.352,3.8,4.7,.821,0.5,2.3,2.8,5.0,1.5,0.3,2.3,2.8,13.3,2012-2013
392,189,Marquis Teague,PG,19,CHI,8,0,9.0,0.6,2.1,.294,0.0,0.6,.000,0.6,1.5,.417,.294,0.0,0.0,0,0.0,0.4,0.4,1.5,0.3,0.1,0.3,1.3,1.3,2012-2013
393,190,Mirza Teletović,PF,27,BRK,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-2013
394,191,Jason Terry,SG,35,BOS,6,1,31.5,4.0,9.0,.444,2.5,5.7,.441,1.5,3.3,.450,.583,1.5,1.8,.818,0.0,2.2,2.2,2.0,0.7,0.3,0.8,1.5,12.0,2012-2013
395,192,Hasheem Thabeet,C,25,OKC,4,0,6.5,0.3,0.5,.500,0.0,0.0,0,0.3,0.5,.500,.500,0.0,0.0,0,0.3,1.3,1.5,0.0,0.3,0.0,0.5,1.8,0.5,2012-2013
396,193,Malcolm Thomas,PF,24,CHI,3,0,2.0,0.3,0.7,.500,0.0,0.0,0,0.3,0.7,.500,.500,0.3,1.7,.200,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,2012-2013
397,194,Klay Thompson,SG,22,GSW,12,12,41.3,6.3,14.5,.437,2.1,4.9,.424,4.3,9.6,.443,.509,0.4,0.5,.833,0.8,3.8,4.6,1.8,1.0,0.6,2.0,3.7,15.2,2012-2013
398,195,Anthony Tolliver,SF,27,ATL,6,0,11.3,1.3,2.3,.571,1.2,1.8,.636,0.2,0.5,.333,.821,0.2,0.5,.333,0.5,1.0,1.5,0.2,0.2,0.2,0.2,1.2,4.0,2012-2013
399,196,Ronny Turiaf,C,30,LAC,5,0,11.8,1.4,2.0,.700,0.0,0.0,0,1.4,2.0,.700,.700,0.4,0.8,.500,0.8,0.8,1.6,0.0,0.2,0.6,0.4,2.8,3.2,2012-2013
400,197,Ekpe Udoh,C,25,MIL,4,0,13.5,1.0,2.3,.444,0.0,0.0,0,1.0,2.3,.444,.444,0.0,0.0,0,0.8,0.8,1.5,0.3,0.5,0.5,0.0,1.0,2.0,2012-2013
401,198,Dwyane Wade,SG,31,MIA,22,22,35.5,6.5,14.3,.457,0.0,0.2,.250,6.5,14.1,.460,.459,2.7,3.6,.750,1.7,2.9,4.6,4.8,1.7,1.0,2.6,2.0,15.9,2012-2013
402,199,Gerald Wallace,SF,30,BRK,7,7,34.7,4.4,9.6,.463,1.6,4.1,.379,2.9,5.4,.526,.545,1.6,2.9,.550,0.7,3.3,4.0,2.4,1.1,0.7,1.3,2.9,12.0,2012-2013
403,200,C.J. Watson,PG,28,BRK,7,0,23.0,3.4,7.9,.436,0.6,2.1,.267,2.9,5.7,.500,.473,1.1,1.7,.667,0.7,1.7,2.4,1.9,0.7,0.1,0.1,1.6,8.6,2012-2013
404,201,David West,PF,32,IND,19,19,36.3,6.1,13.1,.462,0.0,0.2,.000,6.1,12.9,.467,.462,3.8,4.9,.766,2.2,5.4,7.6,2.1,0.7,0.8,2.4,2.8,15.9,2012-2013
405,202,Russell Westbrook,PG,24,OKC,2,2,34.0,8.5,20.5,.415,1.0,4.5,.222,7.5,16.0,.469,.439,6.0,7.0,.857,0.5,6.0,6.5,7.0,3.0,0.0,4.0,2.5,24.0,2012-2013
406,203,James White,SF,30,NYK,4,0,2.3,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,0,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.3,1.0,2012-2013
407,204,Chris Wilcox,C,30,BOS,2,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-2013
408,205,Deron Williams,PG,28,BRK,7,7,41.7,6.4,15.1,.425,2.4,6.1,.395,4.0,9.0,.444,.505,5.3,6.4,.822,0.1,3.0,3.1,8.4,1.0,0.6,3.0,2.4,20.6,2012-2013
409,206,Terrence Williams,SF,25,BOS,5,0,9.6,0.4,2.0,.200,0.0,0.6,.000,0.4,1.4,.286,.200,0.2,0.4,.500,0.2,1.8,2.0,1.2,0.0,0.2,0.8,0.6,1.0,2012-2013
410,207,Metta World Peace,SF,33,LAL,3,3,28.0,2.3,9.3,.250,0.7,4.7,.143,1.7,4.7,.357,.286,0.7,0.7,1.000,2.0,1.7,3.7,1.7,0.7,0.3,1.0,1.7,6.0,2012-2013
411,208,Tony Wroten,SG,19,MEM,6,0,2.8,0.3,1.8,.182,0.0,0.3,.000,0.3,1.5,.222,.182,0.7,0.7,1.000,0.2,0.5,0.7,0.3,0.2,0.0,0.3,0.2,1.3,2012-2013
412,209,Sam Young,SG,27,IND,15,0,8.7,0.6,1.6,.375,0.1,0.7,.200,0.5,0.9,.500,.417,0.4,0.5,.750,0.7,1.2,1.9,0.3,0.3,0.1,0.5,1.1,1.7,2012-2013
413,1,Steven Adams,C,20,OKC,18,0,18.4,1.7,2.5,.689,0.0,0.0,0,1.7,2.5,.689,.689,0.4,1.3,.348,1.2,2.9,4.1,0.2,0.1,1.3,0.6,2.7,3.9,2013-2014
414,2,LaMarcus Aldridge,PF,28,POR,11,11,40.1,10.3,22.7,.452,0.2,0.3,.667,10.1,22.5,.449,.456,5.5,6.8,.800,2.7,7.9,10.6,1.5,0.6,1.6,1.7,3.6,26.2,2013-2014
415,3,Lavoy Allen,PF,24,IND,4,0,3.8,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,0.0,0.0,0,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,1.0,2013-2014
416,4,Ray Allen,SG,38,MIA,20,1,26.4,3.0,7.2,.413,1.7,4.3,.388,1.3,2.9,.448,.528,1.7,1.9,.919,0.7,2.7,3.4,1.6,0.7,0.2,1.2,2.1,9.3,2013-2014
417,5,Tony Allen,SG,32,MEM,7,1,32.9,5.0,10.3,.486,0.0,1.0,.000,5.0,9.3,.538,.486,2.3,3.0,.762,3.3,4.4,7.7,1.4,1.7,0.1,1.7,3.3,12.3,2013-2014
418,6,Chris Andersen,C,35,MIA,18,0,17.6,1.8,3.2,.579,0.0,0.1,.000,1.8,3.1,.589,.579,1.4,2.1,.684,1.4,4.5,5.9,0.3,0.3,1.0,0.5,1.9,5.1,2013-2014
419,7,Alan Anderson,SF,31,BRK,12,2,21.8,2.1,5.2,.403,0.8,2.6,.290,1.3,2.6,.516,.476,1.0,1.5,.667,0.8,1.8,2.7,1.3,0.8,0.0,0.8,2.7,5.9,2013-2014
420,8,Pero Antić,C,31,ATL,7,7,24.3,1.0,6.0,.167,0.4,3.6,.120,0.6,2.4,.235,.202,0.7,1.1,.625,1.4,2.4,3.9,0.7,0.7,0.4,1.1,3.7,3.1,2013-2014
421,9,Trevor Ariza,SF,28,WAS,11,11,37.0,4.7,9.8,.481,2.3,5.1,.446,2.5,4.7,.519,.597,1.9,2.5,.778,1.9,7.0,8.9,1.7,1.5,0.4,1.3,2.4,13.6,2013-2014
422,10,Hilton Armstrong,C,29,GSW,7,0,2.4,0.6,1.1,.500,0.0,0.1,.000,0.6,1.0,.571,.500,0.0,0.3,.000,0.4,0.1,0.6,0.3,0.0,0.3,0.6,0.9,1.1,2013-2014
423,11,Ömer Aşık,C,27,HOU,6,4,27.2,2.7,5.5,.485,0.0,0.0,0,2.7,5.5,.485,.485,0.5,0.5,1.000,3.5,4.7,8.2,0.7,0.5,0.7,1.8,4.8,5.8,2013-2014
424,12,D.J. Augustin,PG,26,CHI,5,0,28.2,4.2,14.4,.292,1.4,5.2,.269,2.8,9.2,.304,.340,3.4,3.8,.895,0.8,0.8,1.6,4.8,0.6,0.0,1.8,3.2,13.2,2013-2014
425,13,Jeff Ayres,PF,26,SAS,17,0,3.8,0.4,0.8,.462,0.0,0.0,0,0.4,0.8,.462,.462,0.3,0.5,.625,0.4,0.8,1.1,0.3,0.0,0.0,0.1,0.4,1.0,2013-2014
426,14,Harrison Barnes,SF,21,GSW,7,0,22.3,2.7,6.9,.396,1.1,3.0,.381,1.6,3.9,.407,.479,1.3,2.3,.563,1.0,3.0,4.0,1.1,0.1,0.4,0.7,1.9,7.9,2013-2014
427,15,Matt Barnes,SF,33,LAC,13,13,31.1,3.5,8.2,.421,1.5,4.6,.317,2.0,3.6,.553,.509,1.0,1.5,.684,1.7,2.8,4.5,1.8,0.9,0.2,1.3,3.2,9.4,2013-2014
428,16,Will Barton,SG,23,POR,7,0,11.6,2.4,4.9,.500,0.9,1.6,.545,1.6,3.3,.478,.588,0.7,0.9,.833,0.7,1.0,1.7,0.4,0.1,0.3,0.9,1.0,6.4,2013-2014
429,17,Shane Battier,SF,35,MIA,16,6,12.6,0.8,1.6,.462,0.6,1.3,.450,0.2,0.4,.500,.635,0.3,0.3,.800,0.1,0.6,0.6,0.3,0.3,0.1,0.3,1.4,2.3,2013-2014
430,18,Nicolas Batum,SF,25,POR,11,11,41.7,6.1,12.9,.472,1.9,5.5,.350,4.2,7.5,.561,.546,1.1,1.4,.800,0.9,6.7,7.6,4.8,1.3,0.5,2.5,1.9,15.2,2013-2014
431,19,Aron Baynes,C,27,SAS,14,0,7.2,0.9,1.7,.500,0.0,0.1,.000,0.9,1.6,.522,.500,0.6,0.7,.800,0.9,1.4,2.2,0.0,0.2,0.0,0.5,1.1,2.3,2013-2014
432,20,Bradley Beal,SG,20,WAS,11,11,41.6,6.8,16.1,.424,2.0,4.8,.415,4.8,11.3,.427,.486,3.5,4.5,.796,1.4,3.6,5.0,4.5,1.6,0.6,2.1,2.8,19.2,2013-2014
433,21,Michael Beasley,SF,25,MIA,4,0,5.8,1.3,2.5,.500,0.0,0.0,0,1.3,2.5,.500,.500,0.3,0.8,.333,0.5,0.5,1.0,0.5,0.0,0.0,0.3,0.8,2.8,2013-2014
434,22,Marco Belinelli,SF,27,SAS,23,0,15.5,1.9,4.3,.444,0.7,1.7,.421,1.2,2.7,.459,.525,0.9,1.0,.955,0.2,2.1,2.3,0.8,0.1,0.0,0.5,1.0,5.4,2013-2014
435,23,Patrick Beverley,PG,25,HOU,6,6,33.7,3.2,8.3,.380,1.2,3.7,.318,2.0,4.7,.429,.450,1.2,1.7,.700,2.2,2.0,4.2,1.8,0.5,0.3,0.7,3.5,8.7,2013-2014
436,24,Bismack Biyombo,C,21,CHA,3,1,16.0,1.0,1.7,.600,0.0,0.0,0,1.0,1.7,.600,.600,0.7,2.0,.333,1.7,2.0,3.7,0.3,0.0,0.7,0.0,1.3,2.7,2013-2014
437,25,DeJuan Blair,PF,24,DAL,6,0,13.5,2.7,4.5,.593,0.0,0.0,0,2.7,4.5,.593,.593,1.3,2.2,.615,2.3,3.8,6.2,0.2,2.0,0.0,0.8,2.3,6.7,2013-2014
438,26,Steve Blake,PG,33,GSW,6,0,7.5,0.7,2.0,.333,0.5,1.7,.300,0.2,0.3,.500,.458,0.0,0.2,.000,0.2,0.5,0.7,0.3,0.0,0.0,0.3,0.3,1.8,2013-2014
439,27,Andray Blatche,PF,27,BRK,12,0,14.3,2.2,4.8,.448,0.0,0.2,.000,2.2,4.7,.464,.448,2.1,2.5,.833,2.1,2.9,5.0,0.3,0.5,0.2,0.8,1.8,6.4,2013-2014
440,28,Matt Bonner,PF,33,SAS,22,2,6.2,0.5,1.0,.476,0.2,0.5,.333,0.3,0.4,.667,.571,0.1,0.2,.750,0.1,0.5,0.6,0.5,0.1,0.0,0.1,0.5,1.2,2013-2014
441,29,Trevor Booker,PF,26,WAS,9,1,16.2,1.4,3.2,.448,0.0,0.2,.000,1.4,3.0,.481,.448,0.4,0.7,.667,1.8,2.6,4.3,0.9,0.2,1.0,0.3,2.8,3.3,2013-2014
442,30,Carlos Boozer,PF,32,CHI,5,5,24.2,4.0,9.4,.426,0.0,0.0,0,4.0,9.4,.426,.426,1.6,1.8,.889,1.6,6.2,7.8,1.0,0.2,0.0,1.4,2.6,9.6,2013-2014
443,31,Chris Bosh,C,29,MIA,20,20,34.3,5.8,11.5,.507,1.5,3.7,.405,4.3,7.8,.555,.572,1.8,2.4,.750,1.2,4.4,5.6,1.1,0.9,1.0,0.7,2.6,14.9,2013-2014
444,32,Elton Brand,C,34,ATL,7,0,11.6,0.3,1.7,.167,0.0,0.0,0,0.3,1.7,.167,.167,0.6,0.7,.800,1.0,2.3,3.3,0.9,0.1,0.9,0.0,1.4,1.1,2013-2014
445,33,Reggie Bullock,SF,22,LAC,2,0,2.5,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,2013-2014
446,34,Caron Butler,SF,33,OKC,18,2,23.3,1.9,6.0,.324,1.2,3.3,.356,0.8,2.7,.286,.421,1.2,1.6,.786,0.6,2.6,3.2,0.8,0.3,0.1,0.6,1.8,6.3,2013-2014
447,35,Jimmy Butler,SG,24,CHI,5,5,43.6,4.4,11.4,.386,1.2,4.0,.300,3.2,7.4,.432,.439,3.6,4.6,.783,1.2,4.0,5.2,2.2,1.2,0.0,0.6,2.6,13.6,2013-2014
448,36,Rasual Butler,SG,34,IND,11,0,6.4,0.5,1.4,.400,0.5,1.1,.417,0.1,0.3,.333,.567,0.2,0.2,1.000,0.0,0.5,0.5,0.1,0.1,0.1,0.1,0.3,1.7,2013-2014
449,37,José Calderón,PG,32,DAL,7,7,27.3,4.3,9.3,.462,1.6,3.3,.478,2.7,6.0,.452,.546,0.1,0.1,1.000,0.3,1.0,1.3,4.4,0.1,0.0,1.0,2.3,10.3,2013-2014
450,38,DeMarre Carroll,SF,27,ATL,7,7,35.1,3.3,7.0,.469,1.3,3.1,.409,2.0,3.9,.519,.561,1.0,1.6,.636,1.7,3.1,4.9,1.6,0.7,0.4,1.1,3.0,8.9,2013-2014
451,39,Vince Carter,SG,37,DAL,7,0,27.1,4.4,9.7,.456,2.1,4.4,.484,2.3,5.3,.432,.566,1.6,2.0,.786,1.0,2.6,3.6,2.4,0.4,0.3,0.9,1.7,12.6,2013-2014
452,40,Mario Chalmers,PG,27,MIA,20,19,26.8,2.4,5.6,.423,0.8,2.2,.349,1.6,3.4,.471,.491,1.0,1.3,.760,0.1,2.2,2.3,3.6,1.0,0.3,1.5,2.4,6.4,2013-2014
453,41,Victor Claver,SF,25,POR,2,0,3.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,2.0,.000,0.0,2.5,2.5,0.0,0.0,0.0,0.5,0.0,0.0,2013-2014
454,42,Norris Cole,PG,25,MIA,20,0,20.2,1.6,3.9,.410,0.8,2.0,.375,0.9,1.9,.447,.506,0.7,0.8,.867,0.1,1.1,1.1,1.8,0.5,0.1,1.0,1.7,4.6,2013-2014
455,43,Darren Collison,PG,26,LAC,13,0,19.2,2.7,6.9,.389,0.1,0.9,.083,2.6,6.0,.436,.394,3.0,3.5,.867,0.8,1.3,2.1,2.4,0.5,0.1,0.9,1.3,8.5,2013-2014
456,44,Nick Collison,PF,33,OKC,17,2,10.8,0.7,1.7,.414,0.1,0.3,.400,0.6,1.4,.417,.448,0.4,0.6,.700,0.7,1.5,2.2,0.8,0.2,0.4,0.4,1.6,1.9,2013-2014
457,45,Mike Conley,PG,26,MEM,7,7,38.1,6.3,14.6,.431,0.4,3.9,.111,5.9,10.7,.547,.446,2.9,3.7,.769,0.7,3.9,4.6,7.9,2.0,0.1,2.1,2.0,15.9,2013-2014
458,46,Chris Copeland,SF,29,IND,12,0,6.8,1.0,2.3,.429,0.5,1.3,.375,0.5,1.0,.500,.536,0.5,0.8,.667,0.1,0.3,0.4,0.1,0.3,0.3,0.4,1.1,3.0,2013-2014
